40	70
45 6	15 12	21 54	60 28	62 79	41 71	69 55	57 40	12 32	4 36	34 65	25 1	58 67	54 66	32 66	68 29	50 33	61 24	43 48	56 56	66 27	47 99	7 17	59 17	6 65	35 47	9 75	55 12	52 95	18 58	44 55	67 87	37 43	63 79	8 28	2 38	64 59	26 66	39 66	19 63	30 53	1 29	36 62	31 93	33 72	53 85	13 49	0 1	24 9	14 23	27 85	23 2	17 12	10 67	11 75	16 8	40 30	20 42	65 91	42 94	22 34	28 5	48 12	49 13	38 16	46 68	3 26	51 87	29 17	5 33
29 39	35 5	3 19	43 7	40 11	13 22	4 15	2 40	0 63	19 50	42 73	22 37	68 81	27 45	20 53	67 50	24 47	66 90	31 57	41 11	56 31	46 54	59 87	8 71	16 68	26 61	32 61	65 46	45 24	64 64	12 67	15 42	18 68	48 56	62 62	60 77	17 86	23 76	33 71	1 44	5 87	61 75	53 52	10 77	55 42	11 10	30 74	52 53	57 30	39 92	6 13	63 45	28 7	21 2	36 53	9 31	34 9	49 44	51 27	37 64	50 87	14 85	69 88	58 52	54 81	44 28	7 24	47 5	25 90	38 67
69 1	54 68	34 46	4 45	65 87	36 60	58 84	37 75	6 29	13 12	17 12	23 65	32 81	0 84	14 52	51 56	31 37	28 62	9 82	22 6	62 95	21 1	61 23	47 2	8 65	10 91	24 38	50 7	46 18	39 87	38 59	48 47	41 9	30 29	7 12	27 9	1 98	60 83	2 70	53 80	55 59	67 77	49 75	68 9	11 44	59 23	33 23	25 42	5 17	19 8	63 45	64 78	3 70	20 85	18 44	35 85	52 33	15 72	57 47	42 54	12 17	56 13	29 23	44 77	40 98	45 81	43 91	66 41	26 62	16 46
16 86	48 99	35 26	18 70	55 4	47 58	13 61	58 80	9 92	43 42	21 41	59 70	3 21	22 74	30 69	54 75	7 5	45 88	46 77	63 10	0 94	27 80	6 43	61 4	29 68	14 70	41 23	39 34	8 50	2 80	66 63	69 83	34 1	19 36	17 74	4 35	25 37	12 90	1 46	62 62	52 12	33 57	50 85	42 42	15 22	5 14	40 42	24 15	32 8	68 84	10 55	57 57	53 72	49 11	60 40	11 82	65 34	67 27	64 95	38 2	26 53	28 10	23 72	56 37	37 37	36 59	20 69	31 27	44 99	51 54
68 29	24 55	41 52	25 77	40 25	49 6	61 41	1 8	21 33	8 37	36 45	6 23	28 42	56 69	17 2	60 90	2 72	38 78	12 50	34 60	5 91	15 75	39 65	19 8	43 24	57 90	16 27	54 63	53 83	67 19	55 39	0 56	45 38	23 7	10 63	9 79	4 63	65 24	52 34	3 4	33 12	64 15	63 95	48 17	35 54	20 40	37 8	11 92	51 22	31 1	46 17	26 66	58 87	69 7	7 68	22 41	18 90	13 50	32 91	14 86	66 15	44 82	42 5	50 93	29 17	59 4	47 20	27 3	62 93	30 72
12 89	58 46	11 19	6 6	14 80	1 83	21 27	27 96	13 94	35 51	44 64	43 81	59 70	3 77	2 52	4 12	63 18	41 74	57 30	32 68	54 69	0 44	45 90	55 99	16 41	23 86	64 19	22 26	5 79	18 67	20 75	28 41	48 48	69 38	31 28	51 39	17 66	62 77	66 78	10 89	53 44	46 77	61 63	47 42	49 7	42 71	50 36	40 90	68 73	65 35	60 87	19 45	9 23	37 73	15 13	39 74	56 11	33 82	36 68	24 51	26 76	52 11	34 95	30 46	38 28	25 45	67 29	8 90	7 56	29 69
67 8	28 66	54 59	2 13	30 70	45 15	27 12	31 71	15 79	62 72	63 70	39 82	38 34	49 88	29 12	20 22	42 98	24 95	5 31	46 56	37 91	32 49	47 45	59 56	51 9	10 46	26 58	18 36	53 28	9 23	50 20	13 80	34 74	8 54	48 64	7 68	3 53	35 67	60 60	4 10	33 90	6 29	17 44	12 89	55 73	52 96	16 20	57 57	56 3	41 26	25 32	44 2	14 29	0 4	1 1	68 9	22 41	19 61	11 89	58 63	66 59	64 64	65 70	69 17	36 33	43 44	61 36	40 5	23 68	21 97
65 8	43 64	59 88	45 37	53 4	32 15	8 42	68 2	26 24	62 9	25 56	30 93	42 22	10 88	46 75	60 78	29 1	61 95	67 74	1 18	33 11	13 45	37 77	11 78	69 83	40 25	21 57	28 10	63 54	54 22	9 30	20 98	57 28	7 22	17 7	64 56	5 85	48 80	34 97	19 79	58 63	24 59	36 61	31 17	47 37	4 6	50 73	41 78	6 6	2 94	3 66	51 50	56 17	49 11	18 89	0 73	15 62	55 94	44 74	38 7	39 43	66 64	14 77	27 15	12 2	16 88	23 38	52 32	22 7	35 50
12 63	28 10	24 20	37 93	22 7	58 94	19 97	7 34	26 51	18 38	54 3	53 85	8 56	0 73	49 37	57 83	52 63	55 26	20 88	46 62	30 30	35 58	48 68	40 9	51 46	63 55	47 34	62 18	42 82	45 5	5 47	44 98	69 21	41 67	59 62	11 37	16 77	6 4	31 88	25 59	56 65	15 69	65 24	34 51	27 53	43 1	61 40	21 29	13 72	10 73	2 79	4 12	39 64	36 77	50 29	38 46	33 15	1 6	23 36	66 86	29 84	68 63	9 64	32 10	3 88	14 42	17 73	64 50	67 36	60 3
32 40	56 34	15 13	19 96	38 46	42 80	2 72	34 81	7 63	37 60	58 39	22 49	4 33	25 97	47 36	29 36	21 81	51 85	45 81	59 36	26 3	23 33	0 87	46 89	52 55	57 60	36 97	68 29	54 8	66 94	44 4	65 15	16 92	40 69	43 20	60 16	62 1	41 26	20 96	1 28	50 64	13 68	33 73	31 60	14 36	6 15	12 57	10 20	39 20	53 10	8 31	24 48	27 9	48 88	17 56	69 55	67 27	35 46	61 74	11 67	9 91	5 54	18 58	30 76	3 57	28 84	63 48	55 71	64 10	49 41
1 27	34 77	36 80	56 57	67 53	9 63	41 27	12 86	16 71	22 59	7 81	35 39	61 76	44 67	37 52	2 9	45 11	48 34	25 16	46 28	15 34	59 54	51 73	4 79	0 84	14 27	64 28	23 66	58 85	40 47	3 42	26 72	47 29	42 4	52 37	68 96	20 62	53 23	10 13	50 35	49 47	63 26	54 87	17 19	19 48	24 70	39 6	60 94	65 81	30 9	57 77	29 60	32 3	38 94	21 91	11 77	33 87	31 31	13 59	5 15	43 30	55 90	62 47	66 43	69 40	6 8	8 40	27 13	18 60	28 49
7 25	24 9	63 90	37 65	69 59	18 79	51 90	35 48	64 32	54 3	5 8	39 31	16 92	48 39	62 4	29 82	56 99	55 45	52 87	34 77	10 59	49 80	9 87	28 23	20 20	57 52	0 91	11 83	43 33	47 59	30 32	4 22	22 16	1 5	13 27	27 97	38 88	67 37	33 67	68 22	61 9	32 89	36 40	6 80	66 61	42 14	44 95	50 91	23 1	19 14	58 70	14 35	65 59	31 38	8 76	21 50	60 32	26 50	40 75	46 67	12 56	25 92	3 48	53 7	41 45	59 81	45 48	2 92	17 19	15 78
67 9	26 33	32 52	2 28	10 20	65 79	24 99	3 99	28 78	62 34	52 17	57 31	25 73	6 33	36 40	22 97	1 70	27 4	31 85	63 52	41 66	14 14	29 36	9 38	23 61	20 10	5 13	42 86	35 63	7 21	39 29	8 75	33 82	12 51	48 34	43 75	0 74	18 48	13 54	45 94	49 55	66 93	16 23	47 19	53 64	21 60	4 62	59 31	56 26	50 9	51 68	68 20	60 45	58 12	61 94	64 19	55 89	34 27	30 30	69 23	11 39	19 11	15 94	40 33	38 37	54 63	46 3	37 1	44 43	17 80
24 18	42 62	23 33	50 80	4 45	18 63	47 46	48 99	14 74	51 79	39 99	13 26	53 99	36 87	35 61	37 90	20 3	25 80	2 78	38 13	55 77	64 35	69 97	16 24	46 69	67 8	21 31	41 98	15 47	52 53	68 66	43 13	65 40	56 96	6 40	54 81	58 65	57 10	63 72	19 32	3 88	62 29	8 38	59 78	45 83	60 46	12 80	33 21	61 56	22 32	11 29	17 81	7 20	5 95	29 48	32 50	34 81	31 93	28 91	9 74	10 48	1 18	66 25	49 53	40 16	30 31	44 98	0 18	26 44	27 9
17 98	34 4	65 49	26 59	36 52	24 2	30 84	54 71	15 61	53 15	69 51	66 39	39 53	41 95	6 99	38 73	45 48	57 46	40 77	16 21	1 77	50 48	13 47	29 31	58 41	55 3	56 38	27 61	37 94	4 53	12 73	32 11	28 87	9 65	21 51	10 15	3 85	46 90	0 25	31 85	47 29	68 81	59 32	62 26	60 68	63 88	64 24	43 28	61 67	23 95	5 47	8 71	33 57	35 76	20 76	2 63	49 86	7 59	18 16	22 88	42 48	14 26	44 91	11 28	51 10	67 55	52 44	19 35	48 74	25 38
50 41	24 25	44 50	25 8	31 64	10 61	66 56	23 83	37 65	18 46	15 27	55 63	49 13	21 45	12 41	51 69	20 71	29 3	16 13	9 70	22 54	7 40	30 21	59 15	14 94	17 41	32 31	36 48	43 12	1 25	69 21	61 90	8 81	38 71	26 11	52 40	33 64	48 24	35 17	54 71	57 34	56 95	68 92	4 98	41 70	60 7	65 90	6 58	34 70	45 40	40 10	0 17	62 14	64 78	67 83	28 70	11 47	2 87	13 28	47 80	42 67	27 36	5 28	3 85	58 76	46 93	39 62	63 44	53 77	19 31
13 28	29 55	24 29	28 29	15 40	64 95	4 54	46 77	69 87	36 18	8 30	45 53	17 31	1 2	18 90	50 68	65 19	0 88	30 46	49 83	63 74	11 26	16 19	51 83	12 60	43 15	48 25	14 54	57 36	58 30	31 59	10 50	53 50	59 83	19 17	21 44	9 56	67 14	47 43	37 19	44 76	41 35	40 11	39 76	33 10	25 37	38 77	62 79	35 6	20 90	23 26	3 37	2 44	5 84	27 31	54 99	22 96	34 4	42 57	6 22	7 78	60 92	52 41	26 56	66 76	55 56	68 21	61 60	32 55	56 70
56 26	48 57	14 9	42 39	40 81	47 36	67 2	66 95	60 7	11 85	38 81	20 49	5 28	65 5	58 40	30 98	35 72	8 28	49 91	16 56	6 69	69 1	21 20	25 66	7 96	44 54	9 81	12 66	17 94	64 55	29 22	51 45	31 49	63 87	22 78	41 19	53 38	4 91	28 50	24 78	13 75	36 65	23 70	10 14	59 89	34 55	57 45	2 16	62 76	33 75	54 78	45 60	0 32	68 33	3 73	32 6	19 9	26 11	46 42	50 85	52 85	18 34	55 26	27 71	37 29	39 3	43 44	15 92	1 10	61 40
64 75	2 56	65 11	31 14	11 66	35 87	43 1	22 30	33 8	66 20	46 39	26 36	28 48	52 92	62 90	12 13	14 18	57 68	53 46	15 1	5 34	56 72	47 39	23 71	45 68	42 16	44 44	1 72	13 87	51 85	27 81	55 5	7 14	9 52	69 99	60 78	61 25	40 28	0 94	58 16	25 91	30 61	32 58	50 11	19 36	17 91	38 52	6 23	59 88	18 70	24 82	54 18	8 88	48 8	16 19	41 51	4 44	21 34	37 98	10 53	63 77	68 46	20 11	67 33	49 88	39 9	36 27	29 26	3 69	34 96
23 49	0 32	22 34	4 28	62 71	48 95	20 14	53 41	54 19	34 70	1 52	15 23	7 16	55 87	30 16	3 51	61 28	5 55	6 54	60 74	66 30	65 38	13 42	68 18	33 25	47 76	26 19	42 2	31 49	44 2	35 73	45 46	52 64	28 29	41 66	2 48	56 17	63 73	49 61	37 98	40 45	27 57	43 16	17 57	38 65	67 82	64 17	58 30	10 49	29 62	12 55	46 43	14 52	25 66	32 3	11 61	24 53	36 1	18 47	8 55	9 29	57 59	69 60	59 36	19 77	51 71	50 76	16 94	21 47	39 88
60 63	43 46	0 46	34 53	56 19	68 1	52 80	31 57	18 54	35 38	66 52	7 26	37 95	46 48	67 16	25 40	47 89	12 20	48 57	41 23	17 99	4 73	1 48	59 22	45 62	20 79	27 40	21 52	40 55	39 80	62 6	15 53	22 62	13 96	11 83	42 17	26 1	55 55	14 51	5 63	57 60	38 61	28 49	24 30	49 11	65 89	54 86	58 90	32 95	61 64	8 95	16 27	33 98	30 39	69 11	50 37	51 86	23 2	3 29	9 91	2 53	29 49	10 68	36 27	63 30	64 89	6 71	53 16	19 64	44 76
61 30	45 5	23 4	39 47	54 5	28 12	63 78	4 37	20 91	40 3	34 28	64 79	69 21	47 59	41 1	5 26	32 76	66 78	44 28	2 97	31 75	11 78	35 32	37 55	17 54	0 95	60 28	18 76	24 17	51 81	30 81	8 76	14 75	62 3	22 34	10 43	50 98	48 62	1 38	43 27	12 82	59 31	42 96	36 72	58 92	67 21	56 94	9 36	16 22	65 10	13 92	19 38	6 92	33 67	21 98	52 17	25 77	53 95	38 96	46 78	29 4	57 26	27 99	68 76	3 12	55 96	7 29	49 86	15 86	26 37
29 94	54 96	61 83	58 8	34 3	47 22	37 42	65 54	46 44	45 50	53 17	21 51	43 8	35 18	25 59	51 15	26 79	48 95	30 56	44 86	19 69	55 52	8 54	15 91	4 68	49 93	50 82	62 64	31 33	11 16	42 36	39 26	36 55	57 20	59 75	33 14	40 35	41 94	28 48	0 67	67 18	68 59	64 19	20 61	52 77	7 75	23 22	14 32	1 78	3 47	16 60	13 79	32 47	60 2	5 7	12 56	63 18	2 9	22 16	18 17	27 80	6 6	56 38	38 98	66 55	24 47	9 84	10 35	69 56	17 33
22 71	51 84	59 91	63 27	11 10	21 60	24 99	9 65	43 70	13 20	17 38	27 82	67 29	6 75	69 9	68 30	60 33	62 58	61 69	44 41	65 39	12 5	55 33	18 79	7 97	0 53	33 23	66 89	30 48	49 7	28 52	41 23	57 21	19 15	35 85	3 29	36 65	48 62	64 47	32 51	8 17	16 47	10 5	15 64	29 37	20 15	1 76	50 44	54 80	42 90	38 65	25 58	2 48	34 98	45 9	4 24	52 96	26 28	37 80	53 55	56 94	31 31	23 91	58 97	47 66	40 48	46 48	5 80	39 33	14 34
4 56	52 70	41 67	15 95	8 4	66 47	56 86	27 96	47 18	51 94	16 20	36 99	26 93	55 42	48 86	5 3	3 15	10 99	28 26	17 34	63 96	35 63	57 2	68 99	30 14	20 94	42 60	0 20	49 35	2 70	46 95	67 86	6 20	33 27	40 91	53 54	44 88	12 67	37 70	9 42	43 72	58 23	23 43	24 39	54 52	25 81	14 64	60 70	21 16	13 2	61 29	38 79	62 18	50 66	7 85	11 45	69 15	45 38	32 78	31 60	39 63	65 12	29 77	18 65	34 8	64 58	59 50	22 37	1 95	19 62
29 5	13 85	45 35	6 53	34 98	21 11	31 68	27 58	36 10	40 67	26 98	46 93	66 71	17 89	4 74	37 84	57 93	52 53	56 92	68 19	67 49	32 67	1 81	18 83	28 27	50 26	60 20	8 10	43 87	41 23	65 74	19 17	11 41	9 15	25 4	22 69	51 76	53 33	33 31	49 2	12 82	58 12	38 70	7 45	2 11	20 95	5 64	69 11	23 18	35 4	55 56	44 82	0 26	47 84	3 88	24 2	62 52	63 33	61 96	64 57	42 53	30 31	14 61	16 84	10 46	39 56	59 79	15 59	54 78	48 47
24 18	21 36	54 88	47 77	13 79	4 79	51 6	26 74	29 59	55 18	62 91	46 29	66 10	10 20	52 9	17 76	2 68	42 37	43 42	25 34	59 41	16 91	40 31	22 47	6 60	68 84	57 36	11 15	34 98	18 37	64 14	48 72	32 72	27 63	37 25	33 16	61 81	35 55	39 10	36 92	60 74	63 49	45 56	38 34	0 42	41 45	19 96	3 27	67 27	5 11	20 86	15 33	23 15	1 65	28 37	14 66	69 18	49 24	12 45	56 79	7 76	9 71	58 31	31 52	50 6	53 25	30 96	8 97	44 37	65 51
49 20	14 35	12 62	22 52	24 65	63 10	13 73	2 44	10 93	45 66	52 31	7 32	53 36	26 49	64 26	9 45	54 22	17 94	50 97	0 41	67 45	37 87	56 77	41 73	18 69	65 36	31 97	47 27	61 7	19 69	42 70	1 89	25 6	59 38	36 21	51 97	5 89	16 77	29 89	8 8	40 87	20 72	60 40	33 4	46 10	58 50	57 81	11 40	35 21	21 91	28 24	62 21	3 97	15 66	6 24	44 16	32 89	43 34	55 18	39 39	48 51	38 10	30 86	69 45	68 43	4 76	23 3	27 24	34 75	66 86
24 74	29 35	68 83	44 47	64 45	15 66	12 69	32 8	31 36	45 48	5 72	67 39	53 61	19 46	35 74	22 1	55 77	9 52	63 81	1 67	47 8	14 88	46 60	17 64	51 8	52 45	10 90	56 40	23 76	27 73	25 32	38 65	6 24	54 21	3 10	40 37	33 79	65 50	2 42	26 33	37 31	58 20	50 37	4 6	60 72	34 58	30 3	11 57	62 90	69 71	42 51	41 89	13 74	59 75	0 81	28 35	39 88	43 4	61 40	16 61	57 26	8 91	20 4	49 44	36 73	66 42	48 78	18 72	21 12	7 12
51 96	28 5	66 64	16 51	0 60	20 74	5 59	41 27	19 25	59 80	57 12	2 10	55 23	36 71	31 50	60 53	15 36	61 91	48 97	37 76	25 49	52 16	67 99	11 27	32 9	42 7	30 16	18 26	8 25	13 94	38 68	29 44	63 46	33 60	54 30	69 11	49 66	45 52	4 97	10 83	26 90	24 19	68 28	40 40	46 73	47 15	64 13	22 69	44 32	12 36	56 18	21 51	14 84	53 7	27 36	23 31	58 91	9 63	7 4	62 28	43 62	39 16	3 44	50 31	34 48	1 73	17 98	65 67	6 86	35 91
