50	70
52 63	36 94	65 43	54 52	5 28	16 45	44 71	3 48	55 53	11 24	1 33	66 89	7 12	47 60	26 13	30 77	63 22	28 21	25 64	69 74	59 40	53 66	41 14	49 66	13 81	22 43	58 25	40 57	42 49	8 82	17 48	68 57	35 23	60 57	34 97	10 77	39 13	37 75	62 43	21 48	61 61	57 67	48 57	14 96	9 97	27 64	38 7	2 73	23 62	29 19	43 95	51 17	12 33	64 73	45 93	46 52	67 88	20 52	15 52	31 69	18 20	6 8	4 47	50 11	56 16	33 51	0 80	32 38	24 68	19 5
14 49	22 56	52 83	9 70	39 61	64 68	16 47	60 42	50 21	38 35	2 93	8 53	18 89	54 33	34 88	26 63	68 8	5 2	56 33	63 33	45 8	13 82	47 5	6 23	44 76	57 63	7 47	27 71	46 31	4 49	66 2	20 51	0 61	35 1	17 68	19 30	3 71	59 23	31 21	42 95	43 86	40 6	11 94	37 34	30 38	67 28	12 47	48 36	15 63	51 68	58 47	25 89	69 63	41 38	53 63	36 11	28 83	21 54	1 52	55 15	29 9	49 11	24 1	62 34	32 26	65 67	61 46	23 55	10 11	33 53
50 19	11 18	47 41	58 5	63 90	24 89	31 77	41 26	5 13	17 29	2 69	43 47	59 8	15 88	4 76	7 15	38 7	27 8	22 21	18 33	67 33	35 13	26 60	13 69	42 83	10 75	14 54	45 72	60 22	65 92	0 6	55 78	9 31	62 72	57 99	20 86	61 49	48 69	64 96	40 47	37 81	52 88	68 88	25 29	54 58	53 40	6 35	30 16	28 42	51 7	39 83	49 25	69 95	34 39	8 23	29 3	19 18	46 65	32 51	66 20	23 59	36 7	21 7	12 10	56 8	33 61	16 6	3 83	44 49	1 21
31 82	56 82	46 99	25 19	52 70	9 12	17 67	32 52	45 96	61 51	48 47	34 18	14 48	26 15	20 44	53 67	65 70	67 64	33 94	0 87	16 19	63 19	55 41	27 38	29 12	23 78	47 2	12 85	8 11	58 16	35 12	60 88	36 97	59 73	49 97	18 14	62 76	5 80	6 75	54 55	24 46	19 90	2 6	44 66	37 28	1 88	3 50	40 53	10 80	42 72	39 58	50 41	43 56	30 28	11 51	51 75	64 57	13 96	38 23	22 11	69 68	7 35	68 95	21 49	28 27	41 93	15 52	57 61	66 49	4 24
34 20	26 69	49 51	40 20	62 51	51 46	60 72	20 15	3 86	48 60	43 71	46 12	58 65	33 78	57 75	50 53	39 33	41 7	13 23	56 12	6 13	7 4	42 84	30 4	12 9	4 79	37 85	53 59	9 8	52 64	18 23	17 32	35 94	32 64	1 2	69 43	28 80	67 26	29 71	14 12	64 70	11 1	2 78	5 71	22 93	65 2	66 68	47 21	54 25	15 93	24 72	0 59	25 33	59 52	68 8	21 6	55 89	19 48	63 8	10 93	38 80	31 83	8 87	16 7	36 59	23 92	45 45	44 35	27 89	61 20
26 50	44 17	49 27	1 54	40 33	57 30	63 92	3 29	18 51	15 72	51 7	56 29	47 82	27 3	62 47	2 85	25 62	9 1	39 90	50 4	7 85	0 17	32 80	4 99	60 67	58 7	41 22	48 16	16 69	28 5	24 66	14 38	36 84	43 33	17 17	30 26	23 97	54 33	53 29	59 2	19 52	31 94	35 85	66 75	12 86	6 10	13 41	61 54	33 23	11 2	38 93	46 4	45 1	34 95	8 10	5 60	10 57	22 93	52 37	42 10	21 81	68 52	69 4	55 61	37 3	29 73	64 10	65 75	20 58	67 53
60 91	8 63	3 12	58 46	39 40	22 28	57 87	29 30	27 93	25 77	59 95	41 49	0 40	10 78	42 39	67 42	2 21	4 51	26 14	55 15	21 79	30 7	1 94	63 86	49 24	69 77	46 23	47 21	23 55	51 71	16 70	34 78	7 38	52 44	9 84	6 78	68 1	5 70	36 3	45 67	15 72	28 66	62 10	61 17	31 14	66 2	65 26	40 42	50 2	24 16	19 25	56 39	48 58	14 49	37 65	53 26	35 8	12 26	18 51	11 88	64 69	13 41	33 53	32 30	44 53	20 30	54 97	43 51	38 4	17 96
14 75	23 24	69 91	27 49	65 72	28 92	22 83	48 82	35 56	39 11	2 63	47 95	33 49	57 53	24 77	16 40	41 92	18 8	55 92	54 28	3 45	62 1	61 15	51 58	32 33	20 86	26 37	36 84	9 74	1 89	53 61	64 45	40 75	25 72	30 62	21 87	67 13	60 40	4 35	7 63	63 3	66 45	38 82	59 20	37 25	43 20	0 66	10 23	8 13	42 98	31 29	11 70	12 16	49 16	58 67	45 13	17 13	44 3	5 29	13 52	52 95	29 48	19 19	68 98	6 96	34 15	50 35	56 44	15 77	46 80
34 56	38 32	32 90	13 18	52 10	61 65	16 23	17 81	66 77	39 81	41 74	33 40	42 61	18 94	19 54	56 97	65 82	46 99	5 14	67 80	62 96	6 87	30 39	54 69	23 70	21 99	10 63	29 14	7 86	48 93	25 41	47 13	55 26	37 2	24 73	15 74	8 77	14 69	4 75	31 82	60 16	51 41	1 68	22 99	64 12	45 71	58 98	2 71	26 96	50 43	49 83	27 13	36 72	40 82	20 21	9 41	57 9	0 4	69 66	44 42	53 96	59 8	43 61	63 9	11 48	3 49	12 74	68 41	35 78	28 9
40 21	37 24	4 92	13 53	48 59	62 95	5 18	45 53	11 74	21 16	63 21	57 99	41 71	38 98	7 18	10 18	29 15	17 45	53 28	55 78	51 7	1 72	35 47	19 82	59 30	61 79	33 6	24 90	34 62	18 78	32 99	67 10	25 66	39 20	3 69	46 90	2 3	28 10	68 95	15 33	56 2	50 66	69 83	22 69	31 65	20 62	26 50	30 37	58 76	44 92	36 54	52 94	49 48	16 26	23 71	65 95	47 67	66 59	43 82	6 58	64 70	54 96	42 71	14 48	9 51	12 13	27 45	8 38	0 99	60 18
12 62	56 95	67 92	3 35	49 93	17 98	30 2	38 1	11 9	43 13	18 59	26 62	32 98	55 64	21 8	10 47	58 8	61 97	5 22	25 36	64 5	66 80	63 38	48 66	41 46	34 23	35 60	51 51	0 45	31 73	69 2	62 71	46 5	68 27	65 17	16 37	4 32	24 35	39 85	9 89	36 12	29 81	59 63	14 68	13 23	8 25	15 34	60 46	50 59	2 57	19 27	20 72	42 85	33 81	45 66	57 96	47 10	23 45	52 68	53 44	6 16	7 8	28 80	44 45	54 91	1 48	40 39	37 52	22 8	27 6
62 38	0 28	35 78	69 85	59 97	56 16	37 52	19 88	49 48	39 64	66 99	32 4	42 18	60 84	15 86	20 86	31 8	63 83	61 90	22 67	36 69	24 80	7 7	18 27	41 21	5 45	54 41	10 29	11 78	6 8	25 92	55 98	27 68	68 84	28 13	67 94	40 39	53 49	43 33	52 88	17 24	29 64	30 46	58 12	4 71	44 53	65 83	16 1	9 82	12 3	51 76	3 17	1 39	8 8	14 60	48 73	23 84	38 24	26 93	13 67	21 14	33 92	57 49	45 78	50 57	34 11	47 48	2 46	46 88	64 91
35 56	21 63	45 99	11 32	57 36	23 58	59 73	54 17	51 58	68 43	67 28	18 52	12 89	40 25	50 22	22 41	20 43	30 42	63 68	29 2	65 47	34 65	13 70	19 17	9 39	47 17	10 22	0 6	7 72	66 19	44 16	48 35	60 33	2 41	15 41	37 86	43 6	36 18	6 33	62 36	39 46	5 67	4 25	32 55	64 62	52 43	1 80	14 91	69 93	38 30	46 18	53 7	17 5	24 26	27 69	26 9	49 93	42 42	61 7	33 60	41 10	25 79	55 78	8 6	56 71	3 90	58 1	28 26	16 16	31 40
27 40	65 15	56 71	1 17	50 41	54 76	9 52	38 76	44 70	61 68	7 11	25 16	66 84	2 27	21 76	45 84	12 15	53 90	24 80	69 7	55 24	39 9	51 12	63 80	34 77	46 6	49 84	43 48	29 74	14 35	36 47	31 83	18 13	60 6	57 4	37 69	23 73	22 26	5 94	59 66	40 82	16 88	32 56	62 34	42 3	19 49	28 73	13 77	30 36	33 72	3 85	67 34	10 52	58 62	11 36	4 71	17 28	6 95	26 65	35 29	15 50	68 63	8 2	48 92	47 18	20 36	52 82	0 54	41 25	64 13
59 29	26 45	42 13	5 61	65 61	32 78	20 28	23 6	22 76	57 68	69 43	46 93	64 35	61 60	39 58	37 55	6 76	18 87	25 42	53 21	62 65	51 77	58 73	15 24	34 45	50 95	10 87	35 55	55 9	38 74	56 71	8 54	0 45	29 85	54 44	1 87	2 72	11 76	52 7	66 42	36 97	14 64	9 43	30 86	3 96	49 99	13 95	12 10	68 47	44 43	45 21	43 38	28 8	60 30	7 28	40 98	63 96	67 94	33 75	17 62	21 24	4 28	47 86	27 63	41 59	24 33	19 36	16 57	31 57	48 18
31 35	37 32	34 77	45 92	20 76	40 83	41 88	62 80	18 80	38 71	61 18	4 67	55 25	63 60	28 95	23 33	24 69	14 62	39 8	35 79	12 28	43 45	58 93	3 38	56 68	22 90	42 64	67 6	32 15	5 86	29 91	68 14	2 57	57 23	0 12	59 97	49 91	19 49	36 21	13 92	60 97	27 72	44 84	54 27	26 51	65 87	9 53	8 76	53 27	17 64	48 46	30 78	6 1	1 25	52 90	21 31	51 88	15 69	50 65	64 56	69 23	33 54	66 46	10 95	25 32	11 61	46 46	47 82	16 34	7 29
32 12	19 13	59 40	20 76	69 72	27 76	26 41	5 73	35 30	67 22	10 10	18 24	25 62	23 65	56 43	64 51	0 68	43 29	21 53	12 2	24 70	15 48	57 81	49 86	34 11	8 75	4 41	52 82	62 14	41 61	50 12	13 65	31 2	39 62	58 12	2 54	48 12	65 88	36 48	11 48	47 52	40 56	53 75	28 57	33 12	3 27	38 50	68 84	54 19	46 43	29 83	37 67	9 20	22 15	63 21	51 21	61 96	1 52	7 76	66 81	42 37	16 88	14 99	44 19	6 32	30 36	45 81	60 72	17 6	55 96
66 45	56 42	23 77	15 55	29 49	54 25	50 63	4 39	34 23	51 12	14 1	12 1	6 97	30 20	32 34	42 16	38 95	55 69	37 14	46 82	53 99	13 6	57 54	17 60	61 30	9 39	22 87	45 83	0 76	5 25	7 71	52 32	69 96	44 27	67 27	31 41	64 2	43 26	16 81	18 25	19 52	63 80	25 15	24 91	26 16	28 79	2 98	59 31	33 10	11 4	58 11	47 52	3 26	35 6	68 70	8 1	41 18	60 57	48 84	39 75	1 77	49 59	10 6	62 87	20 68	21 89	27 60	40 9	65 34	36 53
52 81	3 1	46 66	5 97	65 81	39 8	50 17	30 61	25 22	4 57	68 75	61 86	67 93	47 16	69 36	34 44	16 53	14 46	43 43	48 41	62 66	37 45	10 5	56 36	1 84	0 74	6 64	63 66	32 71	9 25	29 86	17 71	59 12	28 46	20 54	54 1	12 51	44 27	51 37	49 77	60 13	24 75	36 28	11 29	8 10	26 82	55 15	57 48	40 56	42 78	41 68	66 98	22 60	18 89	64 34	21 70	35 61	45 45	33 21	7 13	27 61	58 5	13 59	2 46	31 3	53 84	23 51	15 62	38 56	19 12
38 69	49 94	57 75	64 19	8 95	48 73	69 11	46 93	2 54	17 21	51 46	52 13	42 42	15 42	61 77	63 98	50 40	7 83	47 43	16 63	9 57	11 7	55 3	12 69	60 55	10 88	41 28	22 20	44 17	21 77	37 74	54 18	28 38	6 53	3 65	65 34	32 40	18 96	24 53	33 56	27 34	0 42	26 52	45 62	35 44	4 37	5 37	43 88	14 41	58 80	68 59	40 2	34 68	30 12	67 70	23 36	13 83	29 72	53 47	62 10	56 94	25 15	19 72	59 69	1 72	36 16	66 28	20 14	31 67	39 25
58 63	7 83	29 65	53 58	27 89	31 10	2 90	11 57	50 43	36 83	54 26	9 13	56 28	5 67	68 95	30 43	19 89	55 17	13 11	20 37	42 87	6 64	32 9	48 84	61 1	0 14	41 99	51 59	18 54	46 10	15 58	44 7	59 73	12 49	65 86	14 96	24 59	67 18	40 92	49 59	4 87	62 16	10 5	16 92	64 17	69 77	33 66	38 66	3 65	57 25	43 68	63 87	1 89	66 70	45 89	22 91	39 49	60 90	25 1	28 87	37 58	34 19	47 88	23 79	17 21	52 1	8 9	35 76	21 90	26 37
65 8	28 97	27 23	29 62	63 48	30 59	8 20	43 38	14 18	1 22	46 67	51 43	42 46	60 21	26 62	22 93	47 75	32 26	24 71	41 32	34 36	48 94	6 84	7 80	36 23	39 5	67 37	61 10	64 36	11 13	0 50	40 51	55 21	68 55	53 60	19 1	66 2	35 55	33 54	3 33	17 43	25 94	9 29	44 49	20 92	12 27	45 59	23 46	13 18	37 79	16 4	2 31	4 79	10 71	62 33	5 91	21 45	69 32	59 85	58 80	50 27	52 51	18 51	38 31	54 3	31 3	15 45	49 31	57 7	56 98
32 10	49 39	9 46	59 7	65 92	42 61	52 8	7 86	67 72	8 44	28 66	26 31	45 28	58 9	55 2	0 77	16 57	15 22	10 65	44 91	53 20	37 53	4 21	54 72	17 6	14 27	33 89	31 27	1 86	38 88	21 63	57 12	20 66	62 99	47 87	56 54	50 83	36 35	40 7	64 87	29 58	11 9	6 38	25 14	61 89	13 24	63 79	27 15	30 39	60 7	51 8	19 26	22 91	3 33	68 5	46 27	24 66	5 46	66 92	2 24	48 63	41 54	12 36	39 12	18 61	34 50	35 76	43 7	23 70	69 10
46 79	60 22	40 23	21 99	45 96	24 10	26 94	11 92	19 29	4 77	55 23	62 9	58 39	59 14	43 69	64 9	56 32	10 88	6 57	3 69	28 9	1 40	5 40	67 33	12 34	49 52	7 1	42 56	32 37	17 99	48 54	38 43	13 13	68 18	8 2	15 43	65 63	29 66	51 32	37 6	52 45	23 94	69 1	33 32	31 5	18 25	0 28	30 47	2 30	34 43	9 50	27 18	61 57	14 58	16 79	66 98	35 18	22 95	39 70	63 73	57 19	20 41	41 22	54 86	44 39	47 39	25 29	50 46	36 19	53 56
44 96	57 50	23 55	14 98	11 43	17 7	12 3	43 2	64 78	59 74	46 37	8 97	55 15	29 91	60 66	2 24	31 13	7 70	35 33	42 61	21 13	56 1	6 74	20 62	61 51	62 9	24 41	36 14	51 6	0 31	18 4	1 7	33 77	66 44	40 31	19 85	67 59	25 99	27 32	54 22	4 34	38 96	22 94	9 3	3 37	50 60	26 5	5 25	37 11	28 64	45 43	15 95	34 63	10 12	39 48	52 81	53 66	32 63	41 67	48 79	49 67	69 13	68 18	65 19	13 70	16 10	30 56	58 78	47 39	63 61
37 83	60 17	29 88	26 89	17 12	14 62	69 75	13 43	2 78	10 86	4 63	41 30	20 36	64 69	31 24	34 58	36 2	40 69	7 34	47 82	53 22	51 25	39 87	21 48	0 92	48 60	43 8	33 29	44 56	15 57	49 56	45 34	28 8	54 89	59 22	12 20	3 50	30 62	52 69	50 66	22 40	25 55	19 59	61 42	65 29	18 70	32 18	1 1	63 55	16 23	27 22	24 89	62 48	66 57	9 58	5 24	46 77	67 56	11 52	8 2	58 61	56 49	68 39	23 83	57 44	42 16	38 86	55 26	35 15	6 35
59 16	63 96	9 99	4 14	41 64	8 13	36 81	47 20	18 73	35 22	53 13	20 89	37 98	49 69	58 65	61 68	21 71	22 10	38 66	30 27	45 68	23 4	69 64	14 21	67 33	44 16	65 65	26 80	33 97	6 92	2 45	62 47	42 89	57 53	24 67	0 91	5 89	68 32	16 26	55 16	12 98	19 14	10 19	31 43	51 34	40 5	48 63	7 41	34 94	52 4	29 98	56 41	13 58	43 29	39 24	54 21	32 80	17 63	64 72	15 68	11 82	27 43	28 84	50 14	1 84	66 7	60 98	25 22	3 88	46 70
19 38	62 79	33 85	53 13	52 87	14 41	64 83	17 23	27 32	59 78	7 38	9 66	60 83	50 89	1 29	25 28	45 52	0 85	30 22	32 17	23 27	56 5	34 86	65 18	54 66	20 73	5 33	29 96	12 87	39 57	69 56	66 85	28 65	47 98	51 11	44 81	61 52	22 67	11 95	37 96	18 81	31 35	55 79	35 54	43 56	26 24	68 62	13 86	15 27	38 7	49 64	46 35	8 54	16 75	36 87	6 18	67 64	40 80	4 8	2 16	41 27	42 29	63 46	58 35	57 25	24 26	21 98	10 30	3 64	48 3
26 65	28 19	13 42	68 51	30 15	32 8	50 57	15 91	42 92	3 89	43 43	4 79	55 75	45 44	20 67	44 97	2 62	58 10	7 90	52 89	24 28	46 93	29 78	36 3	66 36	12 78	21 57	23 13	48 18	18 20	22 28	60 41	33 80	5 74	61 39	39 90	14 86	34 47	11 6	9 1	69 66	40 73	27 19	53 56	8 62	47 90	63 5	64 94	62 13	0 13	41 43	51 61	56 86	10 12	19 58	54 49	25 73	67 30	1 71	35 67	16 20	37 56	59 52	65 78	38 13	6 87	31 15	49 86	57 34	17 63
59 6	58 72	11 51	48 23	5 68	9 82	29 74	20 50	34 67	18 40	13 78	45 35	12 2	21 76	56 44	65 88	42 74	27 5	24 38	4 1	2 42	28 78	23 12	26 31	60 66	19 16	61 47	35 53	67 60	50 84	38 65	47 86	36 70	43 23	49 32	44 14	41 96	15 22	25 52	22 40	3 9	6 51	33 78	31 64	1 24	63 97	62 95	66 76	40 2	8 32	39 6	54 4	16 84	69 52	53 65	10 96	30 32	64 11	32 81	68 97	55 89	46 47	17 77	51 9	37 88	14 16	52 58	0 94	57 16	7 59
4 99	11 73	36 18	67 97	21 83	47 40	56 95	62 16	32 56	40 60	61 8	48 8	52 18	50 7	1 18	51 47	60 62	35 91	25 4	66 42	38 3	33 74	49 16	26 20	42 68	46 99	27 43	7 75	8 93	64 92	19 37	18 42	68 43	29 76	22 3	17 32	39 7	16 99	20 41	24 34	5 40	44 72	13 77	15 99	59 53	14 52	58 41	43 31	45 57	3 37	57 50	31 73	53 42	54 1	0 38	65 9	37 59	12 14	69 29	2 48	23 73	30 79	6 81	34 50	63 13	55 54	41 55	10 82	9 41	28 55
65 18	46 9	45 71	24 69	28 96	44 80	33 16	50 45	62 2	26 46	67 77	3 85	37 58	23 25	12 93	58 1	56 1	66 15	19 78	4 6	11 39	39 53	25 36	2 22	14 25	35 31	18 47	49 83	52 45	54 92	59 56	51 33	53 94	5 89	17 9	48 94	10 70	64 13	30 88	34 44	43 9	57 7	61 65	47 28	22 68	32 57	21 64	20 43	9 8	13 87	8 40	42 18	31 12	69 98	38 80	29 41	7 57	55 76	0 90	41 62	15 66	68 48	1 2	16 55	40 56	27 39	60 67	6 24	36 62	63 19
