70	20
18 57	13 105	7 118	6 29	16 47	10 17	9 139	3 140	12 30	1 60	19 32	5 111	4 146	14 8	0 134	15 150	8 127	17 112	2 22	11 67
3 158	14 90	13 37	10 71	9 43	15 80	1 118	2 146	8 186	5 119	16 128	17 174	18 153	6 73	12 178	0 145	11 25	19 15	4 148	7 169
3 24	12 76	16 15	9 158	17 194	13 163	11 28	15 34	6 180	1 139	0 54	4 147	19 132	8 156	18 79	2 89	14 141	10 182	5 55	7 55
13 172	6 139	16 135	14 125	4 148	0 103	1 94	2 20	18 57	7 161	12 70	9 143	15 95	19 83	3 11	10 88	5 182	8 98	11 49	17 16
4 46	1 149	11 186	10 92	12 144	13 140	2 94	7 110	3 144	18 4	16 91	5 160	19 77	14 92	6 157	15 25	8 39	17 191	9 167	0 161
13 1	8 66	11 47	10 117	19 157	12 67	15 154	17 90	16 196	4 173	7 197	2 121	14 143	3 85	18 1	1 39	6 99	0 137	5 94	9 117
15 56	16 108	17 30	12 112	10 134	4 133	11 149	18 72	14 70	19 15	2 162	0 122	8 56	9 92	6 106	3 111	1 101	7 125	5 114	13 200
19 63	12 136	15 187	8 124	5 147	4 154	7 52	10 96	6 130	3 78	17 186	1 72	18 111	2 46	16 74	13 59	9 193	0 34	11 71	14 119
5 41	8 176	18 185	2 141	13 178	6 45	0 37	15 139	16 139	4 50	1 143	7 131	11 49	9 107	14 29	10 65	17 79	3 32	12 195	19 109
3 178	6 135	13 131	11 90	10 47	8 86	14 78	7 115	16 148	9 113	18 37	17 177	5 180	12 19	1 121	4 65	19 200	2 56	15 177	0 198
14 93	19 137	12 48	8 69	9 115	17 191	13 114	4 155	6 80	2 177	18 174	15 32	0 1	7 133	11 64	10 112	16 53	1 101	5 102	3 148
0 75	17 37	8 56	16 53	7 11	13 97	12 71	10 195	2 55	14 29	3 189	1 36	11 75	19 58	4 165	6 164	18 59	5 172	9 131	15 32
11 55	1 189	12 80	19 81	0 191	7 56	2 85	9 69	18 75	17 24	8 150	13 14	5 129	6 124	10 128	14 133	15 113	16 95	4 115	3 9
18 94	3 155	9 80	6 98	15 142	7 97	11 74	0 98	17 62	13 79	8 87	12 164	2 186	5 47	10 96	19 161	4 177	16 155	1 17	14 182
18 101	2 133	6 129	16 198	0 68	13 181	10 31	3 161	14 67	15 4	8 31	4 176	1 89	17 196	11 97	9 68	19 144	5 93	7 198	12 170
16 183	13 137	5 75	9 10	14 44	7 185	3 7	1 58	10 167	11 36	19 7	6 187	0 127	18 102	8 2	15 200	2 25	12 197	4 182	17 150
2 24	19 162	15 197	18 120	10 179	6 57	7 127	12 131	4 106	11 74	3 174	9 42	14 181	1 116	0 1	16 173	8 41	13 49	5 55	17 111
15 172	11 47	12 170	14 51	17 145	19 58	1 53	18 172	4 141	5 60	0 154	7 4	13 94	10 42	16 150	9 85	2 187	8 136	6 36	3 142
11 113	1 133	2 77	14 126	9 27	19 198	13 21	3 35	17 94	0 103	10 44	7 181	8 141	5 137	4 163	18 17	15 119	16 132	6 11	12 73
18 196	3 200	19 65	13 160	1 175	0 86	8 6	11 84	7 15	5 126	2 188	10 110	15 176	14 7	12 193	16 57	17 45	9 146	4 192	6 189
4 101	10 86	16 127	6 43	9 31	7 63	15 15	18 59	13 152	2 4	8 177	12 148	1 192	11 39	19 76	0 78	17 159	14 33	3 3	5 107
7 122	19 67	18 93	12 154	1 158	9 154	17 154	14 69	3 61	5 147	16 112	0 34	6 7	8 130	13 35	15 120	10 191	4 119	11 101	2 188
3 200	16 141	14 170	18 110	19 146	6 115	11 37	7 109	2 123	4 33	1 131	13 36	8 36	12 100	9 151	5 133	17 168	0 162	15 86	10 42
2 172	1 191	19 155	0 195	10 107	12 137	8 44	9 106	4 112	16 18	13 91	15 44	7 69	18 8	17 157	3 174	14 142	11 116	6 148	5 126
14 194	11 66	6 27	17 6	8 32	10 68	16 46	3 180	9 157	15 28	19 10	4 41	7 96	0 65	12 49	18 108	1 49	13 172	5 163	2 100
14 162	2 108	8 23	12 110	17 85	11 188	1 72	5 197	4 50	6 152	15 93	7 42	13 17	19 137	3 108	10 144	0 163	16 191	18 32	9 186
14 165	19 133	13 61	3 160	15 125	18 112	17 179	10 26	8 138	7 84	9 136	5 192	11 174	16 61	2 105	12 159	0 138	6 133	1 167	4 57
13 45	10 56	6 85	5 179	15 74	9 138	0 38	11 120	14 11	2 133	12 96	8 101	3 49	7 152	4 129	19 2	18 150	1 128	17 97	16 191
13 163	16 45	1 165	9 29	12 175	11 112	19 92	15 192	10 18	3 43	17 200	4 194	18 173	5 94	7 177	0 63	2 196	14 53	6 115	8 89
6 70	18 159	1 9	0 146	12 122	10 57	2 131	8 118	11 170	3 15	9 80	4 200	17 52	19 154	7 58	5 154	15 191	16 172	13 74	14 32
4 26	8 60	10 39	17 148	5 102	11 80	15 57	16 6	3 131	1 59	6 195	0 165	7 14	13 84	19 31	9 84	12 49	18 131	2 131	14 38
5 192	6 195	13 150	7 109	18 97	1 101	0 73	4 11	15 175	3 144	12 35	16 137	14 137	8 135	11 101	17 66	9 180	19 76	2 174	10 65
0 15	10 165	19 179	2 183	13 12	18 161	17 113	16 95	12 19	8 147	15 103	14 178	7 33	1 45	5 16	6 197	9 188	3 68	4 119	11 193
3 101	14 51	5 200	2 112	17 142	8 75	6 105	15 34	12 52	11 79	4 88	0 96	10 48	18 79	13 43	1 174	9 70	16 57	19 66	7 193
