70	10
2 103	4 110	1 46	9 112	0 182	7 110	8 167	3 71	5 182	6 112
8 169	5 69	0 95	3 50	7 136	2 187	1 188	6 167	4 168	9 33
0 177	6 28	2 2	8 192	9 182	4 166	7 102	3 85	1 87	5 94
1 188	5 73	6 8	0 115	8 95	3 83	9 26	2 69	4 60	7 24
7 151	1 184	5 115	2 161	9 96	6 163	0 154	4 160	8 82	3 102
1 56	5 22	8 46	0 189	6 190	2 19	3 28	7 91	4 115	9 53
7 11	8 175	0 105	2 170	9 160	3 159	5 159	1 129	6 152	4 189
1 30	7 80	6 194	2 72	4 55	0 98	3 88	8 194	5 68	9 105
8 27	9 157	3 99	5 184	7 105	2 165	6 11	1 103	4 87	0 131
0 80	4 171	9 116	2 85	5 130	3 129	6 46	8 103	7 165	1 186
1 51	8 133	0 132	6 9	3 176	4 3	7 142	5 197	2 123	9 101
7 113	6 131	4 50	2 103	3 161	8 110	5 33	0 25	9 81	1 164
2 84	1 10	3 87	0 179	9 29	4 104	7 129	5 96	6 12	8 74
4 16	5 174	0 47	7 37	9 171	2 157	8 10	3 165	1 163	6 130
9 13	7 136	5 14	6 86	1 23	4 135	3 87	2 194	0 166	8 148
0 23	4 18	1 136	7 43	6 144	5 131	9 98	3 136	8 169	2 186
9 167	2 43	5 40	4 93	3 71	7 149	1 164	8 6	0 92	6 111
0 101	3 152	4 117	1 162	7 143	5 1	8 130	2 132	6 11	9 69
7 198	2 195	5 103	8 19	4 132	6 117	3 74	1 67	9 101	0 168
3 195	0 53	7 170	5 56	4 14	2 45	1 116	9 81	8 60	6 44
5 40	2 95	0 42	9 25	8 91	7 14	6 3	3 72	1 105	4 99
6 117	0 97	1 61	3 157	4 121	5 20	9 148	8 105	7 149	2 120
4 99	3 111	0 141	8 101	2 194	7 33	9 134	5 28	1 139	6 115
