100	15
1 196	5 3	13 158	9 87	14 192	4 83	12 185	2 106	6 14	7 182	10 115	8 160	0 186	3 137	11 97
12 39	0 198	13 22	9 133	14 55	2 132	1 14	7 136	11 141	4 143	6 7	10 3	5 147	8 22	3 153
2 57	11 14	1 127	5 110	13 195	12 17	8 125	0 142	4 194	10 136	3 12	7 142	6 199	9 134	14 102
8 83	10 133	0 107	14 115	3 148	1 2	11 102	2 132	9 57	7 109	6 56	5 112	12 3	13 155	4 102
12 166	8 144	0 91	1 124	9 1	4 19	2 160	5 31	14 184	3 127	7 181	10 14	13 68	11 94	6 183
11 160	14 111	2 200	1 134	4 185	13 181	5 117	3 191	9 132	7 103	10 152	12 86	0 94	6 39	8 97
13 177	2 29	5 71	7 84	6 42	3 142	0 143	11 114	10 179	4 140	14 18	9 160	1 165	8 155	12 18
0 152	9 155	5 115	11 68	14 162	1 69	12 21	8 108	3 49	4 45	13 128	10 90	7 123	6 126	2 85
8 96	6 91	11 54	12 156	13 14	9 118	0 72	4 187	10 32	7 162	3 16	14 91	5 183	2 164	1 52
4 58	3 131	11 22	5 152	6 188	0 159	9 16	12 45	13 20	14 114	10 146	1 188	7 147	8 173	2 159
9 57	0 13	11 88	13 25	7 167	12 107	6 93	8 20	1 83	2 167	10 92	3 91	5 172	4 97	14 173
2 192	13 8	10 78	7 177	9 20	14 16	0 156	11 23	5 30	8 97	4 5	3 200	12 80	1 54	6 67
9 199	10 155	6 106	7 97	0 16	11 47	8 104	14 106	5 200	4 191	3 188	1 176	13 62	2 197	12 43
10 177	6 129	5 36	0 126	11 135	1 91	2 10	8 79	9 6	7 49	13 192	3 196	12 44	14 171	4 118
4 52	9 70	14 183	7 143	5 49	11 84	13 143	2 139	1 83	0 5	8 5	12 119	6 172	3 79	10 66
2 127	4 118	13 173	6 36	3 72	0 50	7 196	12 1	11 144	8 105	9 188	14 124	5 163	10 28	1 28
6 153	0 123	9 92	10 184	13 61	7 177	2 90	8 37	4 134	11 200	14 59	1 82	3 153	5 127	12 116
12 61	4 36	5 152	8 47	1 102	0 186	2 95	13 38	3 10	14 137	7 126	10 173	11 46	6 52	9 16
4 186	13 40	14 69	12 57	5 182	10 171	2 39	1 123	8 133	11 147	7 78	9 50	6 93	0 46	3 190
2 134	4 75	11 72	1 156	10 23	12 187	5 105	8 50	6 42	13 153	9 200	7 106	3 123	0 9	14 33
2 60	3 106	12 58	13 26	5 125	6 115	1 134	0 17	14 170	7 121	4 187	11 33	8 134	9 83	10 54
4 131	2 61	6 149	10 65	8 129	0 112	12 155	7 78	11 105	5 47	3 16	9 30	1 150	13 129	14 17
0 155	5 192	9 25	10 70	8 42	14 175	2 43	3 88	12 47	7 92	13 180	4 179	11 132	1 167	6 82
3 61	9 163	4 34	2 157	7 169	8 174	6 95	13 28	14 190	1 154	10 104	12 187	11 63	0 45	5 91
14 129	5 170	12 38	9 25	6 56	13 150	8 193	4 136	1 105	2 79	0 175	7 85	3 185	10 164	11 169
4 150	14 10	9 50	2 169	6 117	7 175	8 139	11 12	1 157	3 83	0 6	10 142	5 13	12 27	13 95
10 24	5 186	6 19	9 166	12 142	0 65	4 120	3 104	11 131	7 15	2 61	8 54	1 1	14 32	13 154
2 153	9 114	3 9	12 152	7 33	13 8	10 173	5 125	14 68	6 166	8 1	4 65	11 151	1 155	0 132
6 79	9 178	3 62	7 122	13 118	1 160	0 128	4 115	2 167	8 143	10 99	14 129	12 21	11 102	5 9
13 133	7 148	2 188	10 40	6 122	0 115	8 21	14 73	12 7	5 114	1 5	11 155	4 39	9 125	3 77
12 178	6 133	11 192	0 145	4 68	13 16	10 133	14 116	5 22	9 93	2 193	1 165	8 9	7 145	3 44
10 23	9 18	12 3	11 28	2 134	6 124	4 42	13 13	3 173	8 116	14 197	7 82	0 21	5 113	1 128
8 82	0 134	13 184	11 126	14 125	3 29	6 125	7 63	2 6	5 19	1 126	10 21	4 123	12 186	9 124
7 62	0 92	13 131	11 12	4 101	3 193	12 69	5 193	14 43	10 6	2 176	1 144	9 136	8 183	6 28
5 14	10 161	7 141	6 69	11 138	0 95	14 125	12 43	8 91	3 79	4 166	2 8	9 190	13 92	1 198
7 88	12 92	3 15	10 191	5 29	8 96	0 87	6 123	14 188	1 6	4 25	9 122	11 67	2 1	13 43
8 60	9 107	14 84	13 81	12 159	7 31	4 92	1 46	3 120	11 132	2 73	0 161	6 43	10 75	5 150
8 180	6 117	0 33	3 131	10 58	14 134	5 173	12 168	13 99	11 165	9 125	7 157	2 33	4 178	1 183
2 137	14 106	11 92	12 194	5 19	7 9	13 68	4 140	1 15	3 47	10 142	0 109	8 17	6 173	9 11
