90	15
4 56	2 56	10 116	11 122	3 183	12 65	14 196	8 89	1 78	7 58	6 17	0 98	5 66	13 109	9 102
6 130	0 163	1 196	12 71	8 131	10 82	7 133	2 133	9 87	5 12	3 197	11 68	13 164	4 76	14 25
12 195	3 90	6 153	4 90	0 74	11 18	1 113	7 49	13 94	9 82	8 34	5 58	14 13	2 4	10 196
10 119	13 71	1 87	8 23	5 167	12 15	0 14	6 19	7 163	14 189	2 192	3 139	11 24	4 127	9 123
2 158	10 130	4 44	7 51	5 48	9 145	12 73	0 165	6 198	14 92	11 14	13 10	3 103	1 133	8 40
9 20	14 3	1 172	2 104	7 157	0 79	5 90	3 180	12 164	13 60	4 56	10 24	11 41	6 198	8 154
11 44	4 158	13 186	3 158	5 119	12 29	9 61	14 177	10 37	2 58	1 126	6 110	0 89	7 27	8 177
11 122	6 100	5 17	4 41	8 40	2 110	14 108	3 11	10 150	12 112	13 45	0 37	9 135	1 28	7 93
5 63	4 60	9 25	12 5	1 170	2 100	0 18	10 81	14 136	8 200	6 15	7 185	3 87	11 109	13 20
13 7	12 198	10 165	1 173	7 198	2 134	3 159	14 140	9 187	0 162	11 59	4 33	5 191	6 168	8 105
8 127	12 137	9 199	5 197	1 17	4 146	0 186	10 138	14 188	7 200	6 28	2 36	11 53	13 73	3 4
12 142	4 8	7 178	6 177	5 181	8 113	3 121	13 129	14 197	9 116	0 37	10 38	2 34	11 111	1 24
12 34	2 106	10 115	8 81	0 54	4 93	13 164	5 193	14 58	9 80	1 157	11 13	6 12	3 180	7 107
5 79	7 66	3 44	9 56	14 74	6 45	4 154	13 200	11 63	8 162	1 35	2 86	10 39	12 104	0 165
5 140	10 120	11 137	0 94	2 124	14 92	3 36	8 70	1 135	9 128	6 143	7 146	4 169	13 49	12 60
7 198	5 138	13 74	3 132	10 175	4 11	11 49	6 129	0 199	1 87	12 64	9 119	8 25	14 79	2 120
10 37	12 32	8 143	7 159	0 174	9 104	6 82	11 159	4 57	14 9	2 69	3 103	1 122	5 168	13 173
9 184	0 39	2 49	5 45	6 115	8 133	12 146	7 88	1 154	14 193	11 81	3 47	13 123	10 142	4 42
14 67	8 181	2 108	9 18	12 130	11 178	6 22	5 105	7 135	0 153	4 55	10 58	3 32	13 171	1 23
4 200	2 117	6 66	0 156	13 56	9 156	11 119	10 160	12 64	14 171	1 32	8 113	5 6	3 93	7 65
1 78	14 167	0 142	3 83	12 164	10 88	13 182	6 133	5 139	7 195	9 124	4 16	8 105	2 115	11 82
4 41	8 172	9 29	3 198	1 9	12 19	2 70	7 54	11 147	6 115	13 72	14 101	10 30	5 145	0 38
6 80	12 132	7 123	9 33	2 9	3 88	5 138	14 157	13 176	4 28	8 141	11 74	1 54	0 11	10 183
8 22	14 97	7 157	12 168	4 160	11 47	3 114	2 156	6 129	9 60	10 199	0 181	13 66	5 159	1 162
8 41	11 69	5 75	14 105	13 78	9 21	6 34	10 154	1 101	7 114	12 48	3 70	4 88	2 180	0 112
4 163	0 132	13 147	10 128	9 101	5 109	12 122	7 19	14 9	11 140	8 195	3 163	6 148	1 7	2 30
10 151	6 96	4 45	8 94	3 33	1 39	0 56	12 179	9 57	13 146	7 53	11 65	2 137	5 23	14 66
1 74	12 84	11 88	0 171	10 34	9 106	5 29	3 5	8 197	14 159	7 45	2 60	6 120	4 24	13 171
1 10	14 55	8 125	5 127	2 115	7 111	3 39	9 96	6 38	0 20	4 183	12 141	11 95	10 160	13 145
7 71	6 26	5 182	11 32	3 63	8 177	9 168	10 93	2 155	0 151	13 89	14 183	1 92	12 90	4 73
11 185	10 108	3 97	6 179	0 54	13 92	7 183	4 12	5 49	9 52	8 134	2 153	1 177	14 80	12 188
4 158	9 19	8 134	13 38	2 41	0 148	14 66	11 84	1 66	10 42	6 90	5 110	7 100	3 135	12 146
13 154	4 70	0 17	5 122	9 111	7 151	2 199	1 105	8 19	11 113	6 101	3 55	14 30	10 64	12 111
0 156	5 51	9 192	3 69	7 17	11 159	2 191	10 72	12 22	4 111	1 127	14 32	8 139	6 124	13 150
9 131	10 98	5 43	12 163	6 57	7 123	2 106	3 81	4 71	0 29	11 45	8 46	1 5	14 182	13 193
12 168	3 87	14 194	5 83	11 134	7 193	13 72	10 200	1 162	6 127	4 81	9 55	8 15	0 8	2 179
2 178	11 115	14 46	13 17	8 80	9 39	0 160	3 196	6 165	7 16	5 139	1 178	4 143	10 68	12 172
5 139	14 24	3 27	11 87	1 31	8 13	7 69	9 3	13 195	2 162	12 20	0 12	10 116	4 143	6 9
2 42	1 96	9 32	7 184	5 44	3 62	6 183	0 51	8 110	13 188	14 95	4 32	12 113	11 139	10 14
9 187	6 113	8 138	14 187	3 120	5 189	2 70	4 31	1 181	13 178	7 157	11 39	10 159	12 83	0 69
0 16	2 1	4 162	5 121	11 35	7 77	8 160	9 176	1 82	10 5	12 174	3 126	14 58	13 143	6 172
4 83	9 69	5 54	8 138	6 51	7 78	14 6	13 174	0 28	1 6	11 73	2 84	12 98	10 69	3 139
8 43	7 50	3 166	14 131	6 88	5 41	4 55	10 35	2 45	1 166	13 120	0 18	9 154	12 34	11 5
8 149	1 1	13 8	0 80	10 191	7 102	11 164	5 119	2 92	3 165	4 41	6 150	9 38	12 167	14 164
5 193	6 92	11 22	13 64	7 96	9 171	0 140	10 55	8 67	3 112	2 88	1 107	14 128	4 182	12 47
7 161	6 145	1 196	3 83	4 112	10 163	2 60	14 96	8 175	11 26	0 3	13 91	12 60	9 49	5 49
2 173	8 86	7 187	0 29	4 184	5 51	6 175	9 94	11 76	1 146	12 108	10 154	13 8	14 133	3 82
12 4	13 164	11 182	9 130	7 21	8 108	4 125	3 63	5 7	2 57	6 138	14 28	1 139	10 190	0 141
9 8	1 122	13 116	14 1	12 149	0 135	3 129	5 50	10 26	11 172	8 138	4 167	7 167	6 41	2 33
0 168	6 174	8 172	7 173	10 33	12 194	11 84	5 66	14 89	13 188	3 52	4 199	9 84	2 111	1 111
6 139	13 177	12 117	10 195	9 191	8 147	1 113	2 25	3 1	5 182	4 37	7 40	0 197	14 5	11 130
7 148	14 90	12 139	1 66	8 99	11 111	5 3	9 46	4 175	2 164	3 72	13 111	6 109	10 12	0 141
11 163	10 170	6 155	4 72	3 18	8 44	2 16	13 128	12 188	0 47	14 19	7 134	5 92	9 45	1 12
9 163	2 87	5 198	11 142	4 102	12 119	14 30	3 26	8 148	0 103	7 85	1 112	6 56	10 10	13 178
11 60	8 62	10 169	12 148	3 61	6 52	2 146	13 194	4 51	7 126	9 127	1 43	14 6	5 200	0 170
3 109	13 178	7 43	2 82	14 183	5 126	0 144	8 199	12 87	9 52	11 146	4 66	6 43	10 195	1 113
