100	10
2 70	0 177	6 121	3 43	4 186	8 188	1 5	7 38	9 85	5 69
9 142	1 200	3 29	0 156	5 96	8 72	4 88	2 168	7 200	6 160
3 139	8 101	9 124	1 70	6 103	7 160	5 178	2 157	4 140	0 23
7 63	5 90	6 124	8 64	9 32	1 70	2 1	0 15	3 76	4 105
7 49	8 82	2 69	3 14	5 88	6 36	0 154	9 109	4 181	1 15
5 120	2 10	7 42	4 35	0 6	1 76	8 184	9 174	3 151	6 70
8 166	6 28	9 187	7 130	4 38	2 191	0 169	3 100	5 112	1 20
2 38	8 64	5 184	1 54	6 35	7 23	9 46	4 67	0 24	3 25
6 135	4 77	5 151	2 47	1 138	7 69	8 168	0 117	3 34	9 191
1 148	5 176	3 85	8 114	4 181	0 21	9 48	2 192	6 40	7 152
6 14	8 173	0 101	2 60	5 101	9 10	3 123	7 108	1 7	4 133
2 31	0 41	6 44	3 63	5 33	1 66	4 16	9 125	8 169	7 172
9 66	2 140	4 162	3 53	5 33	7 19	0 13	1 98	6 132	8 62
0 1	2 79	5 30	8 62	3 157	9 91	1 89	6 75	7 144	4 82
0 183	8 141	6 55	3 84	4 40	1 197	5 110	2 84	7 175	9 40
3 4	1 131	6 16	2 32	0 115	7 174	8 98	9 114	5 2	4 94
5 133	0 167	9 71	7 123	3 174	4 129	1 58	8 160	6 168	2 148
2 149	9 20	5 143	3 125	4 113	6 34	7 89	8 68	1 197	0 83
7 163	4 76	5 19	9 15	8 144	2 195	1 108	0 184	6 39	3 106
5 19	4 114	8 37	9 138	3 70	0 55	6 7	2 127	7 143	1 187
9 130	5 12	4 44	1 108	6 14	7 52	0 178	3 75	8 193	2 155
5 137	3 142	8 170	9 140	7 75	0 199	6 15	2 103	4 176	1 41
0 52	4 110	8 76	1 7	6 74	7 198	9 99	3 37	2 109	5 17
8 162	3 19	0 65	4 23	6 193	1 72	7 111	5 144	9 70	2 85
4 95	5 32	3 146	6 196	1 89	0 35	8 49	2 39	7 185	9 161
9 121	5 148	8 53	7 124	0 179	4 145	3 29	2 111	1 12	6 89
3 40	7 18	9 26	6 183	0 119	2 148	5 129	1 2	4 57	8 149
7 171	0 156	8 198	4 139	6 75	3 60	2 108	1 166	5 26	9 147
5 47	2 16	6 171	9 124	4 118	0 189	8 163	1 172	3 41	7 22
3 5	7 3	8 66	4 199	0 20	2 131	6 76	5 116	9 162	1 123
6 82	1 116	8 79	2 138	0 97	9 1	4 157	7 171	3 54	5 163
4 40	3 168	5 139	9 81	7 77	1 28	2 17	8 157	0 149	6 63
8 26	9 117	5 175	6 6	1 154	7 143	0 190	2 38	4 184	3 198
7 190	6 176	4 41	3 95	9 36	5 41	8 199	2 104	0 97	1 10
8 137	2 14	0 116	7 35	5 60	1 49	4 138	6 71	3 166	9 149
9 51	5 67	7 2	3 35	0 129	1 62	2 2	6 115	4 170	8 108
1 81	2 59	3 120	5 158	8 161	0 131	9 188	7 199	6 31	4 87
3 50	4 85	5 80	1 127	8 121	9 81	7 37	2 31	0 125	6 44
3 140	0 92	5 170	6 57	1 76	8 110	2 35	4 109	9 151	7 72
7 145	1 200	0 76	2 73	3 36	6 63	9 92	4 171	8 83	5 39
6 89	9 85	1 44	4 195	7 39	3 22	2 152	5 42	8 114	0 150
8 130	4 50	3 132	1 109	0 162	2 119	9 30	5 10	7 59	6 144
