60	15
4 95	5 5	6 71	9 6	12 72	3 34	0 49	11 96	7 71	10 3	1 97	8 23	13 69	2 12	14 79
1 64	8 66	0 42	3 83	5 23	10 90	13 55	14 73	2 80	4 32	6 67	7 6	9 34	12 83	11 11
6 88	4 93	3 80	14 37	7 42	1 82	0 15	10 85	9 57	8 87	11 93	2 58	12 20	5 34	13 84
10 10	14 19	8 67	7 25	5 28	4 57	1 1	9 11	2 40	12 59	3 40	0 6	11 7	13 53	6 50
7 8	14 72	2 11	11 11	3 38	8 65	4 16	6 86	5 14	0 52	13 57	10 49	12 79	1 38	9 44
14 37	1 91	8 94	13 33	9 46	4 55	12 84	11 58	6 16	0 52	7 1	5 46	10 1	2 26	3 75
14 70	7 54	5 5	1 34	4 15	12 99	2 5	3 27	0 94	9 25	13 28	6 42	10 51	8 14	11 51
5 9	14 70	12 83	0 60	3 72	7 80	2 85	4 62	11 51	9 5	13 75	8 44	10 45	6 82	1 74
14 19	3 54	7 66	13 33	0 97	6 17	8 56	5 84	10 52	2 90	11 4	9 36	12 11	4 90	1 88
9 29	6 22	8 66	3 71	11 56	4 47	1 75	12 48	13 60	0 10	5 54	14 31	10 7	7 22	2 42
5 90	13 3	6 28	4 1	14 36	7 97	9 34	10 28	8 36	3 93	2 26	12 44	0 64	1 59	11 48
5 2	6 8	0 88	8 36	11 82	7 37	13 38	10 57	9 32	14 21	4 67	3 58	12 55	1 70	2 73
4 14	9 64	0 44	14 13	12 76	1 74	3 82	2 95	5 77	7 82	10 1	13 58	6 54	8 52	11 58
11 33	6 88	5 93	0 29	3 65	13 92	2 63	4 71	7 66	1 54	14 46	10 21	12 37	9 77	8 63
13 63	9 62	3 53	5 50	2 26	11 76	7 5	1 46	6 95	0 4	14 36	8 94	4 80	10 82	12 39
8 96	11 50	10 47	13 73	2 57	14 13	7 40	1 30	0 96	6 73	12 51	5 92	9 60	4 14	3 79
4 25	6 80	10 1	1 23	9 92	14 4	5 4	13 71	12 7	11 81	7 20	2 63	3 96	0 17	8 78
6 71	10 16	11 47	9 35	7 98	8 69	14 45	2 52	3 89	5 89	13 65	12 65	1 12	4 2	0 7
1 97	12 60	3 78	4 49	0 9	6 51	10 80	7 49	13 71	11 34	14 58	2 39	9 11	5 29	8 55
14 43	7 94	8 70	5 94	4 6	6 52	3 13	10 77	2 19	9 34	0 14	1 58	13 43	12 49	11 67
8 93	6 20	0 37	3 66	13 2	1 86	7 96	2 57	11 4	9 61	12 47	4 1	5 79	10 67	14 81
8 8	11 23	2 52	7 98	14 88	10 48	12 74	3 26	9 47	5 68	0 27	4 84	1 34	6 31	13 91
11 55	14 45	2 36	6 21	7 85	12 77	9 90	1 6	5 71	3 92	13 15	8 10	10 54	0 14	4 6
3 97	13 27	4 21	0 40	14 85	7 56	10 23	12 95	9 87	8 17	2 71	5 41	6 2	1 44	11 7
3 74	2 29	4 59	13 69	5 49	6 42	1 22	14 78	8 42	7 84	0 66	11 89	10 21	12 18	9 97
14 62	12 25	0 39	3 25	9 7	4 97	1 81	8 93	10 48	5 62	7 36	2 64	6 6	13 96	11 99
14 14	9 73	8 10	1 16	0 24	12 41	6 52	10 34	3 5	11 12	2 18	13 55	5 32	4 80	7 39
3 55	13 32	2 85	4 47	11 42	14 68	8 26	7 27	10 24	9 68	12 86	0 13	5 77	1 82	6 53
7 98	6 85	0 41	12 40	9 56	5 43	10 98	13 45	2 42	11 82	1 74	8 40	3 70	4 68	14 41
6 47	10 40	5 88	1 20	4 20	8 30	3 14	13 67	11 64	7 35	9 92	12 75	14 62	0 46	2 26
1 86	7 77	11 94	6 96	4 24	10 18	9 59	8 37	5 4	14 95	3 7	0 4	2 51	13 66	12 95
6 88	11 18	2 41	7 22	13 62	1 45	0 99	3 68	12 65	10 74	4 86	5 86	8 16	14 4	9 38
13 92	5 28	1 53	3 44	8 89	4 89	9 71	12 8	6 73	7 58	0 21	10 40	14 37	2 89	11 32
5 18	4 45	14 65	6 44	9 57	0 7	1 25	7 75	11 97	10 36	3 9	12 6	13 62	2 38	8 30
13 85	4 40	0 2	3 86	2 80	10 79	7 43	5 32	8 20	1 38	14 60	6 53	9 84	11 4	12 89
2 12	5 90	4 24	11 2	9 45	8 40	10 53	14 70	1 98	0 33	12 75	3 15	13 16	6 59	7 42
11 3	14 38	3 35	0 16	7 78	10 88	6 12	4 82	5 84	13 40	8 28	12 1	9 32	1 37	2 19
14 36	11 40	13 42	0 34	7 99	12 40	6 64	8 2	1 82	9 39	5 84	10 86	4 66	3 55	2 76
6 43	1 42	9 63	12 52	2 64	7 27	10 65	4 22	13 83	14 37	0 32	11 61	5 40	8 27	3 9
3 89	13 81	1 57	2 26	6 14	10 58	5 93	4 98	7 93	8 83	12 15	11 58	14 80	0 59	9 57
13 44	8 65	5 19	3 10	12 40	7 69	11 6	10 48	0 60	4 58	1 27	2 37	6 58	9 70	14 24
10 98	14 89	9 6	7 24	0 68	5 86	8 19	1 66	4 55	3 4	12 72	2 8	11 16	6 44	13 44
7 31	11 28	3 76	0 31	10 79	2 87	6 89	13 45	5 35	14 39	4 81	9 32	12 30	1 72	8 43
