60	15
14 91	2 53	1 134	5 114	9 10	11 63	10 138	4 3	8 183	6 126	0 159	12 29	3 3	7 97	13 67
5 54	13 50	12 170	4 185	6 28	14 191	10 99	3 28	8 79	11 187	2 71	0 56	7 145	1 109	9 107
5 10	3 106	14 47	12 119	8 29	0 28	10 2	2 188	13 146	1 103	9 187	7 148	6 42	4 94	11 139
5 42	4 166	14 174	1 65	12 160	7 66	9 177	6 194	11 184	2 82	0 80	13 48	8 3	10 9	3 155
2 58	1 54	4 143	10 25	6 44	5 163	13 53	3 15	7 197	11 112	12 178	9 64	14 156	0 89	8 178
6 71	3 15	9 112	13 146	1 56	14 44	2 174	12 52	10 69	8 118	7 50	4 125	5 107	11 77	0 20
3 164	9 14	0 148	8 150	14 42	7 88	13 82	6 106	2 79	4 54	12 85	1 66	11 142	5 136	10 62
0 62	10 79	13 36	8 104	6 9	2 19	4 156	7 84	14 147	9 42	1 20	11 88	12 5	5 188	3 169
5 106	12 199	2 119	0 198	6 169	10 57	1 47	3 7	8 189	9 55	4 22	11 144	7 171	13 15	14 112
14 84	3 123	11 107	6 159	9 18	5 119	10 92	0 100	12 23	13 3	1 74	2 79	7 125	8 96	4 111
7 9	0 49	11 142	10 146	13 87	2 164	1 200	5 165	3 4	14 58	12 191	6 5	9 41	4 168	8 87
13 171	9 104	0 34	12 111	8 176	4 155	5 4	2 26	3 196	11 172	14 67	6 194	7 108	10 199	1 85
14 69	7 11	11 120	0 91	6 142	5 196	8 28	2 179	1 8	12 135	13 126	3 79	10 199	9 130	4 132
13 151	11 143	4 112	5 1	7 30	8 111	10 67	1 34	2 156	14 29	6 1	3 129	12 93	0 145	9 145
6 171	14 77	12 138	7 152	11 32	13 68	4 47	0 65	8 34	5 17	9 104	2 171	3 23	1 81	10 27
2 108	11 14	12 86	5 179	4 157	0 134	14 61	6 2	3 24	7 88	13 10	9 147	1 153	10 141	8 168
0 1	2 197	1 97	11 39	14 60	12 169	9 157	7 187	10 164	8 42	4 135	3 30	5 7	6 199	13 104
12 153	5 187	9 129	1 128	6 158	3 46	4 76	7 63	0 155	10 73	11 82	8 123	13 96	14 113	2 140
13 154	14 65	6 76	9 95	3 89	11 11	10 161	7 151	2 170	1 19	12 41	0 50	8 188	4 184	5 158
2 154	8 147	14 166	0 149	7 38	12 126	9 159	5 199	10 145	4 188	11 88	13 146	1 53	6 164	3 75
9 128	4 159	0 131	7 19	2 67	13 71	5 72	8 34	6 42	14 158	12 28	1 104	10 174	3 133	11 30
11 49	3 159	8 170	9 68	7 29	14 150	13 2	1 174	12 6	2 151	5 79	10 184	0 123	6 42	4 56
12 122	14 120	0 179	11 101	13 12	4 103	9 49	6 194	5 107	1 90	10 191	7 170	2 101	8 20	3 177
4 175	5 196	6 79	11 30	10 74	14 71	13 63	9 179	12 155	8 116	2 103	3 155	7 111	0 72	1 86
0 5	9 70	3 176	1 70	4 30	7 68	5 95	8 109	2 44	13 117	11 194	14 170	6 158	10 173	12 130
8 103	5 88	12 188	2 67	7 198	4 183	1 96	3 20	0 100	9 34	11 152	14 40	6 184	13 70	10 186
4 60	13 66	5 68	11 127	6 113	14 20	1 140	10 32	9 49	7 186	8 48	12 111	3 29	0 95	2 13
14 65	13 35	6 168	10 153	0 75	3 115	11 93	7 58	4 157	8 26	9 150	5 164	12 59	2 192	1 172
5 122	4 74	14 103	12 40	13 30	6 188	11 148	10 22	2 70	3 44	8 49	7 100	9 165	1 54	0 172
2 31	14 86	6 138	11 74	9 7	8 19	3 142	10 123	7 109	5 122	4 91	1 53	13 84	12 128	0 65
4 42	10 73	6 157	14 74	3 110	1 124	2 116	8 35	11 173	7 146	12 171	0 178	5 134	9 152	13 91
1 83	5 21	0 49	9 63	2 190	13 30	7 93	3 10	10 96	11 130	8 118	6 178	4 3	14 114	12 23
9 155	11 78	7 79	6 123	2 61	8 29	14 111	0 70	4 62	1 64	3 28	10 109	12 29	13 45	5 124
