90	15
11 95	3 3	12 97	5 4	6 69	14 35	0 29	7 7	13 74	8 14	1 85	10 87	2 6	4 14	9 63
8 60	0 93	5 78	2 33	6 68	1 31	14 24	10 46	11 79	9 40	12 42	13 49	4 77	7 25	3 48
12 53	7 30	14 19	2 7	4 28	10 49	8 1	9 99	6 71	11 4	13 97	0 69	1 34	3 51	5 20
11 66	0 75	10 64	13 93	14 66	6 87	5 72	2 41	7 85	4 59	9 26	12 59	8 77	3 87	1 43
7 17	14 66	11 44	9 80	0 93	8 29	1 76	5 10	4 9	6 54	10 5	2 80	12 57	13 59	3 69
8 11	6 2	3 8	4 93	5 41	2 50	11 91	9 92	10 59	1 82	13 29	12 34	7 51	0 90	14 11
6 48	8 38	12 98	9 35	5 74	2 30	10 12	7 74	13 71	14 29	3 77	1 34	0 86	11 24	4 68
13 52	8 89	3 85	7 2	6 32	5 45	9 68	11 71	0 14	10 4	4 5	2 38	14 99	1 13	12 12
9 88	3 28	1 50	5 71	6 55	8 30	7 1	14 75	12 16	10 91	11 9	0 4	13 86	2 11	4 56
3 37	6 62	10 68	2 93	7 68	0 96	13 80	9 49	8 88	12 10	4 87	11 67	5 4	14 53	1 41
8 20	10 33	0 1	12 19	7 96	5 34	1 40	9 83	3 60	13 90	4 34	14 61	6 8	11 4	2 3
8 36	3 75	13 37	14 37	12 95	9 68	2 24	0 69	5 71	7 40	1 64	6 45	4 68	11 52	10 99
4 70	10 61	0 20	8 80	5 18	13 10	12 28	14 98	11 33	6 29	9 59	3 76	2 12	7 84	1 44
0 9	11 44	9 57	13 2	12 48	5 25	1 17	6 21	14 39	10 72	3 94	7 51	4 78	2 92	8 13
3 19	8 6	5 13	11 45	14 45	2 95	7 53	9 40	13 75	4 49	0 87	1 74	10 45	12 5	6 17
0 90	13 27	12 10	11 19	14 22	7 81	8 58	1 8	5 23	4 76	6 98	3 61	10 82	2 34	9 95
12 44	14 93	0 56	4 31	5 52	7 18	10 55	13 53	9 96	11 66	1 33	6 4	2 71	8 13	3 18
2 15	14 97	0 3	11 96	6 14	9 45	5 22	8 46	4 11	1 76	7 55	3 12	13 36	12 81	10 2
7 11	11 33	6 91	8 89	1 23	4 36	13 41	14 28	0 1	12 64	2 36	5 43	3 91	9 53	10 54
1 9	0 72	9 39	8 88	10 74	6 66	12 62	2 2	14 76	3 31	11 73	7 70	5 4	13 15	4 63
5 56	11 26	4 96	6 77	0 81	10 37	7 85	3 74	8 70	12 53	1 13	13 33	9 35	2 16	14 41
14 46	10 64	4 10	7 80	12 53	6 41	11 85	8 8	3 64	1 7	9 26	0 15	13 38	5 18	2 48
5 43	0 63	7 25	2 85	1 93	14 15	8 51	12 37	4 14	9 6	13 26	11 68	10 41	3 75	6 88
8 44	9 43	13 62	3 12	2 58	1 17	11 68	12 77	4 27	0 14	10 16	6 49	5 25	7 2	14 81
2 12	9 73	10 26	14 37	12 53	13 96	7 64	8 35	4 14	5 73	11 66	6 35	0 90	1 21	3 60
14 99	9 92	11 51	5 40	10 78	2 51	3 24	4 78	0 93	8 84	13 12	12 35	1 86	7 41	6 62
6 84	2 28	12 52	10 78	11 40	9 9	0 82	13 93	14 62	3 26	4 4	5 41	1 33	8 77	7 96
5 52	3 12	8 64	13 41	4 30	2 8	6 94	1 68	7 81	0 90	11 97	14 48	10 25	9 45	12 8
3 96	12 2	9 96	10 51	7 78	4 85	13 8	5 78	11 42	14 55	8 62	1 19	0 55	2 37	6 86
12 22	1 88	2 14	11 72	3 67	5 88	0 24	9 87	8 35	14 58	4 16	13 66	10 73	6 93	7 16
9 19	11 16	3 21	12 12	1 62	8 18	5 6	7 48	6 36	4 51	0 52	14 49	10 88	13 88	2 60
10 94	4 52	13 52	14 4	12 74	1 33	7 21	5 77	11 72	3 91	6 90	0 89	2 56	8 77	9 98
12 97	1 19	14 46	6 61	4 65	9 69	8 80	5 85	0 50	11 25	7 27	3 7	10 5	2 25	13 14
8 77	10 6	9 13	4 25	3 94	13 80	0 81	7 51	6 19	2 73	11 43	5 40	12 81	1 77	14 93
0 28	1 28	9 29	10 89	6 65	14 49	7 58	3 28	11 67	2 91	13 11	4 35	8 4	12 83	5 45
12 69	6 69	13 91	10 12	2 95	4 94	3 27	1 97	7 56	11 6	14 36	5 50	9 7	0 72	8 2
14 99	10 59	13 99	3 85	2 88	11 40	9 26	4 24	12 20	1 16	7 15	0 20	8 34	6 8	5 71
1 1	10 57	13 6	9 57	11 71	0 9	7 97	2 49	12 6	8 78	5 13	4 56	14 90	3 32	6 1
12 43	13 86	4 81	0 24	1 7	5 72	7 62	3 83	8 51	2 21	11 20	14 42	10 65	6 88	9 92
1 29	9 64	5 98	10 95	2 36	4 48	13 57	12 69	0 1	14 51	3 31	8 9	11 71	6 13	7 91
5 37	0 96	2 84	9 47	4 18	12 33	3 89	14 66	11 41	1 21	7 31	6 10	8 9	13 20	10 48
0 65	13 36	4 55	5 97	6 71	3 86	11 27	1 97	8 80	9 98	12 41	10 48	7 22	14 65	2 99
9 76	1 10	0 30	11 58	12 38	14 75	8 99	5 63	7 32	2 80	6 13	13 99	4 14	3 47	10 8
13 93	7 56	6 22	4 97	11 63	0 51	1 58	14 91	5 43	8 84	12 64	9 69	3 50	2 46	10 89
0 58	11 30	6 12	9 26	2 89	3 75	13 7	8 94	14 44	12 61	7 32	10 15	4 9	5 31	1 85
1 67	3 96	11 47	5 11	0 41	10 17	8 80	13 16	7 87	2 96	12 47	4 71	9 72	14 19	6 65
0 21	8 51	3 25	7 67	9 71	5 24	1 28	13 48	12 54	2 69	11 11	6 68	4 37	10 46	14 76
13 87	2 77	8 43	12 65	0 86	10 76	9 49	3 73	11 24	7 80	6 4	4 15	14 30	1 24	5 84
1 71	8 85	13 73	14 92	10 67	5 51	12 16	6 4	4 15	2 22	3 38	11 21	7 71	0 81	9 36
14 12	0 17	5 55	11 7	7 95	2 20	8 37	13 7	1 87	3 90	10 37	9 22	12 98	4 99	6 31
