70	15
8 93	14 59	12 23	0 85	3 58	7 65	1 82	9 65	5 60	10 3	6 16	4 35	11 77	2 29	13 68
2 28	9 87	4 35	1 91	13 90	8 73	14 59	5 17	6 52	0 69	3 95	12 99	10 98	7 39	11 47
13 91	10 98	1 28	4 15	0 34	9 25	6 43	8 27	11 33	12 81	7 30	5 11	2 27	3 76	14 47
14 15	12 58	11 96	0 17	1 72	5 35	2 80	7 53	13 39	8 85	9 36	6 12	4 74	10 62	3 92
1 83	5 60	6 70	12 71	2 35	3 20	7 56	4 39	10 57	14 7	0 24	11 85	13 17	9 75	8 72
9 91	13 67	1 82	0 68	14 34	10 32	7 90	6 5	3 91	11 27	4 5	5 74	8 74	2 61	12 58
9 10	0 2	12 88	8 81	5 28	13 10	4 7	11 44	10 75	1 24	6 84	14 63	3 33	7 36	2 71
4 21	1 2	2 81	6 3	8 99	3 27	0 23	9 51	7 94	14 45	10 57	12 16	13 29	11 8	5 96
12 15	2 74	3 46	13 81	11 93	7 89	8 2	1 84	14 86	4 52	0 23	10 34	9 92	6 16	5 97
8 48	10 60	3 90	7 70	2 47	1 4	12 23	5 33	0 49	13 71	14 96	11 75	4 33	9 95	6 19
10 21	9 32	0 56	11 56	2 17	3 51	13 65	1 31	8 9	6 33	7 44	5 79	4 77	14 35	12 35
4 58	11 5	9 7	7 51	1 63	8 76	6 23	2 57	5 30	0 51	13 70	3 33	12 37	14 12	10 37
9 61	13 98	11 41	1 15	2 60	10 10	4 97	6 65	12 2	0 21	8 54	14 39	7 33	3 5	5 55
14 78	3 81	11 67	0 11	5 16	6 4	12 20	7 95	4 5	9 40	13 71	10 71	2 92	8 49	1 91
13 67	9 83	5 45	2 44	10 52	11 6	14 10	8 59	4 56	0 2	3 18	6 97	7 60	12 52	1 21
12 36	13 99	8 98	3 96	2 58	9 40	10 45	1 27	0 79	5 12	4 62	6 94	14 84	7 38	11 88
12 18	2 15	5 18	3 66	1 50	11 22	4 96	14 60	6 69	8 41	9 90	10 10	0 23	7 55	13 2
12 7	10 50	13 66	11 5	5 43	3 85	1 99	0 10	4 39	7 74	14 92	6 59	2 54	9 49	8 22
4 12	7 2	1 60	10 21	13 28	9 70	2 95	3 31	8 4	12 76	0 54	11 23	14 90	5 69	6 56
6 58	11 80	7 17	12 12	14 56	4 95	8 91	2 76	0 70	10 30	1 38	3 77	13 50	5 33	9 31
9 98	8 44	13 90	6 76	5 7	0 34	2 18	10 61	3 48	7 24	14 76	1 90	12 52	4 98	11 8
12 29	5 65	6 1	3 34	9 74	14 83	0 74	7 57	4 56	1 72	11 91	13 56	8 81	10 31	2 36
8 82	1 82	13 5	3 42	4 99	14 10	10 41	9 89	6 94	11 36	5 60	0 60	2 12	7 78	12 27
7 27	1 43	12 62	10 18	2 42	3 31	5 51	0 10	13 45	14 92	8 54	4 6	6 46	11 29	9 12
10 79	9 25	1 96	12 22	11 60	3 64	8 79	4 95	7 80	14 61	2 83	0 64	5 6	13 70	6 4
13 35	4 37	8 87	6 94	5 4	9 84	12 98	1 54	11 67	2 10	7 76	10 68	0 32	14 72	3 37
12 64	1 69	10 11	7 84	5 79	9 68	2 86	6 28	8 17	13 98	3 95	0 48	11 60	14 59	4 1
10 58	7 47	2 14	5 13	9 72	6 30	8 82	13 23	12 39	14 7	1 92	0 31	11 74	3 96	4 41
2 88	13 4	11 2	4 16	10 95	8 59	6 75	12 72	3 25	14 40	5 84	0 62	9 69	1 75	7 28
6 57	3 38	7 49	1 2	13 98	2 62	8 29	9 52	0 47	14 5	11 65	12 45	5 96	4 67	10 85
8 37	3 55	11 92	0 63	4 53	10 14	2 58	13 89	14 84	1 80	5 71	6 18	9 59	7 12	12 17
7 28	9 23	0 30	5 93	2 45	3 79	11 78	4 8	10 32	13 2	8 75	12 38	6 15	14 3	1 67
