80	15
9 95	12 81	11 20	3 140	8 165	13 119	1 30	0 67	10 160	5 75	4 78	14 129	2 186	6 147	7 192
9 21	6 86	7 33	1 170	14 137	8 80	3 197	0 83	4 74	11 136	12 103	13 74	5 200	10 8	2 47
0 8	8 113	9 112	12 109	6 165	10 187	1 80	13 161	4 120	7 74	5 146	2 37	11 142	3 63	14 70
13 92	5 129	1 12	6 86	8 189	12 168	2 97	9 86	10 24	4 157	11 119	0 33	3 174	14 65	7 105
5 83	14 152	13 5	1 112	9 82	12 109	3 96	11 24	4 28	0 78	7 191	6 86	10 78	8 42	2 116
9 194	1 39	2 78	11 166	14 3	5 100	8 93	10 85	0 127	4 164	6 20	13 19	12 184	3 55	7 77
10 168	12 129	9 116	5 74	0 140	4 173	1 43	13 10	8 42	2 10	14 131	11 9	6 154	3 51	7 162
10 127	5 118	2 13	0 15	9 3	3 121	6 115	4 163	13 119	7 168	14 75	1 178	12 187	8 122	11 5
1 111	5 169	13 73	6 28	10 125	11 162	8 3	12 90	0 51	9 75	4 154	3 156	2 14	14 2	7 140
3 65	9 43	12 142	13 174	7 49	1 28	5 192	14 129	8 146	10 7	6 20	2 149	4 83	0 140	11 127
5 97	7 187	11 10	0 50	1 149	9 161	13 182	12 40	6 170	8 62	10 63	4 190	14 80	2 60	3 152
11 60	6 130	1 14	12 188	8 132	7 179	2 106	10 68	3 161	13 170	9 52	14 171	5 90	4 35	0 131
14 65	9 90	2 44	8 167	3 183	4 82	6 45	0 7	11 55	12 80	13 131	10 146	1 121	5 64	7 134
12 22	13 42	11 152	14 116	6 193	8 164	4 73	7 3	5 162	2 195	3 1	9 199	10 196	1 160	0 116
2 38	9 22	5 163	0 96	1 135	3 33	10 11	7 3	11 133	6 195	4 100	8 82	12 169	13 178	14 127
9 172	7 120	5 156	13 193	8 200	1 174	4 53	3 107	0 15	6 152	11 55	12 81	2 171	14 36	10 105
11 10	10 168	4 39	13 8	5 146	6 13	0 85	8 26	1 181	2 182	9 10	7 118	14 123	12 45	3 169
10 23	8 165	0 79	1 193	2 38	4 93	5 10	7 120	13 148	12 187	6 57	9 62	14 12	3 80	11 165
13 146	2 27	10 25	8 9	5 58	7 114	9 91	0 16	14 127	11 175	1 158	12 131	6 19	4 176	3 152
6 56	3 165	5 189	11 53	12 178	14 84	7 5	1 65	0 68	10 182	13 115	9 31	4 53	8 136	2 83
7 100	12 180	8 1	4 95	13 193	9 86	6 170	3 93	5 138	2 8	10 111	11 134	14 176	1 90	0 191
8 106	12 89	1 180	10 159	2 182	6 76	3 174	4 59	9 24	0 87	7 27	14 72	11 138	5 71	13 9
2 141	9 23	14 86	10 44	11 2	3 62	13 26	0 68	4 147	1 85	5 134	6 156	12 192	8 12	7 78
13 34	10 11	1 178	3 127	11 163	5 187	14 47	6 133	7 55	9 22	4 100	0 59	8 70	12 105	2 189
1 92	2 173	13 20	12 3	6 172	5 36	4 147	9 124	11 32	3 45	8 118	14 79	7 95	10 134	0 16
4 171	5 156	12 39	9 69	11 131	3 130	13 80	8 77	0 119	10 85	6 20	1 40	14 27	2 105	7 25
2 106	6 7	9 126	3 59	13 1	12 110	11 41	1 88	4 47	10 172	8 145	7 3	0 82	5 43	14 24
13 51	7 141	5 179	2 34	10 162	12 198	3 157	8 199	11 80	4 11	6 107	14 128	0 111	9 61	1 191
11 128	10 89	3 76	8 118	0 139	13 140	14 4	12 171	7 35	1 88	5 140	2 131	4 166	6 151	9 53
9 176	0 161	1 149	7 133	10 57	2 146	12 138	6 141	4 50	5 150	8 133	11 129	3 98	14 109	13 128
5 195	14 136	13 31	11 163	12 51	8 140	7 66	0 135	6 20	3 20	4 57	1 160	9 15	2 79	10 8
7 57	5 32	10 93	4 50	3 120	8 137	12 167	9 89	13 172	2 66	14 130	6 18	1 152	0 106	11 100
0 86	14 35	12 185	1 28	10 3	8 94	3 181	13 160	6 167	5 97	2 14	9 177	7 53	11 118	4 31
0 57	9 149	6 179	10 161	12 101	13 63	7 84	2 166	5 73	4 4	3 28	11 22	8 58	1 78	14 184
4 54	9 184	6 8	5 140	8 159	12 112	3 200	11 163	14 189	7 70	10 163	13 7	0 84	2 32	1 91
2 48	11 59	8 105	5 21	0 77	1 162	12 110	13 47	9 90	4 54	6 46	14 60	10 137	7 57	3 158
5 67	8 106	1 149	4 194	13 93	0 198	12 189	9 41	7 24	6 135	11 82	2 198	3 118	10 195	14 164
1 15	12 155	6 106	9 48	11 175	14 2	5 190	0 152	3 84	13 73	4 174	7 96	10 21	8 63	2 52
14 59	11 57	10 24	13 198	12 28	0 132	2 150	4 105	7 77	1 199	8 8	5 14	6 3	9 190	3 83
8 49	4 181	7 48	2 11	12 165	6 43	0 89	14 149	9 103	5 18	10 133	3 81	13 164	11 183	1 113
10 83	4 128	3 51	6 2	12 43	9 21	13 6	7 175	0 87	1 81	14 58	5 24	11 62	2 26	8 171
11 45	14 141	5 180	7 81	12 67	9 48	10 191	6 172	0 134	1 64	8 173	2 85	3 106	4 134	13 121
2 197	8 175	6 14	10 19	7 2	1 123	13 189	5 45	14 180	12 50	3 116	4 33	9 181	0 51	11 77
14 160	8 3	3 101	11 87	1 169	10 190	6 176	2 146	4 186	9 71	13 117	7 5	5 4	12 174	0 176
13 192	12 93	3 116	10 77	8 111	0 27	4 136	1 27	7 191	6 74	2 25	14 27	11 123	9 140	5 87
5 31	7 127	9 42	6 136	1 49	2 18	4 74	11 56	13 2	12 185	0 119	14 60	3 138	10 159	8 12
8 196	7 158	10 36	5 61	4 186	13 24	11 172	14 108	0 23	3 189	12 36	2 198	9 92	1 3	6 141
9 67	3 178	2 150	6 191	7 132	0 55	11 177	10 69	1 96	13 168	5 188	14 83	12 143	4 28	8 124
6 63	14 37	7 148	9 12	0 82	2 94	10 60	1 188	5 93	3 68	8 80	13 106	12 191	11 199	4 95
1 86	8 51	0 100	12 6	14 139	2 123	3 193	10 152	5 60	13 131	11 155	7 79	9 142	4 49	6 49
