100	15
6 29	4 188	3 181	5 165	8 137	13 36	9 2	14 57	10 110	1 168	0 171	7 197	11 175	12 90	2 76
5 54	14 30	9 113	6 104	3 54	8 137	13 173	12 91	10 78	1 44	2 73	7 94	0 152	4 70	11 174
2 129	8 46	6 27	5 132	3 110	10 72	14 82	1 151	7 163	0 10	13 146	4 57	11 188	12 124	9 81
11 160	1 60	5 189	2 193	3 107	7 102	9 35	0 43	13 170	4 115	10 139	8 59	6 184	14 34	12 142
12 59	14 187	10 12	11 40	0 88	13 51	2 5	8 26	7 34	3 69	9 62	1 164	6 88	4 134	5 15
3 53	14 131	8 73	13 95	11 133	1 199	6 14	5 14	10 168	2 75	7 171	9 183	12 89	4 79	0 189
5 177	8 41	2 27	14 32	7 156	4 1	12 171	11 127	10 161	13 66	1 33	9 75	6 109	0 68	3 12
2 121	4 105	5 12	10 42	9 21	8 185	0 40	11 2	7 74	12 89	6 106	3 155	14 142	13 23	1 175
11 7	8 160	7 174	2 55	0 13	6 70	3 113	4 32	14 156	9 159	13 195	1 178	10 184	5 160	12 32
4 35	14 12	10 80	5 97	13 163	6 95	0 150	1 103	2 93	8 133	7 187	11 165	9 13	3 73	12 55
8 8	10 193	13 176	1 33	9 140	2 200	14 107	12 148	5 117	4 135	0 26	6 34	7 164	3 80	11 128
9 141	14 10	0 158	2 161	11 40	7 154	12 188	8 14	1 119	4 86	13 58	3 167	6 190	5 195	10 27
8 8	5 45	10 136	14 44	3 38	4 61	13 113	12 29	1 87	0 66	7 26	6 120	11 39	9 196	2 8
3 139	8 150	9 62	14 100	13 7	4 13	5 30	12 169	10 12	11 140	0 50	6 130	7 160	1 78	2 149
12 195	8 171	5 131	9 1	2 155	7 123	4 65	6 125	1 146	13 200	14 55	11 179	3 171	0 25	10 141
4 81	10 68	2 60	12 20	8 54	5 60	9 135	1 177	7 54	14 96	11 71	3 111	13 93	6 183	0 50
11 172	4 96	3 78	1 28	8 65	12 95	14 159	9 92	2 190	7 27	0 187	13 75	6 86	5 120	10 93
5 61	6 15	4 105	0 100	7 127	14 121	11 31	1 197	12 173	9 140	3 155	13 98	10 105	8 17	2 58
11 11	10 50	4 5	7 52	14 41	12 113	8 194	6 68	9 40	13 52	3 162	0 178	2 156	1 199	5 67
13 192	1 25	5 120	11 41	8 139	3 171	0 47	4 166	6 101	14 26	10 24	7 71	9 162	2 70	12 179
0 192	6 60	10 33	13 138	7 200	12 104	11 190	2 45	4 90	14 48	3 112	1 113	9 120	5 178	8 163
3 176	11 189	2 48	12 104	9 113	10 174	5 14	7 21	14 80	0 52	8 175	13 1	4 5	1 15	6 140
9 147	12 74	8 199	6 12	0 31	14 179	2 95	5 193	7 125	10 17	13 158	11 54	1 66	3 83	4 72
3 172	7 119	13 120	9 5	12 114	10 162	8 30	14 177	1 74	2 99	6 131	0 21	5 25	4 80	11 189
9 60	14 140	4 121	10 86	1 3	3 102	11 101	7 149	12 41	8 45	13 128	0 121	2 158	6 85	5 26
0 156	4 60	6 159	12 65	2 115	8 4	1 129	3 198	13 77	5 159	7 27	9 25	11 92	14 67	10 173
14 83	4 122	1 117	8 55	13 188	12 197	0 138	5 40	7 148	2 11	3 16	6 30	9 80	10 188	11 3
5 151	12 114	11 157	2 47	14 89	7 74	6 192	1 146	13 30	3 149	9 84	0 18	8 30	4 85	10 92
8 42	6 165	2 169	11 150	12 50	3 5	0 50	4 99	10 114	9 177	13 56	1 139	5 60	7 170	14 130
3 127	6 22	10 37	2 164	0 8	9 44	12 123	8 136	1 149	14 85	4 29	5 71	7 172	11 42	13 76
10 154	6 33	9 21	2 174	12 56	4 142	7 148	3 177	14 107	11 190	0 6	13 93	8 8	5 130	1 71
6 147	9 34	11 101	1 193	10 23	4 139	13 54	14 91	5 25	0 63	7 190	3 145	2 164	8 178	12 5
3 114	12 182	0 176	4 70	8 39	10 171	7 138	2 120	9 80	1 175	13 101	11 120	5 40	14 138	6 183
7 116	8 66	2 144	4 126	0 101	11 138	13 12	1 64	12 39	10 53	14 28	5 83	6 126	3 111	9 186
5 131	3 189	13 32	2 107	4 199	11 149	6 171	0 181	7 160	10 1	12 148	9 17	14 72	1 21	8 143
5 48	1 42	0 29	4 97	10 135	3 77	8 68	2 58	7 184	9 91	12 14	13 183	11 110	14 7	6 151
6 141	4 123	7 88	12 168	10 191	8 92	14 54	13 180	5 61	11 109	2 154	1 23	9 116	0 156	3 197
10 99	14 194	3 18	5 61	12 39	7 81	11 162	9 140	0 1	2 103	13 41	8 142	6 181	4 38	1 19
9 74	7 68	14 145	3 33	6 23	10 62	12 44	4 186	0 20	1 55	5 179	13 131	11 58	8 75	2 147
12 191	2 72	10 188	5 174	11 171	6 104	13 158	8 171	7 30	9 188	0 115	4 129	14 171	3 128	1 134
5 30	7 66	13 181	1 131	10 122	2 162	8 197	14 95	0 29	3 34	12 187	9 73	11 98	6 199	4 114
8 60	4 20	3 3	5 76	13 176	0 161	7 200	12 96	1 64	10 25	11 76	6 92	9 175	14 19	2 150
6 62	9 139	5 137	1 9	7 199	14 27	8 22	2 73	13 111	11 71	0 113	10 47	12 185	3 115	4 4
9 182	3 176	4 16	6 62	0 1	12 140	2 139	14 78	8 192	1 71	7 194	11 39	10 150	5 180	13 179
2 155	8 53	0 59	9 96	3 15	11 144	12 46	13 88	14 61	5 154	10 37	4 130	1 125	7 128	6 116
11 167	5 87	1 184	3 64	8 195	4 199	7 78	14 161	0 115	10 83	13 36	9 14	12 122	2 179	6 146
5 91	4 106	9 51	11 171	0 161	13 3	14 18	3 33	7 101	1 43	8 159	12 118	6 45	2 68	10 95
10 167	6 78	11 180	4 58	2 177	8 12	13 95	1 77	3 95	14 84	7 94	12 58	9 194	5 167	0 88
7 76	3 122	2 85	13 170	1 5	5 22	6 152	12 7	14 169	8 156	11 21	0 120	10 98	9 141	4 86
14 99	2 189	5 110	10 96	1 199	12 139	3 115	4 49	8 119	6 45	7 31	0 114	11 52	13 180	9 114
10 153	6 51	9 107	14 162	4 65	7 186	5 13	11 141	13 150	3 168	2 114	8 93	12 53	1 146	0 112
1 143	13 132	3 142	9 113	14 64	10 168	7 19	12 181	6 103	8 122	0 112	11 197	4 88	2 23	5 130
2 39	11 59	14 53	7 158	0 88	5 45	1 170	4 187	9 23	8 143	3 59	6 168	12 19	10 161	13 9
4 111	6 175	1 41	5 37	13 73	8 57	12 187	11 117	0 34	14 86	7 51	9 31	2 66	3 12	10 130
14 57	8 58	5 164	10 4	12 55	11 11	3 108	13 75	0 23	2 139	6 103	1 181	7 168	9 131	4 138
11 8	1 142	9 126	8 108	6 50	3 121	14 114	13 90	10 111	7 42	0 39	5 156	12 5	2 165	4 152
0 145	1 59	3 34	5 80	14 172	12 24	9 133	6 194	7 67	11 74	10 136	2 195	4 109	13 97	8 176
