30	70
44 65	5 65	62 15	50 17	16 42	28 89	48 39	32 20	4 46	58 81	38 9	65 70	60 87	53 50	56 71	46 34	13 52	55 82	34 87	2 43	54 92	6 38	67 62	29 79	69 77	36 62	45 85	39 97	25 41	51 70	22 1	61 92	12 21	26 90	21 46	49 32	63 14	3 6	43 23	40 76	64 73	18 60	19 25	17 97	57 33	14 12	68 66	9 31	59 41	24 53	35 3	27 16	8 29	33 71	41 58	31 57	7 71	66 21	1 72	11 81	30 42	15 94	10 38	23 62	20 39	37 5	52 24	47 45	0 94	42 79
28 79	42 69	53 93	33 52	64 5	62 94	58 8	6 72	52 65	30 30	51 15	45 26	32 67	57 58	59 16	19 3	40 31	39 38	13 13	44 23	18 72	16 9	9 17	21 28	10 34	49 29	56 50	31 28	60 57	63 22	55 47	36 42	23 55	2 88	0 56	68 43	47 29	27 4	17 47	46 62	67 87	43 90	65 75	4 86	35 58	25 10	61 77	11 11	66 94	41 81	37 68	12 45	8 97	5 88	48 98	20 63	22 84	54 15	7 34	69 41	15 80	14 51	34 12	50 48	29 99	3 13	26 86	24 86	1 23	38 96
35 85	29 18	16 91	43 15	15 75	68 56	28 98	4 82	3 49	38 82	31 61	21 81	56 58	49 43	42 25	41 71	60 70	12 6	69 50	6 54	45 57	11 94	26 36	32 9	17 81	52 88	57 11	46 89	18 35	66 46	47 55	64 88	54 85	22 30	61 60	13 56	27 22	0 73	63 46	50 90	55 51	2 38	20 30	51 93	8 17	58 99	30 13	39 42	9 47	59 29	25 87	14 73	65 94	19 15	44 50	53 58	34 86	24 12	33 32	5 29	7 55	23 72	1 80	37 23	36 58	10 41	62 44	48 66	40 95	67 36
32 34	21 26	69 84	66 36	47 22	57 15	51 12	45 23	55 3	63 88	14 42	20 72	16 4	44 63	6 6	41 66	59 23	43 58	22 74	33 11	42 11	53 38	17 22	9 30	26 72	56 6	4 60	28 79	3 76	35 15	10 66	65 68	36 14	13 20	11 25	23 93	54 2	5 68	61 12	68 87	34 12	67 75	12 32	7 61	46 68	52 75	58 53	15 69	38 39	60 15	37 11	8 33	25 64	19 40	50 68	40 43	31 60	48 50	27 32	29 18	2 47	64 17	1 97	62 5	39 31	18 19	30 5	49 42	0 38	24 8
46 64	37 79	8 13	15 94	43 84	17 44	61 36	3 97	49 51	30 24	27 86	19 80	6 33	44 76	64 97	48 60	7 59	16 44	52 97	50 36	51 54	24 13	5 18	38 21	32 26	14 44	2 28	4 85	58 18	20 96	23 32	22 41	9 95	62 46	55 60	69 27	65 95	10 83	11 29	56 26	26 40	28 97	31 70	54 69	0 43	1 65	18 28	34 46	13 11	53 81	59 11	63 44	35 41	21 86	12 5	36 33	25 78	66 89	41 84	39 10	45 39	68 90	67 18	29 58	57 63	60 20	47 47	33 75	40 39	42 66
23 54	40 35	51 14	21 71	58 39	24 67	30 71	26 19	68 80	12 58	55 29	5 2	18 60	39 88	20 30	47 63	32 92	33 77	31 90	4 85	41 18	57 28	19 21	59 33	65 34	52 41	50 30	2 50	67 45	38 79	7 7	44 20	46 43	35 98	27 68	48 32	15 34	62 52	60 8	1 88	16 11	53 14	63 23	6 60	45 44	10 67	66 30	29 79	14 72	36 92	64 71	17 3	43 22	54 66	42 34	13 63	8 35	61 5	37 9	25 55	3 5	0 1	28 56	22 50	56 88	69 16	34 79	9 97	49 22	11 43
23 87	65 31	41 41	55 82	35 69	0 15	13 76	5 31	14 89	1 82	51 99	4 75	21 82	64 25	37 67	47 36	59 40	18 57	12 7	26 49	44 30	15 22	11 19	48 39	8 89	67 76	60 39	45 43	3 61	10 70	34 49	56 62	7 80	58 22	66 89	31 94	27 61	53 88	69 69	25 28	61 22	62 66	17 2	2 13	24 41	52 94	28 31	46 59	39 41	29 82	6 45	38 96	30 51	32 55	19 74	63 11	16 48	49 96	68 5	50 70	42 99	22 1	20 96	33 19	57 26	43 48	9 46	40 44	36 19	54 26
8 87	12 42	37 72	18 31	45 44	52 61	26 67	46 57	36 62	16 81	61 51	43 13	64 68	51 13	30 15	29 89	40 14	33 15	48 1	47 45	39 82	20 57	10 14	58 45	3 68	27 37	54 34	55 26	28 20	4 31	25 31	9 41	63 52	23 45	6 23	49 92	60 75	68 93	0 15	11 16	56 20	31 52	41 61	69 75	38 70	67 5	22 99	34 85	50 18	57 22	2 11	5 4	17 32	1 46	19 63	14 53	35 5	44 20	13 58	15 17	62 55	32 10	21 78	59 1	7 38	24 99	53 61	66 77	42 79	65 65
17 21	62 66	13 58	36 7	54 40	27 43	59 79	34 51	37 85	45 15	67 92	63 16	26 97	52 36	21 39	56 30	35 55	42 21	57 41	4 72	25 7	51 9	12 52	44 43	33 56	66 91	60 27	64 74	47 62	15 52	28 84	9 75	8 52	14 21	58 98	46 75	55 83	1 63	2 35	31 35	5 1	40 83	7 38	41 68	16 33	23 58	11 34	18 66	6 46	19 36	38 6	10 94	3 41	32 69	29 57	69 47	49 79	20 68	65 99	24 64	30 56	0 24	48 26	50 45	43 33	53 27	39 98	68 90	22 69	61 75
59 34	67 90	2 3	49 52	24 56	38 67	21 87	7 90	20 50	47 65	68 61	6 50	57 99	60 13	65 30	23 51	26 78	16 3	8 60	27 89	51 95	11 71	35 25	44 32	43 21	3 55	48 83	30 99	41 49	25 50	32 56	64 37	37 29	9 90	18 69	31 74	36 36	45 95	14 29	50 95	42 22	56 24	13 48	40 65	10 66	1 81	28 18	29 25	54 25	12 1	61 81	52 66	34 93	0 50	17 71	22 10	53 81	46 60	5 71	69 83	55 74	19 13	66 99	62 40	4 49	15 22	39 60	33 79	58 25	63 71
38 74	55 91	17 28	22 60	65 51	19 57	7 60	37 78	33 5	42 18	43 5	0 99	41 7	45 65	6 18	10 20	62 32	25 27	2 54	16 69	26 95	20 8	61 77	11 41	23 37	40 21	52 84	66 32	14 66	63 65	35 46	28 89	21 29	67 39	30 75	51 39	9 75	68 91	46 45	54 41	32 99	29 51	49 10	60 33	4 76	24 13	12 1	69 37	31 58	36 60	44 10	56 99	48 19	50 54	34 49	13 30	47 29	64 98	1 93	18 75	58 57	27 73	57 54	8 97	39 1	15 21	3 43	59 53	5 27	53 77
22 68	59 35	56 34	32 13	26 45	28 66	57 75	41 43	54 72	53 76	5 77	33 29	11 87	1 73	25 1	14 28	46 3	20 56	48 99	49 91	7 27	40 80	45 66	12 35	9 87	3 71	29 67	61 36	16 81	34 20	58 16	36 71	47 86	39 55	64 56	35 59	23 23	8 78	4 76	10 29	24 70	67 15	50 12	31 58	42 51	63 16	19 28	43 59	21 99	18 15	62 71	6 98	27 84	0 86	52 96	37 67	17 33	2 5	15 33	60 72	13 8	38 59	69 40	44 69	30 28	66 36	51 31	55 26	68 31	65 13
69 14	25 53	66 67	6 1	42 83	41 67	40 32	0 58	49 20	11 47	47 40	10 6	12 61	48 23	63 78	24 33	67 50	27 53	30 55	21 92	7 84	13 13	34 18	28 50	62 67	23 34	5 47	54 57	26 35	1 46	53 80	29 3	46 32	20 56	61 83	50 53	4 81	44 98	8 85	51 22	31 55	19 59	55 19	36 92	43 95	68 16	17 84	14 88	22 95	65 26	35 53	37 99	56 94	16 84	2 15	57 5	52 23	38 26	15 24	3 74	32 2	45 58	39 61	64 28	58 2	33 68	9 18	60 43	59 77	18 2
4 12	60 50	67 71	59 93	26 42	23 86	47 56	11 8	33 21	41 28	34 97	32 3	8 63	58 14	64 85	17 27	51 63	7 32	38 26	56 35	36 31	25 36	46 83	12 3	31 97	65 12	19 13	53 63	63 29	2 45	24 59	27 54	15 53	30 86	55 19	20 77	37 48	6 95	16 11	48 21	14 80	5 16	68 93	10 20	52 30	1 86	54 18	29 93	35 65	39 67	61 11	40 14	66 43	44 22	43 84	62 43	0 20	28 69	18 97	57 54	69 85	42 79	50 68	49 95	9 54	21 88	3 20	45 25	13 10	22 42
62 51	34 7	1 83	11 19	57 26	12 31	21 77	69 26	42 68	30 26	33 48	53 22	14 71	20 20	32 12	7 97	61 52	45 91	27 94	16 66	2 14	59 4	51 3	15 58	6 75	63 64	10 92	13 12	36 37	44 49	52 44	58 69	47 76	68 62	66 53	40 32	49 31	48 4	18 40	22 97	23 28	3 59	26 36	29 98	28 82	56 27	4 63	35 40	43 25	25 22	38 24	41 81	50 5	55 98	24 21	31 86	67 79	8 39	54 7	19 15	37 86	9 34	5 24	60 83	64 6	46 26	17 73	39 59	65 32	0 76
41 50	21 51	17 77	46 9	45 72	58 35	8 63	39 47	42 68	55 13	15 93	26 74	57 82	1 51	4 68	23 31	52 7	37 10	50 16	31 47	28 78	32 50	67 76	65 75	18 44	19 67	11 40	53 82	51 78	48 24	25 48	20 73	30 86	10 86	24 82	38 27	49 5	40 1	12 72	13 35	66 55	62 85	7 13	6 29	33 14	63 52	0 7	14 29	68 46	27 11	64 42	5 37	22 66	36 79	69 8	43 6	3 2	56 79	44 39	34 93	2 55	47 44	61 95	16 36	9 60	59 65	60 26	54 95	29 62	35 78
2 94	15 93	52 61	30 10	40 39	28 26	33 73	36 70	58 30	31 88	47 93	46 98	38 47	8 19	66 98	7 47	19 97	65 78	21 92	6 67	59 71	4 75	11 41	62 54	12 77	32 54	43 4	37 35	14 54	9 5	27 61	22 12	50 75	63 8	67 58	54 97	3 69	25 30	69 97	61 25	49 21	55 12	41 3	44 48	45 8	53 39	0 48	57 79	56 35	64 25	34 78	39 28	51 69	13 50	1 33	29 67	48 56	18 12	35 76	68 29	10 13	20 1	26 76	24 4	23 37	42 22	60 18	17 61	16 38	5 39
49 33	50 95	59 31	3 54	35 90	55 21	42 11	47 46	12 21	37 1	43 8	18 74	26 94	10 65	64 81	68 3	31 53	9 15	60 70	66 34	52 24	46 33	58 37	48 11	34 21	13 99	16 53	5 6	30 29	62 46	0 17	19 42	33 29	39 1	54 14	21 60	67 98	56 34	23 61	28 30	24 67	32 90	7 47	63 26	29 13	22 44	36 85	44 84	40 3	1 98	6 58	17 93	20 81	45 66	65 85	69 16	27 81	51 5	53 71	14 20	11 80	38 99	4 85	41 81	61 45	8 13	57 88	15 35	2 29	25 93
41 96	29 72	54 28	51 24	17 23	19 86	28 10	22 23	46 77	30 92	32 62	63 67	52 32	27 60	37 64	7 27	45 23	49 24	38 12	23 98	33 58	15 18	68 56	62 93	61 47	8 66	31 83	20 22	56 87	66 51	42 94	26 79	64 53	48 97	14 83	34 38	4 31	2 77	35 34	5 9	47 21	12 98	53 47	57 9	59 70	43 19	11 22	25 36	21 68	16 33	60 93	1 75	9 84	67 22	13 7	40 80	6 47	0 25	55 75	50 34	24 12	18 53	58 56	69 27	65 20	39 2	10 46	44 82	36 27	3 18
2 74	39 21	69 56	4 98	14 86	66 40	22 71	21 54	49 49	25 20	3 28	40 4	44 9	10 61	9 72	16 85	6 47	12 27	30 33	11 74	38 18	19 46	48 7	26 99	33 50	53 92	8 27	51 74	15 65	27 30	0 61	24 83	28 52	52 12	46 60	47 32	35 81	67 67	20 98	56 20	18 17	54 48	31 91	57 49	37 43	29 20	62 97	61 22	60 12	34 43	68 33	32 48	17 85	13 78	36 55	41 43	63 71	1 56	65 14	45 61	58 14	43 5	7 47	55 54	50 93	5 23	59 94	64 88	23 81	42 95
