100	70
47 40	48 30	45 42	4 16	3 50	46 40	13 84	24 44	16 66	44 93	30 91	28 79	65 55	54 10	7 36	52 96	58 47	67 72	57 28	19 18	38 88	22 18	39 81	15 68	25 35	50 94	10 73	21 35	40 53	36 24	14 2	63 16	9 84	49 4	33 23	8 45	37 46	31 35	53 51	61 35	56 61	32 32	0 57	66 95	26 89	5 24	60 10	51 83	1 91	64 82	29 25	27 67	12 68	23 60	59 1	62 22	6 49	69 13	34 19	20 29	42 20	35 67	41 34	18 15	43 27	11 79	68 76	17 12	55 70	2 86
22 45	37 6	28 49	5 64	15 56	67 83	63 14	34 36	44 46	36 27	27 83	10 55	16 85	0 35	49 86	58 51	39 47	30 75	11 35	8 26	24 91	2 1	17 71	1 23	64 88	14 25	35 7	42 40	56 16	59 73	55 70	19 90	66 28	13 48	53 35	54 33	38 10	65 46	69 28	48 31	62 26	21 62	51 91	7 74	41 71	61 48	47 39	33 14	57 72	23 4	12 61	3 68	46 89	43 37	26 65	40 76	25 50	6 53	4 81	31 64	18 15	60 82	29 83	68 3	45 47	52 29	32 7	9 43	50 33	20 88
3 53	26 39	42 81	0 56	44 91	33 46	13 30	12 97	22 87	41 68	24 61	15 65	53 53	16 54	52 40	25 88	6 71	9 83	36 71	30 92	65 16	2 80	48 88	51 21	59 97	35 84	31 31	20 72	1 13	46 27	69 24	47 23	43 2	27 30	14 68	54 11	17 42	28 97	39 70	5 1	58 99	4 82	56 75	37 61	68 29	23 46	61 91	7 94	50 76	60 53	34 8	21 5	67 78	63 12	38 9	49 75	66 11	19 57	55 26	18 99	40 95	8 27	10 36	11 62	32 87	62 75	45 34	29 18	57 14	64 41
17 59	44 4	2 42	18 5	27 5	58 90	19 17	21 18	60 68	51 30	42 8	45 86	0 34	13 81	11 27	59 29	10 69	28 40	9 30	14 68	62 90	50 79	65 6	1 12	54 69	8 20	16 56	12 98	63 99	39 75	38 4	61 8	7 41	24 66	43 56	69 78	5 43	25 17	40 80	34 46	3 8	22 17	47 1	66 54	31 2	15 89	67 76	35 72	46 93	29 51	41 91	48 68	37 15	6 46	57 63	52 21	32 33	33 27	26 34	36 48	56 21	23 83	30 31	68 81	20 85	64 32	4 76	55 93	49 24	53 26
30 81	48 39	16 95	24 90	44 76	60 31	6 21	2 24	61 92	3 38	67 65	54 64	29 32	33 93	39 5	19 5	52 78	15 40	37 49	58 21	45 59	49 79	9 23	35 42	40 64	69 75	66 86	68 60	25 23	31 2	38 50	26 71	43 26	56 12	28 10	0 12	34 95	41 24	32 76	51 14	18 49	42 93	65 76	21 94	11 37	14 39	53 8	63 29	57 49	5 53	20 95	55 1	23 8	8 66	10 71	4 87	36 46	64 86	27 82	17 7	22 58	59 27	50 55	13 86	47 51	62 41	1 29	7 90	46 67	12 80
44 29	50 86	15 38	53 52	46 90	5 74	24 24	34 31	14 14	59 38	36 20	49 89	1 89	58 22	38 3	13 51	27 17	11 47	19 10	6 53	57 16	45 50	18 52	21 52	2 52	60 77	62 81	42 9	35 30	47 8	4 33	61 80	66 17	54 6	25 8	63 41	65 33	22 41	68 44	16 70	40 39	39 46	56 49	8 15	33 6	7 98	30 44	10 76	52 85	28 24	55 74	29 89	41 41	26 65	48 65	43 97	23 51	12 15	64 26	51 66	3 82	32 29	67 98	69 28	31 10	9 69	17 15	37 68	20 10	0 65
61 70	6 39	7 54	60 51	16 72	18 54	48 31	62 25	63 77	34 72	32 31	21 91	11 72	68 7	66 59	57 80	24 61	12 52	38 3	56 97	43 25	44 25	64 81	65 95	55 69	5 12	17 43	50 61	41 68	36 79	2 81	14 43	13 19	10 82	3 86	49 67	29 96	4 62	52 48	42 82	30 10	23 6	20 10	9 72	15 71	8 67	25 3	19 50	40 70	37 34	53 48	33 97	54 98	58 22	47 5	26 57	69 61	27 17	67 91	28 96	1 85	46 84	45 15	0 47	31 57	35 66	51 24	59 10	39 12	22 94
25 11	44 2	1 17	58 32	42 38	27 51	69 99	47 38	33 69	56 58	17 76	16 81	55 62	49 56	13 84	40 11	26 72	6 84	3 17	53 65	64 8	67 57	62 35	2 53	65 28	5 73	11 83	52 86	46 86	21 16	63 36	51 15	61 81	34 20	12 69	0 54	59 54	41 57	38 18	31 15	18 47	57 59	54 25	20 1	35 73	66 66	4 56	39 71	14 89	15 37	29 69	28 56	22 46	50 57	10 85	43 61	60 32	7 9	48 7	30 91	45 63	9 56	8 31	36 83	37 53	23 35	68 41	32 13	24 35	19 29
8 85	47 17	14 93	32 55	54 3	61 9	3 91	60 66	20 4	7 63	52 64	30 85	15 65	13 38	2 42	46 6	40 77	22 78	38 8	9 52	51 80	43 91	44 65	58 5	17 89	35 29	56 89	66 82	34 28	69 93	68 16	21 60	37 87	42 76	63 38	65 62	18 68	0 97	25 63	45 17	33 62	29 5	31 22	4 11	50 76	16 51	39 31	64 88	28 11	57 47	41 14	53 98	5 52	62 34	26 6	48 90	12 12	6 61	1 2	27 74	24 39	59 99	11 56	67 86	10 38	19 19	36 47	49 25	55 54	23 91
26 1	0 25	14 37	69 53	2 10	25 1	6 1	29 50	50 3	62 93	48 26	60 87	5 47	49 56	45 56	32 17	18 46	24 17	52 83	1 6	27 88	61 20	11 73	20 43	39 20	4 35	13 4	43 47	58 42	17 24	36 62	31 60	16 73	30 39	64 36	42 5	41 60	68 74	33 2	34 80	55 18	53 97	67 94	15 11	23 48	63 10	22 72	8 34	44 75	9 20	59 25	38 24	40 84	47 55	10 23	37 95	66 96	46 43	7 3	65 36	35 72	12 27	28 53	3 34	57 50	54 93	21 49	51 3	56 60	19 91
11 90	48 73	43 81	54 92	15 62	1 85	9 42	13 31	55 81	10 94	16 19	19 11	31 29	7 8	24 46	68 25	61 45	4 68	39 95	65 25	51 89	34 97	3 6	58 17	42 49	64 22	35 95	44 13	46 47	67 61	29 22	14 24	63 57	30 21	37 96	32 76	0 5	50 21	23 21	60 91	57 82	21 52	62 75	20 27	25 96	33 69	2 19	36 74	12 29	47 66	17 13	53 20	28 25	22 85	56 23	38 71	66 7	8 99	40 56	49 97	18 43	52 11	6 29	59 64	41 2	69 72	26 29	45 86	5 93	27 88
8 48	50 98	19 81	59 47	55 22	51 55	4 80	15 69	45 84	5 87	2 59	0 73	37 11	48 88	20 70	47 58	29 48	34 41	60 17	27 2	61 88	13 63	42 9	69 30	1 39	14 74	33 20	24 6	23 82	9 94	57 93	56 60	28 24	38 35	53 77	31 56	7 73	39 55	52 90	43 46	63 24	16 38	67 14	21 90	6 75	18 41	68 74	36 57	30 53	35 35	3 74	65 26	46 70	62 27	22 82	40 84	26 51	25 69	44 89	49 4	66 97	12 28	11 92	32 78	17 30	58 85	10 24	41 79	54 1	64 41
3 39	24 4	1 99	54 85	0 70	45 83	47 16	29 98	5 71	20 30	6 25	17 1	42 77	39 77	46 9	12 60	13 76	38 22	8 44	10 58	32 16	65 12	64 88	60 92	53 16	31 33	27 34	22 7	11 26	4 30	66 84	36 11	48 10	18 38	2 19	15 89	9 82	59 3	43 3	19 1	28 75	33 13	55 60	34 1	61 80	41 72	57 57	62 70	40 77	63 18	37 31	7 91	49 65	50 86	14 3	52 22	25 38	67 25	56 61	69 37	68 92	35 35	21 64	23 25	58 79	44 36	30 85	51 7	16 51	26 14
16 52	26 71	61 16	4 23	9 61	3 42	14 3	63 71	5 67	58 46	46 95	48 75	35 12	64 48	1 1	57 98	38 31	59 75	54 20	8 37	42 4	62 31	66 40	18 71	19 27	0 50	27 81	6 8	2 16	11 34	31 17	40 36	39 98	53 65	36 2	45 40	7 41	67 10	10 37	47 60	56 97	52 67	17 48	60 13	51 86	22 88	30 10	28 56	33 44	13 21	37 84	50 51	15 87	49 11	55 25	32 50	21 98	23 15	43 56	41 34	44 68	29 6	12 15	68 58	65 49	20 9	25 48	24 42	69 41	34 64
50 29	58 21	31 34	56 43	62 8	60 16	20 28	22 37	25 49	45 40	6 96	51 10	41 45	38 31	24 10	61 4	11 68	34 77	15 30	65 19	4 80	1 86	36 99	5 70	49 81	0 54	54 18	57 99	59 54	44 5	32 30	17 14	19 93	46 99	27 48	37 3	40 10	68 48	67 67	42 53	3 16	7 44	35 6	18 38	64 70	52 72	30 31	13 40	8 28	55 40	63 57	29 64	12 55	33 61	43 77	14 32	47 57	10 85	69 15	16 33	39 38	53 59	9 18	2 25	21 98	23 51	26 69	28 64	48 68	66 54
24 2	50 92	45 38	43 41	46 77	67 94	47 39	39 69	17 57	41 93	26 8	61 47	69 67	51 38	13 4	14 21	19 10	48 65	3 74	60 59	1 60	68 24	15 9	57 46	58 49	10 26	36 13	7 75	28 95	33 84	12 61	22 59	8 9	21 80	11 25	34 10	29 87	40 55	66 45	0 48	9 53	53 14	31 93	32 22	37 56	27 22	23 34	20 87	25 91	64 65	5 61	4 5	62 45	42 11	63 8	56 72	38 74	30 8	65 92	52 35	6 99	16 47	44 12	18 58	55 81	59 53	35 68	54 43	49 53	2 11
22 76	66 3	38 44	39 26	27 1	0 71	51 79	2 2	35 35	20 2	30 78	52 29	32 79	46 58	50 80	11 28	7 37	45 20	1 58	41 10	29 81	42 3	26 32	34 83	18 9	67 33	16 57	68 40	63 42	61 63	13 8	55 36	3 54	48 38	10 28	47 13	9 78	37 76	36 81	33 42	12 51	31 65	4 38	40 67	44 26	21 74	56 28	59 46	8 87	6 12	43 44	49 82	5 70	58 99	25 66	69 72	24 83	28 1	14 83	15 27	65 64	60 78	54 15	53 97	17 36	57 57	62 78	23 71	64 53	19 15
3 54	34 33	61 9	64 77	4 22	37 24	21 20	29 54	53 49	56 61	26 21	58 72	63 86	30 54	65 43	69 16	24 75	40 13	59 75	17 96	14 46	52 31	62 25	49 76	47 6	10 14	46 56	33 67	50 65	55 89	28 91	68 3	27 68	11 27	13 69	6 98	23 75	25 63	0 20	41 69	44 93	18 28	54 51	20 63	57 58	7 6	12 36	5 85	31 57	35 29	2 13	67 36	60 34	51 62	32 61	16 25	43 61	19 89	8 15	9 40	1 97	22 44	66 1	48 99	42 49	39 27	38 9	45 10	36 87	15 49
28 32	39 49	46 21	69 78	57 64	18 89	5 28	35 49	41 76	56 47	12 89	25 22	49 76	21 92	29 71	26 72	48 94	36 6	9 24	40 56	20 18	10 75	13 69	59 78	65 50	34 26	61 71	53 46	15 50	31 1	55 96	58 31	50 29	54 68	23 34	1 85	2 93	22 44	38 59	4 30	60 37	66 56	8 3	45 43	7 35	43 93	42 21	33 39	30 30	19 76	37 1	63 46	47 20	6 52	14 44	52 14	62 98	32 58	16 44	67 83	24 82	51 70	3 81	68 17	0 26	17 91	44 2	64 43	27 73	11 2
62 65	60 79	15 80	59 79	25 14	4 59	35 90	41 60	37 24	28 42	1 8	32 18	31 26	5 49	68 57	43 40	22 99	11 72	3 90	53 73	23 82	0 72	20 12	16 65	8 66	65 10	9 46	56 28	40 40	12 39	50 96	36 63	47 31	66 16	13 74	30 64	51 68	7 96	26 43	46 50	33 99	2 4	58 27	39 68	57 22	54 64	24 88	61 91	42 44	14 47	45 75	17 81	38 73	49 9	21 64	27 46	64 83	34 15	48 98	67 71	69 21	29 45	55 53	44 19	52 77	18 17	63 1	10 48	6 23	19 12
13 62	61 45	67 42	9 82	52 77	31 39	69 22	28 81	49 1	21 31	55 8	7 70	3 11	56 27	66 87	64 81	54 41	25 4	68 48	26 80	59 86	0 25	20 82	47 47	5 66	17 69	58 36	48 20	39 43	45 18	29 34	41 81	8 74	22 15	53 83	35 64	38 48	14 17	44 14	40 45	37 65	36 62	23 61	46 37	57 73	2 83	1 2	16 55	24 76	15 16	60 69	34 53	11 44	19 63	42 19	30 99	12 49	63 72	43 53	6 55	62 82	10 17	18 28	27 28	51 55	32 78	65 46	4 65	33 25	50 95
44 59	55 64	45 56	16 60	4 58	48 15	6 59	54 70	51 47	11 82	27 90	53 61	62 33	65 41	26 77	36 85	12 44	34 55	20 89	19 49	24 33	37 47	63 29	41 29	39 28	68 3	29 16	60 46	40 6	47 82	28 5	25 20	46 79	49 60	50 87	15 42	35 42	61 54	9 98	5 24	1 92	13 19	23 60	33 7	3 85	59 80	42 44	8 70	52 19	14 60	56 51	18 48	67 74	2 61	21 57	30 65	32 21	43 70	17 40	22 6	31 63	66 48	10 94	58 4	7 45	69 65	64 66	38 56	0 86	57 11
54 68	69 9	0 58	30 5	13 59	34 26	55 81	46 44	22 47	21 1	37 54	3 3	47 68	53 4	66 22	7 94	65 90	15 38	51 33	49 87	68 95	25 99	45 97	6 15	27 63	12 91	20 20	62 37	17 77	52 42	31 2	56 24	57 78	61 23	38 82	33 33	8 71	10 56	60 51	26 9	23 99	35 28	18 66	41 70	48 61	42 80	2 63	59 57	67 18	44 73	32 33	29 27	28 12	11 4	16 74	58 91	43 62	19 45	40 99	36 75	50 55	9 31	64 48	39 21	24 78	1 90	14 33	4 43	63 21	5 96
62 43	49 19	54 40	2 60	57 7	20 59	0 18	8 52	63 50	64 76	45 67	60 58	24 78	15 83	67 42	52 1	1 66	10 68	58 47	22 91	48 21	4 90	68 12	7 98	34 15	28 36	37 52	14 15	55 94	19 12	17 95	40 59	65 89	12 96	9 83	23 45	69 38	11 89	59 68	53 99	33 33	39 50	50 5	13 16	61 20	21 91	26 50	56 1	51 70	6 30	47 69	36 6	35 31	30 69	3 74	25 61	18 32	44 70	38 17	42 50	27 12	29 2	5 73	16 11	66 13	31 72	43 99	32 29	41 59	46 80
34 76	16 67	62 62	44 88	68 10	19 9	14 24	46 60	5 1	49 80	35 79	31 71	50 65	4 30	43 16	58 72	36 30	53 42	37 79	1 49	20 18	65 42	66 99	45 69	15 90	40 93	21 24	54 83	23 33	38 59	12 3	60 57	64 25	48 33	17 46	7 17	59 22	42 12	61 95	51 4	22 29	39 23	29 18	57 79	55 65	47 88	33 78	3 71	13 30	69 94	30 23	28 44	9 95	26 58	25 53	24 48	32 77	67 4	63 96	41 89	52 12	6 61	11 98	27 62	10 90	18 6	0 16	2 49	8 19	56 97
5 83	32 18	15 44	61 37	62 37	0 82	48 4	44 95	22 92	52 5	17 87	49 84	69 68	12 50	8 82	6 1	21 1	68 39	30 57	67 25	27 83	14 63	60 40	38 20	10 67	31 12	55 67	20 70	2 71	39 94	1 14	29 39	59 27	34 27	40 22	33 48	63 20	36 73	24 78	41 9	37 64	4 98	56 65	64 16	43 65	57 95	51 89	3 74	66 63	13 79	26 82	53 43	7 16	11 47	28 5	45 76	46 36	58 82	35 6	54 12	16 43	9 20	50 71	65 4	19 51	18 80	25 8	42 62	23 37	47 99
42 66	46 49	22 81	60 59	5 70	59 49	30 32	0 7	16 4	67 69	1 69	8 80	32 84	65 13	38 92	18 75	28 63	64 68	39 59	52 35	55 64	17 40	9 64	51 86	25 4	26 40	24 31	2 60	58 46	54 49	31 47	48 41	69 94	20 57	49 17	40 68	37 19	66 71	50 7	41 69	45 75	4 58	44 40	14 11	21 93	10 20	6 5	57 77	3 69	12 5	23 11	27 50	7 72	62 1	19 99	56 53	36 91	68 93	63 31	29 96	47 46	11 49	34 37	61 20	35 16	53 58	33 11	43 68	13 60	15 51
38 37	30 71	54 38	29 81	63 38	12 64	9 73	11 84	17 7	3 17	64 49	16 61	31 85	48 30	52 6	37 40	32 54	36 57	53 2	55 13	8 98	49 46	23 25	27 9	59 65	33 93	62 79	18 59	68 74	0 32	24 61	43 5	51 31	46 27	35 10	45 31	61 18	39 80	65 32	34 14	1 7	22 15	28 80	58 65	47 69	6 82	21 78	5 13	7 9	42 53	50 16	2 95	10 40	15 97	19 97	14 14	66 58	57 72	67 82	44 71	25 96	69 76	41 5	13 71	20 69	4 39	60 52	26 45	56 80	40 19
35 11	7 93	8 98	66 48	56 76	26 45	40 46	18 26	39 50	12 19	36 50	21 1	22 56	62 96	61 79	14 89	28 54	29 3	43 93	0 86	54 64	51 8	53 52	64 38	23 95	37 46	30 30	41 95	59 65	34 16	55 90	6 73	60 69	17 35	25 9	15 85	9 35	31 40	57 95	48 47	2 50	38 47	4 17	44 50	47 85	63 31	19 54	16 45	33 11	52 3	27 82	13 74	10 78	3 70	68 11	20 4	32 24	58 12	65 1	67 54	5 14	42 3	11 72	46 70	24 49	45 16	69 77	50 29	1 50	49 65
61 18	0 28	48 32	39 38	7 39	5 38	41 20	38 96	4 12	58 36	45 33	11 24	19 70	23 68	53 11	16 29	35 78	34 40	9 33	46 28	32 47	14 79	43 57	22 48	51 26	24 92	63 57	54 20	20 82	29 60	47 97	44 99	12 43	42 61	59 20	37 23	2 74	6 58	66 32	13 14	52 96	64 44	15 57	1 9	68 24	69 90	49 62	55 1	33 66	50 93	36 83	3 46	17 30	56 98	21 78	8 68	27 9	31 48	25 80	30 24	40 21	67 74	28 75	57 39	60 58	18 66	26 93	10 92	62 55	65 53
18 2	12 61	32 22	15 46	5 21	35 28	38 45	0 60	2 66	61 5	28 90	36 6	51 61	60 71	53 94	24 55	68 64	62 67	7 84	21 49	16 74	49 57	19 3	14 93	37 95	42 40	40 87	3 22	34 80	17 73	59 71	9 6	6 50	65 27	43 34	8 86	58 18	23 20	54 23	10 66	29 47	52 30	67 71	55 76	27 26	69 86	47 3	66 92	30 4	50 13	63 44	56 70	11 1	57 50	44 78	1 67	64 71	41 81	4 77	33 50	45 12	26 51	22 18	39 68	20 21	25 10	48 51	46 50	31 13	13 18
62 25	34 35	6 87	9 19	40 78	28 84	35 50	50 4	46 10	13 88	15 4	65 10	47 28	61 17	64 39	43 68	2 23	59 42	5 51	48 77	20 29	4 82	8 47	3 25	19 18	55 79	66 14	33 50	24 70	1 53	63 37	18 8	51 89	69 22	53 3	23 74	25 94	29 87	38 35	54 53	10 52	30 27	32 77	57 21	22 76	14 59	68 11	39 5	11 7	0 30	36 52	17 74	56 61	26 56	45 85	58 81	12 55	49 99	37 45	21 77	41 93	67 35	60 85	16 14	31 4	27 27	44 99	42 76	52 27	7 14
48 97	2 97	30 18	23 33	57 12	28 91	45 21	37 56	12 47	62 66	18 11	43 60	52 78	32 46	20 87	38 87	19 13	65 19	11 24	35 7	10 63	13 51	46 65	69 90	8 81	54 63	36 9	6 57	61 29	0 74	9 15	67 70	58 77	26 32	24 4	56 66	66 79	64 24	41 14	21 80	34 81	25 21	33 93	50 74	15 83	44 69	68 97	31 5	5 61	63 22	40 5	3 43	1 34	4 41	59 11	39 33	42 12	7 35	51 43	17 71	29 74	55 55	14 14	16 27	22 71	47 60	60 15	27 16	53 2	49 50
41 41	62 59	46 35	1 95	13 49	57 55	55 92	18 18	50 98	21 42	9 23	42 9	40 35	65 44	28 56	49 20	30 94	24 80	32 35	29 13	23 64	51 85	10 26	11 9	17 29	6 81	26 49	16 7	45 22	0 33	20 90	56 74	25 13	35 97	43 31	68 75	54 90	36 51	7 22	15 36	31 55	47 36	61 26	52 59	3 56	53 60	48 56	66 6	19 54	4 79	33 9	5 65	2 35	14 40	27 88	38 12	22 7	12 94	34 12	58 2	64 53	44 42	63 49	59 61	39 32	69 12	8 34	60 2	37 18	67 19
48 30	27 64	43 44	59 15	16 11	45 69	40 51	44 47	4 97	68 86	33 61	60 59	47 9	64 97	46 91	7 39	21 6	66 39	69 51	51 23	39 42	54 96	17 51	52 31	0 25	25 76	31 62	3 39	6 57	1 66	8 62	57 44	35 74	49 11	67 2	41 9	26 55	62 20	36 5	22 31	42 64	24 26	32 44	55 67	12 43	5 45	38 72	65 11	56 12	23 72	34 32	37 97	9 10	11 38	50 14	10 78	20 72	63 15	29 61	19 16	13 97	14 52	58 32	28 39	30 52	61 9	2 58	15 58	18 1	53 99
64 96	31 75	47 82	42 97	58 31	17 56	0 24	27 41	63 92	30 71	60 50	46 40	28 17	45 74	67 96	49 96	4 7	15 26	19 42	11 53	52 92	55 48	8 67	14 80	40 30	29 75	12 54	22 16	59 99	62 43	33 22	51 75	20 96	25 41	48 51	26 95	41 7	50 80	34 29	3 30	56 32	57 73	69 3	13 2	1 99	43 22	66 32	5 95	10 64	61 22	39 30	21 78	6 48	9 24	18 16	53 68	23 46	32 95	2 81	65 10	38 8	68 42	24 27	16 50	7 88	35 41	37 83	44 51	36 22	54 46
31 37	46 80	16 16	64 47	65 62	15 41	43 36	29 92	51 80	12 56	66 7	27 72	28 64	32 68	40 45	38 37	52 33	9 11	60 62	13 6	5 30	54 51	21 31	25 44	3 47	10 41	17 72	1 31	36 46	50 26	67 99	24 87	14 43	47 61	22 18	4 36	58 30	0 44	33 92	18 73	69 54	39 70	62 17	37 86	48 77	56 3	2 11	35 73	26 2	53 66	59 57	20 17	30 63	41 34	42 53	61 3	45 26	44 17	23 15	7 74	55 59	34 63	6 54	57 41	49 44	11 30	63 49	8 27	68 40	19 95
41 87	32 65	17 58	2 72	15 97	25 69	18 51	4 99	10 78	29 49	51 12	49 41	36 23	37 15	8 59	13 81	28 91	31 95	57 45	11 76	9 12	26 65	65 72	7 72	60 63	27 29	64 33	63 77	22 25	24 5	19 78	69 97	66 45	6 30	34 79	46 62	55 93	58 72	16 55	40 36	14 66	56 3	12 59	0 68	30 45	20 81	39 55	3 47	52 73	53 97	59 72	35 69	21 69	38 99	48 42	33 91	54 47	61 59	5 56	44 52	42 14	68 22	1 90	45 34	50 18	23 34	62 23	67 71	43 87	47 8
