70	15
9 36	1 130	13 151	4 179	0 88	6 153	3 79	2 61	12 24	14 46	11 177	10 55	8 21	7 18	5 174
0 145	14 12	3 142	1 174	5 186	7 64	9 39	2 69	11 181	6 105	10 183	13 97	12 125	4 85	8 159
12 14	8 193	13 136	1 91	9 172	2 139	0 35	10 108	5 89	3 33	4 119	7 162	14 172	11 182	6 160
1 68	13 36	0 112	3 96	8 180	2 71	5 112	4 193	9 183	12 198	6 195	14 85	10 138	7 86	11 193
11 35	3 16	9 129	13 131	4 189	14 136	7 173	1 150	5 65	0 83	8 96	10 59	6 36	2 174	12 76
0 112	8 21	11 91	12 101	1 5	13 191	2 123	3 108	9 5	5 67	7 176	4 116	14 31	6 146	10 141
12 112	1 160	9 134	7 91	11 172	0 167	8 198	6 187	13 4	10 50	14 68	5 25	3 103	2 47	4 143
0 39	7 43	9 135	3 85	8 3	11 79	4 103	13 104	1 188	2 112	10 23	12 28	14 17	5 42	6 5
11 67	4 59	9 39	3 182	13 100	14 41	6 45	7 146	2 117	0 44	8 16	5 123	10 39	12 153	1 115
4 128	12 10	9 67	1 180	14 136	5 103	6 167	2 2	13 80	11 105	8 15	0 97	3 188	7 138	10 47
12 165	13 141	7 118	9 8	6 13	14 75	8 168	0 113	11 166	3 106	5 116	2 192	4 103	1 185	10 75
7 106	8 160	5 3	0 75	10 170	12 44	3 78	13 80	14 181	4 73	6 155	2 117	1 14	11 96	9 36
2 96	1 45	4 107	8 65	0 56	5 4	14 85	6 93	12 178	3 47	7 77	10 182	11 114	13 164	9 101
6 138	11 53	12 27	7 101	4 167	14 105	10 50	0 158	5 29	8 10	1 92	2 154	13 71	3 90	9 123
3 122	7 22	14 85	9 83	12 23	5 184	1 19	8 173	10 62	4 53	0 35	6 10	13 149	2 159	11 173
6 178	14 152	2 130	11 30	13 66	8 115	3 176	9 136	5 136	4 140	12 61	7 70	1 133	10 96	0 57
11 4	13 76	14 124	6 21	7 156	4 78	10 163	9 112	3 82	1 175	8 30	5 197	2 110	12 39	0 160
13 21	2 34	10 141	12 28	3 9	5 56	8 59	4 136	0 98	14 45	9 80	7 59	11 184	6 95	1 79
4 96	6 16	1 70	9 185	10 29	14 127	2 9	11 136	8 111	5 171	13 127	3 182	7 190	12 42	0 11
10 16	6 102	3 167	4 189	11 116	2 34	14 179	9 19	8 11	5 21	13 93	12 8	1 191	0 190	7 177
2 58	4 64	8 84	12 146	0 161	10 19	7 165	13 119	14 35	11 74	6 185	3 21	5 23	9 88	1 54
13 32	10 147	5 183	11 169	6 113	2 126	1 87	3 43	14 127	12 51	9 190	8 53	7 48	0 35	4 196
13 174	7 129	0 200	4 70	11 112	3 177	12 73	6 7	9 188	14 93	1 72	8 199	5 102	10 6	2 24
13 105	6 46	10 112	12 142	3 102	5 82	9 8	14 27	11 17	2 158	0 111	8 192	1 189	4 61	7 27
14 97	1 118	8 71	4 42	6 28	7 111	2 80	9 126	3 90	11 20	12 145	5 186	0 167	10 167	13 189
8 119	3 11	4 81	14 101	9 196	0 178	5 125	1 182	6 194	12 141	10 156	2 177	13 63	7 162	11 91
14 188	10 187	13 2	1 80	8 175	12 153	11 110	5 30	9 27	6 6	4 165	3 106	2 108	0 78	7 80
12 100	6 7	0 115	4 56	5 117	11 47	14 43	3 139	2 57	7 175	1 165	9 39	8 156	13 19	10 142
5 113	6 80	3 96	11 48	2 61	12 151	8 97	14 122	13 110	1 167	9 54	7 105	10 102	0 141	4 54
8 135	1 182	9 86	0 88	2 48	13 55	6 68	12 163	5 113	11 106	10 108	14 141	4 92	7 160	3 68
6 124	3 108	1 2	5 50	7 16	2 87	4 65	14 123	9 162	0 124	8 126	11 99	10 43	12 74	13 34
7 12	1 57	0 195	14 62	4 113	8 73	3 150	9 35	2 182	5 101	12 7	10 66	11 107	6 55	13 172
7 190	5 15	1 195	4 178	9 84	3 85	14 195	10 5	0 125	2 148	11 18	8 130	12 39	6 55	13 34
14 187	0 47	7 65	10 132	5 95	4 22	13 15	9 143	8 151	3 189	2 170	12 187	6 29	1 39	11 53
11 101	14 92	4 122	6 100	2 171	3 109	10 110	5 63	13 150	0 87	7 156	9 103	1 22	8 170	12 103
14 95	11 127	8 149	13 101	7 79	5 127	3 3	10 88	0 21	12 10	6 144	4 124	2 190	9 54	1 174
11 145	8 63	9 49	14 10	4 45	13 109	12 90	10 87	3 102	2 115	5 117	7 194	0 80	6 11	1 78
3 5	1 154	8 116	0 127	5 69	10 23	9 136	14 9	11 68	12 4	4 131	13 138	7 121	6 39	2 18
0 11	9 5	14 28	3 17	11 87	13 71	12 130	5 131	6 63	8 123	2 166	4 90	1 181	7 157	10 53
5 77	0 126	6 10	7 155	4 92	11 64	1 169	9 161	12 5	3 186	14 37	8 60	13 162	10 10	2 119
11 171	2 64	13 109	3 1	10 30	7 36	9 127	0 188	5 93	6 200	8 50	12 21	1 161	4 136	14 32
4 80	6 190	12 77	10 30	7 114	11 162	9 5	8 100	2 9	0 179	3 164	1 153	14 67	13 95	5 21
3 55	6 162	1 186	10 86	9 108	4 194	8 143	14 96	7 1	11 161	13 46	5 95	12 156	2 131	0 130
9 89	14 140	7 5	12 52	6 185	3 104	13 167	4 113	1 97	11 81	10 83	5 166	0 65	8 139	2 96
9 106	0 130	13 159	5 140	1 34	10 17	14 198	4 117	11 175	8 118	2 55	3 36	12 136	7 194	6 147
