40	20
9 82	10 89	3 26	0 124	7 190	15 162	18 194	19 126	2 49	4 180	5 98	8 95	6 18	1 112	17 181	12 175	16 181	11 49	13 7	14 89
12 87	0 62	2 135	13 110	4 96	3 47	19 186	6 127	15 5	11 19	8 55	1 59	14 75	18 182	16 6	7 64	9 146	5 126	17 108	10 138
12 93	18 163	11 12	8 170	0 84	13 198	17 182	5 55	16 27	10 93	7 85	15 85	19 2	6 30	2 49	9 192	3 66	14 177	1 81	4 53
1 193	8 181	16 162	9 150	19 121	14 23	13 197	18 74	2 76	12 87	10 101	11 60	7 86	4 175	0 3	15 31	5 108	17 59	3 98	6 31
7 167	3 84	18 198	15 77	14 84	17 139	6 117	0 73	1 63	19 24	2 23	5 10	12 100	16 104	4 72	10 107	8 75	11 79	9 54	13 166
4 45	9 104	15 20	11 74	1 78	3 130	13 107	19 78	17 17	16 34	8 38	0 164	14 151	7 90	6 70	5 4	2 123	10 134	12 151	18 26
11 103	5 113	9 30	4 135	12 134	6 127	0 53	2 153	17 139	13 52	7 144	16 129	1 140	14 159	18 129	10 172	8 190	15 191	3 88	19 164
13 49	14 116	7 127	18 57	2 179	12 148	17 154	8 159	4 46	3 119	11 142	15 130	6 198	19 113	0 39	9 32	10 37	16 121	5 193	1 26
18 82	19 144	0 67	13 92	2 110	16 131	14 83	4 196	3 188	8 60	10 17	1 109	15 148	7 42	17 22	9 165	6 148	12 69	5 15	11 15
15 171	16 127	19 112	18 77	17 3	13 57	3 48	12 186	9 57	7 62	1 66	5 68	6 51	8 17	2 27	11 93	0 151	4 126	10 79	14 169
7 112	9 23	4 41	1 106	14 85	11 153	8 2	15 70	5 51	3 128	17 32	2 3	12 3	6 36	16 137	19 150	13 173	0 113	18 68	10 34
18 139	2 139	0 93	10 117	6 200	8 109	7 105	13 193	11 148	15 133	16 26	4 49	12 155	9 175	19 36	14 17	5 47	1 33	3 169	17 93
17 70	15 159	3 105	11 85	7 20	8 182	0 5	12 183	13 161	6 175	9 128	14 29	18 96	5 175	10 39	19 198	16 91	1 94	2 134	4 80
5 153	10 91	9 196	17 154	6 51	1 200	13 5	12 120	19 32	0 182	4 161	2 87	3 15	8 32	14 15	16 167	18 66	11 167	15 103	7 86
1 135	4 187	7 102	11 137	17 190	2 13	12 118	5 45	18 191	0 100	3 177	15 176	16 67	8 92	10 28	9 41	13 197	19 67	14 7	6 166
14 170	6 166	9 100	11 85	8 189	0 119	4 60	1 77	3 91	5 194	12 122	16 11	13 83	17 59	2 112	19 30	7 73	10 122	18 49	15 163
8 127	14 112	10 153	3 3	4 186	19 61	1 101	18 165	11 81	9 89	17 145	7 79	15 140	12 41	6 49	13 68	5 170	2 50	0 39	16 160
9 175	10 178	2 68	3 118	15 183	18 131	14 30	4 31	19 169	6 168	12 110	1 60	17 61	5 63	7 145	8 79	13 157	16 114	0 155	11 57
10 86	4 3	18 110	6 7	16 25	17 197	9 87	5 48	11 195	1 21	13 186	7 18	14 43	19 11	3 145	8 141	2 159	15 86	0 145	12 115
0 16	15 99	10 127	8 162	2 170	1 148	6 197	11 43	13 52	18 93	16 35	14 190	19 131	3 54	12 52	17 81	7 130	5 25	4 176	9 182
19 149	15 156	7 153	1 105	10 167	12 124	11 153	3 98	6 128	17 52	13 164	2 58	0 163	4 8	14 22	16 164	8 158	9 146	18 138	5 65
18 122	5 113	17 73	14 87	12 92	2 94	6 63	13 24	7 154	8 153	11 89	4 22	9 23	0 3	10 160	1 123	19 168	15 110	16 26	3 43
0 74	8 35	14 125	4 136	9 117	7 40	2 197	19 171	13 178	16 74	1 60	15 100	3 159	12 133	6 22	18 145	10 15	5 155	11 142	17 183
12 92	16 98	8 121	11 90	5 17	9 139	10 122	7 152	14 141	2 193	6 105	17 74	13 119	4 122	15 42	18 134	1 119	3 61	19 155	0 143
0 65	18 104	9 183	7 157	11 29	17 29	4 79	13 23	5 149	3 86	6 92	14 96	15 188	10 21	19 195	16 43	12 81	8 79	2 62	1 184
11 95	1 115	7 193	16 109	14 99	12 77	0 149	10 15	19 138	3 129	17 6	2 121	8 177	6 27	18 148	4 67	13 37	9 126	5 97	15 33
