80	15
9 151	0 101	12 156	5 72	4 99	3 15	1 34	14 57	6 75	10 75	7 167	8 162	11 137	13 84	2 193
11 131	10 139	9 96	0 42	12 156	4 165	13 15	2 180	5 130	14 18	3 26	6 132	8 70	7 136	1 91
12 179	10 147	13 124	6 33	0 127	9 2	1 74	11 59	2 42	14 152	3 46	8 155	7 163	4 139	5 102
12 87	3 155	11 108	5 189	7 51	2 165	13 197	14 182	0 110	8 93	10 7	9 60	1 7	6 99	4 33
11 99	8 84	0 12	1 144	2 177	14 45	12 60	6 133	13 29	5 87	4 107	7 148	10 66	3 168	9 63
5 54	13 20	1 70	7 127	8 6	6 98	11 48	12 137	3 65	9 161	10 72	2 59	14 27	0 169	4 176
1 24	13 155	6 47	9 188	10 26	0 40	8 174	7 53	4 119	3 20	11 16	12 22	2 159	14 18	5 76
9 60	12 42	2 63	14 63	5 64	8 144	10 153	4 35	6 174	7 38	0 38	1 5	3 158	13 13	11 114
5 146	6 13	13 70	1 114	2 4	4 148	8 122	14 140	11 50	12 28	0 134	9 13	10 29	7 122	3 31
8 152	2 182	13 88	0 57	5 112	6 192	10 21	11 118	12 115	9 114	1 79	7 193	14 58	4 114	3 97
5 154	6 142	0 125	11 173	4 64	8 34	1 16	7 6	14 111	13 128	10 124	9 145	2 7	3 91	12 10
0 131	10 186	8 6	7 61	11 196	2 78	4 78	13 186	6 142	3 92	12 145	1 66	5 192	9 27	14 181
10 124	13 185	8 60	6 137	11 69	7 23	14 78	5 172	2 66	1 105	3 6	9 133	4 110	0 102	12 67
14 122	8 16	9 93	0 196	11 158	5 28	7 38	6 95	10 49	1 51	4 67	2 118	13 155	3 47	12 186
7 186	2 13	9 176	13 151	10 164	1 137	3 159	8 197	11 23	12 1	6 86	0 53	14 71	4 33	5 32
10 87	8 31	2 94	1 162	14 106	3 54	0 132	9 47	7 194	11 167	12 16	5 135	4 138	13 112	6 3
12 91	2 72	11 108	5 143	13 39	4 84	9 81	8 114	14 124	10 69	7 34	3 37	6 152	0 79	1 25
3 163	9 44	0 63	8 1	13 98	2 147	7 132	11 188	12 197	5 152	4 163	1 184	6 126	14 188	10 12
1 81	3 125	0 124	12 11	13 119	8 124	6 2	5 166	4 30	7 147	11 88	10 135	2 26	14 131	9 122
2 135	3 190	5 5	7 107	14 60	4 66	8 177	1 68	10 47	6 200	12 67	13 100	9 5	11 184	0 158
13 148	9 18	8 118	12 152	2 64	7 35	14 49	11 104	10 53	4 96	5 32	6 185	0 92	3 51	1 155
11 64	1 15	2 36	14 128	9 21	10 54	4 121	5 11	7 169	12 101	6 184	3 135	13 63	8 22	0 92
6 150	0 124	3 152	12 49	1 52	10 196	2 161	11 134	7 121	4 109	13 73	5 127	9 130	14 136	8 115
6 59	2 41	1 27	14 112	0 28	10 35	13 178	12 40	8 187	4 79	5 164	9 132	7 103	11 28	3 138
3 135	13 200	10 15	1 142	14 17	6 59	7 170	11 191	5 144	9 173	12 7	4 19	8 120	2 117	0 192
7 89	0 176	2 178	11 35	4 151	3 65	5 184	8 118	10 45	6 176	13 82	14 168	12 20	1 2	9 191
1 106	10 123	6 177	13 189	0 78	9 20	7 129	5 149	2 14	3 46	11 73	4 143	12 54	8 174	14 54
