80	70
26 56	1 77	16 57	45 45	23 16	30 83	62 5	0 34	50 20	10 86	57 5	69 10	60 7	37 81	55 59	32 68	18 83	17 18	39 32	31 26	41 78	34 19	20 93	58 44	53 72	43 30	19 92	42 66	21 64	8 55	33 70	61 75	9 5	65 8	38 64	5 37	7 77	35 5	59 60	66 29	4 85	68 16	6 20	29 67	36 47	11 34	67 84	64 52	52 34	15 54	49 70	14 91	13 67	46 1	63 87	2 80	12 45	27 8	56 58	25 95	48 48	51 20	22 73	3 44	44 61	28 57	24 78	54 20	47 70	40 2
7 33	58 91	47 30	36 28	24 90	56 47	32 30	63 55	30 39	27 22	31 38	6 50	65 36	67 24	17 20	22 81	42 79	60 3	40 27	9 15	10 83	52 26	46 5	18 84	44 33	48 28	43 5	41 77	64 49	49 60	14 67	2 63	25 72	45 39	8 76	61 38	13 20	3 98	4 81	54 38	55 33	0 5	57 34	51 15	33 98	11 67	68 36	12 79	19 33	23 94	20 62	39 21	38 13	15 60	35 84	29 88	37 57	28 33	16 88	1 38	21 8	5 81	59 36	66 96	69 92	26 8	53 48	62 9	50 69	34 92
26 3	27 80	1 96	23 28	45 24	31 56	53 74	61 44	58 94	11 47	13 10	50 33	10 9	4 3	46 12	44 59	40 27	15 13	63 94	68 80	18 49	39 12	35 79	34 57	28 80	24 69	20 16	25 76	56 91	64 50	8 77	66 96	33 60	54 3	9 16	42 47	67 38	69 57	38 47	41 79	3 76	0 66	49 64	57 12	51 1	43 39	62 68	21 84	5 53	36 5	12 46	65 75	14 11	60 86	55 57	47 86	7 93	32 15	48 62	52 2	2 44	37 89	16 5	59 3	19 29	30 81	17 83	29 74	6 82	22 5
63 62	50 77	54 42	43 73	44 22	1 16	23 24	19 56	16 44	10 63	21 48	2 15	64 91	0 63	49 89	55 40	27 21	65 81	9 97	14 39	8 67	11 49	4 60	17 81	47 90	29 8	13 37	45 29	7 93	3 97	15 25	5 18	48 60	25 28	41 48	68 33	38 46	61 17	35 19	58 10	37 97	40 59	24 98	33 5	53 46	52 80	42 7	51 15	6 11	32 22	18 31	34 42	31 56	69 62	30 91	62 38	12 9	22 16	28 39	46 30	59 83	20 34	39 61	56 61	67 78	66 74	36 16	60 19	57 36	26 73
65 25	53 73	4 74	13 87	18 69	49 29	40 33	15 76	64 87	33 41	29 83	56 50	25 71	8 25	11 48	16 60	66 6	5 82	61 31	12 65	36 64	67 57	59 37	22 83	50 46	58 21	21 60	62 45	20 80	28 53	3 77	35 89	45 11	6 84	34 19	68 92	26 26	39 10	55 17	0 28	43 54	41 23	37 87	30 97	10 65	42 30	7 32	48 23	31 51	60 34	27 22	46 90	52 82	24 77	44 48	69 87	57 52	51 73	19 2	54 85	63 51	2 35	38 58	17 48	14 90	23 63	9 23	1 34	47 43	32 77
59 58	35 37	29 13	62 80	18 55	54 41	43 14	19 10	68 66	8 34	61 45	16 73	30 10	56 78	66 70	4 30	40 10	10 90	7 16	24 13	36 31	41 87	63 40	20 65	51 95	53 36	42 54	50 6	67 19	45 47	37 2	49 91	13 64	44 95	38 1	46 21	12 50	57 51	6 91	0 79	1 41	5 37	27 7	34 57	28 33	17 80	55 30	15 54	48 24	11 80	21 20	60 85	47 15	25 88	64 95	22 53	32 17	69 41	33 32	14 61	52 78	2 71	26 27	23 67	39 23	31 13	65 66	58 26	9 70	3 91
39 76	24 48	64 25	0 4	17 56	62 45	33 92	40 96	59 88	30 1	29 9	49 98	60 12	9 77	55 30	68 66	2 44	37 41	18 13	12 68	28 53	8 29	16 14	36 44	26 3	31 65	43 30	25 73	54 2	1 89	13 54	35 95	14 97	69 3	20 64	23 84	47 3	45 42	27 58	53 77	48 12	67 48	61 81	10 14	5 28	56 92	44 81	7 84	57 70	42 93	11 38	38 79	6 26	19 6	34 37	22 42	46 2	65 23	50 36	3 80	32 8	41 79	52 49	4 8	51 2	58 74	15 48	63 5	21 14	66 32
55 23	22 56	62 14	10 93	52 16	20 69	35 43	69 9	8 51	6 14	15 51	47 96	57 39	63 4	56 8	34 4	24 84	51 22	12 86	43 6	16 91	39 98	19 91	25 72	61 38	29 93	14 7	21 78	44 36	26 83	41 87	18 1	17 78	67 41	9 24	23 9	0 75	7 35	53 47	40 86	45 32	27 81	28 39	31 18	54 5	48 80	46 46	1 60	65 27	59 94	38 9	13 49	42 20	66 95	30 54	50 51	64 94	58 54	68 13	11 18	37 18	4 84	32 82	3 53	2 76	5 78	36 70	33 8	60 15	49 50
47 18	39 39	63 33	58 84	36 76	8 62	52 99	11 14	42 51	38 10	56 45	30 10	35 34	15 85	5 64	14 38	57 97	65 73	7 72	20 5	60 70	12 6	25 53	54 34	27 15	64 3	43 81	22 46	53 90	41 78	3 68	61 53	68 63	21 57	16 8	46 88	17 13	0 52	1 72	66 23	9 74	2 1	55 95	33 28	48 30	23 38	37 55	44 53	10 37	62 48	28 15	31 82	13 95	29 3	32 89	6 16	67 3	4 47	50 1	18 37	19 14	45 50	59 66	69 44	24 49	26 49	40 95	49 23	51 87	34 29
36 80	30 29	16 96	22 90	28 78	47 47	0 52	4 17	13 6	52 13	41 43	10 58	50 82	65 96	15 57	11 55	61 49	9 46	35 72	34 83	19 49	55 48	39 56	63 80	37 15	23 77	57 7	56 68	1 92	49 74	53 57	38 23	12 81	7 70	59 71	58 53	24 66	21 21	60 39	51 72	17 88	2 6	20 59	43 94	27 20	8 34	44 95	3 20	32 72	5 32	64 29	45 73	48 45	66 14	62 85	67 75	31 26	18 38	68 30	14 28	25 1	29 85	42 69	26 22	33 70	69 67	46 16	6 35	54 40	40 57
69 53	53 86	30 34	49 22	54 4	39 40	56 45	29 11	61 26	5 93	32 84	63 39	46 76	66 88	52 79	62 3	0 80	55 5	60 10	47 25	24 55	15 4	9 3	67 61	33 49	50 62	7 35	8 70	44 89	57 16	36 67	3 7	40 26	65 50	43 50	48 74	4 31	68 21	1 39	35 70	45 35	6 58	21 97	22 69	12 70	19 58	37 29	64 63	17 23	31 71	11 72	28 24	26 29	59 57	20 50	14 41	41 3	23 78	13 76	58 2	25 59	51 21	18 47	10 55	42 13	16 40	34 75	2 74	38 30	27 64
35 41	41 52	43 23	2 22	62 5	15 22	0 87	45 75	4 32	63 79	19 66	16 45	20 11	51 81	40 33	10 87	58 14	7 7	54 68	22 5	36 80	23 31	44 85	68 18	12 77	67 54	49 63	56 74	25 95	64 25	42 32	9 28	29 51	14 9	57 57	47 60	6 73	60 21	33 80	27 79	69 19	1 7	38 39	59 92	65 1	46 79	26 75	66 85	39 29	53 30	37 29	8 32	32 84	11 17	34 20	3 17	21 86	55 94	50 81	61 55	5 67	18 63	48 67	52 70	31 70	13 70	28 67	24 38	17 6	30 64
49 23	12 55	3 56	31 8	20 51	14 91	52 21	60 43	59 80	48 87	47 86	44 87	19 27	41 92	36 1	8 28	7 40	61 40	68 62	67 9	5 23	0 46	13 29	22 71	69 77	21 3	62 81	55 82	53 1	4 79	64 51	11 20	46 74	6 23	66 62	37 66	28 19	1 41	25 62	17 71	56 59	57 81	26 6	54 22	9 74	10 4	43 33	58 21	32 43	39 47	42 39	45 45	33 81	27 57	51 10	30 78	29 75	24 26	2 62	50 28	38 39	40 44	63 8	18 24	35 69	65 72	16 19	23 56	34 92	15 88
67 3	10 73	45 75	35 73	55 10	59 1	9 66	1 14	62 80	16 51	47 9	28 7	69 15	43 28	53 58	46 53	32 4	0 47	22 2	14 90	30 78	48 42	2 83	3 75	25 79	57 87	68 44	4 75	13 96	50 95	54 62	63 93	40 53	60 64	26 40	5 22	20 6	15 61	58 70	42 41	44 70	39 61	31 18	24 85	64 10	34 15	17 55	11 70	29 23	19 69	37 21	7 52	23 56	51 64	49 84	36 1	8 96	33 67	12 96	41 65	38 93	61 11	18 5	6 19	52 74	66 57	21 79	56 21	27 26	65 97
50 51	29 67	57 91	18 6	3 88	52 5	27 91	24 81	4 93	55 5	51 80	17 15	1 56	40 87	12 84	11 53	35 52	37 65	67 52	20 8	42 80	61 49	30 94	25 15	44 2	49 31	14 49	53 61	6 32	54 52	31 71	63 31	62 35	46 86	56 82	66 23	47 92	21 32	15 45	60 46	36 76	5 93	39 1	59 54	9 8	26 22	0 14	43 15	32 85	64 18	13 83	48 36	38 81	19 9	2 95	65 42	23 46	7 99	33 67	28 89	16 7	45 16	69 58	58 82	41 89	68 44	10 47	8 19	22 40	34 33
18 6	10 80	48 55	47 29	64 16	56 77	5 46	35 27	45 55	34 69	0 42	23 30	49 59	60 74	50 70	59 20	53 83	1 86	68 70	69 63	20 65	61 65	3 4	16 26	55 51	42 32	31 74	40 30	17 12	38 33	32 43	29 77	66 73	4 82	22 31	33 14	37 57	9 66	14 92	51 30	13 73	24 67	36 63	44 47	6 81	15 27	21 40	8 25	65 79	27 30	62 42	43 56	2 88	58 83	19 61	39 4	54 76	46 1	11 91	67 87	52 88	7 39	41 90	63 37	57 59	12 12	30 83	25 72	28 67	26 28
42 8	20 4	43 23	5 39	63 43	25 31	47 61	56 57	41 73	53 48	37 57	14 37	48 3	26 52	52 15	46 1	4 1	28 15	24 81	23 27	44 85	60 75	6 75	38 79	16 82	67 10	10 9	64 24	33 46	59 17	8 13	54 44	36 39	57 67	55 60	58 17	51 99	12 42	31 3	62 66	69 71	49 86	3 34	2 90	34 50	45 76	27 93	50 3	0 57	19 13	39 24	32 78	30 33	68 60	15 48	18 3	11 7	40 37	61 39	17 17	66 64	13 7	7 87	35 42	9 82	29 20	22 2	1 12	65 93	21 60
8 14	22 53	9 4	5 42	35 67	34 81	7 74	25 61	44 82	69 66	54 73	16 98	60 44	46 65	31 53	12 16	49 17	1 12	53 99	32 17	36 84	64 83	38 82	62 25	45 44	41 43	42 42	51 25	68 50	10 93	20 54	57 15	50 29	2 28	14 24	6 10	23 74	61 11	67 87	39 19	24 82	48 76	28 59	21 66	17 92	63 68	37 14	13 51	47 28	29 53	26 30	52 56	18 76	40 66	30 38	3 74	4 29	27 1	11 85	58 88	19 4	59 20	0 62	43 72	66 76	55 64	33 55	56 61	65 2	15 73
33 13	42 38	56 69	13 31	63 36	16 15	25 28	32 46	31 5	12 57	9 82	36 99	27 26	67 29	14 76	41 15	49 48	8 37	62 28	1 44	45 60	26 6	39 79	21 98	43 63	35 32	6 46	19 60	18 60	15 94	37 20	29 1	28 10	17 36	34 51	55 99	69 48	48 85	40 72	5 19	61 22	30 80	10 92	60 95	68 56	52 66	0 16	22 36	47 93	38 43	66 17	3 9	58 2	4 75	53 2	64 11	59 31	24 61	2 1	51 32	57 89	46 77	44 26	11 37	65 56	7 79	54 66	23 49	50 30	20 14
33 33	3 95	54 55	17 62	2 31	23 47	15 44	38 9	53 23	62 55	7 25	57 33	32 35	21 84	39 14	47 17	64 50	63 32	16 43	52 43	10 75	1 45	18 93	4 84	28 28	5 30	59 45	61 16	35 80	14 49	26 97	20 58	0 2	27 50	49 13	65 63	29 68	31 1	68 69	60 2	37 6	13 90	45 11	42 58	25 97	11 30	36 36	8 21	44 40	58 83	22 43	41 42	34 80	40 39	55 2	19 37	66 78	67 5	6 78	50 4	30 59	48 82	69 44	43 13	46 44	51 83	24 63	9 5	56 60	12 10
41 30	43 21	44 9	16 93	14 27	24 8	54 36	61 49	13 4	30 15	68 18	9 3	67 7	17 69	29 59	45 27	18 13	60 35	59 73	47 75	6 26	22 79	38 43	19 30	10 81	1 81	5 42	26 74	34 46	11 45	50 56	42 89	3 23	52 44	39 86	58 54	12 82	4 32	32 95	0 17	20 5	56 80	25 97	66 70	15 57	33 4	53 59	2 37	65 92	40 79	37 91	63 65	57 81	49 95	21 59	48 47	51 11	55 15	46 98	36 93	7 80	62 58	64 71	28 42	31 26	23 85	8 47	27 6	69 74	35 72
16 37	24 38	60 76	27 7	41 83	18 7	25 61	12 39	30 40	37 43	38 34	44 50	56 13	6 96	39 76	36 20	8 76	59 82	5 13	4 82	22 79	1 83	11 12	20 64	2 93	0 67	40 16	66 39	61 24	23 80	58 26	47 54	9 48	42 2	51 39	15 67	32 3	29 6	69 61	45 21	62 98	10 97	34 37	46 24	65 88	48 15	14 49	54 25	43 62	68 67	35 54	64 31	3 22	63 60	21 45	49 90	57 66	13 65	7 99	28 44	50 74	17 35	67 3	55 85	19 72	26 58	31 99	33 28	53 93	52 17
50 57	51 10	14 70	40 90	66 24	15 64	6 19	31 18	67 60	21 97	61 98	69 69	37 22	64 5	32 75	29 8	30 64	63 69	34 82	25 97	7 90	23 85	26 25	28 44	41 69	35 53	44 78	57 22	59 51	13 45	48 16	46 42	17 88	4 35	33 52	68 57	2 59	60 81	65 75	27 3	36 20	9 27	62 44	22 65	55 72	43 99	45 37	1 40	8 61	42 78	20 90	53 9	0 81	52 97	49 78	19 88	38 57	11 35	18 70	39 20	12 42	56 27	10 61	16 39	54 25	5 36	47 9	3 9	24 33	58 42
46 56	44 79	10 57	5 53	47 96	33 70	22 22	9 44	49 1	50 48	19 96	0 45	60 12	40 51	23 48	48 92	27 27	61 3	14 77	28 71	42 84	8 74	31 37	67 5	1 29	68 64	56 6	17 65	20 15	30 28	54 50	66 90	55 7	11 34	51 63	37 81	43 75	13 71	59 18	34 58	15 36	36 94	52 18	6 5	21 56	26 27	24 46	25 75	18 70	58 33	41 35	2 74	29 63	35 80	32 90	69 71	45 12	53 97	3 34	16 59	12 82	7 81	4 86	65 23	39 8	64 99	38 37	62 6	63 73	57 41
51 35	21 15	12 45	61 8	47 41	8 45	38 57	10 50	39 62	54 30	19 73	56 54	6 94	59 16	22 7	20 78	1 85	4 67	62 81	2 68	13 74	5 66	42 75	66 5	23 57	9 70	44 25	36 63	3 1	33 42	41 88	49 94	24 29	31 76	28 49	58 18	37 20	55 49	45 91	63 68	14 5	34 27	26 79	16 99	46 11	15 96	64 36	50 10	48 9	53 55	25 4	7 46	40 66	35 87	17 88	57 87	69 22	60 39	52 40	0 61	11 80	32 86	65 6	29 48	27 67	68 8	67 3	43 20	30 49	18 24
24 97	32 84	67 28	55 10	39 65	6 29	22 29	0 59	21 4	53 44	62 54	50 64	68 27	37 80	58 4	42 58	10 33	2 66	52 34	61 58	26 65	12 14	41 14	59 14	40 82	60 10	9 58	17 96	33 14	16 57	66 13	5 83	1 11	47 99	36 8	57 88	65 36	35 90	15 37	63 51	38 66	25 25	69 35	46 61	8 36	19 97	28 93	13 61	43 64	20 62	34 69	29 42	30 28	54 95	51 70	11 3	44 69	48 81	4 38	64 89	3 8	7 43	45 69	23 79	14 6	49 26	18 27	27 60	31 24	56 56
47 95	66 84	38 99	68 91	9 40	5 76	19 37	60 15	56 74	31 61	17 81	24 75	18 43	34 61	7 96	65 99	20 42	28 89	13 64	37 73	25 3	32 19	1 14	22 12	29 34	41 25	30 20	35 74	69 67	10 80	40 12	14 2	48 4	3 5	21 85	61 56	6 10	59 59	42 60	52 46	55 40	49 34	44 10	50 93	2 38	33 62	58 2	4 74	62 87	26 91	12 30	39 31	53 9	15 21	16 84	64 31	57 94	36 19	11 96	0 65	67 6	8 4	45 27	23 22	54 41	43 59	51 85	63 34	46 34	27 51
17 78	45 88	68 77	18 55	42 15	35 43	39 76	8 36	19 78	30 38	20 60	33 61	53 72	44 92	64 21	62 85	43 7	5 10	7 1	4 91	50 36	22 19	54 68	63 60	23 2	13 91	61 85	31 66	52 71	47 69	38 35	51 74	37 94	29 29	14 51	0 92	2 31	48 79	3 59	27 75	56 30	9 93	65 6	26 63	25 81	59 18	67 69	24 26	34 12	28 32	60 91	58 92	16 97	41 72	57 22	69 98	66 91	1 31	49 72	10 92	12 40	21 43	40 20	36 24	46 51	6 71	15 15	11 78	32 31	55 38
68 27	69 47	15 19	44 74	52 53	53 31	54 85	20 73	39 56	25 21	13 56	16 16	63 57	3 98	5 42	41 62	60 52	2 14	46 96	51 81	35 84	55 64	48 40	8 6	33 35	31 52	64 58	37 59	40 97	42 93	6 78	4 76	9 9	67 13	24 69	23 23	19 55	62 32	50 75	30 84	57 69	26 23	7 64	36 20	0 61	49 47	12 38	47 49	10 37	59 5	14 45	43 5	56 47	65 66	28 8	38 24	32 80	29 90	1 47	45 23	22 23	61 48	11 47	66 75	27 63	18 25	34 96	17 80	21 93	58 85
21 50	3 97	12 97	55 64	15 63	57 61	52 46	7 42	16 58	1 8	39 79	6 13	4 24	41 4	48 68	65 63	54 43	69 4	32 47	20 96	8 81	36 39	27 3	62 44	31 44	63 28	51 78	24 41	10 70	58 20	26 51	44 2	66 89	67 64	2 18	38 32	40 77	46 90	42 29	60 75	56 86	18 5	13 25	0 12	43 3	28 96	23 10	19 81	9 83	61 44	45 79	49 21	25 18	64 80	68 19	50 67	11 23	37 27	33 36	59 74	53 75	30 38	29 4	14 94	22 21	34 13	47 6	5 10	35 73	17 82
69 13	41 69	52 30	3 76	35 54	19 64	32 25	64 51	47 38	12 48	54 96	0 13	46 83	53 38	28 53	26 35	61 82	31 10	65 13	45 8	24 76	63 57	62 27	22 81	34 68	57 72	18 26	67 4	50 36	16 76	17 98	14 4	29 36	7 40	55 95	4 46	6 63	15 60	2 24	13 32	21 73	43 23	39 59	60 28	23 54	58 39	66 57	11 83	38 16	44 64	37 38	56 9	51 11	40 68	1 72	59 47	42 98	68 68	20 81	10 91	8 82	48 56	27 19	5 59	25 46	36 61	49 2	9 12	33 42	30 17
13 21	4 73	8 35	28 6	56 48	6 15	24 60	68 17	21 55	51 24	5 38	10 94	42 56	48 84	67 37	27 37	44 56	11 70	43 39	65 85	41 48	64 10	29 84	55 32	12 51	19 87	23 37	3 57	63 12	32 54	31 66	26 53	15 9	39 17	2 31	25 64	54 59	38 85	0 33	66 89	37 70	1 47	20 87	33 95	49 51	59 2	16 45	47 83	61 98	34 45	60 23	22 41	30 19	58 96	57 16	53 56	50 71	35 6	52 79	69 52	46 38	40 41	14 86	7 18	36 57	9 30	62 96	17 89	18 43	45 4
2 21	49 92	63 12	25 44	58 51	66 23	4 73	18 15	27 61	37 75	38 9	39 56	46 37	52 86	9 26	55 89	5 32	11 97	44 62	48 43	41 4	60 90	53 24	35 69	59 29	40 72	0 25	6 83	24 65	33 87	68 28	7 11	22 64	42 79	67 67	51 28	12 48	69 42	21 74	65 31	47 89	45 63	15 79	16 45	61 13	19 75	32 49	34 82	1 17	26 69	62 29	28 84	14 77	30 30	29 52	23 39	54 68	10 76	43 92	31 83	20 71	64 44	50 25	17 45	13 18	8 37	56 55	57 29	3 23	36 99
51 35	21 11	13 41	12 85	33 3	40 77	69 77	44 9	36 30	32 34	14 62	1 38	4 69	56 31	2 40	54 50	50 18	26 67	57 71	39 49	55 23	49 77	62 35	28 75	7 18	65 55	61 87	64 98	67 25	9 4	29 28	53 48	27 67	0 32	17 33	47 84	22 22	45 99	19 9	20 30	31 96	66 40	25 9	43 82	41 57	6 4	42 43	58 62	8 31	35 10	37 27	48 70	10 23	15 32	63 19	60 16	68 69	52 90	18 91	59 55	38 10	3 59	46 5	16 43	34 67	5 9	11 32	23 93	30 46	24 24
24 6	17 95	59 63	0 44	20 23	26 97	56 12	16 99	33 71	46 29	60 42	21 83	38 6	57 69	23 13	14 97	31 53	35 81	8 89	34 33	44 5	7 45	11 2	13 17	15 95	27 42	25 39	67 86	62 88	32 36	9 45	53 81	58 17	68 56	63 14	66 8	37 91	3 20	69 97	42 19	4 66	64 29	18 52	52 84	10 99	6 70	1 46	49 98	48 69	47 93	61 3	55 2	19 51	22 38	36 78	50 68	28 33	2 32	41 37	5 69	29 19	54 24	39 52	45 96	43 51	40 10	65 45	30 67	12 2	51 65
63 51	17 26	56 71	14 81	62 37	38 72	61 34	28 14	6 38	34 3	21 66	25 35	53 57	39 81	40 92	60 83	37 37	1 17	35 31	42 31	10 85	36 86	47 81	15 61	43 42	68 80	4 88	26 17	31 89	23 5	22 11	7 91	65 10	52 77	51 88	41 3	48 96	49 10	18 95	30 14	16 74	45 68	12 59	11 79	66 70	29 16	3 70	24 97	5 5	20 77	13 7	67 96	69 59	46 20	55 80	2 42	8 9	54 6	64 53	57 99	19 16	33 58	44 43	59 83	9 63	58 75	27 7	50 82	0 15	32 9
