70	20
6 117	16 8	0 167	7 28	5 125	14 77	13 88	11 118	10 80	2 189	17 99	12 170	15 199	18 149	8 128	1 50	4 23	3 26	19 23	9 181
4 49	1 17	16 81	11 102	13 163	10 43	18 165	15 115	7 168	19 70	9 111	14 2	0 16	2 187	12 77	17 157	3 131	5 5	8 146	6 49
2 170	9 120	5 92	6 137	0 182	4 107	7 164	14 133	13 39	19 199	16 103	10 98	15 21	1 90	3 184	11 189	17 124	12 71	8 99	18 98
0 168	19 127	4 188	5 61	9 119	12 32	7 9	11 136	3 35	14 181	15 162	13 40	18 128	10 157	6 118	16 191	17 189	8 165	1 29	2 155
15 147	3 8	9 113	4 199	0 26	7 121	10 1	13 180	11 187	18 148	14 76	5 69	16 138	19 143	1 169	12 77	2 54	8 43	6 72	17 100
19 16	0 94	4 67	18 192	15 81	3 196	2 152	5 190	1 127	16 127	10 121	12 102	11 150	14 37	8 30	9 115	7 132	13 146	6 32	17 9
11 111	2 116	0 62	19 16	14 182	12 70	7 7	9 184	10 27	18 113	5 119	3 183	15 115	8 3	16 82	17 125	6 118	4 88	1 153	13 185
3 90	16 62	7 118	10 76	19 153	1 74	17 177	9 180	8 196	4 188	6 86	2 127	15 74	14 44	5 107	0 168	13 29	11 62	12 195	18 186
3 166	15 50	7 65	17 89	1 175	8 11	2 1	19 38	14 57	18 28	4 117	0 14	13 113	9 44	11 187	6 29	16 73	12 92	10 55	5 115
15 23	11 179	12 170	0 176	9 101	14 80	4 132	2 59	1 115	6 22	7 22	18 9	13 58	5 3	16 191	3 15	8 186	19 162	17 121	10 65
16 147	7 2	4 134	15 185	19 97	1 52	3 53	10 4	5 120	9 75	8 60	12 94	18 186	17 142	6 72	13 61	14 74	0 16	11 172	2 143
2 54	10 89	18 109	8 35	1 72	4 182	17 127	3 96	14 115	16 59	11 102	6 43	13 69	19 188	9 196	15 198	12 114	5 173	7 200	0 68
19 58	3 47	12 37	9 26	5 35	14 78	11 191	18 8	7 65	13 129	17 60	15 161	4 16	8 78	2 37	0 174	6 31	16 192	10 94	1 60
9 185	6 154	2 26	7 18	17 56	15 16	1 140	18 178	0 156	14 168	16 13	19 78	4 130	3 191	12 34	10 41	11 180	13 186	8 146	5 104
18 196	10 162	16 109	1 74	11 15	0 16	2 5	3 30	12 107	17 35	4 112	19 154	7 35	13 119	15 97	9 114	14 97	8 114	6 113	5 176
12 171	13 50	19 81	17 167	2 188	5 154	3 67	8 156	6 121	9 108	10 112	11 35	4 115	0 115	18 29	14 29	16 26	1 71	15 123	7 143
8 69	10 132	9 19	11 151	19 145	16 99	17 15	18 15	3 35	0 177	1 66	13 133	6 7	12 157	4 159	7 74	2 199	15 143	5 107	14 71
5 96	0 88	17 1	16 81	10 11	2 170	18 87	12 30	7 60	19 65	9 58	11 36	3 128	8 4	14 18	4 128	13 184	1 105	6 125	15 178
17 47	1 181	12 121	3 125	18 142	6 40	7 62	9 200	8 167	0 109	10 159	11 144	19 32	5 27	16 126	15 153	2 136	4 72	14 84	13 22
14 76	11 75	5 113	4 59	9 106	13 121	12 185	8 28	17 89	15 170	3 45	16 27	2 169	7 68	1 156	0 200	10 106	18 21	19 199	6 171
8 55	6 113	10 12	15 113	19 28	9 94	7 68	11 112	18 121	17 116	3 36	5 85	1 167	2 153	13 185	14 167	16 152	12 64	0 86	4 124
18 183	15 170	0 129	16 91	17 131	9 183	8 200	10 100	11 192	2 194	12 141	19 188	3 109	7 6	1 138	4 64	14 72	6 37	13 143	5 31
5 27	9 191	1 77	13 33	17 110	6 81	8 14	2 87	7 13	14 159	3 26	18 49	12 161	16 166	10 172	11 111	19 171	15 182	0 4	4 186
19 41	8 58	18 155	10 136	17 197	6 168	2 27	5 3	4 152	13 153	16 170	9 78	11 68	3 2	15 75	0 64	7 200	14 195	1 57	12 191
16 163	2 158	9 104	7 18	15 98	11 135	12 174	17 118	18 160	19 176	6 60	3 4	0 25	8 131	10 69	1 80	5 166	14 86	13 147	4 134
3 144	5 9	12 198	17 60	19 194	7 136	6 188	9 24	10 9	13 109	15 55	0 73	16 191	4 185	1 41	2 103	14 100	11 165	18 190	8 109
13 130	9 105	6 181	8 93	1 131	5 72	12 52	19 105	4 92	17 87	2 131	16 130	7 119	11 151	3 10	18 129	0 6	10 23	14 90	15 6
4 116	9 124	5 7	19 128	2 106	1 121	17 126	3 8	6 55	11 90	15 156	13 125	12 50	0 4	8 163	18 147	10 58	7 144	14 182	16 47
9 104	1 183	11 26	4 92	10 99	17 21	8 25	2 7	0 65	14 47	7 16	12 129	3 86	19 6	16 118	6 152	13 109	18 164	15 108	5 133
15 96	11 25	2 31	18 41	12 129	10 86	7 19	3 105	14 167	6 105	4 104	5 161	19 137	9 3	13 183	0 67	16 67	1 118	17 110	8 106
15 135	7 200	18 17	0 121	19 143	13 141	8 14	5 16	14 191	17 129	3 18	16 8	12 142	1 74	11 163	2 150	4 32	10 49	6 44	9 95
9 161	6 21	17 36	18 98	13 17	0 200	16 149	11 98	3 55	8 26	2 200	5 39	10 149	14 94	4 127	1 141	15 40	19 198	12 174	7 118
17 171	12 93	8 78	4 10	0 159	2 72	7 86	15 54	9 30	16 26	10 65	13 80	14 114	5 200	6 12	1 152	11 76	18 22	19 198	3 100
1 168	10 51	3 93	2 145	4 59	11 109	0 82	9 7	18 59	13 51	7 157	19 56	15 170	6 197	17 24	12 68	5 108	16 108	14 135	8 122
6 75	16 20	9 171	0 74	4 27	8 102	12 93	7 101	2 167	19 121	17 66	3 90	18 69	10 19	5 193	13 165	14 56	15 99	11 24	1 156
8 104	10 99	16 72	19 130	9 94	14 25	0 199	17 111	1 61	6 82	18 163	13 159	7 68	5 34	15 77	12 83	4 27	2 19	11 125	3 14
