40	20
11 95	0 68	4 30	3 13	6 84	1 83	9 44	7 76	15 38	2 73	13 43	12 88	5 89	16 8	18 77	10 4	14 12	8 42	17 39	19 21
2 85	7 69	11 99	3 5	15 32	18 80	13 76	10 25	0 39	19 57	8 82	16 48	1 23	14 67	5 94	12 41	6 96	9 69	4 21	17 1
15 13	4 59	19 57	10 13	16 39	17 3	18 46	11 31	7 71	13 38	14 38	2 46	3 6	5 74	8 4	0 70	9 1	12 83	6 18	1 40
5 74	10 92	14 71	16 91	17 2	6 12	7 62	4 11	9 68	11 70	13 86	8 56	18 59	1 8	19 9	3 2	15 2	2 92	0 87	12 53
8 88	14 85	15 34	1 95	7 26	18 1	10 58	11 43	16 68	6 11	13 12	9 67	0 57	19 60	5 77	2 22	3 51	4 39	17 43	12 92
7 92	2 59	11 27	4 88	5 76	17 36	15 81	14 94	1 66	8 60	9 54	12 72	6 28	18 32	3 38	19 99	13 31	0 46	16 71	10 61
18 10	0 5	12 8	16 43	15 13	3 52	8 41	5 33	1 65	4 95	7 45	14 77	6 81	2 31	11 58	19 92	9 29	17 46	10 83	13 54
11 75	15 43	5 83	8 16	16 65	13 25	7 20	10 2	2 29	12 82	6 47	1 4	9 51	0 62	18 88	3 53	14 75	17 26	19 86	4 88
17 58	5 88	7 58	18 59	6 63	8 77	4 79	12 6	16 7	11 48	3 52	14 33	10 32	19 67	1 84	0 50	9 56	2 61	13 97	15 39
19 17	8 87	11 18	4 92	9 19	7 15	10 38	5 17	15 80	1 36	18 38	13 10	12 39	14 6	3 29	2 97	17 42	0 15	6 89	16 66
11 28	12 80	14 95	8 3	19 41	17 5	3 82	15 37	16 19	13 40	7 21	18 10	5 77	6 18	4 57	0 61	1 43	2 91	9 50	10 47
17 49	1 94	15 19	13 73	5 42	18 35	12 79	19 29	6 77	9 67	7 70	14 63	16 78	4 60	0 62	2 10	10 63	8 56	3 36	11 76
10 76	1 84	16 66	6 2	2 51	9 75	12 95	8 39	17 24	3 55	18 47	4 20	11 89	19 94	13 40	0 49	7 15	14 63	15 63	5 74
12 48	0 50	4 32	17 14	10 55	11 46	3 21	6 48	7 88	8 66	5 3	1 88	9 71	15 43	18 25	13 52	16 24	2 30	14 43	19 80
11 21	0 47	7 2	16 92	8 84	14 49	19 52	12 81	13 46	9 66	18 83	3 99	1 99	5 61	2 3	4 68	15 6	17 68	6 63	10 67
12 42	3 80	14 83	0 25	18 22	15 80	5 46	9 59	16 7	1 1	6 35	13 26	11 96	17 91	10 11	19 21	7 22	4 89	2 80	8 26
12 9	8 90	6 27	14 21	10 12	18 64	11 51	5 8	4 69	1 51	7 57	17 39	16 12	3 29	0 14	9 23	13 29	2 68	15 9	19 92
19 57	6 59	15 12	9 87	0 95	16 89	13 57	18 82	14 94	12 99	17 35	7 82	10 97	5 8	4 85	3 83	2 9	11 11	8 50	1 55
2 98	1 59	17 43	16 69	14 94	4 38	11 63	9 28	15 60	7 19	3 87	19 29	0 21	10 92	8 85	18 45	13 45	12 71	6 78	5 71
