90	15
13 36	9 193	11 6	0 75	10 159	12 183	2 184	4 127	5 49	7 128	3 155	8 102	14 164	6 113	1 125
10 151	4 90	2 53	5 121	7 8	6 13	0 101	9 43	14 4	1 69	3 92	11 30	13 48	12 37	8 53
14 143	2 113	5 49	9 145	7 160	11 25	6 1	1 104	13 174	0 185	4 65	12 54	10 8	3 122	8 44
12 96	8 102	0 172	7 139	1 129	10 60	9 89	13 169	11 150	5 40	4 28	3 96	6 45	2 198	14 126
7 102	13 174	6 128	10 198	4 81	2 92	8 41	0 167	3 159	1 58	9 19	12 19	14 142	5 91	11 93
13 174	8 52	3 138	11 170	10 134	5 17	7 33	2 79	0 152	4 107	14 12	12 97	9 85	6 102	1 133
10 102	4 170	12 183	13 199	2 159	3 185	9 120	1 14	0 56	5 71	11 191	8 92	7 129	6 188	14 196
4 24	11 63	13 49	0 32	14 154	9 8	6 154	10 166	8 197	3 18	7 91	1 111	2 26	12 38	5 62
4 36	0 6	10 28	14 187	6 168	8 155	1 186	7 164	11 149	9 27	13 95	5 73	3 15	2 91	12 171
2 15	5 15	12 130	0 107	7 193	14 194	1 41	9 91	13 155	8 148	4 59	3 124	10 144	11 139	6 137
3 5	13 113	2 125	4 172	11 59	10 53	7 75	14 132	1 22	0 154	9 176	8 100	6 55	5 36	12 177
3 154	10 86	4 197	1 40	6 76	2 48	7 106	8 187	5 8	11 193	14 159	0 10	12 26	9 118	13 19
4 108	13 111	1 107	5 20	6 182	12 154	0 10	7 10	9 31	11 22	2 88	8 160	3 79	14 82	10 190
8 30	0 12	3 183	13 191	12 69	7 82	6 79	1 170	4 41	9 147	11 43	2 172	10 194	14 168	5 60
7 181	2 36	13 146	11 30	12 161	5 101	0 118	10 94	3 44	9 110	4 27	1 70	14 194	6 148	8 133
8 152	3 36	0 75	11 1	5 86	9 8	14 30	12 166	7 131	13 63	10 133	6 65	4 178	2 173	1 98
3 109	6 195	11 196	13 98	1 23	14 102	8 121	7 169	2 46	9 85	10 74	5 85	0 34	4 167	12 186
5 140	14 11	11 101	13 114	12 75	1 61	3 146	10 118	9 4	2 5	8 157	0 10	6 158	4 173	7 157
9 146	7 154	3 117	11 65	14 86	8 112	5 200	6 60	2 38	1 174	0 127	12 46	10 102	4 186	13 3
2 145	14 60	7 193	10 188	6 97	0 159	4 43	13 127	8 46	1 196	11 58	5 76	9 65	3 171	12 134
9 125	13 151	0 38	4 80	8 53	12 122	1 2	10 152	6 115	14 159	2 26	5 176	7 99	11 13	3 192
7 185	3 2	14 138	6 117	10 51	2 165	5 164	11 147	12 153	1 67	4 82	0 97	8 4	13 139	9 142
14 141	1 154	9 48	12 114	7 107	4 27	11 70	5 104	3 41	10 77	0 187	8 47	2 62	6 66	13 115
14 52	11 140	8 182	3 144	6 165	13 51	1 67	5 42	10 30	9 60	12 76	0 63	7 30	4 25	2 6
14 100	7 14	10 97	8 62	11 97	2 136	13 142	12 95	6 175	4 83	9 144	0 105	5 34	3 57	1 84
5 107	3 37	1 117	4 66	14 71	8 17	6 52	10 155	9 86	7 17	11 7	13 134	12 197	0 76	2 135
1 70	8 196	2 78	12 45	13 79	5 92	9 162	7 49	11 111	6 177	0 169	14 170	3 132	10 112	4 185
3 9	4 58	5 116	10 102	7 110	0 165	13 44	2 24	11 43	12 28	9 196	14 55	6 94	8 79	1 109
5 39	6 90	0 12	10 68	13 20	8 25	1 162	7 100	4 102	2 81	12 96	9 51	3 198	11 52	14 116
0 42	10 92	9 174	13 185	12 94	14 47	7 54	11 45	2 181	8 60	5 104	4 172	1 63	6 145	3 142
5 80	7 76	13 19	14 41	9 97	0 4	8 169	2 14	1 193	12 171	6 68	3 39	10 175	11 145	4 130
0 140	9 54	6 124	4 19	14 178	12 180	13 83	11 35	7 157	8 114	1 166	3 57	2 115	10 122	5 74
4 185	14 187	12 27	5 120	9 10	6 122	13 19	11 131	7 95	1 166	3 67	2 130	0 160	8 152	10 91
13 147	11 157	5 57	10 93	7 16	3 70	1 29	6 136	9 192	12 35	4 133	2 92	8 174	14 50	0 11
3 198	0 121	2 87	8 198	6 36	7 132	5 47	12 36	11 133	9 158	14 130	13 181	10 107	1 199	4 67
14 169	4 85	11 47	0 148	2 71	7 58	1 40	6 1	12 134	8 126	10 151	3 179	9 51	13 175	5 183
12 134	11 194	6 118	3 155	14 140	1 184	5 72	9 129	10 49	13 105	4 7	0 12	7 133	8 32	2 29
14 151	8 58	0 83	6 60	10 122	4 17	13 87	7 105	11 101	9 15	2 157	3 185	1 13	5 56	12 143
7 107	0 15	12 172	9 136	11 157	3 174	13 192	1 111	4 151	14 47	6 121	10 19	8 48	2 142	5 38
9 136	14 164	12 85	4 27	7 47	5 25	0 160	6 93	8 71	13 104	3 33	2 168	10 151	11 22	1 95
6 138	0 35	9 11	14 108	8 73	13 96	7 42	3 179	10 7	1 31	5 55	2 124	12 163	11 179	4 87
0 1	10 58	11 183	13 28	5 2	1 171	2 161	12 13	14 78	3 48	6 124	9 27	8 116	7 54	4 141
3 142	5 150	2 173	10 130	4 191	12 17	11 1	1 17	0 200	14 68	9 168	8 170	13 73	6 20	7 166
8 78	12 51	5 170	6 188	1 121	3 57	4 4	2 90	7 95	10 137	13 62	0 11	11 1	9 144	14 63
5 132	12 15	4 87	6 151	11 39	8 162	14 134	9 20	0 79	7 198	3 94	13 81	2 41	10 195	1 71
7 8	8 106	13 159	2 93	10 152	6 31	4 75	0 163	11 37	12 52	1 160	3 20	9 83	14 3	5 90
7 75	10 52	11 140	5 164	13 75	8 39	2 18	1 28	0 158	9 199	14 39	4 184	6 39	3 128	12 52
4 14	7 54	10 26	6 156	3 98	0 141	9 162	5 2	1 84	2 85	11 118	13 117	14 118	8 69	12 1
10 31	0 59	13 94	11 41	8 87	9 42	12 36	6 96	4 57	7 191	14 191	3 181	2 159	1 80	5 72
14 28	5 4	3 190	4 57	11 59	6 120	10 78	7 96	2 110	9 171	1 96	8 68	12 121	0 152	13 178
14 72	3 27	12 140	0 190	5 53	10 37	6 39	9 146	4 54	1 89	8 115	2 26	11 65	7 151	13 125
4 190	1 179	6 198	0 13	14 9	13 74	10 39	11 105	12 23	7 137	3 26	9 83	2 49	5 62	8 129
5 7	1 195	7 147	13 30	11 86	0 87	4 125	14 92	6 182	9 186	8 16	2 69	12 166	10 38	3 90
14 157	8 69	7 87	5 59	11 198	9 183	3 130	1 92	0 173	4 69	13 137	10 53	12 11	2 8	6 98
3 169	13 69	0 187	2 46	14 99	5 3	10 165	6 77	11 141	9 55	12 128	7 86	4 81	8 156	1 42
7 20	3 82	4 53	5 60	0 199	13 154	12 34	11 142	8 18	1 152	14 87	9 186	10 101	6 44	2 142
5 183	14 84	2 68	13 102	9 173	8 75	0 184	3 91	11 120	12 165	7 141	6 167	10 152	4 14	1 71
