60	20
11 89	14 186	10 132	13 43	7 15	17 146	15 90	16 55	1 99	5 199	9 55	3 119	12 48	0 96	19 200	8 177	18 26	6 85	2 173	4 182
6 167	14 103	16 53	19 20	0 104	18 161	5 89	13 125	2 63	1 61	17 77	8 34	11 146	10 76	7 94	12 161	15 33	9 55	3 123	4 51
17 190	19 114	0 15	3 46	13 49	15 119	4 169	8 59	12 45	7 1	10 30	18 121	6 141	11 92	16 69	9 185	14 123	1 90	2 108	5 168
4 91	5 73	8 59	11 190	10 134	7 74	13 97	17 159	6 154	19 95	15 81	12 26	18 26	9 165	1 79	3 144	16 70	14 26	0 51	2 90
4 185	13 31	15 63	18 6	8 179	6 122	16 110	9 133	3 68	1 60	7 9	17 158	14 132	12 96	2 96	10 107	19 63	0 56	11 116	5 119
11 6	15 186	5 188	1 128	8 18	18 166	9 97	14 72	0 133	17 134	3 116	12 144	2 159	6 145	16 74	7 42	10 118	19 199	4 189	13 43
11 15	2 26	18 49	8 171	4 142	6 159	10 102	7 155	19 124	15 23	16 2	14 139	0 183	12 70	3 199	5 168	13 51	17 82	9 63	1 49
3 90	2 74	10 156	7 52	17 93	11 144	19 42	15 163	14 79	9 166	5 116	0 14	13 78	8 198	16 140	18 158	4 170	6 136	12 84	1 28
17 46	1 50	4 141	13 114	10 25	8 106	16 160	0 68	11 55	9 111	5 69	15 38	7 27	3 3	18 1	2 12	19 164	12 77	6 54	14 118
18 91	7 129	9 13	8 107	14 169	19 199	15 164	4 23	5 179	11 111	16 41	6 176	3 88	13 42	2 130	0 112	12 93	17 172	1 80	10 1
9 147	5 34	7 181	17 164	2 99	12 181	16 171	0 25	10 124	11 170	13 100	8 41	18 131	19 126	3 109	6 25	4 31	14 58	1 24	15 110
3 116	14 130	11 199	1 86	2 70	13 155	18 50	16 151	12 155	10 108	8 113	15 189	5 127	17 119	9 133	0 50	4 103	7 55	19 92	6 134
19 5	6 154	0 44	11 1	8 20	15 126	10 67	12 32	9 8	17 101	1 191	5 103	4 82	16 170	7 90	13 113	3 57	18 187	2 87	14 11
7 98	9 191	10 140	3 146	0 39	19 42	18 143	8 192	16 88	1 87	14 18	11 103	12 12	15 98	17 188	4 48	6 29	13 112	5 168	2 140
8 137	5 51	16 20	2 55	3 41	6 21	18 136	15 184	14 191	17 72	12 182	0 24	11 188	9 188	10 1	4 43	13 39	7 13	1 16	19 150
11 87	18 30	12 123	2 132	4 150	14 6	0 15	15 100	7 47	1 159	6 132	5 80	16 123	10 128	13 113	3 151	8 10	19 63	9 76	17 130
7 54	12 17	4 167	18 122	3 181	9 147	8 8	16 61	10 188	19 6	1 128	17 172	0 88	5 11	14 36	11 59	2 190	13 53	15 135	6 44
12 61	3 177	17 73	2 197	16 49	9 60	4 192	6 47	8 166	19 3	18 93	14 156	11 64	7 162	5 104	1 143	10 83	15 25	0 64	13 71
0 123	10 42	4 186	13 25	8 98	6 105	14 100	12 29	16 140	15 46	5 49	7 90	19 6	17 173	9 3	11 96	2 113	18 59	3 102	1 198
16 1	17 116	6 53	2 89	13 101	8 57	0 28	7 142	18 57	15 24	12 23	11 6	3 39	10 136	5 88	14 60	1 50	19 197	4 51	9 178
4 195	9 108	5 61	1 60	2 89	17 9	0 200	15 185	19 95	13 35	16 183	18 155	10 164	14 32	8 169	6 144	12 191	3 173	11 198	7 118
2 29	4 22	3 55	16 43	11 143	12 11	17 200	1 17	18 155	0 83	9 101	6 188	13 129	10 96	8 121	5 1	7 155	19 146	14 89	15 119
5 1	18 195	8 119	7 123	4 166	1 185	19 150	11 188	16 78	6 47	17 76	13 73	14 150	10 161	15 21	2 170	9 155	3 24	12 35	0 175
16 72	9 191	11 93	12 25	7 143	0 166	3 87	1 56	14 108	17 34	13 89	5 69	6 172	18 88	19 34	8 20	15 31	10 38	2 68	4 86
0 173	13 68	1 180	5 37	2 186	19 40	15 94	7 147	16 3	18 87	8 186	11 6	14 82	6 41	10 185	3 16	17 98	4 85	12 190	9 196
19 127	1 33	10 35	8 139	11 87	12 7	18 46	5 199	2 96	15 19	7 113	13 176	14 178	6 108	17 18	0 44	3 77	16 114	9 80	4 162
1 44	5 46	2 149	17 30	8 198	7 26	18 145	14 23	0 174	4 124	12 26	15 92	3 173	16 134	19 27	13 185	9 137	11 156	10 189	6 57
14 146	2 85	4 87	19 131	12 147	11 146	10 12	17 131	7 119	13 43	18 132	3 176	15 120	9 126	16 22	0 13	1 111	5 36	8 129	6 3
5 84	4 28	3 72	7 75	0 168	19 173	15 132	16 71	18 83	1 131	6 139	8 138	17 84	12 10	14 181	13 86	9 43	10 154	2 101	11 5
19 185	13 136	2 132	3 31	0 146	11 20	9 61	1 93	5 116	4 129	17 58	14 174	18 144	12 25	16 112	6 47	8 105	15 48	10 141	7 118
9 43	12 172	0 183	3 50	18 36	14 90	19 147	11 56	5 12	16 166	2 86	1 113	8 145	15 7	13 79	10 141	6 74	4 172	7 17	17 96
8 6	16 77	6 44	3 37	12 198	13 199	11 71	2 138	15 182	18 94	9 122	10 55	14 109	4 131	7 166	0 41	1 163	19 193	17 68	5 134
13 195	19 142	9 3	7 117	18 95	16 125	11 113	8 189	1 88	2 50	0 174	10 110	6 79	12 21	3 149	4 164	17 182	5 22	14 106	15 189
12 101	16 24	0 34	8 100	5 79	10 127	2 191	9 151	18 157	7 64	11 86	13 57	17 84	1 62	15 177	4 133	3 109	19 150	14 55	6 184
9 196	14 147	10 40	1 14	3 41	5 172	12 148	17 20	4 70	0 179	7 160	8 57	19 27	11 50	16 195	13 130	18 45	2 47	15 103	6 77
10 169	6 99	12 124	11 174	9 61	13 97	2 25	4 166	1 72	5 65	0 23	8 160	3 162	15 62	18 78	17 63	16 30	14 115	7 62	19 72
12 106	4 126	11 77	19 103	18 199	1 39	9 105	16 188	0 195	8 187	5 150	14 1	17 32	10 176	15 80	7 153	2 161	3 105	6 47	13 140
0 129	12 64	17 45	1 193	10 15	11 195	8 172	9 20	3 84	14 174	19 106	16 115	2 21	4 70	15 173	6 122	7 83	5 96	13 147	18 195
14 200	16 116	12 78	10 83	18 166	5 121	17 37	0 24	2 137	7 115	9 52	13 91	6 10	15 9	3 171	11 98	19 115	1 102	8 11	4 141
6 189	1 147	13 146	12 78	9 151	11 123	17 8	14 171	7 197	3 19	0 105	18 60	4 47	16 39	15 119	19 179	5 65	2 197	8 150	10 24
