90	15
12 166	4 97	2 177	5 64	9 197	13 70	7 143	3 7	8 148	14 151	6 26	10 29	11 31	1 137	0 40
6 129	7 14	10 163	1 1	8 15	3 97	11 65	5 5	2 137	13 14	9 113	12 71	14 146	4 156	0 122
13 13	1 18	3 25	4 92	8 65	12 125	7 68	14 6	0 30	2 67	9 25	10 158	5 3	11 93	6 73
0 195	3 22	6 15	14 146	11 106	10 115	7 83	1 106	8 128	4 8	13 93	12 101	2 189	5 68	9 77
10 150	2 82	3 101	9 58	4 90	11 98	1 39	5 39	6 94	14 107	13 12	7 180	12 76	0 8	8 103
6 37	0 105	10 191	14 72	11 168	12 49	2 69	3 143	1 100	13 82	4 107	9 26	8 145	7 195	5 176
3 171	5 28	4 90	7 50	8 51	6 63	10 131	0 8	1 77	2 13	9 162	12 186	14 91	13 110	11 119
4 173	8 170	10 179	2 154	3 46	11 47	6 85	5 25	14 141	12 98	7 147	13 93	9 106	1 55	0 20
5 126	12 174	1 179	2 38	7 100	0 33	8 52	9 109	10 96	13 8	4 138	14 156	3 58	6 137	11 81
4 101	1 95	6 2	11 45	2 72	3 178	5 100	12 153	7 177	14 134	10 120	0 177	8 179	9 145	13 70
3 178	12 153	2 157	1 1	14 42	13 14	5 27	9 45	6 65	0 129	10 62	8 127	11 72	4 4	7 187
0 179	4 182	6 41	1 113	9 70	11 68	14 151	12 75	13 166	5 180	10 80	2 65	8 47	3 6	7 2
4 157	5 173	11 24	10 13	9 38	1 176	12 80	6 169	3 40	13 31	0 109	2 30	7 50	8 169	14 188
13 66	8 34	0 19	14 162	5 40	12 98	9 199	4 8	6 181	11 80	2 2	1 121	7 38	3 119	10 104
5 42	12 154	11 20	2 79	8 182	6 2	13 143	3 2	9 116	7 109	14 23	0 152	1 4	10 20	4 127
4 2	0 178	7 31	8 39	1 76	2 19	11 176	5 42	12 81	3 110	14 199	10 113	13 77	9 97	6 179
5 48	10 128	14 198	0 105	8 200	2 57	4 165	12 135	1 127	11 30	6 76	9 160	13 117	3 10	7 164
8 20	1 35	13 11	2 163	9 56	3 6	4 195	6 168	7 162	5 33	12 5	11 18	0 47	14 1	10 195
12 124	9 184	10 187	2 78	5 183	3 150	14 43	7 69	11 54	4 100	13 103	6 106	1 50	8 161	0 64
13 175	1 28	4 135	10 48	2 198	12 89	6 93	3 146	0 69	5 55	7 182	11 134	14 187	8 130	9 182
4 145	14 178	12 15	13 166	5 75	0 102	8 84	9 161	3 179	7 106	11 200	10 77	2 117	1 112	6 144
4 143	5 165	13 46	2 42	7 6	10 17	3 200	9 142	0 64	8 154	1 144	12 62	11 58	14 157	6 5
7 16	5 174	1 169	2 126	14 17	9 73	13 74	8 37	4 17	0 184	3 6	10 175	11 76	6 76	12 179
1 130	2 91	8 164	9 191	0 112	11 175	5 26	3 190	10 147	12 138	6 48	14 51	4 184	7 8	13 61
13 95	6 48	7 94	12 180	4 109	11 51	5 182	0 105	2 52	1 32	10 34	14 126	8 187	3 43	9 101
4 150	13 102	1 128	10 135	2 146	3 155	7 193	0 135	8 61	6 168	14 109	9 124	12 31	5 10	11 90
5 6	10 196	7 145	13 1	9 176	4 1	2 51	6 82	0 55	3 64	11 109	8 9	14 137	1 128	12 123
13 4	4 164	5 16	0 145	14 122	9 162	12 154	7 40	3 81	2 12	10 181	8 54	6 110	1 119	11 56
7 152	5 96	0 111	4 23	8 181	1 37	2 164	13 3	3 199	14 9	9 105	6 11	10 123	11 146	12 144
6 116	2 194	3 107	14 120	9 124	13 125	7 5	12 139	5 59	0 159	1 186	4 172	11 39	8 29	10 125
3 36	4 87	1 167	9 51	13 87	2 153	11 40	12 99	8 56	0 147	7 155	6 144	14 44	5 140	10 36
9 12	8 54	3 81	2 134	0 46	11 196	10 70	6 160	12 128	4 154	13 38	5 29	7 96	14 19	1 140
13 116	2 41	10 93	6 91	0 171	7 82	3 10	11 155	14 188	9 45	12 164	1 38	8 7	4 200	5 135
13 45	5 149	0 141	2 2	1 18	7 152	14 178	4 192	3 72	10 188	12 140	6 181	11 189	9 20	8 170
14 13	13 70	10 153	4 16	7 85	6 193	9 132	8 189	0 154	12 36	11 196	1 59	2 72	3 5	5 93
14 43	5 13	2 180	0 73	12 169	8 6	6 131	7 166	3 33	1 5	4 169	9 51	11 128	10 190	13 124
11 96	1 12	14 196	7 171	5 6	4 194	13 12	10 193	9 24	3 101	0 174	6 50	12 31	2 185	8 59
9 186	5 194	6 47	14 162	12 111	13 170	1 166	3 30	10 182	0 72	8 84	2 125	7 97	11 4	4 132
14 124	2 42	10 13	11 188	12 194	1 154	7 3	5 78	3 102	4 26	8 183	13 4	9 71	6 36	0 42
4 2	5 195	1 143	7 142	9 115	13 62	8 84	11 27	0 46	6 153	14 165	12 1	3 184	2 195	10 66
11 162	12 82	2 96	9 27	4 130	6 166	1 62	13 13	7 138	8 101	14 157	5 142	3 50	10 147	0 137
9 152	12 86	0 121	13 96	5 188	8 113	2 82	4 178	1 28	6 200	3 169	7 54	11 114	10 180	14 36
5 146	0 56	7 113	4 85	12 160	9 81	8 3	3 33	14 45	1 96	10 112	2 133	13 75	6 152	11 80
14 186	5 115	0 103	3 157	1 54	11 94	7 170	12 53	10 47	2 50	9 37	6 77	4 23	13 47	8 109
3 25	9 43	11 136	1 108	12 22	0 118	5 186	7 106	10 106	4 189	8 180	6 31	14 178	13 44	2 34
11 103	5 133	1 193	7 7	8 81	14 125	4 155	12 132	6 40	0 32	10 87	3 163	9 78	13 196	2 106
8 115	7 131	4 8	9 135	3 119	2 115	10 190	5 185	0 92	12 2	6 53	14 67	11 194	13 138	1 6
13 143	12 74	5 40	2 85	1 102	11 53	9 79	6 67	14 77	0 168	7 178	3 8	4 23	8 19	10 142
5 70	11 26	14 123	0 127	6 123	13 28	7 196	1 27	12 118	2 98	8 40	9 106	3 87	10 88	4 28
12 199	9 94	5 32	4 109	7 161	6 175	2 71	11 69	13 134	10 20	8 194	1 89	3 66	0 12	14 198
2 149	11 144	14 46	3 70	9 125	7 28	10 170	13 130	4 91	6 143	12 149	1 154	8 64	0 17	5 42
2 42	9 22	7 153	11 73	1 136	5 12	4 109	3 24	8 37	14 196	12 155	6 29	10 168	13 189	0 138
13 118	2 38	6 46	12 105	14 37	7 29	9 49	1 47	4 181	5 186	3 30	0 125	11 195	8 181	10 25
1 176	12 158	13 59	10 186	5 107	11 124	2 75	0 132	6 154	14 9	7 97	4 4	9 156	8 75	3 18
5 137	7 79	3 145	4 168	13 15	14 108	0 48	12 46	8 135	2 10	1 165	6 117	10 108	11 193	9 106
5 11	0 36	7 161	10 115	4 68	6 9	12 119	1 77	2 136	14 187	8 197	13 118	9 96	11 48	3 141
12 25	1 83	14 116	11 98	2 188	8 146	0 121	6 193	3 142	5 154	13 105	7 151	4 110	9 65	10 151
7 182	4 82	1 116	11 115	3 52	10 94	8 69	0 41	6 76	2 56	9 132	5 23	14 105	13 64	12 10
5 84	7 18	9 146	8 28	12 176	2 168	11 27	1 78	6 155	13 27	4 31	3 31	10 152	14 185	0 69
6 9	2 121	0 117	12 5	13 1	4 72	11 88	7 169	14 34	9 62	3 80	5 155	1 53	10 197	8 153
3 17	13 129	9 158	12 9	5 121	8 170	10 82	7 115	0 106	11 178	6 72	2 89	1 79	14 174	4 100
5 76	12 141	4 184	8 126	3 61	2 183	14 67	13 175	11 82	6 118	0 9	10 56	7 21	1 182	9 35
7 38	0 58	9 58	14 164	12 195	13 38	8 127	1 9	10 134	2 96	5 151	4 163	3 35	6 70	11 2
3 124	9 149	13 67	4 29	14 70	11 163	5 87	10 153	2 24	0 17	12 64	7 187	8 175	1 95	6 118
14 191	5 85	7 69	13 138	12 141	2 159	1 17	4 11	3 142	9 92	10 62	0 55	6 46	11 81	8 37
11 8	6 190	12 14	8 140	4 7	13 72	2 76	1 159	3 16	9 5	7 173	5 37	0 56	14 15	10 6
8 146	10 177	4 42	14 73	2 176	12 180	6 116	7 188	0 179	3 151	9 94	5 155	13 64	11 188	1 89
