90	20
11 32	15 167	6 141	13 69	9 153	7 35	17 193	10 145	16 158	18 181	1 102	8 10	0 1	5 102	4 39	2 146	3 106	19 187	14 91	12 34
8 193	16 180	4 189	7 45	3 168	18 169	2 15	6 26	10 93	14 171	17 166	19 182	15 21	11 137	12 151	5 158	1 46	13 168	9 26	0 55
16 51	12 84	10 155	11 61	0 121	2 177	14 10	18 109	17 48	8 86	3 66	13 82	4 139	1 199	15 91	19 67	7 151	9 141	5 176	6 73
5 126	6 82	17 140	9 55	12 112	4 127	11 144	15 32	7 197	14 42	10 181	3 141	2 124	13 43	16 134	19 17	0 184	8 2	1 183	18 111
9 160	8 166	2 158	15 137	7 180	3 51	12 131	19 104	1 150	10 1	14 192	6 12	0 100	18 90	16 25	11 158	5 84	17 40	13 151	4 137
13 38	6 67	2 171	4 44	5 62	19 129	18 177	12 188	16 113	15 163	9 185	10 6	17 11	0 40	11 79	1 116	8 97	3 8	7 20	14 72
11 56	6 200	19 56	2 200	14 117	3 102	8 115	4 30	15 49	18 51	0 30	5 128	7 147	17 38	9 155	10 198	13 71	12 150	16 57	1 138
1 181	4 51	6 50	16 178	5 46	9 108	13 2	7 128	14 142	18 57	15 152	17 64	12 125	2 145	3 124	10 104	19 173	0 156	8 137	11 197
10 64	13 173	11 134	12 54	0 108	17 138	15 143	16 46	2 138	3 88	1 50	5 110	9 80	19 39	18 75	6 121	8 158	4 5	7 196	14 149
19 191	6 103	3 88	17 175	13 36	8 197	16 138	9 69	7 74	4 38	14 147	18 57	2 23	0 166	5 121	12 123	10 87	1 10	15 134	11 101
16 147	5 193	2 147	13 188	6 5	9 76	11 158	4 3	17 96	15 67	14 156	8 55	0 118	18 115	10 126	1 151	12 142	3 4	7 44	19 131
2 24	11 196	18 53	19 112	0 165	3 179	1 132	8 181	5 46	6 156	16 131	17 39	9 180	10 5	14 109	7 179	13 48	12 63	4 186	15 147
9 171	16 56	15 42	18 37	5 34	0 164	10 182	8 180	7 86	13 155	12 182	1 18	6 172	3 73	17 189	2 11	19 75	4 64	14 189	11 124
16 172	12 195	7 148	0 73	8 51	2 7	11 158	10 86	3 186	1 132	14 115	5 73	4 194	18 127	17 70	6 170	15 196	13 184	19 103	9 8
18 111	13 2	19 131	14 121	17 64	8 173	3 74	7 64	4 25	15 4	0 165	12 118	5 135	16 140	9 127	1 55	2 106	10 127	11 41	6 158
12 107	3 178	2 82	9 71	0 99	16 76	17 11	15 115	7 191	13 54	8 106	18 190	6 168	1 117	11 167	4 36	10 150	14 138	5 125	19 49
14 165	2 77	1 27	4 154	7 146	11 139	3 140	19 106	9 64	18 2	17 124	5 52	12 50	8 68	16 82	13 86	0 151	15 70	6 65	10 57
14 27	11 191	17 57	1 94	8 88	6 196	0 137	13 43	18 44	5 190	2 52	19 83	16 163	9 3	12 132	4 43	7 156	3 46	10 158	15 28
18 16	0 189	11 195	7 173	4 155	12 194	16 86	8 180	19 53	6 95	2 42	5 120	1 189	13 57	15 11	3 15	10 138	9 172	14 137	17 160
3 134	6 100	18 67	1 105	16 136	8 60	12 28	0 101	5 100	17 55	15 90	11 199	14 199	19 107	2 16	9 192	10 137	4 188	13 4	7 83
12 147	16 146	8 101	19 119	3 87	7 32	11 167	10 127	13 182	0 6	9 177	2 187	15 198	5 188	6 183	14 160	18 103	17 66	1 69	4 186
0 194	9 13	6 112	14 75	2 4	12 124	3 177	16 105	15 65	8 101	11 128	17 178	1 92	13 62	7 75	4 154	19 158	18 101	10 68	5 108
19 169	7 165	0 9	16 103	4 9	1 45	11 183	17 120	10 12	15 160	2 55	12 141	9 179	13 99	6 153	14 186	8 57	3 96	5 178	18 68
15 60	0 176	2 175	5 187	4 33	18 136	10 17	19 33	1 43	8 132	17 10	9 186	14 69	13 101	12 194	7 46	11 41	3 135	16 78	6 27
19 138	5 48	10 126	18 165	4 90	11 54	2 128	17 177	7 103	3 188	8 3	0 175	14 10	15 5	9 123	1 102	12 77	16 195	6 116	13 5
11 158	19 136	16 193	12 33	13 151	3 67	9 57	6 24	4 66	0 70	2 136	15 52	10 51	5 180	17 128	8 95	18 166	14 138	7 55	1 40
2 121	5 113	6 93	0 41	3 19	16 98	7 121	15 92	11 95	9 146	13 94	8 189	17 83	18 132	19 53	4 192	10 157	12 120	14 138	1 85
14 98	10 145	12 29	19 155	16 196	7 130	4 183	13 87	17 56	2 23	11 46	9 195	8 108	3 67	5 151	15 162	18 186	6 131	0 164	1 146
2 11	10 94	15 144	9 45	8 144	14 97	16 12	7 17	6 42	11 90	19 137	17 17	12 171	3 96	1 170	18 134	13 89	4 199	5 149	0 95
3 46	6 106	10 44	16 130	18 181	19 151	1 106	11 181	9 187	17 100	15 17	2 42	13 30	8 103	14 125	12 126	7 80	0 35	4 94	5 191
1 155	3 97	2 184	9 175	4 147	18 124	0 182	13 125	10 185	8 35	6 73	14 99	7 102	16 43	11 72	15 58	19 112	17 17	5 91	12 169
16 136	13 169	14 174	15 133	19 123	1 106	7 138	2 150	3 21	9 90	6 144	5 90	18 192	0 95	8 30	12 40	4 75	10 190	17 179	11 149
16 192	4 12	0 85	9 180	13 99	10 114	12 3	2 109	11 151	15 194	14 160	6 21	8 94	7 13	17 66	18 139	19 86	1 85	5 120	3 58
10 186	7 22	19 23	1 71	9 102	13 1	5 19	3 198	17 75	16 86	14 73	0 53	4 104	6 23	2 17	12 116	11 136	15 135	18 165	8 74
3 19	11 125	13 155	4 132	6 13	2 150	1 96	18 102	8 113	7 165	10 37	9 181	14 67	16 96	12 122	17 29	0 130	19 118	5 72	15 137
2 151	6 192	13 125	15 126	10 194	17 27	7 194	14 184	4 51	9 145	18 52	12 197	0 24	8 35	19 5	3 160	16 39	11 82	1 196	5 165
13 51	19 169	18 157	8 109	3 147	6 63	9 167	17 23	11 47	4 165	2 77	12 145	7 71	15 187	16 147	14 72	0 10	5 190	1 93	10 134
4 47	6 184	15 99	8 109	1 175	12 178	2 149	3 62	14 66	9 84	11 190	19 100	16 97	0 165	13 175	17 19	18 118	10 131	7 92	5 182
13 63	12 54	16 90	4 13	9 75	6 47	3 105	7 86	5 144	18 39	17 123	11 63	19 66	10 106	1 112	8 186	15 35	0 109	14 81	2 191
12 187	18 168	13 11	0 143	8 104	2 92	15 74	14 136	11 162	5 82	6 129	4 169	3 5	1 76	10 11	19 8	17 73	7 52	16 168	9 189
11 69	18 2	3 187	14 125	17 50	6 10	4 7	19 1	15 28	0 172	8 91	12 79	5 107	13 189	16 126	9 51	2 188	1 193	10 128	7 54
19 99	5 160	2 1	11 153	16 6	4 190	18 131	1 26	6 71	7 103	9 181	13 125	3 150	0 127	15 167	12 170	17 78	10 10	8 59	14 148
8 53	14 9	0 154	15 33	9 165	19 83	17 34	4 36	12 175	7 130	5 38	2 125	11 184	18 13	16 127	10 70	13 22	3 39	6 152	1 31
6 147	16 157	1 164	11 116	14 28	19 35	9 18	10 104	17 62	3 14	12 190	13 25	0 73	18 52	5 178	4 198	8 77	15 61	7 174	2 189
16 134	3 7	15 54	14 195	12 185	9 190	7 132	6 122	2 144	18 94	4 197	11 73	17 26	8 10	0 165	1 8	10 176	5 26	13 12	19 46
14 41	12 12	1 98	15 24	8 113	10 160	19 171	13 90	2 36	16 25	4 18	11 72	17 191	18 23	3 87	7 106	0 84	6 34	5 99	9 113
11 62	3 43	8 131	5 156	16 168	10 81	0 60	12 96	19 160	18 185	17 115	13 183	15 37	1 49	9 188	7 134	2 144	6 7	14 27	4 194
2 175	8 160	12 141	16 97	9 11	6 100	5 138	14 119	18 55	1 18	0 200	19 114	15 185	11 106	17 198	10 6	4 78	7 132	13 39	3 137
7 119	9 130	16 110	13 196	15 27	5 176	14 45	8 120	0 31	1 124	17 165	19 33	6 168	18 131	11 168	10 197	12 24	3 126	4 83	2 40
15 62	10 139	18 161	16 27	1 43	19 175	8 111	3 174	13 176	2 80	4 10	9 29	0 88	7 184	14 192	17 71	5 138	6 124	12 120	11 69
6 119	9 173	17 198	14 44	3 128	7 183	11 30	4 164	18 185	10 186	2 41	15 31	19 191	8 161	1 33	16 72	0 77	13 148	5 181	12 39
2 73	5 131	6 128	16 185	10 184	13 143	18 20	9 140	14 65	0 156	1 54	7 176	11 182	17 38	12 21	8 70	19 66	4 173	3 134	15 114
10 107	17 110	14 31	15 50	9 143	0 84	7 7	8 165	4 104	11 30	12 60	1 29	18 162	19 91	3 104	2 130	5 110	13 195	16 95	6 133
4 85	1 93	13 46	12 134	0 36	16 165	2 176	9 179	8 125	3 122	6 183	10 170	17 2	11 15	19 12	7 115	14 88	18 34	5 90	15 169
18 11	7 69	14 67	15 30	9 155	13 85	1 110	8 134	6 83	10 13	0 137	19 106	12 87	4 122	3 187	2 160	11 37	5 175	16 51	17 141
6 10	13 21	10 115	3 184	5 26	4 103	11 166	2 69	18 168	14 32	0 133	19 76	17 89	16 50	9 144	15 148	8 101	12 47	1 115	7 148
11 49	19 187	3 159	4 102	6 59	16 161	5 162	7 132	1 39	8 4	18 65	10 79	14 1	15 173	0 35	13 159	12 40	9 174	2 196	17 58
8 97	13 180	17 184	7 72	14 38	15 127	5 99	0 70	4 36	6 22	1 40	3 131	2 92	9 98	16 72	19 150	18 169	12 177	11 165	10 157
9 176	13 39	7 169	1 122	6 3	2 37	16 115	11 68	15 16	8 92	4 130	5 184	18 8	0 35	17 80	19 75	12 144	3 166	14 51	10 52
3 154	6 50	5 45	8 56	7 93	0 101	1 92	13 198	9 51	2 139	15 136	14 113	17 142	16 199	12 163	10 155	18 78	4 112	19 68	11 58
18 126	8 195	1 9	13 193	3 21	15 38	16 63	2 56	14 7	4 81	11 36	10 5	12 153	9 22	6 32	19 175	0 23	5 173	17 171	7 153
4 196	11 8	19 193	2 181	1 177	0 16	16 195	9 11	5 58	12 167	14 82	17 80	6 4	18 67	15 108	7 154	10 197	13 150	8 148	3 109
16 58	8 113	7 188	9 63	0 42	5 132	2 187	10 180	6 98	11 100	18 196	19 6	17 176	12 174	3 38	4 53	1 141	14 152	15 70	13 168
19 159	12 86	5 21	13 13	2 78	9 136	11 89	17 155	1 98	16 5	18 59	6 27	3 23	15 3	14 140	0 1	4 76	10 18	8 194	7 49
14 88	6 10	2 175	17 2	19 186	0 151	15 94	10 6	13 89	18 177	9 4	5 40	8 164	11 19	1 157	16 177	7 39	3 15	4 132	12 96
5 139	13 130	12 118	17 47	7 183	11 113	19 24	4 124	9 189	16 128	18 53	15 117	0 28	8 32	2 102	14 151	3 68	6 20	1 101	10 154
14 83	16 101	10 90	18 86	4 66	7 70	5 152	13 36	2 146	3 1	12 144	17 163	6 64	9 146	19 96	1 28	11 73	8 19	0 139	15 37
10 96	0 145	14 77	4 178	5 135	7 19	17 175	19 181	2 97	18 95	16 187	6 135	15 180	3 88	12 7	1 9	13 110	11 154	8 169	9 142
3 37	2 115	0 21	15 58	8 11	12 39	16 84	7 93	17 189	4 67	10 25	1 194	18 66	5 197	9 93	6 157	11 10	14 106	13 10	19 26
7 156	11 166	5 26	19 140	13 80	1 182	18 132	15 141	6 73	17 64	3 168	10 38	0 198	12 82	16 96	4 89	14 73	8 124	9 45	2 77
4 10	15 187	18 83	19 62	5 148	10 20	7 73	11 194	12 26	0 199	17 187	16 9	9 129	2 75	3 80	1 44	6 4	14 58	8 85	13 20
16 186	12 61	0 180	5 58	8 200	14 95	6 103	17 58	18 140	1 114	19 195	2 53	15 91	9 160	4 30	13 57	7 157	11 79	3 177	10 88
8 134	9 198	7 11	4 169	16 190	2 101	19 104	10 95	15 142	5 100	11 102	3 32	17 74	14 156	0 152	6 181	1 86	18 74	12 30	13 47
6 151	19 81	8 22	4 83	13 118	17 163	18 135	11 76	1 27	7 21	14 159	16 87	15 115	9 53	12 53	5 86	0 200	2 86	3 133	10 8
14 96	15 42	18 180	10 160	7 29	1 76	8 82	9 139	2 13	13 164	11 41	19 102	12 96	16 187	17 158	3 1	6 167	0 175	4 92	5 83
11 189	14 83	12 168	5 39	3 115	13 56	15 34	8 157	17 168	1 113	6 65	19 90	2 92	7 174	4 112	16 88	10 17	9 45	18 152	0 71
11 162	0 112	5 175	6 156	13 95	12 197	17 197	2 83	10 27	4 30	18 31	9 174	19 189	3 93	1 130	14 168	8 122	16 199	7 63	15 83
