80	70
67 60	65 66	21 76	29 17	52 85	69 57	43 6	62 1	7 79	25 40	1 34	57 10	64 61	16 33	35 44	26 52	56 74	0 99	10 42	39 36	22 73	44 4	11 19	2 37	24 53	17 29	36 32	66 48	20 97	41 82	9 15	38 80	37 52	48 95	13 86	28 74	5 68	34 79	61 13	32 11	54 51	40 42	31 81	30 93	68 67	23 25	63 97	46 2	33 8	47 79	19 16	50 23	27 70	55 14	53 64	8 94	58 98	18 7	42 23	6 83	49 5	59 85	51 70	15 34	14 71	12 40	4 32	45 36	60 47	3 4
47 87	50 21	57 82	53 91	45 29	2 80	59 88	27 49	22 87	33 31	5 46	39 86	52 32	28 38	68 10	43 40	30 71	23 84	63 23	38 69	24 47	11 60	35 54	21 92	26 11	31 40	3 90	14 94	62 41	49 84	69 65	65 29	15 73	51 72	29 81	37 98	61 8	18 58	9 78	4 50	8 74	16 94	32 90	64 52	58 92	44 65	55 89	1 64	46 18	41 66	17 46	13 23	6 63	25 92	48 31	12 46	56 39	10 8	7 31	40 40	36 89	60 49	67 5	66 11	42 96	19 8	0 92	34 20	54 97	20 95
30 87	58 16	68 97	49 20	6 10	26 96	10 1	33 22	15 29	18 91	59 86	53 23	2 21	23 16	55 7	9 3	62 35	43 79	29 54	27 6	21 58	11 36	19 67	44 92	1 77	38 99	40 22	65 28	17 67	32 67	39 42	24 9	12 30	57 72	25 47	56 3	8 61	67 91	20 32	48 54	51 6	54 3	47 80	13 46	41 61	66 64	45 43	52 7	3 27	50 64	46 74	14 31	31 16	64 88	63 49	35 25	4 69	34 59	42 45	22 75	36 17	61 13	7 33	60 71	28 16	0 92	5 99	37 58	16 34	69 47
66 53	49 46	44 65	45 13	36 26	10 89	24 77	5 56	39 91	54 16	0 80	37 53	23 24	12 41	8 55	68 35	67 48	7 7	64 96	62 23	27 81	53 98	30 44	31 22	28 17	16 80	33 70	60 42	35 49	25 91	47 41	29 25	20 30	21 63	57 27	63 11	19 61	59 80	48 4	18 65	11 23	61 13	3 94	43 76	69 63	50 90	41 48	55 73	9 4	58 39	26 99	46 31	56 55	13 87	32 77	52 75	38 62	40 24	2 69	65 90	17 63	15 25	34 7	14 34	6 31	42 87	1 87	4 97	51 39	22 98
16 76	57 72	53 18	4 54	48 67	25 92	69 23	31 99	12 69	43 31	6 14	30 13	5 80	54 97	38 8	3 16	61 94	32 99	55 14	60 55	28 39	10 34	65 57	22 87	40 18	26 70	68 12	17 84	20 91	34 6	59 25	13 79	56 37	0 72	9 56	63 66	58 12	37 46	24 11	18 47	64 99	49 57	7 37	66 84	51 23	2 45	14 79	45 20	46 46	19 85	52 38	35 89	50 44	44 94	41 63	15 46	62 28	29 35	21 23	42 59	33 6	67 20	8 21	23 68	1 47	36 57	47 10	27 93	39 61	11 34
23 70	2 42	50 77	69 96	33 42	4 69	8 6	62 28	52 19	9 31	42 76	31 89	24 3	58 89	61 43	12 50	66 70	7 59	19 6	28 24	38 83	46 65	14 86	22 73	3 48	53 32	65 83	67 44	41 37	15 15	59 18	43 56	56 61	35 70	36 7	39 43	30 83	5 72	49 5	63 33	20 44	1 47	34 49	29 66	18 54	10 56	6 23	60 60	0 72	21 64	13 1	55 92	64 75	17 49	68 99	51 4	37 58	26 16	32 29	54 44	27 86	16 73	25 82	47 67	44 54	11 72	40 31	57 79	48 68	45 21
28 37	58 13	46 36	24 45	67 18	68 20	19 87	54 96	29 35	41 48	60 23	62 4	45 61	61 54	52 7	42 29	40 26	11 91	63 92	37 90	31 12	26 65	32 40	43 97	16 94	6 92	4 33	47 6	5 92	0 39	53 77	39 60	66 65	12 32	50 61	18 34	8 1	15 91	36 75	69 24	17 19	55 26	57 43	59 28	33 37	3 60	25 72	9 80	49 98	27 5	23 18	10 36	22 95	14 24	21 51	20 63	51 6	56 29	2 83	30 96	44 24	65 16	13 80	38 5	48 55	7 23	64 99	1 30	34 51	35 51
38 52	40 8	8 28	63 3	18 65	6 32	21 5	61 11	69 29	35 80	15 55	13 76	10 72	36 87	56 14	0 62	7 63	2 66	60 40	25 80	4 15	68 24	34 41	59 38	26 12	17 21	43 99	19 49	33 56	64 28	32 31	46 38	47 72	31 54	48 50	12 37	45 32	65 61	20 83	27 45	1 80	37 74	23 46	62 48	44 24	39 42	24 33	29 7	9 83	67 20	57 85	5 25	41 58	51 75	22 15	53 37	54 64	14 53	30 79	55 32	11 25	58 46	42 97	66 93	3 99	52 35	28 46	16 33	49 32	50 48
0 55	47 15	22 23	32 68	11 3	34 38	14 8	45 88	42 65	41 53	5 82	55 4	53 28	48 3	17 88	13 21	58 47	56 13	28 12	10 92	61 10	35 32	2 63	50 70	69 99	40 76	33 20	23 22	27 78	68 8	4 88	7 18	21 31	26 78	12 90	1 59	6 44	65 17	3 70	36 48	18 64	19 74	39 2	24 44	67 98	52 28	37 97	62 76	59 71	31 16	25 37	29 81	44 25	46 52	63 73	66 99	16 50	64 84	9 28	51 8	43 46	8 84	49 12	54 41	38 78	30 46	57 70	60 16	20 49	15 65
51 50	43 25	59 34	42 84	3 83	18 66	60 95	65 98	9 24	22 53	36 15	62 35	15 85	54 99	34 57	17 47	38 72	33 59	30 17	4 91	55 72	56 43	24 83	8 76	6 87	39 12	49 54	52 45	19 94	69 47	2 29	14 34	44 69	13 53	63 7	31 1	67 39	53 10	64 91	35 4	66 65	58 97	10 85	23 53	5 3	61 4	0 10	68 98	1 27	27 26	57 77	7 7	11 97	45 77	20 73	46 8	32 48	48 3	16 32	47 70	28 86	37 74	21 36	50 97	12 94	29 54	41 78	26 49	25 43	40 92
55 35	56 25	31 20	11 83	54 26	48 3	41 21	57 80	9 20	1 47	20 71	62 43	28 88	36 26	49 17	51 93	13 4	60 85	38 79	53 60	27 29	52 5	10 81	59 44	4 23	58 23	21 6	29 75	2 37	35 6	47 42	39 46	23 13	18 76	42 20	25 89	61 15	66 67	26 72	63 33	33 4	32 80	16 16	3 30	68 3	24 92	12 59	69 38	50 64	6 43	64 62	19 86	40 14	0 39	45 22	43 62	14 28	30 87	37 97	65 30	34 60	44 59	46 34	67 78	8 1	22 52	5 85	17 30	7 48	15 3
17 87	54 71	46 65	9 28	56 39	12 11	16 95	66 74	37 89	32 62	36 74	0 55	38 52	20 16	67 42	27 43	35 28	24 6	44 24	52 79	6 43	45 35	22 73	58 84	28 62	18 7	10 90	59 45	40 79	2 38	64 74	61 61	33 11	39 40	43 7	34 16	29 76	65 56	8 35	26 72	3 85	60 78	68 81	57 40	51 53	13 15	19 27	15 7	5 58	14 29	21 19	11 10	23 28	47 27	30 91	42 62	4 1	55 76	53 73	63 18	50 4	7 21	48 89	1 6	69 7	31 51	62 78	41 10	49 89	25 31
67 93	44 86	68 44	1 56	52 76	8 19	29 75	3 74	38 48	51 1	22 40	41 9	50 52	13 19	23 99	53 26	5 71	63 97	62 99	57 52	9 55	42 5	47 71	30 46	34 21	60 80	11 28	7 82	32 51	35 46	45 36	66 29	31 83	49 16	15 18	46 5	17 22	10 89	21 32	18 89	37 49	43 70	58 66	36 84	2 7	65 47	40 26	56 57	24 33	69 20	55 71	28 26	27 24	12 71	59 37	39 8	33 59	4 45	48 13	16 59	54 87	26 59	0 53	6 38	64 31	20 57	61 23	25 42	14 83	19 12
60 34	35 40	44 7	68 54	15 30	37 81	0 23	42 20	16 53	56 48	12 26	59 33	9 4	29 75	62 46	3 29	6 53	61 27	25 17	21 89	49 7	55 98	32 70	27 11	36 9	48 44	47 48	52 74	11 81	69 76	14 37	39 9	40 61	65 33	22 27	20 20	10 78	53 8	57 89	41 88	33 22	23 68	66 66	2 22	13 83	51 49	24 24	17 12	38 89	63 75	34 42	64 25	54 16	43 93	5 77	8 50	46 20	31 87	7 65	45 71	67 32	26 86	18 10	58 27	50 28	28 87	19 75	30 10	1 26	4 53
56 20	31 32	24 48	23 34	62 96	44 22	18 18	38 12	69 70	65 93	34 92	4 53	42 10	14 81	47 49	40 50	67 15	58 36	6 78	37 71	54 62	53 84	46 43	16 42	61 74	43 51	51 32	35 18	66 99	12 52	41 77	13 16	33 81	50 53	9 84	45 51	36 89	19 87	39 98	60 54	52 71	17 26	7 17	1 75	57 70	49 86	21 31	25 57	68 36	10 42	48 90	2 75	11 46	27 85	64 33	55 17	22 24	20 74	8 57	63 71	0 9	32 36	3 54	30 70	26 89	15 79	28 27	29 52	5 50	59 48
20 52	13 30	50 17	42 64	35 78	60 38	25 90	14 69	27 74	32 94	55 57	63 63	12 90	61 44	21 15	0 69	44 61	62 48	51 28	23 31	11 72	33 47	68 3	1 71	41 67	38 33	58 29	31 77	30 73	34 93	26 17	67 22	37 27	24 39	45 70	18 17	43 72	8 91	66 71	29 43	9 10	3 79	40 55	54 32	7 62	57 43	48 14	16 3	2 36	46 11	10 10	56 99	22 10	52 84	36 53	4 99	19 2	47 76	65 34	39 18	59 58	17 78	64 86	15 89	69 9	28 15	5 55	6 69	49 64	53 46
47 7	53 48	35 19	40 39	43 27	5 63	13 19	26 94	10 72	9 59	6 23	14 16	54 33	66 78	1 63	30 50	17 95	67 43	28 63	62 76	50 88	56 26	65 16	19 35	36 69	60 81	63 4	42 16	37 86	29 26	22 75	4 65	32 33	0 18	7 65	38 86	33 66	39 59	21 96	69 40	3 15	12 67	27 12	24 19	48 49	52 14	41 32	51 85	18 61	46 23	11 40	20 66	49 32	25 61	16 58	8 69	31 25	34 54	55 5	45 59	2 11	58 81	15 92	61 43	59 87	23 65	57 95	44 24	68 67	64 83
26 57	5 56	69 2	31 46	14 97	51 46	0 42	19 93	64 79	29 49	8 73	16 19	36 44	45 75	42 24	67 54	56 51	10 23	54 52	35 69	34 92	25 33	7 21	15 94	60 63	4 39	44 82	6 48	33 99	39 40	52 13	32 17	68 94	40 98	24 71	18 38	12 91	1 87	53 45	27 81	13 33	48 14	9 26	23 11	50 15	66 20	17 70	3 64	63 65	57 95	41 75	65 58	43 16	46 46	30 31	59 39	37 42	58 21	62 94	47 23	21 96	38 64	55 52	2 4	22 45	28 70	11 71	20 29	61 81	49 81
45 58	44 39	3 87	9 13	1 39	16 71	56 34	66 12	21 33	37 91	28 25	4 22	10 80	39 39	38 6	35 52	57 23	64 91	46 1	0 35	12 10	67 7	17 85	58 89	41 77	15 73	18 14	49 34	31 86	8 28	36 3	65 65	55 94	47 1	14 66	29 30	7 47	42 31	33 11	60 42	13 34	52 30	61 90	69 97	22 8	25 49	54 79	11 53	43 32	50 36	59 57	26 83	20 66	2 62	27 75	63 69	48 1	68 74	53 63	32 50	62 37	5 28	40 55	6 16	23 10	30 39	19 56	24 21	51 9	34 72
8 43	69 44	31 83	46 89	18 49	41 83	55 38	60 29	11 90	38 50	64 92	65 54	37 49	23 3	54 54	4 14	30 75	27 84	45 46	34 98	57 96	20 68	59 30	6 55	48 27	56 59	63 17	19 58	35 12	33 63	51 1	21 40	43 90	32 95	52 98	24 56	44 92	66 18	15 54	9 82	26 58	7 21	49 78	67 84	53 43	14 48	13 72	2 89	58 95	16 93	10 38	22 20	40 66	1 11	17 57	29 68	3 96	25 65	61 91	0 65	42 53	5 68	47 51	50 53	36 83	62 56	28 27	68 60	39 21	12 37
66 13	44 21	54 37	42 68	64 88	51 98	46 51	6 80	57 98	61 79	56 99	10 62	23 86	55 57	1 94	20 65	37 66	18 10	3 60	49 47	43 2	60 38	5 24	59 95	31 60	4 46	15 20	2 4	53 32	62 43	35 89	17 75	24 28	50 11	21 34	36 61	14 29	45 38	29 67	68 67	26 69	9 5	48 62	40 73	67 29	7 18	58 28	11 13	52 45	39 80	0 70	30 58	13 54	12 54	65 64	63 72	47 89	16 10	34 61	22 3	38 22	32 95	28 76	8 41	19 45	69 48	41 1	25 19	27 57	33 24
1 29	68 11	8 26	28 78	59 52	31 89	63 53	27 66	66 65	30 84	9 80	61 68	55 15	46 12	7 37	44 49	25 54	58 51	60 28	39 91	57 7	48 50	6 90	42 52	16 15	35 21	36 4	21 3	54 72	19 58	17 73	43 39	51 37	67 9	64 23	33 66	23 96	41 94	26 57	5 94	56 13	32 78	4 3	22 93	12 16	34 99	13 23	47 39	69 4	18 17	14 86	40 85	62 62	65 66	3 2	37 56	50 55	29 12	10 44	0 3	20 31	2 82	45 81	49 76	53 73	11 9	52 35	15 92	24 22	38 46
58 58	51 91	16 69	64 46	55 82	57 48	15 84	18 12	41 99	45 25	56 98	49 5	17 77	36 50	20 93	29 69	10 7	42 55	1 54	26 36	38 51	67 62	52 97	11 72	39 57	0 50	33 34	3 10	46 20	27 86	68 63	65 38	24 27	9 71	37 72	21 24	69 7	44 61	8 41	60 37	47 49	2 59	54 15	53 19	66 55	12 65	25 73	43 97	28 55	63 48	32 56	40 24	50 81	31 37	62 48	6 27	4 62	30 13	13 50	5 36	22 18	61 89	7 58	48 85	14 81	19 13	59 93	34 46	23 34	35 73
33 39	26 87	43 53	52 58	27 4	23 70	39 27	59 80	66 31	60 52	48 82	61 10	49 67	28 86	62 4	4 56	63 47	50 44	55 54	42 49	19 3	17 76	6 62	65 76	13 59	45 42	11 12	57 25	5 47	47 92	22 41	21 70	46 85	18 26	2 68	3 92	10 88	40 70	29 80	30 40	20 25	51 93	38 87	16 10	54 52	58 68	32 30	44 54	56 5	1 41	41 59	68 50	9 32	8 21	64 98	34 51	0 19	31 89	14 5	12 96	35 87	67 15	24 20	15 45	37 84	69 66	25 33	36 1	7 69	53 95
12 24	45 48	62 86	56 38	23 62	27 22	69 76	40 48	41 54	64 80	26 45	0 81	29 76	37 17	9 50	8 48	10 50	32 99	67 24	63 86	39 20	44 5	24 27	3 6	22 22	33 96	1 66	34 92	5 69	36 16	55 82	59 82	16 88	2 19	58 42	30 92	50 6	21 80	31 40	48 3	54 15	13 3	20 85	66 97	17 1	49 52	18 57	57 18	15 43	52 78	68 53	14 38	47 81	46 21	38 13	7 89	43 41	61 72	11 10	35 72	51 23	4 60	65 73	6 54	60 8	28 6	25 27	19 60	42 95	53 49
36 3	31 99	1 27	3 11	13 53	10 44	49 23	54 28	5 52	40 80	14 50	7 9	41 99	22 43	61 84	11 84	6 23	50 70	8 98	32 82	20 3	48 69	39 93	68 35	2 65	69 77	17 33	18 93	56 85	38 50	44 56	58 60	16 38	12 72	27 51	15 55	46 22	29 64	65 11	64 22	30 80	23 44	34 52	63 56	42 54	37 28	57 50	4 32	62 3	53 88	33 36	25 98	43 53	45 13	52 30	51 44	60 57	19 99	0 79	26 70	9 3	67 44	47 69	55 89	24 61	59 24	28 19	66 36	35 50	21 66
16 38	1 51	62 33	50 90	43 64	3 54	10 64	49 4	57 95	53 69	37 31	48 47	23 75	55 45	8 47	29 78	63 86	4 33	31 1	34 1	28 35	56 13	39 91	68 20	14 65	22 88	58 28	6 13	11 64	9 1	25 77	59 30	69 23	36 99	45 50	20 92	61 74	66 83	27 15	42 27	65 59	2 50	64 63	13 94	32 37	7 66	47 53	21 28	52 72	40 42	30 86	17 80	35 86	60 84	44 76	54 82	15 78	24 57	12 12	38 33	33 79	0 22	5 94	26 38	51 84	41 52	46 79	67 9	19 48	18 63
48 9	55 11	47 9	30 70	39 69	50 29	5 83	33 17	4 39	2 30	41 67	44 34	1 30	12 96	66 67	69 80	6 95	63 23	27 38	11 99	60 14	57 87	40 79	58 75	19 60	42 91	25 48	52 21	36 72	14 41	15 10	32 46	35 31	49 30	10 10	43 85	67 57	7 58	16 21	53 15	68 6	22 11	45 7	20 60	38 87	46 55	9 83	3 37	21 3	65 84	51 35	24 35	17 34	26 4	54 30	64 38	28 55	31 23	13 41	61 49	23 23	18 2	0 3	34 81	29 80	37 93	56 27	62 12	59 63	8 79
46 82	32 82	38 18	54 41	68 88	34 34	55 22	4 78	43 70	15 31	58 42	45 40	67 8	2 6	37 70	63 23	47 26	9 52	49 69	23 61	51 65	28 38	21 1	7 82	65 93	16 36	10 4	11 95	69 43	66 54	18 23	57 88	30 18	52 34	48 96	3 25	64 1	41 60	13 31	31 37	19 67	40 75	33 99	60 15	25 72	12 83	0 97	1 4	39 29	44 34	56 6	29 44	27 50	62 95	17 87	50 43	42 49	35 43	5 13	53 45	61 89	20 85	22 19	8 24	6 82	36 52	14 10	26 18	24 79	59 27
13 26	20 99	65 47	1 60	61 66	31 91	60 88	39 26	11 13	38 98	16 2	22 39	33 49	43 91	40 72	29 41	21 61	62 65	56 74	14 42	42 47	30 52	27 30	5 18	25 53	57 95	53 55	12 12	28 15	67 61	69 42	58 90	50 77	0 23	37 93	9 31	34 8	52 15	55 72	6 79	18 27	19 99	68 5	54 53	8 5	2 6	47 40	23 79	35 24	51 75	48 78	41 14	26 79	15 6	24 18	46 29	49 97	59 96	7 16	44 87	3 84	63 26	36 94	64 28	45 5	4 4	66 83	17 55	10 27	32 21
6 59	16 78	12 14	32 69	7 80	20 4	23 5	10 10	22 56	48 27	65 25	54 82	42 62	2 67	18 17	15 91	30 86	60 43	5 42	34 62	56 51	45 67	21 35	36 96	68 69	53 78	47 1	29 82	8 47	44 68	11 39	31 59	63 77	14 55	17 66	66 35	0 89	3 27	52 76	24 55	49 3	46 73	55 21	59 93	61 40	19 70	1 44	43 68	33 47	13 10	27 29	57 45	50 50	67 35	4 77	28 88	35 58	9 58	25 21	58 17	37 6	62 79	38 87	41 77	69 51	39 30	26 76	64 40	51 47	40 92
21 35	55 84	37 2	40 22	24 46	38 89	48 57	22 64	28 96	63 55	62 62	68 40	34 71	42 68	10 98	64 85	61 20	0 14	15 28	57 80	9 28	3 84	29 2	51 73	39 45	49 47	50 77	58 2	59 10	23 2	14 45	17 19	6 99	20 43	25 6	35 28	52 34	30 26	7 32	8 65	36 70	11 45	33 37	60 73	43 20	53 3	1 45	4 39	31 39	65 9	5 19	13 29	44 52	26 42	54 13	41 30	45 97	67 57	27 35	32 56	19 13	56 59	2 14	12 46	47 55	69 32	18 54	66 58	16 46	46 59
1 81	50 33	43 42	32 18	31 10	64 37	20 93	27 53	24 15	4 72	68 35	34 63	3 6	18 85	9 53	63 66	7 46	56 93	44 66	53 76	6 3	14 8	37 99	52 40	10 90	67 60	60 90	69 88	30 83	45 94	65 7	28 92	61 11	41 76	17 77	39 51	0 18	47 36	5 88	48 61	21 12	57 88	8 54	15 3	38 81	59 34	58 66	55 60	11 19	40 60	49 16	26 56	46 26	2 25	54 55	35 29	42 95	19 2	12 79	25 37	62 57	13 7	16 86	23 16	22 50	29 15	33 42	66 68	36 84	51 72
24 27	7 50	37 61	26 90	45 30	28 14	43 61	48 31	56 69	38 66	65 37	46 53	64 19	0 59	62 43	69 23	12 58	55 50	68 80	17 25	22 37	3 64	9 98	11 10	39 2	8 1	13 80	2 66	1 36	63 23	14 4	40 58	33 57	35 23	19 71	15 59	20 63	36 62	42 60	53 61	23 47	50 78	57 18	67 37	52 5	49 51	59 11	18 39	58 75	30 96	41 98	51 6	66 39	60 44	32 63	61 88	31 52	47 95	25 37	44 42	27 41	5 88	10 69	6 1	29 59	4 76	34 16	16 31	54 79	21 30
26 91	31 76	60 58	66 8	30 86	15 47	41 21	12 70	35 22	58 6	32 94	37 19	67 66	40 95	27 56	6 51	13 82	38 54	25 56	29 89	68 85	51 80	16 65	33 20	0 10	56 34	61 22	9 35	50 3	4 37	43 76	63 64	24 38	7 97	53 9	48 63	42 98	5 27	3 69	14 32	21 67	47 76	69 8	19 36	55 69	57 53	17 41	65 17	54 10	20 93	46 81	11 25	39 59	49 36	45 14	59 91	34 86	10 9	22 48	62 17	18 13	8 44	44 61	1 7	23 6	52 42	64 11	36 13	28 7	2 60
