60	15
10 114	7 56	5 145	14 153	0 33	9 174	8 46	3 80	12 57	2 150	6 26	13 56	1 63	4 99	11 87
13 73	11 46	14 139	9 107	12 1	5 135	4 5	7 56	0 56	2 119	3 22	8 117	10 161	6 149	1 68
8 85	3 87	4 97	12 173	5 152	13 137	10 93	14 123	11 96	9 34	1 106	0 167	7 143	6 79	2 153
1 23	14 128	3 121	10 145	0 30	6 20	2 167	7 31	13 31	4 141	5 189	8 106	11 90	12 72	9 17
2 177	4 96	0 58	8 144	1 178	12 45	3 19	5 152	9 11	6 43	13 158	14 199	10 192	7 86	11 51
4 64	14 38	10 66	1 183	2 124	6 25	5 84	0 148	9 74	12 121	11 190	7 112	3 92	8 68	13 71
8 23	10 7	2 135	13 54	6 157	12 169	14 157	1 164	4 86	5 27	11 24	9 21	7 157	0 42	3 143
11 87	8 198	14 9	3 47	13 2	12 82	0 72	10 68	6 13	4 159	5 63	1 125	9 113	7 129	2 148
1 182	10 166	4 91	5 132	8 146	14 190	6 25	13 179	2 187	11 128	7 167	12 150	9 193	0 200	3 38
2 148	13 101	3 193	12 86	0 36	5 113	9 30	4 145	11 22	10 66	14 15	7 137	1 179	6 109	8 14
8 26	7 170	4 105	14 30	6 188	1 36	5 10	2 142	10 117	11 61	3 159	0 109	13 59	12 181	9 152
14 73	4 181	7 195	5 176	3 47	8 91	12 184	6 105	13 38	1 159	9 7	2 57	10 19	11 92	0 184
2 116	14 56	11 129	7 24	3 25	10 168	5 137	1 17	8 163	6 64	4 98	13 109	0 1	12 169	9 198
3 53	10 146	14 167	4 47	11 196	6 100	2 55	8 95	0 84	7 37	9 20	1 69	12 190	5 165	13 51
10 30	11 84	2 196	1 164	9 36	0 23	14 139	8 44	6 99	12 175	4 170	13 65	5 196	3 34	7 121
0 199	8 42	7 27	3 110	11 131	9 38	13 50	10 81	6 172	4 29	2 59	5 9	1 71	12 119	14 120
5 76	12 152	10 11	4 104	1 128	6 65	11 150	7 32	2 103	8 164	9 198	14 122	13 48	3 125	0 103
