70	15
2 83	8 92	3 80	11 9	12 3	13 84	7 49	0 19	6 1	14 60	1 54	10 57	5 90	4 79	9 6
13 53	6 47	7 54	14 11	9 12	12 44	4 32	2 8	8 76	10 69	11 7	1 82	3 50	5 14	0 55
1 82	2 33	14 69	4 17	8 64	11 78	6 98	3 87	13 50	7 60	0 81	5 47	9 41	10 49	12 57
2 90	5 31	11 73	12 40	4 56	3 42	7 81	0 63	13 51	6 21	14 42	9 51	1 20	8 35	10 98
3 98	14 21	6 92	9 90	0 97	10 2	11 25	4 39	13 44	1 29	8 80	7 80	2 71	5 59	12 27
10 36	9 30	6 63	12 27	13 55	11 22	7 53	8 55	2 14	4 84	14 2	3 78	1 55	0 84	5 76
4 9	0 81	9 59	6 39	11 12	3 64	12 86	1 33	10 10	14 94	5 97	2 1	13 99	8 73	7 85
6 72	12 80	4 91	2 32	11 90	3 73	8 47	14 49	1 37	13 45	9 51	10 96	5 81	0 16	7 84
7 15	3 28	0 86	13 76	6 83	8 89	2 54	1 96	5 62	12 28	11 78	4 23	10 25	14 29	9 89
3 57	7 82	2 93	0 26	1 2	12 83	4 31	8 41	6 24	9 52	13 64	11 74	10 47	14 53	5 85
8 56	13 97	0 58	4 27	6 48	7 98	11 77	3 80	12 43	9 95	5 51	1 57	14 70	2 96	10 43
14 61	12 54	4 36	9 20	10 59	5 57	2 67	1 21	7 71	8 53	0 63	13 25	6 92	11 4	3 56
9 46	1 77	6 93	5 49	10 23	8 97	3 48	12 91	13 53	4 41	0 90	7 33	14 34	11 54	2 58
2 84	12 29	8 57	0 14	3 15	10 12	5 67	9 83	11 21	14 53	6 56	7 79	13 85	4 11	1 1
12 74	9 34	6 19	1 50	8 73	10 17	11 17	0 43	3 15	14 90	7 61	4 76	2 90	5 6	13 15
0 97	10 95	4 87	3 4	5 21	8 99	7 33	12 22	1 66	2 45	9 47	14 36	11 19	13 73	6 51
3 7	13 76	2 54	4 45	7 33	5 85	6 31	9 45	10 93	1 86	12 80	11 43	0 91	8 85	14 39
8 51	5 58	11 9	2 19	0 19	7 42	3 78	13 65	4 68	12 73	6 41	14 27	10 81	1 79	9 8
8 46	9 22	1 55	12 36	11 61	5 63	10 27	2 61	4 25	13 16	3 61	7 34	0 50	14 88	6 76
7 20	2 69	1 78	10 87	14 22	6 65	8 91	11 20	12 7	9 57	3 59	0 42	13 33	5 90	4 56
4 82	12 4	10 85	8 94	5 86	9 31	3 19	13 51	0 59	6 79	11 7	14 26	2 89	7 53	1 74
0 58	5 83	3 98	12 35	4 91	13 55	11 31	7 96	2 31	6 24	14 26	8 57	1 87	10 84	9 98
7 66	14 5	3 12	4 76	9 72	2 30	10 29	11 75	1 90	5 26	0 34	6 11	12 80	13 9	8 56
5 13	0 44	7 77	11 8	4 49	3 73	6 5	12 43	8 44	10 92	14 65	2 59	9 63	13 83	1 65
0 88	2 13	5 95	14 72	13 41	10 46	9 17	12 86	1 10	8 62	7 50	4 22	3 69	11 86	6 89
12 85	10 84	1 68	9 50	11 31	8 38	7 47	4 42	5 57	2 17	0 34	6 93	3 31	13 9	14 42
14 2	1 67	5 11	12 2	2 43	6 53	3 58	11 8	9 53	4 85	0 84	7 21	8 7	10 11	13 7
13 35	6 95	7 9	14 6	5 22	1 74	11 24	10 32	8 23	9 49	2 42	12 30	0 39	4 96	3 30
4 77	5 82	13 98	11 32	3 8	10 41	6 40	0 45	8 8	12 66	9 41	7 73	14 38	2 22	1 53
11 81	8 53	4 63	10 7	13 50	12 87	2 84	1 44	3 30	7 99	6 39	5 38	14 75	9 51	0 31
6 18	12 53	4 52	3 88	2 51	5 35	8 46	7 54	13 3	0 4	11 64	9 63	1 37	14 95	10 56
3 65	13 96	9 22	14 11	6 65	11 87	7 4	1 95	2 6	10 61	8 28	12 11	0 32	5 3	4 11
3 39	2 2	5 12	0 46	4 56	13 56	11 54	10 14	8 99	1 53	7 58	14 87	12 46	9 73	6 36
1 78	12 21	10 6	2 16	4 61	14 41	11 31	7 62	9 12	6 18	8 43	13 10	0 76	5 47	3 67
14 5	8 95	10 86	1 17	13 48	3 77	9 91	12 85	2 91	7 96	4 63	0 93	6 19	11 1	5 86
6 25	4 97	10 51	8 60	1 84	14 77	3 37	2 22	7 46	5 68	13 41	11 46	9 74	0 79	12 90
5 43	12 7	9 79	14 63	3 99	0 91	11 94	10 42	1 31	13 86	8 52	4 13	7 42	6 32	2 57
0 71	7 46	10 97	4 85	2 90	6 65	13 25	11 21	14 23	3 7	9 33	1 19	8 73	5 17	12 79
4 51	1 77	9 42	7 80	3 77	11 35	14 65	8 32	5 77	6 78	0 71	2 88	10 95	13 77	12 42
2 69	1 38	10 56	11 58	12 82	13 65	4 66	9 75	6 85	3 20	7 80	14 39	8 61	0 24	5 87
2 51	11 50	4 37	3 11	10 38	12 84	1 35	7 83	0 68	8 91	5 8	9 74	13 59	14 86	6 88
9 78	3 44	2 80	0 10	1 12	5 61	11 71	12 40	6 94	4 32	14 98	7 91	8 37	13 95	10 42
4 9	12 14	0 33	3 43	13 23	9 31	10 19	6 51	11 52	1 11	8 96	5 89	14 38	7 24	2 57
6 35	8 48	7 9	2 39	13 60	14 83	12 7	1 58	0 99	10 98	5 11	11 9	9 19	4 26	3 63
5 94	9 60	14 44	13 45	1 21	0 84	7 88	6 42	8 17	11 55	2 73	3 28	4 61	10 11	12 88
5 45	0 57	13 10	1 72	2 16	3 79	7 40	8 30	6 52	12 84	10 57	9 80	11 20	14 75	4 49
12 93	8 4	5 62	13 44	10 23	6 54	3 63	0 93	14 92	7 35	11 41	2 38	1 98	4 71	9 3
