90	15
2 194	5 175	6 170	11 160	4 81	14 146	9 110	0 149	12 91	8 27	10 37	7 130	13 64	1 71	3 23
11 183	3 126	0 192	2 40	13 64	12 40	4 3	9 89	10 124	14 4	1 12	5 83	7 180	8 11	6 97
14 135	5 81	7 198	13 119	6 199	10 185	9 3	2 21	8 125	0 135	3 134	1 100	12 51	4 34	11 61
4 94	10 30	12 117	8 82	5 48	9 180	7 31	0 99	1 179	6 171	13 8	3 60	14 143	11 139	2 85
9 134	7 54	14 109	3 35	13 17	0 57	11 34	2 68	6 3	8 61	10 55	1 111	12 87	5 58	4 41
4 39	2 85	3 57	13 168	9 41	0 158	5 161	1 188	11 33	8 9	14 75	7 38	12 27	10 7	6 198
13 8	2 30	10 105	12 115	0 35	3 6	11 19	14 149	5 138	1 84	9 5	4 25	6 184	7 130	8 35
5 138	0 60	8 88	13 50	4 188	3 166	10 7	12 109	2 59	1 8	9 148	6 29	11 69	7 91	14 165
8 185	11 47	1 182	7 58	4 31	14 151	3 165	10 133	5 55	9 100	6 167	13 158	0 175	2 61	12 122
8 192	7 48	14 4	0 124	13 20	3 10	6 9	4 193	11 177	9 151	1 42	10 46	12 155	5 32	2 165
0 198	8 155	1 178	7 19	5 83	10 91	6 40	9 128	14 34	4 138	3 102	11 164	12 63	13 188	2 102
14 26	11 104	13 134	5 113	10 41	4 92	1 27	8 21	3 47	0 162	9 151	6 151	2 94	7 72	12 63
7 102	8 183	0 106	14 67	2 55	1 24	12 10	4 168	13 171	3 104	9 118	11 71	10 182	6 89	5 63
4 153	11 4	12 181	13 68	1 111	2 53	7 126	9 148	5 15	3 96	8 174	6 55	0 6	14 1	10 23
0 79	1 171	2 30	7 75	14 101	6 86	4 17	5 180	3 187	8 9	12 50	10 139	11 148	13 145	9 170
7 130	3 67	1 49	2 126	8 146	6 146	5 133	14 102	12 81	9 152	4 113	10 187	0 33	13 48	11 36
6 13	4 73	0 83	7 103	10 49	1 74	5 75	8 85	12 193	14 131	11 23	13 18	9 116	2 29	3 14
3 177	12 18	8 104	14 50	5 67	7 176	9 49	1 52	11 63	10 121	4 86	2 57	6 102	13 128	0 144
11 74	5 16	12 136	10 122	8 146	14 166	2 28	1 186	6 156	3 140	4 70	13 175	9 77	0 188	7 156
7 100	12 133	6 17	14 176	9 179	4 86	1 107	8 186	0 11	13 186	10 170	5 180	3 40	11 85	2 196
13 100	11 130	3 99	2 115	0 116	9 30	10 153	8 20	7 2	6 15	14 176	12 112	4 168	5 26	1 62
7 92	6 57	9 81	2 96	1 114	4 168	13 82	3 45	10 134	5 136	8 64	14 92	0 158	12 139	11 40
3 59	5 156	1 70	10 79	6 64	4 31	0 61	9 169	11 30	14 182	13 172	8 169	12 89	7 168	2 34
3 142	9 70	13 154	0 41	4 61	12 71	8 135	11 89	2 134	7 154	1 103	6 3	14 100	5 62	10 43
9 62	14 24	10 139	3 35	2 110	7 132	13 70	1 61	4 39	5 74	8 89	6 194	11 184	0 140	12 1
2 15	6 175	3 7	7 37	1 96	12 15	14 23	11 163	4 148	0 22	5 88	10 113	8 198	13 194	9 115
11 181	5 73	12 104	0 136	6 137	10 81	4 75	13 148	14 77	3 86	1 74	7 173	9 87	2 195	8 76
6 134	13 105	3 109	9 126	11 127	5 55	14 169	8 141	2 19	12 54	7 28	4 129	0 105	1 163	10 116
9 132	5 108	2 134	8 185	3 85	13 67	1 140	4 106	11 188	6 2	7 139	0 114	12 98	14 153	10 92
13 138	1 161	8 87	7 49	4 143	5 118	10 21	12 50	3 110	2 26	9 100	11 117	6 136	14 187	0 102
10 30	7 29	12 143	3 18	5 114	2 85	4 50	13 92	9 169	6 39	1 23	11 150	0 154	14 86	8 122
13 26	11 61	14 181	7 145	3 4	2 126	5 45	6 186	4 20	10 134	9 166	1 97	8 52	0 35	12 157
10 109	5 141	7 81	14 164	3 161	4 124	13 21	0 131	2 50	8 133	9 120	1 200	12 89	6 71	11 50
2 70	3 8	12 143	14 123	9 168	10 146	6 160	5 84	4 81	7 84	0 92	1 183	8 32	11 180	13 40
7 28	13 199	3 38	10 41	5 58	12 171	8 58	0 120	6 196	14 75	2 120	1 95	4 169	9 70	11 187
4 86	11 159	1 169	14 99	9 165	7 141	0 182	8 18	3 9	12 106	6 136	13 92	10 85	5 29	2 180
8 31	2 1	1 190	10 134	7 168	4 94	9 103	14 91	13 95	6 31	5 22	0 185	11 167	12 20	3 110
2 107	11 146	13 11	5 83	3 80	14 171	8 141	9 33	4 17	1 60	0 193	12 48	7 195	10 35	6 170
5 142	7 17	14 106	0 14	1 190	2 181	6 146	8 113	4 129	9 85	12 42	11 40	3 23	13 93	10 107
7 30	9 156	0 28	13 137	8 6	3 63	10 93	11 67	5 125	4 112	6 96	12 17	1 187	14 126	2 3
4 198	3 113	8 42	14 184	1 113	9 159	12 177	7 87	0 118	2 31	5 32	6 138	10 146	11 180	13 39
5 40	7 189	8 74	12 135	11 58	10 18	4 79	2 78	0 190	3 169	14 150	1 158	9 165	13 65	6 57
11 120	6 64	0 140	5 50	14 151	10 162	8 14	12 52	4 174	9 126	1 154	7 140	13 161	2 138	3 164
8 107	1 63	12 100	11 58	6 97	3 98	7 144	9 2	2 68	5 132	10 188	14 107	4 193	13 13	0 178
0 200	14 171	12 160	13 182	9 160	11 145	1 182	3 167	4 97	7 199	8 140	10 131	5 129	2 32	6 43
6 170	0 138	8 69	10 84	9 171	1 76	5 81	13 150	4 48	12 156	7 36	2 55	3 78	14 8	11 158
14 70	13 84	2 130	8 157	10 165	11 174	7 67	4 92	1 141	6 54	3 166	9 105	0 62	5 139	12 25
14 124	10 20	9 43	0 175	3 46	8 66	5 72	4 177	7 37	13 70	2 77	12 117	1 81	6 70	11 195
10 17	11 162	5 87	1 139	13 111	12 17	2 111	7 84	14 11	3 149	8 36	9 91	6 84	0 80	4 172
6 114	9 90	3 101	11 174	8 27	4 110	10 22	0 192	7 26	1 128	13 54	5 113	12 17	14 91	2 48
6 97	7 4	14 35	11 62	2 36	5 6	9 174	10 81	3 114	0 61	4 36	8 187	13 41	12 29	1 67
9 130	11 63	3 30	1 189	2 8	14 13	12 62	5 39	7 186	4 84	0 31	8 78	10 136	13 198	6 82
3 197	1 68	10 149	2 200	9 106	11 154	13 39	12 73	7 123	8 124	4 13	6 151	14 129	5 139	0 12
6 90	4 31	5 69	13 177	12 93	0 164	8 18	14 175	11 10	1 62	10 65	2 167	9 5	7 119	3 189
4 105	6 8	0 192	10 138	8 141	3 59	14 61	5 160	13 104	12 167	9 102	7 129	1 62	2 138	11 118
10 26	12 123	7 140	1 173	5 50	4 103	6 143	9 31	14 125	0 159	13 17	3 131	11 144	2 26	8 134
14 54	8 153	13 13	11 200	3 129	5 103	9 134	1 171	6 58	4 125	10 139	12 20	2 184	0 190	7 63
8 161	5 102	3 36	10 70	11 15	13 6	4 112	2 45	12 101	7 143	9 44	1 166	0 52	14 120	6 184
5 183	2 165	4 126	14 75	8 185	3 106	1 196	10 82	9 6	6 15	13 200	7 55	0 172	11 29	12 59
14 183	11 40	9 32	5 188	10 121	12 30	6 160	7 188	4 62	1 100	8 127	3 103	13 185	2 128	0 131
7 65	2 186	5 79	14 120	0 143	3 23	12 188	11 146	6 6	4 134	13 7	9 84	10 146	8 134	1 185
5 56	0 84	11 142	8 41	4 22	1 154	3 68	7 192	12 121	13 155	2 7	10 72	6 196	9 56	14 18
6 68	9 195	5 157	1 52	2 112	13 31	7 55	14 159	12 88	10 6	8 97	3 154	0 68	4 34	11 6
8 187	4 34	7 142	12 138	1 7	13 24	6 90	14 34	3 97	0 57	5 193	9 87	10 129	11 11	2 37
4 104	8 25	9 104	5 168	6 27	12 79	11 151	7 132	13 159	1 164	14 25	3 155	10 118	2 177	0 65
10 5	0 110	4 125	1 63	5 159	6 138	3 23	2 1	7 158	8 154	9 34	14 25	12 67	13 104	11 189
1 109	11 43	14 149	3 26	2 38	9 156	10 120	6 184	4 78	7 22	8 8	0 196	13 30	5 197	12 58
5 2	1 38	9 29	10 78	12 50	6 141	8 78	2 45	14 128	11 184	0 185	7 121	4 14	13 88	3 188
3 73	14 151	2 189	5 10	12 37	13 181	10 123	4 93	8 169	1 115	0 167	11 139	9 167	7 198	6 199
10 70	4 143	9 197	6 76	3 60	0 156	12 54	8 115	14 172	5 122	11 86	7 113	13 107	2 6	1 36
7 183	12 124	9 77	4 34	10 143	6 176	14 35	5 60	11 58	8 76	2 187	0 158	13 129	1 134	3 86
