100	15
6 152	13 196	2 116	3 45	0 134	12 186	7 121	9 36	1 145	5 188	4 25	14 171	10 115	8 132	11 181
11 26	1 161	7 151	2 163	4 81	0 137	13 65	12 80	5 106	10 191	3 107	14 46	6 54	9 114	8 124
3 135	14 124	5 40	2 160	10 194	6 192	7 41	13 94	0 77	1 177	11 191	8 194	12 56	9 113	4 90
13 93	11 132	4 110	6 140	1 96	0 30	12 88	10 6	8 80	9 131	14 15	2 167	5 82	3 98	7 87
3 148	11 133	5 52	9 178	13 137	14 33	8 61	6 70	12 67	4 103	0 58	1 2	7 35	2 110	10 136
0 98	7 26	5 100	4 65	11 67	3 5	12 153	9 35	8 33	14 9	10 158	2 177	13 66	1 153	6 63
2 77	12 43	4 36	0 16	7 18	1 149	3 183	8 97	11 43	5 194	10 130	14 147	6 10	13 32	9 69
7 38	2 26	1 186	12 21	5 171	10 56	9 166	13 53	11 120	6 99	8 21	0 112	14 138	4 89	3 19
13 118	7 148	0 168	5 38	8 130	1 169	12 150	3 117	11 168	9 84	6 182	4 172	2 173	10 196	14 38
0 172	9 84	4 77	11 70	2 27	12 122	5 97	13 76	3 89	6 159	14 70	1 183	10 96	7 149	8 125
11 199	1 73	0 49	14 109	8 74	13 116	9 158	4 54	3 63	10 193	12 126	7 105	6 43	2 139	5 134
2 128	12 59	13 94	14 57	11 23	4 113	7 147	9 5	1 98	0 173	5 6	10 24	8 192	6 152	3 104
1 182	9 159	8 172	4 2	5 167	6 131	14 173	12 15	0 97	13 171	7 29	10 16	3 140	2 97	11 190
0 173	2 40	6 72	5 181	3 17	10 163	8 195	1 178	11 132	4 173	13 29	12 169	9 81	14 17	7 24
8 60	0 182	13 104	11 198	4 176	14 109	2 172	7 99	5 192	9 59	6 5	12 135	10 90	3 93	1 165
9 195	4 142	5 52	1 125	12 99	14 20	11 182	0 165	6 196	8 21	3 141	7 172	10 176	2 51	13 98
13 128	4 174	1 194	2 60	3 88	5 24	14 11	7 143	0 25	12 38	10 26	8 147	6 71	11 157	9 10
5 3	11 160	3 68	1 107	8 159	4 137	2 34	13 146	10 188	6 126	7 116	0 58	12 52	14 120	9 40
0 40	5 82	1 13	13 36	11 162	12 69	7 62	6 11	9 24	10 115	8 153	14 49	2 141	4 77	3 117
4 117	3 62	7 134	5 111	11 184	12 176	2 79	13 119	8 23	14 21	1 101	6 45	0 122	9 169	10 103
11 11	12 117	5 135	8 22	14 34	13 144	7 56	10 109	4 74	1 34	3 61	6 189	0 162	9 70	2 120
4 7	12 1	13 23	5 25	10 39	7 95	6 112	9 91	3 46	1 141	11 17	8 107	2 67	0 4	14 28
6 85	3 149	13 92	5 101	14 134	8 136	4 73	12 35	11 77	7 154	1 53	2 104	0 9	9 38	10 89
6 165	7 79	14 189	8 154	4 179	1 162	9 94	10 112	3 70	0 155	12 73	5 73	2 149	13 96	11 139
9 10	12 50	0 43	6 172	3 181	13 49	1 176	8 39	2 185	14 13	4 151	10 70	11 85	5 61	7 139
1 9	5 34	0 169	2 105	12 141	4 113	9 46	14 119	11 116	7 27	6 101	13 132	8 121	3 77	10 137
4 97	7 84	6 18	8 138	9 32	12 89	2 73	11 27	10 139	3 127	14 51	1 135	0 156	5 69	13 85
4 175	8 89	11 11	7 95	2 54	1 3	6 80	14 182	5 104	10 192	13 121	3 77	0 31	12 161	9 160
6 125	3 109	7 93	11 158	14 36	0 178	5 174	2 129	8 50	12 51	10 10	9 95	1 31	4 146	13 154
11 198	12 120	10 87	7 48	0 73	8 33	4 134	2 126	14 80	1 82	3 190	9 89	13 101	6 79	5 97
11 184	0 165	14 124	2 189	7 62	8 90	5 114	3 172	13 127	10 41	6 75	9 84	4 55	1 176	12 141
5 129	7 41	6 160	8 143	12 140	11 192	2 45	10 44	1 19	13 158	3 180	4 182	14 111	9 188	0 147
3 195	7 84	0 116	12 69	4 14	11 65	6 128	13 64	5 13	9 162	2 109	8 148	1 155	10 185	14 33
0 2	11 134	6 127	1 22	10 135	3 11	12 108	9 184	8 2	2 2	4 75	13 72	14 32	7 8	5 15
2 43	10 49	8 12	9 141	3 91	13 119	1 194	6 18	14 102	5 182	11 125	4 141	7 1	0 183	12 41
11 185	5 173	14 50	12 179	7 14	4 188	3 24	8 63	9 112	6 106	2 91	1 24	13 111	0 36	10 195
7 109	10 84	14 27	3 128	2 59	1 177	13 4	12 145	5 140	11 121	4 159	9 127	6 199	0 194	8 2
14 165	6 146	12 187	8 178	3 60	10 30	13 103	5 4	11 17	4 103	2 19	0 170	1 197	9 34	7 28
8 147	14 155	3 144	4 37	1 196	12 185	0 200	6 159	9 175	7 147	10 46	2 90	13 181	11 191	5 88
6 5	5 147	13 183	1 141	0 19	12 103	4 199	9 96	14 185	3 58	8 33	7 2	2 99	11 99	10 107
9 117	11 166	6 173	8 175	1 134	4 5	14 28	12 153	3 175	0 150	10 150	13 93	7 54	5 107	2 141
14 133	13 28	9 154	0 197	7 109	11 125	2 18	12 193	6 92	3 13	10 115	8 114	5 32	1 82	4 46
12 115	0 80	5 174	11 190	7 96	4 196	8 174	6 159	10 3	14 196	1 171	2 134	3 93	13 146	9 5
6 157	11 158	13 186	2 81	1 28	14 21	8 146	0 74	5 63	10 146	3 181	7 180	12 144	4 1	9 121
11 161	3 88	0 114	13 31	14 8	4 94	6 47	10 105	5 126	12 165	7 12	9 149	8 114	2 77	1 97
10 68	2 181	7 194	12 167	4 149	9 65	14 35	1 165	5 82	3 196	6 53	13 192	0 62	8 139	11 160
2 111	3 93	10 191	8 63	13 42	6 59	7 33	12 97	14 94	0 10	9 32	5 37	1 35	4 34	11 27
5 77	11 199	14 155	2 65	3 78	0 145	9 41	10 90	13 32	7 26	1 30	12 150	8 149	6 98	4 73
9 35	2 49	8 137	7 34	6 143	11 159	14 192	1 195	10 139	3 147	5 180	0 83	4 166	13 52	12 125
0 59	5 160	8 50	1 39	6 28	12 177	13 129	11 199	14 188	2 134	10 175	4 167	7 77	3 78	9 152
5 131	6 49	11 186	13 42	14 48	7 4	3 91	1 26	9 194	0 77	2 132	12 66	8 120	10 40	4 162
1 40	7 156	14 75	11 108	0 155	2 138	9 104	10 192	5 94	3 72	6 192	12 2	13 145	4 180	8 147
3 11	0 161	6 3	11 167	14 43	8 2	13 138	2 25	7 121	1 67	9 18	5 152	12 31	4 171	10 185
7 55	12 177	0 166	9 147	4 111	1 69	6 110	8 14	10 146	2 97	3 182	13 19	5 37	14 131	11 171
2 119	3 12	7 104	9 118	8 76	13 122	11 34	1 23	10 123	5 64	0 57	6 89	12 58	4 140	14 131
12 100	13 157	11 193	4 19	7 6	14 120	8 63	1 71	5 144	2 140	9 41	3 179	0 20	10 162	6 86
0 79	8 159	10 152	6 181	7 44	5 123	13 99	11 126	4 77	1 169	14 38	3 73	9 119	2 5	12 199
1 186	9 153	11 89	13 106	8 28	0 176	7 184	10 97	12 25	14 51	2 176	6 137	5 122	3 96	4 183
6 159	9 121	14 69	10 82	3 181	5 44	0 33	2 170	1 47	7 179	13 85	11 47	12 46	4 63	8 188
12 88	9 140	6 145	3 8	0 142	13 159	10 4	8 3	11 106	1 183	5 20	7 141	2 158	14 72	4 191
9 13	13 162	14 20	0 45	6 26	3 195	4 169	2 108	5 145	10 114	7 165	11 157	12 165	8 119	1 38
6 176	12 196	1 177	8 200	10 128	11 16	13 111	0 68	4 41	14 185	5 110	2 14	9 174	7 120	3 40
0 55	14 66	1 111	2 123	11 191	10 93	7 181	4 35	9 89	3 132	8 179	13 76	6 160	5 143	12 172
3 20	0 178	11 76	4 163	13 195	6 22	2 171	8 116	9 43	14 152	10 172	5 15	1 171	12 156	7 8
