70	20
7 195	9 12	2 85	19 52	3 75	13 135	1 110	6 142	12 184	0 71	5 168	14 34	15 106	17 119	11 184	18 148	4 100	8 185	16 87	10 175
0 6	13 186	10 177	12 57	14 35	1 198	4 77	5 3	7 27	9 122	8 159	17 147	16 44	6 67	3 28	18 26	15 82	19 176	2 184	11 49
5 116	11 69	9 58	18 115	14 183	6 1	15 39	19 144	8 90	13 144	3 55	0 107	10 23	7 193	12 126	2 55	4 96	17 70	1 167	16 113
5 70	6 35	18 177	17 26	8 31	10 35	2 139	14 153	7 83	19 134	15 76	16 178	1 79	13 19	11 65	3 159	12 189	4 146	0 179	9 135
5 199	14 190	8 140	11 46	3 93	2 56	13 14	10 17	12 35	7 16	6 61	19 94	4 14	15 8	0 46	18 162	1 78	9 6	16 143	17 28
13 79	14 156	4 15	9 66	7 196	5 124	8 44	17 145	6 149	12 169	2 137	15 136	10 124	19 68	11 180	0 92	18 70	1 17	16 48	3 46
0 82	3 30	16 52	11 65	13 157	1 84	4 188	12 104	8 25	9 140	7 57	10 99	15 13	6 2	18 58	14 159	5 71	19 91	17 76	2 79
18 137	10 90	19 35	17 76	12 152	8 175	3 191	2 21	13 196	6 13	5 80	11 47	15 116	0 118	4 69	16 37	1 49	9 8	14 23	7 57
17 119	18 87	4 133	6 169	8 23	19 119	16 107	3 142	14 103	2 96	15 136	12 61	5 77	9 72	7 29	11 177	13 76	10 45	1 36	0 157
0 84	12 158	17 168	11 153	5 120	16 56	15 85	14 165	7 5	1 75	13 172	6 32	2 73	3 103	4 8	18 85	19 25	10 122	9 71	8 111
11 87	17 168	7 53	0 133	16 42	1 194	19 98	9 181	18 61	6 136	5 179	3 43	10 126	4 63	14 188	12 144	2 50	15 143	13 187	8 150
12 32	4 164	6 3	0 4	2 136	14 108	10 200	3 193	8 129	1 137	19 60	9 102	11 144	18 69	15 2	17 123	5 163	7 24	16 181	13 172
8 150	11 95	0 90	5 22	18 49	10 8	16 6	15 101	4 15	7 13	9 62	2 139	19 178	12 62	6 20	14 182	17 56	13 18	1 70	3 70
10 20	6 119	1 138	17 3	3 92	15 60	13 55	12 167	4 42	19 95	5 112	2 134	16 57	7 39	11 194	9 47	14 65	0 120	18 195	8 36
0 197	17 153	9 53	8 172	2 136	10 77	5 182	4 133	14 167	12 9	18 188	19 38	3 131	6 167	15 83	7 170	11 158	13 192	1 41	16 149
5 14	13 69	17 67	15 136	19 16	6 75	1 111	14 48	0 2	11 3	10 91	2 16	4 148	9 91	3 49	12 26	7 111	8 51	18 67	16 127
10 92	9 121	7 174	18 126	16 17	14 45	0 45	17 99	19 155	6 64	11 77	13 85	3 145	15 142	2 57	1 31	12 39	8 178	5 50	4 157
9 191	5 76	0 140	11 138	3 162	6 55	2 143	15 97	13 77	1 197	8 5	10 10	19 157	14 89	12 77	7 194	17 188	18 132	16 171	4 138
2 92	3 127	6 140	8 149	19 160	7 132	1 188	11 123	0 34	13 130	10 200	15 6	9 34	18 70	16 44	17 185	14 139	4 9	5 191	12 23
12 199	0 104	4 82	5 65	16 4	17 8	7 51	2 159	14 2	8 22	3 72	19 199	15 10	9 122	10 117	1 195	18 183	11 44	13 11	6 65
9 102	18 152	0 136	14 11	17 77	10 149	13 186	1 103	3 176	19 143	8 179	16 43	15 141	7 190	11 129	5 87	2 58	4 184	12 184	6 73
18 165	2 87	13 119	12 196	16 176	0 193	14 196	8 102	15 55	7 149	4 174	6 159	3 150	17 128	5 182	9 132	1 16	19 30	10 3	11 10
8 132	14 200	17 68	10 118	18 117	0 89	4 128	2 156	16 117	9 141	15 140	6 27	11 35	7 92	3 11	19 146	13 200	5 180	1 42	12 105
5 92	1 8	8 2	0 160	14 87	16 105	13 30	2 143	12 174	6 97	15 118	9 119	11 26	19 192	17 198	7 99	4 73	10 14	18 104	3 27
9 92	17 107	0 30	6 31	1 148	13 28	15 198	12 177	19 130	18 114	5 4	4 194	7 114	10 146	14 114	8 114	11 174	2 23	3 124	16 87
18 4	2 112	11 124	1 89	16 33	5 150	19 55	4 154	3 57	17 159	14 101	10 175	7 56	6 86	0 124	12 50	15 123	8 190	9 140	13 101
17 165	2 32	13 141	1 132	4 75	11 173	5 109	7 55	12 139	6 149	15 173	9 200	0 72	8 190	18 55	10 115	14 126	16 39	3 114	19 6
15 192	10 45	7 98	17 144	4 31	13 77	16 86	19 89	9 188	5 2	8 70	0 30	6 121	14 157	11 6	3 108	12 184	2 91	1 134	18 49
12 68	15 153	8 43	0 76	11 39	6 68	1 104	2 24	10 111	13 149	4 30	17 51	3 167	16 60	14 132	19 18	7 82	5 71	18 96	9 38
3 12	6 174	9 38	17 133	1 59	12 100	7 109	18 130	2 116	8 193	14 12	0 78	19 185	5 181	16 200	10 137	4 97	13 91	11 122	15 113
2 5	12 154	17 188	4 118	9 75	10 94	3 18	11 41	0 58	15 48	13 188	16 73	5 123	6 180	8 12	7 86	1 165	14 90	18 78	19 126
7 188	6 111	2 183	19 154	3 148	15 11	8 197	1 27	14 44	0 75	4 139	13 123	16 25	10 135	5 150	11 164	17 69	9 93	12 140	18 189
4 31	18 48	14 148	2 189	17 93	8 200	16 169	11 141	5 64	15 144	12 122	13 49	9 9	7 163	10 109	19 158	6 190	1 27	0 139	3 171
1 4	7 82	10 53	11 134	17 97	6 178	18 147	12 46	4 173	16 60	13 198	9 168	19 129	8 78	15 194	5 188	0 33	2 26	3 71	14 73
2 162	10 66	16 97	5 35	15 62	11 16	17 52	18 7	19 140	14 168	0 40	3 66	4 83	1 65	8 6	12 144	7 54	6 87	9 25	13 176
4 194	16 80	1 184	9 52	11 10	10 13	13 146	17 63	5 33	6 162	0 37	8 181	3 152	14 93	18 194	19 149	12 163	2 93	15 180	7 99
2 31	8 123	5 93	10 155	17 190	9 176	19 136	6 139	14 46	11 109	13 83	3 1	15 107	4 119	0 198	16 182	18 107	12 158	1 199	7 114
4 20	16 59	13 171	6 149	1 121	17 20	2 83	14 146	12 200	3 161	5 151	0 145	7 143	18 110	8 32	9 105	11 110	10 3	15 177	19 181
11 77	3 25	9 107	1 175	6 155	7 102	16 43	10 128	5 53	0 180	4 170	14 109	19 116	17 63	2 90	8 82	18 151	13 102	15 160	12 62
0 17	12 165	13 163	17 27	18 167	10 120	4 4	1 196	11 17	2 156	6 14	15 66	8 100	14 64	7 145	19 148	9 99	5 145	3 34	16 147
5 60	13 198	0 154	2 93	6 74	7 197	3 150	8 89	1 51	11 103	10 2	19 114	12 129	16 185	17 161	4 26	18 49	15 43	14 165	9 199
17 175	3 192	19 14	18 110	0 192	13 2	6 22	16 98	5 81	1 111	7 10	8 135	4 138	14 177	2 39	15 25	12 124	10 58	11 19	9 196
12 200	6 19	1 46	13 78	7 61	8 178	4 13	17 198	16 116	14 81	3 195	15 189	2 183	18 129	5 108	0 123	11 41	19 18	10 137	9 46
11 100	13 179	17 139	12 74	10 114	2 146	0 30	15 133	18 146	4 144	7 137	5 145	3 120	19 70	1 5	16 110	8 94	14 175	9 5	6 152
11 73	16 64	13 126	3 167	9 146	17 174	0 10	2 49	12 70	5 134	18 177	19 83	4 9	10 11	8 169	1 44	14 23	15 63	6 70	7 26
5 166	18 106	0 176	17 48	7 83	19 174	9 188	15 146	4 31	11 197	10 141	8 156	6 90	12 195	16 175	3 20	1 84	2 122	14 168	13 108
11 31	1 159	10 167	6 144	0 51	19 111	13 125	16 154	7 174	4 182	8 164	12 108	3 195	15 61	14 153	5 163	9 178	2 107	18 100	17 83
12 156	15 65	10 196	4 26	3 147	19 172	5 27	16 45	1 60	11 81	6 7	13 35	18 20	7 34	0 145	17 69	9 68	2 13	14 193	8 13
14 4	10 120	3 114	2 103	9 25	0 156	6 119	16 152	7 125	19 53	17 96	4 51	13 176	5 49	18 70	1 43	12 43	8 127	11 153	15 148
6 65	1 51	0 135	15 177	2 150	8 33	10 39	17 179	11 93	3 78	5 147	12 83	14 155	19 16	18 132	4 176	7 169	13 71	16 90	9 1
13 63	10 87	7 53	4 68	8 84	15 150	9 37	5 165	14 96	3 27	16 106	12 63	2 141	18 55	1 46	17 78	6 157	11 48	19 31	0 146
3 42	7 95	0 64	9 85	13 40	14 25	6 191	5 80	16 123	1 56	12 62	4 41	8 21	15 142	18 144	19 19	2 154	11 8	10 48	17 77
6 85	5 65	4 56	0 68	11 34	12 133	10 100	15 36	9 129	14 9	7 40	13 189	18 122	3 160	16 99	19 71	1 169	17 92	8 113	2 83
5 10	0 185	15 86	19 129	13 19	3 39	17 86	7 111	8 142	9 108	12 49	16 181	2 175	6 88	11 24	1 27	18 68	10 67	4 45	14 37
