80	10
2 78	3 47	7 82	8 41	9 11	4 61	1 67	0 4	6 94	5 75
9 27	8 33	5 12	0 90	3 98	7 35	6 9	4 37	2 69	1 64
9 24	8 6	7 87	1 84	6 46	2 77	5 47	3 73	4 32	0 55
5 35	0 3	8 57	1 31	7 78	3 45	6 82	2 63	9 28	4 8
7 46	0 56	8 17	3 41	6 13	5 21	9 78	1 7	2 5	4 35
7 35	1 81	5 91	8 83	6 54	3 10	9 47	2 39	4 96	0 82
2 69	4 61	9 55	6 56	1 49	3 33	7 81	0 24	5 6	8 57
0 43	1 95	3 4	6 21	7 17	4 69	8 95	5 11	9 46	2 26
3 57	1 59	0 92	6 57	8 74	4 79	2 48	9 94	5 60	7 44
7 97	3 4	6 38	0 73	1 47	9 60	4 16	5 61	2 36	8 90
5 40	6 78	7 11	4 47	0 91	8 23	2 18	3 84	1 98	9 99
9 66	0 20	4 15	7 3	6 75	2 79	3 14	5 22	8 82	1 39
3 25	0 19	8 54	2 80	1 1	7 47	9 46	6 69	4 46	5 20
8 23	3 16	2 27	7 74	4 67	5 44	6 50	9 55	1 37	0 45
7 71	5 65	9 36	1 18	6 21	0 39	3 26	8 8	2 51	4 51
6 83	3 72	9 80	5 2	0 47	8 25	2 76	4 27	1 20	7 18
8 89	1 55	4 55	6 16	7 94	5 9	3 97	2 37	0 73	9 17
8 48	5 22	2 75	9 36	4 4	3 44	7 53	6 79	1 48	0 28
0 32	7 95	9 24	2 89	3 11	6 57	1 22	5 93	8 1	4 81
3 87	2 46	6 45	9 65	7 85	4 2	1 76	8 52	5 19	0 79
9 31	6 27	1 16	5 76	4 68	7 48	8 42	2 62	3 97	0 87
2 50	9 20	1 89	7 23	5 70	3 77	6 52	8 97	0 80	4 72
9 72	7 38	8 10	5 30	4 28	6 11	3 84	2 26	0 7	1 79
9 68	2 58	6 4	3 26	0 52	7 70	1 68	8 56	5 6	4 73
6 11	8 15	3 93	7 81	5 67	0 51	2 29	9 22	1 76	4 76
