60	15
6 3	0 57	9 68	4 84	2 73	13 84	10 53	11 68	1 57	14 23	5 93	7 8	12 7	8 56	3 57
9 7	6 9	0 7	3 74	8 46	12 79	2 33	11 26	14 7	7 41	10 32	13 33	5 40	1 86	4 62
12 77	13 75	1 73	6 59	3 90	9 80	4 28	0 39	8 46	5 79	14 84	7 64	2 99	11 78	10 72
14 71	2 11	3 91	0 42	8 46	12 97	10 30	9 33	7 56	13 45	4 76	5 10	1 97	6 29	11 90
4 43	0 6	13 66	2 38	14 30	1 65	11 23	7 1	9 99	10 29	3 87	8 82	12 84	6 77	5 60
7 29	2 5	10 53	11 53	5 45	13 54	1 28	14 38	0 19	8 34	6 47	4 25	9 7	3 25	12 98
8 49	4 80	2 96	5 55	1 19	11 1	14 47	9 62	10 25	3 89	7 9	12 49	6 86	0 71	13 74
9 3	3 51	10 83	5 57	6 11	1 6	7 5	14 53	13 77	11 66	2 75	4 30	12 80	8 89	0 70
3 44	10 11	1 60	7 37	13 67	2 31	9 26	5 97	12 36	4 58	8 58	0 35	14 57	6 12	11 96
1 23	14 93	10 61	0 27	9 42	13 13	8 45	4 35	11 11	12 52	5 28	3 87	6 57	7 33	2 45
0 10	1 62	7 33	9 11	8 29	2 69	4 49	12 1	6 63	10 66	11 28	3 50	5 51	14 9	13 41
4 97	3 58	2 57	0 20	1 26	12 90	14 27	11 66	9 27	6 10	10 90	8 12	13 59	7 69	5 22
13 94	3 31	4 13	9 55	11 33	5 29	1 96	0 10	12 37	10 84	7 9	2 12	8 66	6 96	14 8
6 59	11 60	7 84	0 53	1 12	9 25	5 11	2 43	14 60	8 8	10 84	3 27	12 41	13 43	4 65
2 41	3 56	7 5	8 46	13 75	12 34	6 79	4 73	1 3	10 39	0 38	14 8	9 30	5 86	11 19
8 8	10 28	11 45	1 44	2 21	7 59	12 14	4 15	6 95	5 92	14 43	13 34	0 7	9 83	3 73
13 78	2 50	1 58	8 17	9 42	12 21	6 48	3 69	4 69	7 34	0 36	14 32	10 57	11 92	5 44
5 50	7 50	13 72	14 63	2 33	9 41	11 49	0 33	10 13	3 3	4 25	6 87	1 9	8 69	12 29
10 64	11 65	9 97	13 71	8 91	4 65	14 41	12 57	2 28	1 48	3 33	7 39	5 10	6 52	0 98
12 58	3 85	11 40	2 4	1 41	14 66	13 33	5 66	7 17	4 65	10 74	8 47	0 90	9 63	6 27
2 70	1 70	4 71	7 55	9 28	6 6	5 78	12 70	10 84	13 65	8 75	3 95	0 49	11 88	14 71
8 20	2 78	10 55	3 24	0 34	11 68	13 62	1 43	7 44	4 83	6 11	14 8	12 32	9 70	5 25
0 65	9 78	1 10	10 43	8 6	3 16	12 14	6 35	14 31	7 48	4 4	2 35	13 3	11 68	5 14
2 40	5 65	3 75	1 4	11 56	7 87	0 88	10 34	13 62	9 65	6 33	12 4	14 86	4 60	8 93
8 95	14 93	4 8	12 97	9 14	11 4	2 78	1 25	7 54	10 98	0 76	5 63	6 38	3 98	13 71
5 23	7 22	13 10	0 19	12 52	14 56	1 95	9 90	3 81	8 75	2 93	11 23	4 93	6 64	10 44
10 35	2 90	1 59	8 98	3 33	7 2	13 5	14 11	9 86	0 14	5 13	11 26	4 11	12 57	6 87
1 52	7 78	4 43	14 36	9 71	8 94	5 97	13 52	0 63	10 98	3 90	2 28	11 37	12 58	6 23
9 10	0 83	6 5	7 55	12 46	5 94	13 65	8 72	10 8	1 13	4 39	2 25	11 11	14 77	3 76
9 80	11 89	2 22	6 88	14 45	5 42	12 96	3 57	4 60	8 81	10 7	7 23	0 72	13 8	1 92
