50	15
14 86	11 136	12 174	5 8	3 77	0 115	4 79	8 96	1 100	2 62	10 57	9 155	7 103	6 199	13 194
10 115	9 96	0 165	4 153	11 194	7 113	13 186	14 83	2 9	1 52	12 114	3 139	8 21	6 152	5 77
6 146	5 2	0 90	2 47	4 58	13 103	11 130	3 104	10 87	1 87	12 99	9 144	8 145	7 89	14 165
5 79	0 170	8 47	13 141	11 163	9 150	1 71	3 28	2 20	12 38	4 150	14 183	10 76	6 162	7 35
4 115	1 137	14 50	12 140	3 13	13 128	2 188	8 32	11 192	7 152	6 148	5 158	10 158	0 106	9 164
2 131	3 75	1 31	7 182	14 70	13 108	0 21	6 63	5 188	11 109	10 98	12 23	8 48	4 176	9 171
2 75	13 89	11 16	9 35	14 180	0 84	8 113	1 132	10 57	7 76	12 173	3 144	6 167	5 113	4 130
3 131	6 194	9 122	4 41	14 48	10 178	12 21	5 145	0 124	8 141	7 143	1 113	2 74	13 91	11 99
10 54	1 168	5 34	9 83	7 184	12 157	0 73	4 16	13 117	2 78	8 194	3 168	6 132	14 192	11 62
13 71	8 81	9 121	4 49	12 35	11 163	7 68	2 148	14 26	1 68	10 165	6 105	0 14	3 13	5 91
9 94	10 107	14 53	6 150	0 28	1 52	4 4	11 181	2 136	13 55	8 109	5 170	12 94	7 120	3 138
3 128	13 181	9 93	0 156	1 50	4 132	8 29	5 49	14 117	11 86	7 156	2 23	6 192	12 62	10 96
10 110	6 62	3 93	12 109	1 108	8 153	4 193	14 87	11 62	0 180	2 73	5 185	7 82	13 21	9 42
5 50	8 125	13 157	9 32	1 110	0 108	2 15	6 23	14 105	3 35	10 27	4 73	12 69	7 43	11 131
1 163	8 2	0 77	5 197	14 127	12 50	4 171	9 94	13 128	10 122	11 189	2 16	3 39	6 156	7 173
2 36	5 45	11 23	3 112	0 93	7 145	6 171	9 3	12 190	4 164	14 125	1 62	13 115	10 36	8 86
7 87	0 78	9 108	14 72	1 194	12 161	2 133	4 156	13 196	3 52	10 62	6 128	5 84	8 187	11 21
12 51	8 131	9 104	14 157	1 47	3 62	5 46	6 61	11 76	4 165	0 25	13 12	10 100	7 100	2 75
5 173	1 11	0 63	13 154	12 19	7 105	11 53	2 130	14 85	9 33	6 1	4 22	3 15	8 89	10 29
5 120	0 21	6 177	10 196	8 165	7 91	4 174	13 6	11 137	12 142	9 58	3 166	14 65	1 27	2 99
5 168	8 59	2 68	3 42	14 1	11 87	10 15	0 186	4 200	12 164	13 178	7 161	9 71	6 3	1 70
6 59	5 178	8 185	9 137	3 95	11 98	12 48	2 136	4 94	14 38	0 192	1 31	7 199	13 47	10 121
7 131	2 168	10 155	3 130	8 193	12 60	1 174	11 78	13 178	14 160	6 178	0 150	9 139	4 122	5 138
5 5	8 182	13 144	11 50	4 5	0 32	9 184	12 43	2 179	14 14	7 119	6 182	3 50	10 81	1 99
8 161	13 162	14 110	4 138	6 193	10 147	0 103	1 45	3 110	11 20	12 31	9 20	7 196	2 66	5 142
