90	15
4 96	8 7	1 12	11 93	13 56	12 83	3 69	9 96	2 40	6 25	0 37	10 29	7 97	5 57	14 75
9 68	14 1	5 88	1 46	10 52	12 78	13 94	6 94	8 76	7 91	2 23	11 49	4 51	0 24	3 23
3 25	2 14	4 91	14 76	5 20	10 21	9 2	12 81	7 56	11 31	13 38	6 88	8 56	1 22	0 21
5 48	2 77	12 82	11 59	3 10	8 66	14 17	13 7	1 16	7 5	9 28	10 65	4 21	0 92	6 92
13 56	10 5	11 92	6 75	8 72	0 63	5 36	1 83	2 42	12 11	4 69	9 39	3 97	14 90	7 25
1 80	2 47	8 80	10 69	5 81	14 53	13 25	6 30	9 45	12 46	11 32	7 36	0 53	4 78	3 89
6 74	13 29	14 96	7 80	11 87	10 82	12 91	1 53	4 72	9 80	2 21	8 63	3 21	0 7	5 90
6 52	11 3	9 72	13 16	10 27	12 78	7 27	1 43	2 64	4 53	8 92	5 22	3 87	14 3	0 93
7 12	2 85	1 66	0 95	11 2	9 35	3 83	8 44	10 96	12 90	14 10	6 20	5 7	13 65	4 98
10 18	8 42	6 14	12 1	2 72	11 41	4 29	0 55	5 6	14 49	1 17	3 12	13 65	9 20	7 93
11 14	0 10	1 16	9 16	8 75	5 79	14 84	13 53	12 94	10 1	2 84	3 71	6 54	7 20	4 69
11 24	9 98	6 45	13 69	2 38	7 70	1 80	5 82	0 7	12 36	10 62	3 23	4 22	8 56	14 54
14 20	6 98	4 42	8 99	2 31	5 22	13 10	1 34	3 91	0 11	10 70	7 54	12 15	9 15	11 78
11 85	14 73	4 90	6 70	2 64	5 75	7 16	12 93	10 18	1 83	9 68	13 6	8 17	0 2	3 45
12 47	1 5	7 26	4 53	11 7	8 35	13 18	5 94	0 17	14 93	2 22	6 77	3 92	9 95	10 18
2 54	6 51	10 54	14 41	4 96	0 51	9 1	8 27	11 57	5 16	1 25	12 57	13 13	7 65	3 69
7 42	11 39	4 71	13 57	12 76	5 93	9 22	6 74	1 9	8 6	2 20	0 31	3 2	10 60	14 4
14 6	2 52	6 31	3 51	0 73	12 45	13 75	1 69	10 75	11 48	8 31	9 90	4 48	7 56	5 94
2 63	14 7	13 41	10 94	11 12	0 66	1 28	9 35	8 67	3 85	4 2	7 28	12 93	6 97	5 20
11 22	10 21	6 67	9 49	4 97	13 43	8 9	7 39	0 8	12 8	1 16	3 29	14 9	5 34	2 83
1 28	5 64	2 9	12 52	8 10	13 58	9 98	3 82	14 68	11 78	4 6	6 18	7 63	0 47	10 23
12 21	2 45	4 39	13 26	1 70	14 75	6 41	8 98	10 30	5 83	11 72	0 5	9 17	7 45	3 65
1 29	14 92	9 94	5 89	11 88	0 67	2 75	10 96	3 92	6 20	12 35	8 35	4 39	13 63	7 88
4 3	9 64	1 95	14 54	10 90	0 22	6 82	3 23	8 35	13 23	12 4	5 12	11 8	2 22	7 72
3 67	4 16	6 58	0 3	7 46	9 97	14 44	2 63	13 80	1 45	10 80	5 61	11 52	12 85	8 21
13 65	1 3	6 54	11 46	7 6	5 6	12 59	8 47	3 11	0 89	4 36	10 12	14 96	9 71	2 90
0 17	12 67	10 52	13 84	1 86	8 20	2 26	4 8	3 87	5 52	11 83	6 27	14 79	7 97	9 94
6 26	0 62	5 82	8 37	7 36	4 32	12 25	1 50	11 86	2 82	9 52	14 6	10 3	13 66	3 64
10 23	0 57	1 46	7 15	4 87	6 18	12 14	11 81	2 47	13 50	3 88	14 52	8 92	9 99	5 81
14 63	11 45	4 92	9 48	10 68	5 67	7 52	8 20	3 50	0 93	13 17	1 38	12 47	2 91	6 81
8 27	0 6	5 45	1 90	7 17	13 36	4 45	10 83	11 47	9 65	14 86	3 22	6 21	12 19	2 38
5 40	0 64	10 23	2 62	4 64	7 43	11 93	1 46	9 87	8 77	12 92	13 31	6 49	3 31	14 40
10 71	14 64	9 54	3 61	12 99	6 35	0 15	13 33	5 87	8 37	1 45	7 81	11 84	4 73	2 39
13 27	7 53	2 90	5 99	10 3	14 55	4 63	8 3	0 84	6 82	9 89	11 13	3 85	1 53	12 41
11 33	13 21	9 3	4 17	7 20	1 87	3 58	10 43	14 88	8 96	12 35	0 39	2 8	5 96	6 90
8 72	7 62	9 87	10 76	1 96	3 11	0 13	11 37	12 97	6 97	4 81	5 73	2 4	14 86	13 25
3 19	0 23	10 44	12 30	7 40	13 79	1 99	9 11	6 3	4 58	2 38	5 30	11 85	8 35	14 8
4 38	10 71	7 70	11 65	12 46	6 13	2 20	0 42	1 46	14 12	9 31	8 97	3 41	13 10	5 44
11 20	10 38	9 39	14 63	12 18	0 38	7 69	8 38	13 51	4 41	5 95	2 91	3 91	6 83	1 44
11 26	9 81	7 65	5 58	3 60	14 50	2 34	4 37	6 36	10 25	8 84	0 27	1 24	12 87	13 81
4 72	6 74	13 32	1 80	11 94	10 12	0 17	12 8	9 16	3 38	5 37	8 57	14 72	2 15	7 35
2 34	3 49	8 33	5 66	4 30	13 74	11 48	0 30	9 41	10 74	7 86	6 13	1 70	12 32	14 10
4 5	8 84	12 61	9 48	11 2	0 88	3 80	1 91	5 77	13 43	14 29	7 27	10 89	2 69	6 68
2 7	6 52	0 7	8 15	9 4	14 57	10 59	1 64	3 14	4 99	12 89	5 69	7 67	13 4	11 11
1 48	10 32	4 64	2 38	13 33	0 64	7 5	9 77	8 81	14 91	11 4	12 54	5 58	6 69	3 43
7 80	5 50	1 8	0 3	10 39	4 4	8 94	14 54	2 79	9 19	3 20	13 47	6 66	11 23	12 33
6 15	4 41	3 93	8 5	1 18	2 67	12 69	11 67	14 80	13 12	9 11	10 81	5 50	7 9	0 82
2 99	9 72	13 18	12 66	3 4	5 67	1 47	0 9	7 15	11 22	8 65	4 5	14 62	10 98	6 73
1 24	13 19	2 33	7 94	9 2	3 19	11 58	12 8	0 28	6 5	14 60	5 45	8 74	10 71	4 59
11 24	5 99	1 6	8 14	0 89	9 90	12 80	10 57	7 92	13 30	4 89	2 8	14 19	3 29	6 70
14 49	7 26	10 85	0 9	6 35	4 8	9 38	2 68	13 58	3 57	12 94	1 92	11 34	8 28	5 79
4 10	6 29	3 50	14 70	13 58	2 39	10 33	12 95	5 16	8 96	9 84	7 26	1 3	11 9	0 90
13 20	1 13	14 62	7 3	5 64	10 12	12 61	4 85	11 50	9 45	6 27	0 41	2 37	8 75	3 61
5 56	1 20	12 79	4 38	9 85	0 36	2 49	7 82	11 39	10 10	8 50	3 58	13 55	14 77	6 93
11 32	5 98	10 20	12 51	13 25	8 56	1 45	3 89	4 90	14 55	6 44	2 74	9 23	0 50	7 29
2 95	4 62	10 79	8 52	1 51	14 23	11 61	13 39	5 72	12 95	0 87	6 33	3 42	9 75	7 52
0 54	2 99	10 58	6 20	3 39	4 17	7 99	9 68	12 64	5 54	11 39	13 87	14 90	8 70	1 22
9 20	13 11	7 16	11 9	3 84	4 75	8 92	5 58	1 90	12 79	14 79	2 28	0 18	6 84	10 30
3 66	14 72	13 91	6 7	11 39	4 34	8 99	2 27	0 75	1 89	7 54	10 23	5 8	9 70	12 93
11 63	5 88	6 87	4 51	9 12	3 65	10 8	8 11	0 26	12 81	1 79	7 52	2 6	13 63	14 50
0 99	10 81	13 67	1 99	11 17	8 90	2 45	5 62	9 56	14 59	7 15	3 38	12 49	4 31	6 85
11 71	13 86	6 2	3 94	7 45	14 67	4 51	8 24	10 48	9 19	0 12	5 34	12 46	1 63	2 44
8 39	12 6	13 57	4 10	1 77	11 8	0 23	14 85	10 80	2 8	5 21	9 17	7 93	6 24	3 72
5 39	4 41	2 67	1 28	14 58	8 53	6 70	9 68	7 60	11 86	0 97	13 82	3 76	10 59	12 24
12 86	1 39	0 57	9 43	4 74	11 55	8 30	2 37	13 37	14 2	5 55	10 13	6 59	3 95	7 92
6 77	12 43	2 10	14 2	9 11	7 52	3 90	11 14	10 22	4 42	1 91	13 77	8 14	5 14	0 14
