40	70
52 1	42 93	11 14	57 90	40 79	37 15	28 38	56 54	17 1	19 30	25 25	68 86	0 53	2 50	22 51	69 7	1 53	15 17	62 10	48 33	61 54	38 43	33 67	64 22	8 82	51 80	3 36	32 55	5 99	31 55	53 87	34 92	16 98	26 9	35 8	30 33	10 55	46 96	50 15	44 56	21 57	67 12	66 20	18 88	27 99	23 20	45 61	54 72	13 5	39 13	7 59	63 32	6 64	59 27	4 57	55 98	58 20	60 90	20 91	65 48	29 86	41 77	24 3	9 72	43 63	12 61	47 14	14 16	49 67	36 89
0 53	10 62	13 99	44 98	35 90	46 86	1 14	25 55	14 63	30 43	45 28	58 84	53 47	5 72	42 5	12 99	7 45	39 32	65 21	48 82	36 3	11 51	43 52	59 8	28 99	8 7	52 14	3 62	15 40	49 47	47 45	23 89	41 94	38 16	6 43	51 38	2 77	17 34	27 85	19 42	54 27	57 17	33 61	64 38	21 9	29 53	69 37	50 57	40 58	37 21	62 57	26 56	22 49	34 87	60 78	61 47	16 40	55 54	4 92	66 33	31 22	67 27	32 40	9 35	24 31	68 71	20 83	18 46	63 75	56 69
31 90	21 4	0 13	34 53	9 88	6 61	8 37	46 82	1 12	40 86	61 74	39 12	14 87	44 86	41 70	20 83	67 88	43 75	62 53	30 46	26 3	24 5	2 97	65 74	16 57	4 12	42 39	22 55	13 27	55 81	60 4	11 83	15 8	28 96	23 27	47 12	63 93	17 93	54 85	49 63	64 43	27 63	52 22	32 51	12 78	69 29	51 55	25 16	38 14	33 19	45 9	68 21	58 1	19 48	5 12	66 49	7 31	59 13	29 99	37 43	36 52	10 7	35 69	18 25	50 60	57 7	3 64	48 54	53 35	56 21
36 76	10 33	65 8	6 83	18 17	67 56	60 35	50 34	53 41	2 75	14 93	30 72	4 31	33 26	1 36	66 74	61 95	24 39	49 41	41 14	64 1	68 96	44 82	47 67	29 72	8 5	56 12	54 27	25 75	5 1	9 54	40 34	46 78	39 7	57 46	26 22	23 70	17 11	11 24	51 84	19 44	38 9	55 77	35 42	12 91	42 3	15 48	27 34	45 15	43 24	63 14	16 70	13 79	3 24	32 84	52 57	34 67	69 49	58 19	0 13	37 46	20 98	21 26	22 50	62 17	28 70	31 9	59 8	7 83	48 75
30 89	61 86	16 31	56 29	39 53	20 63	36 47	52 1	51 94	12 2	2 47	9 32	50 62	10 59	15 80	63 74	22 7	23 36	31 79	41 46	45 57	38 56	68 33	43 32	3 35	29 48	26 19	53 93	37 70	4 15	64 2	17 6	65 29	21 33	1 19	33 61	44 50	69 62	62 60	14 85	18 14	66 27	8 21	46 20	35 6	40 97	47 19	25 67	11 73	59 87	32 57	24 39	0 92	55 12	27 90	48 42	7 61	54 72	13 91	67 72	58 22	57 88	6 72	5 46	28 10	49 31	60 36	34 3	42 14	19 33
13 35	62 81	45 65	60 76	24 73	43 64	46 15	31 54	33 96	29 46	30 92	7 92	54 84	40 74	14 80	53 55	35 3	51 95	65 73	3 40	4 13	52 5	39 58	1 22	49 97	59 98	48 49	28 70	6 14	64 63	5 75	23 4	68 80	42 22	0 21	41 98	11 70	16 97	12 82	34 5	22 76	37 4	21 49	57 57	55 45	19 89	61 73	15 84	9 21	56 15	47 37	44 48	2 87	17 95	69 40	63 64	26 83	67 28	20 69	8 24	27 71	38 22	66 35	32 82	10 14	36 8	58 40	18 32	50 7	25 54
68 58	29 79	8 21	32 53	1 22	21 30	26 88	45 22	17 2	2 23	41 33	9 29	39 38	10 76	53 84	35 67	20 37	12 77	14 13	11 18	16 20	25 62	18 81	55 24	61 75	23 49	38 46	43 51	0 71	27 27	54 4	46 10	47 93	66 59	31 75	28 17	52 37	13 46	60 29	24 95	49 33	57 25	50 33	63 35	62 74	44 70	6 14	7 9	67 4	58 57	56 16	30 37	22 78	15 71	34 22	3 93	19 53	33 10	42 43	69 12	48 65	65 10	51 87	64 4	36 78	37 54	59 2	40 17	4 12	5 49
52 50	38 37	41 9	13 70	54 56	31 32	16 2	17 92	57 16	6 82	7 75	40 97	22 2	5 39	20 48	46 88	36 82	11 35	48 68	26 82	23 88	55 71	53 54	56 91	45 87	33 42	35 7	25 94	15 5	34 78	62 60	65 37	47 45	50 27	10 16	58 15	30 2	9 11	24 54	61 35	2 16	63 22	19 88	18 12	69 12	44 66	60 54	8 86	21 28	42 14	28 8	39 55	64 88	4 44	12 91	49 49	27 83	1 4	0 87	68 64	51 66	3 47	67 27	14 65	32 30	66 72	43 96	29 79	59 31	37 96
43 93	21 57	5 27	17 36	42 53	67 74	18 19	24 28	32 50	66 10	54 29	27 84	14 64	10 53	3 30	25 1	57 40	0 65	52 10	19 6	59 38	11 10	50 97	69 51	38 79	61 24	40 82	55 78	46 15	41 45	7 42	68 47	8 39	49 18	39 88	48 97	30 52	26 86	6 25	47 43	65 68	13 14	12 26	51 28	15 99	63 62	1 59	60 97	4 4	16 68	62 42	28 6	2 16	56 15	45 62	35 7	53 61	9 1	33 58	58 68	37 25	20 78	23 85	44 44	31 98	22 77	29 78	34 83	36 19	64 40
21 64	5 42	20 54	24 42	13 94	58 82	33 19	68 81	15 33	9 65	12 45	10 21	38 21	63 5	23 47	25 63	53 74	18 50	45 9	49 13	4 18	52 45	31 28	14 16	7 16	28 70	46 77	26 86	32 4	2 12	30 45	48 39	54 33	57 10	29 97	37 62	1 47	39 54	66 50	27 90	35 28	34 92	19 17	55 37	0 3	44 46	60 14	3 5	36 74	11 32	51 3	16 18	67 3	59 56	62 81	61 13	43 39	17 53	6 62	42 98	56 48	65 74	41 19	22 77	69 59	40 79	64 24	8 15	47 18	50 43
66 22	37 56	47 37	2 85	68 3	12 2	46 61	39 98	33 26	62 24	38 5	63 1	35 83	16 73	28 65	45 53	54 40	26 46	59 35	18 15	21 97	23 11	0 24	7 27	65 92	1 83	17 85	44 75	56 44	61 71	48 92	67 94	55 61	14 42	40 44	27 12	31 53	4 19	34 54	10 60	22 25	43 20	11 79	69 50	41 48	20 59	51 65	42 25	9 48	58 24	50 86	49 7	8 26	36 10	32 52	29 91	6 43	52 40	53 84	13 60	57 79	64 3	19 46	5 71	60 26	25 44	3 72	24 90	15 12	30 5
27 50	9 75	60 2	26 96	11 80	14 9	58 45	21 3	15 44	34 23	67 67	12 13	47 93	5 83	36 54	3 28	24 51	35 24	6 49	42 88	55 19	48 85	39 84	7 7	44 61	43 35	46 58	45 4	52 58	31 40	66 8	61 6	29 93	68 70	49 24	10 29	54 1	57 13	23 60	0 2	62 51	8 51	37 24	51 53	13 69	50 50	4 31	33 37	2 22	69 38	20 93	22 86	64 85	41 77	40 81	56 38	28 45	30 15	38 51	59 75	16 77	19 82	18 99	53 52	63 91	1 19	65 41	32 37	25 15	17 52
59 60	0 6	68 88	52 48	66 39	2 61	65 77	24 56	63 61	37 33	56 51	21 17	6 18	4 36	3 75	11 63	12 38	26 47	14 2	28 24	41 31	51 29	58 81	69 8	27 86	16 7	44 49	47 47	45 51	5 88	43 70	32 37	15 61	7 46	50 28	61 24	25 61	17 81	9 46	42 33	29 53	55 15	30 69	54 86	13 75	8 90	62 66	34 90	40 72	57 58	10 37	33 93	38 43	53 22	48 4	23 32	20 47	1 6	39 53	64 38	46 55	31 26	49 17	18 47	60 30	35 17	36 19	19 5	22 22	67 82
7 93	45 93	11 36	62 1	2 42	10 99	64 17	65 79	23 43	67 33	36 38	25 74	35 24	47 2	29 61	42 7	57 10	32 67	49 26	37 3	0 48	50 11	38 71	18 26	56 45	54 30	6 13	13 24	14 90	28 5	24 37	16 89	1 83	33 46	3 41	31 84	4 9	27 10	17 78	41 48	66 86	63 43	51 57	20 19	60 67	44 86	46 63	48 20	52 54	22 44	9 31	34 66	15 35	43 11	55 67	8 74	21 86	40 32	5 79	26 51	12 57	58 56	39 64	19 92	59 68	53 39	69 89	30 87	61 60	68 90
6 15	51 76	45 68	12 44	62 47	8 61	44 43	5 33	1 22	52 87	2 66	28 26	41 2	63 54	30 9	22 74	18 90	32 18	39 69	68 62	11 18	17 28	56 74	0 90	27 88	13 47	57 58	14 25	33 1	42 22	20 83	19 47	37 97	43 93	69 98	25 14	29 7	61 39	48 28	49 6	67 18	47 82	21 67	15 12	24 54	36 12	9 98	64 98	46 12	55 21	16 4	53 30	58 28	59 37	26 25	7 70	3 23	38 53	23 22	65 95	50 65	60 96	34 22	35 13	10 86	31 93	66 81	40 57	4 36	54 92
68 6	24 28	22 40	9 41	0 20	2 80	18 52	49 74	5 69	45 28	57 98	8 67	52 70	39 58	59 26	32 66	28 28	53 86	62 99	27 9	43 25	23 6	50 31	64 31	48 58	1 46	21 56	11 37	16 53	10 46	12 5	47 93	65 88	46 42	63 5	42 73	30 28	13 61	33 42	25 64	17 96	36 19	31 77	7 20	14 6	6 68	69 33	19 35	20 45	4 38	38 5	15 19	35 14	54 32	3 71	67 82	44 47	51 18	60 70	29 67	61 1	34 25	55 90	58 88	26 26	41 51	56 23	40 10	66 56	37 67
15 50	21 89	42 92	20 40	12 67	46 3	44 90	7 4	28 99	59 66	13 33	39 50	38 9	68 44	47 30	37 77	40 40	32 23	17 88	62 98	10 65	22 85	19 63	63 27	4 26	61 31	54 29	8 21	5 58	65 48	64 13	51 39	53 4	33 79	11 5	36 9	24 6	52 80	67 48	16 38	27 41	14 88	49 85	57 18	23 70	58 6	34 84	56 27	9 46	41 76	3 28	55 55	2 59	0 28	31 90	1 56	43 41	69 53	18 14	66 87	29 89	25 50	26 32	30 52	35 97	48 92	6 25	45 24	50 85	60 29
40 78	19 44	22 20	58 75	44 61	21 16	52 31	28 82	45 96	20 67	47 42	24 62	53 54	37 62	57 70	50 64	32 82	16 48	25 4	63 14	49 3	0 40	29 35	39 62	56 10	5 50	15 6	55 94	14 47	51 2	54 45	31 41	11 75	59 54	43 47	69 54	66 63	65 96	10 48	17 5	3 29	60 63	27 42	34 10	68 78	64 2	48 43	26 34	62 20	61 28	1 39	18 87	13 55	7 37	8 44	36 73	41 21	67 4	46 27	35 58	6 90	38 39	42 22	33 69	23 86	9 53	4 41	12 83	2 39	30 52
34 5	69 47	57 36	35 10	60 30	31 72	51 77	9 16	5 85	41 57	37 27	56 2	15 16	39 92	1 86	19 66	4 34	3 42	46 43	23 43	45 2	21 71	63 52	61 91	24 68	27 28	44 26	62 87	22 52	40 39	58 87	68 7	38 80	36 85	2 87	55 44	12 3	8 49	20 72	53 8	65 49	42 95	25 70	48 12	26 43	18 44	11 14	6 20	49 90	16 97	17 57	32 37	50 60	47 44	52 88	14 82	29 62	13 67	33 40	66 20	43 97	10 74	0 75	7 17	59 18	67 56	64 39	30 48	54 82	28 80
42 27	17 20	57 57	11 84	12 94	16 89	63 98	60 20	26 73	25 91	65 93	27 93	68 42	38 71	33 79	37 64	49 99	0 81	8 24	45 84	5 55	1 30	28 87	46 62	29 86	34 65	47 75	59 81	67 3	53 12	13 60	14 33	3 56	23 65	4 13	69 85	52 69	19 3	18 76	55 28	58 19	61 90	56 33	7 57	48 71	50 19	21 51	6 97	44 55	15 46	24 82	54 47	39 35	35 68	36 56	20 99	10 44	2 74	51 7	9 20	32 40	41 98	40 90	30 93	31 9	22 49	66 7	64 60	62 17	43 55
32 95	40 66	68 64	34 50	7 95	54 18	50 59	21 50	8 94	63 14	0 55	17 35	47 85	27 19	3 17	30 67	5 16	25 67	6 94	35 51	9 47	10 43	18 95	65 69	26 49	23 16	53 16	58 52	59 90	13 15	31 53	41 65	37 36	64 84	48 63	62 68	45 58	56 4	44 52	14 37	55 54	16 96	39 72	57 97	1 48	61 23	28 67	15 28	52 92	49 70	42 74	36 41	43 22	29 58	46 46	19 17	51 85	4 94	67 10	33 73	38 99	60 34	2 56	69 96	24 94	11 90	66 91	22 60	12 90	20 14
7 20	60 64	51 4	52 38	62 26	23 25	0 20	40 1	20 93	24 9	65 30	37 75	32 57	11 80	9 96	31 30	6 99	28 45	49 25	18 10	47 34	29 13	55 29	59 53	42 96	50 67	15 61	44 39	39 30	14 50	22 75	43 84	36 46	48 2	2 6	54 18	19 57	12 42	64 6	56 26	13 82	69 2	5 36	33 35	61 78	8 40	58 91	3 23	30 14	63 81	25 70	17 86	66 87	34 24	21 83	27 34	41 6	46 65	10 26	68 30	16 28	35 2	38 58	26 29	1 62	57 39	67 77	4 35	45 98	53 87
18 86	51 16	6 40	0 17	48 31	38 43	44 38	31 85	68 65	5 89	56 71	67 79	36 40	29 57	60 22	11 79	47 41	49 55	43 68	2 15	32 66	63 9	65 91	39 12	50 55	53 49	26 35	58 17	30 45	23 21	3 46	25 89	42 25	62 29	66 4	1 50	4 65	27 90	34 59	24 8	57 18	7 88	17 53	64 50	52 80	19 35	59 80	61 92	28 6	10 84	9 75	15 33	41 55	21 3	54 61	37 91	45 23	55 85	13 99	8 12	22 15	12 37	69 22	35 73	46 89	14 15	20 99	16 49	33 78	40 98
52 86	21 53	68 50	62 28	51 41	25 65	13 12	45 70	26 78	65 53	27 98	42 22	67 56	38 73	15 41	60 32	53 71	47 31	40 68	43 8	0 71	69 85	28 96	9 99	23 85	30 98	63 88	10 98	5 46	1 45	14 66	61 15	59 51	39 22	66 24	31 94	34 12	16 88	3 94	48 74	36 4	54 76	50 30	6 93	46 96	32 89	37 67	17 63	2 29	55 15	22 56	35 45	41 40	7 59	58 71	33 8	24 45	44 54	20 89	12 53	29 11	18 50	56 25	11 82	4 44	8 53	64 64	49 43	19 62	57 30
49 99	10 90	3 42	18 16	51 84	52 83	58 35	44 68	14 40	43 5	26 62	23 87	40 79	4 55	1 15	34 4	45 63	66 48	37 46	59 87	62 96	61 61	28 20	22 37	57 36	55 16	12 62	36 63	30 82	31 9	19 69	53 20	6 32	2 24	38 62	63 33	65 14	8 53	67 50	20 11	33 12	60 72	68 21	11 87	29 41	13 55	27 99	47 83	21 40	69 82	25 82	46 88	17 64	15 79	64 70	7 42	0 18	50 97	48 30	54 75	42 35	5 29	41 48	24 85	9 47	39 75	35 46	56 41	32 34	16 77
21 26	57 84	6 44	39 77	25 62	42 38	44 23	4 54	49 15	7 97	13 17	51 2	14 83	33 32	60 59	3 84	26 64	65 21	34 54	30 93	23 91	41 90	53 27	24 61	38 61	29 67	31 26	63 37	27 16	56 70	10 1	17 12	8 98	28 66	2 43	66 66	12 46	50 5	19 97	52 84	61 96	0 2	11 22	5 95	15 38	58 68	59 13	9 19	35 54	16 68	47 63	37 67	36 13	62 85	20 35	1 37	69 25	43 5	48 74	54 2	67 78	22 26	46 9	64 22	40 87	55 44	18 15	32 78	68 33	45 59
41 15	29 87	27 1	57 73	46 99	68 52	66 84	18 5	37 51	25 32	45 79	22 83	10 28	1 20	59 16	21 66	34 79	55 6	13 34	61 19	17 30	14 49	38 54	44 17	0 22	65 72	2 45	7 76	32 95	8 18	47 13	67 65	6 4	28 93	20 80	56 45	36 7	35 61	63 57	54 58	42 92	24 47	19 14	53 37	48 26	15 51	30 97	40 81	60 63	64 15	3 29	11 94	69 81	4 11	31 4	5 68	62 51	58 21	39 21	23 35	9 93	16 61	26 53	51 94	49 71	12 6	43 34	33 43	52 21	50 28
50 67	43 40	10 72	17 11	55 90	45 51	28 11	48 9	37 37	8 21	34 98	64 66	15 15	26 15	4 23	62 53	3 81	38 56	30 43	0 22	49 38	23 98	32 42	24 63	56 45	12 61	53 74	7 25	46 3	13 54	51 28	65 3	35 8	11 56	63 68	14 39	68 83	18 25	27 44	1 93	40 79	57 48	44 76	54 21	22 21	41 8	52 82	31 64	6 50	39 38	29 18	60 70	36 67	5 83	33 80	58 20	47 62	19 41	67 17	42 36	25 84	2 51	21 53	61 3	20 89	16 43	66 31	9 65	59 57	69 50
54 69	57 26	9 54	60 99	27 29	6 34	47 8	5 5	51 35	68 18	61 97	67 53	18 34	50 57	43 46	41 96	25 4	63 93	16 97	64 33	30 98	33 65	42 44	28 11	21 69	8 10	22 36	2 86	20 48	0 88	62 61	23 41	59 41	53 80	40 87	58 76	44 78	37 29	66 38	4 58	36 25	38 43	24 32	49 57	45 35	19 68	3 10	46 48	52 99	29 34	31 72	34 43	69 47	10 65	17 38	7 10	11 15	48 6	26 67	56 21	13 42	15 96	1 86	65 50	32 36	39 76	14 3	55 84	12 64	35 16
32 29	14 68	5 82	8 50	58 11	65 60	38 3	2 62	43 12	49 53	0 61	51 41	3 51	47 84	36 35	68 7	52 98	25 9	22 89	41 89	13 38	60 38	67 90	69 20	29 28	48 16	39 34	35 19	64 17	18 76	37 71	44 75	50 7	53 57	16 65	28 91	55 46	15 18	40 70	27 28	57 34	6 73	19 96	56 88	1 71	23 61	26 77	24 42	66 53	30 70	42 41	54 58	12 38	21 18	46 5	61 30	33 29	62 53	31 36	4 24	63 26	9 23	34 18	10 69	20 24	59 8	17 17	45 90	11 68	7 73
