50	15
11 157	10 195	8 99	1 27	3 127	9 130	0 36	4 23	13 1	12 51	2 41	6 94	5 91	14 185	7 28
12 183	13 159	5 10	9 94	0 66	14 130	11 88	7 32	8 108	3 156	2 73	6 128	10 80	1 195	4 158
1 169	10 55	3 41	6 170	2 4	13 70	12 80	4 74	11 62	14 178	0 169	8 25	9 123	7 88	5 59
5 100	7 8	3 152	6 4	1 45	14 161	9 164	0 116	2 13	12 167	11 27	10 138	8 4	13 14	4 155
8 18	11 43	1 147	3 33	12 60	9 69	0 151	4 172	6 81	7 17	2 155	14 97	13 9	10 191	5 41
11 40	1 10	13 124	10 181	4 169	6 105	0 39	8 111	9 76	3 172	14 111	2 55	5 34	12 78	7 69
1 86	2 12	12 159	5 11	4 116	8 95	13 135	14 160	6 199	0 9	10 13	11 105	7 13	9 111	3 130
3 58	9 159	10 182	0 69	6 193	4 87	1 97	11 88	14 134	12 200	2 124	7 29	5 8	13 149	8 18
12 1	3 131	6 146	11 140	8 157	13 144	9 188	4 110	7 32	2 120	0 134	1 175	10 32	14 124	5 117
13 20	8 163	3 121	14 188	1 29	12 185	4 158	2 168	5 52	11 22	7 109	9 46	6 57	0 117	10 163
8 192	7 147	13 29	0 50	9 184	10 89	12 156	1 76	14 118	5 72	11 63	2 28	6 110	3 36	4 87
12 113	11 141	10 189	14 126	13 19	9 194	1 144	8 90	3 153	2 39	6 147	0 69	7 155	4 130	5 163
3 17	8 142	12 62	9 179	5 132	4 80	6 147	2 150	1 105	11 133	13 164	0 97	10 43	14 128	7 129
5 46	13 186	1 72	6 146	8 132	10 188	11 181	0 131	9 95	7 198	14 175	3 93	12 66	4 103	2 69
8 83	5 6	3 86	9 84	2 5	14 84	1 60	12 17	6 48	11 171	4 71	0 162	7 114	10 30	13 129
2 77	1 49	8 155	12 134	0 170	5 34	4 122	3 173	10 17	11 25	14 30	9 49	7 138	6 141	13 119
1 57	12 129	0 176	9 48	14 24	7 32	4 103	8 166	2 194	10 71	5 97	11 6	13 72	3 155	6 54
14 91	11 166	0 167	3 198	8 118	6 69	9 167	13 180	2 185	5 91	1 107	12 10	10 104	4 129	7 142
13 186	3 42	1 116	6 153	10 72	2 129	4 170	7 20	12 122	9 137	14 181	0 54	11 2	5 199	8 186
1 200	3 12	9 78	0 113	8 139	6 173	7 44	2 124	10 174	5 151	14 171	13 2	11 200	12 168	4 18
10 100	5 188	3 34	14 43	1 169	12 46	6 129	13 50	0 144	9 24	2 123	4 93	11 163	7 123	8 81
8 93	13 28	14 17	10 68	2 93	7 6	1 157	4 194	5 53	11 61	3 181	6 120	0 29	12 34	9 13
13 187	2 77	11 132	12 133	8 71	14 37	4 156	6 143	9 193	1 153	0 154	3 76	7 73	5 66	10 48
11 58	9 45	14 110	5 98	1 96	6 2	12 173	8 67	13 39	4 67	3 6	10 179	2 196	7 110	0 57
