90	10
7 56	3 8	2 13	1 60	8 98	5 80	6 94	9 17	0 16	4 68
6 20	1 94	3 28	7 80	4 13	8 62	9 87	0 17	2 34	5 8
5 60	4 74	6 67	9 21	2 10	3 19	0 30	7 73	1 59	8 69
0 74	4 4	6 34	1 58	9 37	8 38	5 75	2 45	7 84	3 35
0 70	6 56	7 53	9 26	4 39	1 96	8 30	3 95	5 64	2 81
5 2	0 18	8 87	2 2	3 8	9 48	1 49	7 57	6 27	4 17
7 91	6 84	2 91	3 69	4 55	5 40	0 62	9 8	1 84	8 90
2 17	8 15	1 94	4 28	0 45	3 3	5 67	7 60	6 6	9 44
9 60	4 68	5 65	0 6	8 99	6 63	7 76	3 33	1 56	2 42
5 56	7 1	9 72	1 83	2 10	3 15	0 82	8 12	4 47	6 76
6 52	0 24	7 41	3 32	2 54	1 68	9 78	5 91	8 78	4 52
8 2	0 6	9 44	2 22	1 1	6 89	7 39	3 19	5 15	4 33
8 51	5 36	2 97	3 12	7 67	0 64	4 77	1 50	6 12	9 7
5 41	9 77	4 13	0 2	1 91	7 38	8 87	6 39	2 14	3 21
3 96	2 43	9 3	1 96	4 31	7 14	6 61	0 38	8 30	5 75
0 67	3 25	6 2	4 94	5 25	2 32	1 76	9 56	8 34	7 15
4 69	8 17	1 79	6 69	3 82	2 7	5 16	9 51	7 51	0 43
0 16	8 22	2 60	6 7	9 69	5 16	4 85	7 23	3 87	1 51
5 29	8 71	2 41	4 21	0 34	1 52	3 79	6 19	7 39	9 20
1 20	6 76	3 17	7 27	5 15	2 97	9 16	4 63	8 53	0 20
5 34	2 18	6 61	3 68	8 26	4 42	1 97	7 39	9 33	0 69
7 67	3 65	6 5	5 56	9 6	8 78	2 6	1 81	0 53	4 12
8 60	0 5	3 95	6 32	9 19	2 12	4 53	7 67	5 55	1 66
0 29	5 10	7 84	8 51	4 39	3 92	6 87	1 54	9 76	2 12
3 87	4 55	0 67	8 85	9 50	1 90	7 65	5 76	6 47	2 92
0 78	2 60	7 33	4 54	3 66	5 16	8 36	6 62	1 16	9 80
8 53	9 72	4 3	2 38	1 52	6 33	3 57	5 30	0 51	7 40
6 44	3 88	1 20	7 55	0 70	9 5	5 47	4 19	8 64	2 94
1 46	8 68	7 64	4 16	2 5	5 46	0 7	6 82	3 49	9 32
0 55	5 45	3 91	7 77	9 98	2 98	6 37	8 69	4 40	1 26
8 72	3 69	2 45	4 20	7 7	1 75	9 38	6 69	5 44	0 84
0 36	3 66	8 50	9 29	7 93	1 1	4 57	6 6	2 69	5 93
3 64	9 11	2 38	4 41	5 41	8 53	0 10	1 67	7 70	6 20
9 71	3 94	5 29	1 16	7 84	2 90	6 92	0 2	4 58	8 6
6 32	8 40	2 65	9 88	1 99	4 12	7 51	5 97	0 20	3 54
0 74	1 31	8 94	9 61	6 82	7 41	5 29	4 97	3 65	2 62
9 40	1 31	2 81	6 72	4 14	8 95	7 9	3 24	5 58	0 73
0 3	1 66	9 13	4 69	3 28	6 52	8 20	7 10	5 97	2 91
1 54	7 53	6 85	4 42	3 82	2 64	9 52	0 73	5 47	8 41
6 32	2 91	0 3	3 93	5 71	9 54	7 89	8 5	1 60	4 65
5 71	2 83	1 56	8 80	4 58	3 72	7 77	6 16	9 62	0 66
0 50	4 19	3 91	5 70	2 3	9 48	7 15	6 85	8 84	1 16
7 5	9 27	1 46	2 59	0 18	4 3	3 83	6 10	5 97	8 36
0 34	2 71	5 47	9 43	7 96	1 74	4 68	8 15	3 22	6 90
6 80	4 25	8 63	0 71	1 10	7 85	3 32	5 31	2 57	9 38
4 45	9 68	6 91	0 57	5 63	1 50	7 77	8 5	2 98	3 42
3 75	1 41	4 24	6 69	8 72	0 84	2 79	7 40	5 89	9 70
6 34	8 60	4 44	7 42	2 32	5 15	0 79	3 57	1 85	9 16
0 45	1 36	8 50	4 36	5 68	3 30	6 73	9 77	2 36	7 76
3 79	2 69	6 28	1 55	4 34	9 96	5 14	7 85	8 76	0 78
9 24	2 20	3 63	6 11	0 20	7 27	8 79	1 51	4 36	5 2
5 40	6 32	2 79	3 95	0 59	8 37	9 55	7 7	1 14	4 67
6 64	2 2	3 36	9 84	1 18	8 92	4 53	0 33	7 13	5 16
3 61	4 79	9 89	0 6	2 30	5 11	7 3	8 81	6 48	1 38
9 6	5 72	6 86	7 19	3 58	8 54	2 22	4 60	1 19	0 86
3 41	8 77	5 54	6 35	9 6	2 5	7 65	4 1	1 35	0 46
1 71	3 81	9 94	6 29	4 90	0 32	5 42	8 47	2 96	7 35
2 86	0 70	3 46	5 61	4 92	8 52	9 36	6 39	7 73	1 77
