90	20
3 111	8 46	12 134	6 122	19 10	0 19	15 13	2 49	14 1	1 112	5 133	4 115	9 167	10 168	11 107	17 59	7 48	13 189	18 77	16 177
10 158	17 90	5 167	15 71	8 103	1 155	3 176	9 121	0 117	16 138	11 195	4 177	13 21	2 139	6 85	7 3	18 159	14 192	12 36	19 125
16 159	14 141	4 198	0 186	1 43	2 168	3 122	12 43	11 186	10 5	8 29	19 79	17 154	6 165	15 155	13 192	9 28	5 136	7 132	18 123
17 48	7 71	14 28	15 35	16 118	8 195	18 134	10 133	19 63	6 104	12 189	9 164	5 13	3 152	13 92	1 47	4 138	11 123	0 189	2 101
19 186	8 100	18 37	14 93	2 150	13 196	10 168	6 128	5 25	7 125	9 74	16 140	0 123	3 31	11 38	4 99	15 196	1 10	12 125	17 47
16 48	6 69	13 47	3 165	14 46	19 199	9 76	0 151	18 20	10 123	17 192	4 76	8 51	7 186	11 143	12 185	1 47	15 71	5 179	2 178
10 90	2 50	15 78	12 35	8 124	4 157	11 196	3 93	7 198	5 37	16 91	0 66	19 26	18 151	13 131	1 10	14 35	6 131	17 57	9 184
5 174	1 9	16 15	8 20	17 84	10 31	18 149	2 78	14 66	9 194	13 78	7 29	6 181	11 23	3 128	12 71	4 191	19 172	0 35	15 140
12 51	11 5	10 28	16 127	7 195	3 123	19 191	2 187	13 136	14 167	17 42	4 31	6 170	1 66	8 134	5 138	15 70	0 65	18 179	9 98
6 23	15 197	18 141	19 192	10 168	8 65	14 134	11 108	3 133	1 167	16 71	9 79	13 151	17 112	12 141	5 130	2 35	7 94	0 138	4 116
13 94	0 131	1 89	17 101	10 42	8 7	4 87	16 100	7 32	5 143	9 138	19 99	2 150	18 97	6 48	12 169	11 39	15 166	3 57	14 107
9 130	10 16	15 189	17 173	14 122	7 189	5 35	8 170	6 103	0 104	18 161	11 199	13 135	19 185	2 155	4 136	16 151	3 169	1 51	12 123
7 47	5 200	4 123	6 191	8 64	15 30	14 163	9 143	12 19	18 123	16 156	2 65	11 3	10 97	17 52	19 91	13 50	0 112	1 70	3 19
1 8	5 55	11 171	17 55	7 160	12 6	9 97	16 95	10 70	2 88	3 10	13 7	18 138	0 161	14 3	19 176	4 55	6 146	8 12	15 151
7 99	6 141	15 93	2 171	4 75	5 57	1 140	14 165	17 71	16 19	8 9	11 192	18 100	19 152	9 165	13 139	10 114	12 118	3 124	0 80
8 52	1 55	15 171	11 57	17 188	12 68	13 162	18 49	6 45	0 57	7 169	16 69	14 79	2 109	19 27	9 98	10 130	3 15	4 126	5 134
3 105	7 37	10 110	19 156	0 102	11 172	18 91	16 36	1 193	12 191	8 82	9 37	13 190	2 155	6 167	4 186	5 177	14 154	15 156	17 88
4 133	2 65	18 70	15 8	5 108	9 119	7 103	3 33	12 116	19 83	0 156	17 62	6 169	13 62	11 151	16 38	10 52	1 24	14 168	8 4
16 175	8 104	19 22	14 49	6 14	12 84	7 28	2 30	17 94	0 155	13 3	18 34	5 63	4 92	11 154	3 5	15 36	1 72	10 144	9 90
19 11	12 8	13 100	18 99	9 25	5 3	2 128	11 128	3 82	14 97	6 11	17 70	10 26	0 112	4 116	16 144	1 171	7 57	8 17	15 169
13 141	11 194	9 8	12 130	3 11	16 75	1 196	0 123	19 14	8 13	5 124	14 179	10 75	15 171	7 80	18 136	2 190	6 45	4 123	17 70
18 55	3 131	10 188	11 194	4 146	13 107	9 127	15 89	14 169	17 132	6 144	19 114	1 43	16 150	7 35	5 192	2 4	0 63	8 46	12 138
8 33	9 63	13 25	1 98	6 118	11 89	12 99	7 20	5 186	16 38	2 162	0 103	18 4	10 136	19 77	4 112	14 19	17 195	15 73	3 75
8 38	11 74	12 17	17 74	2 200	13 198	10 109	6 126	3 73	15 147	19 18	1 39	18 173	0 94	7 55	4 169	14 48	9 48	5 60	16 53
8 67	5 116	15 71	9 189	17 34	4 140	1 42	16 138	18 193	12 108	14 143	13 3	2 114	10 43	19 178	3 50	6 113	11 93	0 82	7 167
19 88	16 150	3 168	18 101	4 50	7 164	1 48	0 70	13 180	12 42	5 184	14 191	8 112	10 70	9 2	15 186	11 78	6 91	2 92	17 125
4 94	7 67	18 134	13 84	2 15	11 62	6 186	9 158	14 74	3 60	12 96	10 34	0 52	5 193	16 139	15 138	17 73	1 84	8 29	19 125
10 173	7 155	1 4	18 194	12 33	3 48	2 102	17 122	5 10	13 112	9 14	14 16	4 124	8 177	15 132	16 24	0 12	6 95	19 173	11 167
6 190	7 129	12 5	11 155	9 198	8 31	14 176	19 29	15 61	2 100	1 140	17 195	16 162	10 182	4 74	18 189	0 75	3 99	5 73	13 48
17 160	15 133	9 28	4 168	0 52	19 4	11 73	3 162	10 43	1 12	18 17	7 32	13 99	16 164	12 86	2 139	14 94	8 142	6 160	5 113
19 152	15 24	5 49	14 23	16 39	2 9	12 77	17 80	7 165	9 134	11 134	1 100	13 87	3 112	4 156	6 41	18 167	10 183	0 136	8 128
2 157	13 172	12 150	8 187	11 111	9 50	1 199	5 77	17 176	19 145	6 36	18 193	0 160	7 93	16 87	3 71	14 200	4 88	15 11	10 177
14 28	1 13	5 30	10 166	9 95	2 37	3 16	16 89	0 46	19 99	12 41	11 170	15 143	8 16	17 155	18 186	13 15	7 95	4 35	6 153
1 173	2 53	13 127	15 168	6 120	8 35	19 7	4 73	9 23	18 113	0 28	11 73	16 171	3 89	5 58	7 98	12 168	10 62	14 12	17 112
2 157	16 121	1 9	0 68	7 73	11 11	14 158	15 154	4 46	5 89	13 173	12 40	3 56	19 59	10 25	18 178	9 43	6 66	17 68	8 90
0 178	17 116	8 13	12 88	10 73	15 154	9 102	18 93	1 77	2 60	7 171	19 191	14 114	16 148	6 54	5 16	11 152	13 170	4 117	3 93
0 156	13 126	4 196	7 56	14 69	12 30	15 78	1 54	18 82	19 177	17 9	6 189	2 37	8 97	9 84	3 81	10 69	11 71	16 199	5 56
16 9	17 76	5 105	18 76	2 111	13 193	15 45	9 162	0 194	12 50	4 131	7 159	6 26	11 28	3 93	1 92	8 48	10 111	19 6	14 50
14 140	11 167	4 6	16 92	0 68	17 175	9 163	12 60	8 24	13 141	5 199	15 20	1 179	18 98	7 185	19 166	2 21	3 121	6 69	10 76
16 127	10 91	19 146	11 118	12 180	14 30	3 156	18 176	1 184	8 187	9 131	0 102	4 146	17 49	2 25	6 120	5 51	13 40	15 144	7 85
5 186	13 58	9 7	2 160	18 31	16 137	7 38	1 172	8 200	12 149	19 39	15 189	10 187	3 82	14 155	4 136	17 92	0 47	11 66	6 17
13 124	8 188	9 93	19 157	6 97	17 65	11 49	0 80	16 126	7 65	18 120	15 91	12 11	3 183	14 96	5 140	1 164	2 19	4 92	10 54
5 99	14 156	8 104	12 174	2 136	0 51	9 70	1 79	6 174	19 141	11 100	7 118	15 98	18 55	3 142	4 60	13 160	17 44	10 79	16 182
10 175	16 56	12 104	11 87	4 62	9 191	17 40	19 186	0 136	3 16	7 33	14 43	1 73	15 194	2 167	8 74	5 88	13 141	6 48	18 92
5 10	4 163	18 20	10 159	14 130	3 71	1 44	11 4	0 27	6 146	13 179	9 73	8 165	15 99	17 68	16 57	2 31	12 185	19 13	7 131
4 82	2 44	10 29	17 42	18 19	7 166	16 123	3 157	6 200	9 30	13 85	0 119	5 11	12 12	15 131	11 141	8 100	19 32	1 186	14 197
7 103	11 188	8 145	10 141	3 99	14 62	5 102	13 188	0 92	15 193	19 81	16 199	9 116	1 179	18 100	12 99	2 23	6 55	17 7	4 161
13 104	7 113	3 200	17 52	10 103	8 167	4 86	14 146	2 55	5 8	0 142	19 114	16 190	6 119	9 69	15 13	12 147	18 175	1 46	11 49
2 21	14 63	13 58	10 88	18 12	17 150	16 175	15 136	11 139	6 85	7 93	19 152	0 37	9 81	4 174	1 125	5 113	8 57	3 97	12 85
4 21	13 177	17 61	6 48	8 97	19 152	5 83	14 174	12 14	10 126	11 73	7 180	9 89	0 7	1 66	15 136	18 188	3 140	16 106	2 33
4 18	6 25	10 114	19 1	14 141	1 120	5 2	3 150	16 115	7 161	15 12	2 161	8 196	0 82	18 23	12 59	9 57	11 126	13 136	17 87
1 2	17 132	10 184	18 96	5 25	11 1	7 111	8 40	0 66	14 44	16 154	4 125	6 21	2 52	15 181	13 179	19 8	9 197	12 197	3 137
16 54	8 167	19 57	4 93	2 138	7 56	9 45	17 165	12 72	1 30	3 160	18 143	13 165	0 155	11 105	6 54	14 64	10 177	5 63	15 26
0 159	6 16	18 173	16 9	15 52	10 148	2 150	12 6	19 126	1 27	13 144	4 146	9 32	5 52	7 48	11 9	17 168	8 133	14 194	3 81
8 79	2 145	10 120	1 27	12 166	6 107	14 8	9 44	4 131	7 131	17 16	3 25	15 198	16 135	0 84	11 110	18 167	5 151	13 167	19 191
19 130	1 54	7 49	17 26	16 163	11 7	4 59	15 98	6 173	0 177	14 180	8 19	12 135	3 2	5 144	10 130	9 116	18 69	2 194	13 42
8 59	7 26	15 55	12 71	13 16	6 150	16 186	18 147	10 110	3 161	14 88	9 72	4 147	19 31	17 74	1 171	5 21	0 170	2 63	11 116
18 118	14 163	17 59	15 136	12 191	3 21	8 184	9 31	5 77	19 29	0 107	6 40	2 184	16 77	4 52	11 103	1 109	7 74	13 43	10 195
