80	20
7 67	0 166	2 19	12 28	16 32	3 49	10 154	6 149	19 23	14 119	1 80	4 161	17 32	15 86	13 197	11 144	9 64	5 102	18 187	8 13
0 63	19 106	9 95	10 10	15 29	11 77	16 48	4 100	7 128	2 198	3 39	1 76	6 48	12 32	17 162	13 75	14 198	8 70	5 59	18 77
4 134	7 107	13 98	0 118	10 67	19 94	17 106	6 111	11 25	5 28	12 151	2 189	16 21	8 62	1 175	3 168	14 94	9 117	18 166	15 192
6 152	3 35	5 26	15 103	11 129	19 6	4 96	14 114	12 29	0 101	16 141	8 74	10 15	9 194	2 186	1 43	13 116	18 171	7 42	17 11
14 75	5 85	15 33	8 127	17 187	10 85	19 83	7 140	18 39	9 142	2 132	11 59	1 97	6 173	4 175	13 158	12 91	0 44	3 79	16 47
18 132	14 81	3 186	15 154	2 5	8 56	9 61	4 83	16 49	13 84	11 2	6 14	1 127	7 73	12 161	0 174	17 158	10 130	19 72	5 174
12 33	16 50	0 88	3 169	19 114	10 59	2 133	8 53	6 103	9 101	13 38	5 26	18 186	4 164	1 67	7 161	17 61	15 81	11 58	14 131
11 58	0 24	15 119	19 49	8 12	12 41	7 183	1 136	14 178	9 144	5 187	2 97	18 15	16 126	3 15	13 35	6 25	10 27	4 178	17 90
12 146	2 170	16 20	1 101	6 65	9 78	3 191	8 178	14 128	5 176	18 144	17 165	13 126	10 189	7 183	15 66	19 142	0 190	4 33	11 152
19 145	13 185	11 8	8 147	17 98	16 129	14 126	7 110	4 45	3 103	6 145	1 196	18 116	10 88	2 90	0 181	5 163	15 44	9 21	12 35
19 129	8 127	0 99	3 186	7 29	15 168	2 24	1 78	5 12	12 82	13 119	14 163	4 35	17 69	18 103	16 165	10 113	9 143	11 184	6 104
3 7	13 4	5 9	8 200	0 44	10 25	4 194	15 28	16 50	19 20	14 200	1 194	11 91	7 184	6 9	18 161	17 85	2 196	9 180	12 89
6 75	0 106	1 93	13 192	19 104	10 156	9 59	12 123	8 55	14 162	16 140	17 161	4 189	11 73	7 183	5 181	15 85	18 131	3 182	2 137
3 169	10 200	19 196	11 88	17 166	7 35	4 86	1 153	12 93	5 140	8 83	0 50	14 140	9 128	15 57	18 135	2 176	13 63	16 55	6 170
18 18	19 188	0 133	14 119	11 72	13 126	7 145	1 97	16 159	4 170	10 124	2 65	12 143	3 181	9 149	8 138	5 175	6 55	17 198	15 33
7 93	18 89	0 46	13 137	14 198	8 47	19 7	16 106	15 189	17 193	12 60	2 41	11 162	6 45	9 182	1 29	10 92	5 69	4 103	3 22
5 182	1 119	10 172	19 65	2 83	6 176	14 91	11 25	7 99	0 71	8 76	9 22	13 39	4 146	17 149	3 89	15 93	18 47	16 50	12 139
15 33	4 115	13 45	9 118	2 127	19 142	6 79	17 56	12 186	16 95	10 165	18 25	1 67	8 77	14 179	11 133	0 90	5 36	3 29	7 39
10 159	18 75	7 177	5 25	13 177	3 72	9 34	2 37	19 9	0 110	1 1	15 124	16 167	17 111	6 17	4 192	11 45	8 55	14 112	12 175
15 55	12 92	11 142	1 48	17 80	13 12	2 59	7 70	10 190	18 116	8 187	4 83	5 60	3 45	19 34	16 146	6 198	9 140	0 117	14 136
2 153	9 193	0 19	16 15	15 163	7 156	19 139	14 101	11 40	3 107	1 89	4 14	6 21	12 2	8 161	17 137	13 58	5 157	10 193	18 166
6 145	7 59	17 176	15 160	9 71	3 178	2 14	16 164	1 21	14 147	13 137	0 90	5 64	12 130	11 117	4 50	10 173	18 123	8 57	19 4
12 17	1 59	9 107	19 10	11 119	8 67	13 115	0 55	7 177	14 82	2 105	16 58	17 130	15 46	6 2	10 113	3 189	5 38	18 19	4 144
8 50	3 110	14 192	18 196	16 12	11 189	9 189	12 114	10 164	15 4	4 82	13 105	1 7	5 113	6 58	0 70	17 21	7 37	2 19	19 153
1 72	19 174	7 130	6 33	17 75	0 117	11 41	13 56	15 36	8 98	5 98	14 57	3 146	9 119	16 95	10 188	18 120	2 25	12 74	4 179
5 83	4 169	7 194	16 86	8 91	14 87	6 90	15 4	11 159	10 7	17 145	1 135	18 15	9 110	19 136	13 162	12 185	2 138	0 69	3 194
12 119	11 89	9 51	1 17	16 21	7 119	8 146	4 106	2 144	17 160	19 113	18 21	10 49	6 75	13 133	5 126	3 174	15 161	14 115	0 150
9 130	10 19	4 55	2 100	13 171	7 30	3 51	8 120	14 129	6 125	18 180	15 119	0 32	11 102	19 124	16 105	12 29	5 45	1 173	17 157
18 8	13 67	2 98	5 74	15 175	6 56	17 106	10 93	19 1	0 83	8 178	9 124	14 59	12 93	11 196	4 162	3 122	16 59	1 23	7 99
11 43	0 71	5 29	1 173	19 63	12 116	9 178	8 80	6 19	17 109	16 32	14 78	10 53	4 96	2 70	13 12	18 83	7 123	3 130	15 197
5 6	0 188	9 91	19 16	1 38	11 176	13 18	8 94	18 53	2 124	7 50	6 5	14 64	16 42	4 84	17 94	12 48	3 120	15 45	10 82
11 119	16 121	1 13	6 88	13 142	14 59	5 44	19 185	8 3	9 7	7 76	18 100	10 182	3 9	0 99	2 116	17 159	4 195	12 194	15 96
10 54	18 50	16 175	2 11	5 65	9 117	12 81	3 15	0 159	14 145	8 36	11 81	15 155	13 87	19 29	4 74	6 131	1 175	7 154	17 19
15 142	17 19	1 16	12 195	9 165	11 33	3 18	5 86	8 170	4 181	7 187	19 65	6 4	13 192	0 93	18 48	10 129	16 98	2 22	14 105
7 184	10 63	17 166	8 142	1 184	0 7	19 30	6 92	3 36	13 190	18 95	11 194	15 154	4 109	9 8	16 152	5 138	2 87	14 169	12 165
19 160	14 67	6 62	8 95	18 86	3 8	1 169	7 135	9 158	13 200	0 125	16 193	11 107	5 178	15 18	12 145	2 176	10 51	4 134	17 112
3 132	14 197	12 164	9 103	2 58	10 190	4 130	16 53	11 126	7 99	1 52	8 161	19 79	0 187	18 65	13 30	17 108	6 32	15 55	5 6
2 166	9 151	5 75	13 88	17 63	0 51	8 147	15 171	14 55	4 195	11 26	16 6	10 136	18 157	3 71	1 15	7 15	6 36	19 56	12 81
1 27	12 32	7 155	11 52	18 76	13 168	6 7	4 180	2 30	3 61	8 96	17 16	5 21	19 143	15 34	9 48	0 150	14 66	10 135	16 169
16 121	11 135	8 54	1 196	12 156	3 193	9 1	0 70	6 191	17 159	7 148	18 132	2 167	5 16	4 89	10 126	15 155	14 8	13 71	19 44
18 106	8 110	1 134	10 44	6 162	9 82	5 164	11 36	12 152	7 73	14 199	0 130	16 113	19 152	4 44	3 145	15 176	17 66	13 56	2 10
4 189	7 135	5 46	3 49	1 25	8 150	15 160	9 52	19 118	18 42	6 181	13 148	12 94	10 136	16 74	2 47	11 64	0 81	17 77	14 55
11 111	18 116	0 93	15 179	10 162	1 37	17 29	8 73	5 174	6 150	9 30	3 120	7 59	13 145	19 87	4 16	16 173	12 78	14 38	2 167
1 99	2 77	13 169	5 107	11 150	19 16	12 61	0 156	10 193	17 79	18 38	15 50	16 70	7 44	3 109	8 111	6 20	14 110	4 115	9 105
3 152	9 115	15 69	14 6	11 168	7 189	10 146	13 33	5 111	0 56	16 35	8 189	12 20	4 139	17 17	1 126	19 199	2 90	18 107	6 114
19 72	15 92	11 7	7 155	12 55	17 80	18 85	8 181	1 99	16 104	5 151	10 193	13 127	14 138	9 80	0 102	6 197	3 12	4 40	2 26
12 23	1 29	13 83	2 78	0 150	17 174	11 11	8 139	6 130	4 31	5 86	10 73	16 6	9 66	15 127	3 131	14 18	7 175	19 55	18 159
13 65	3 170	18 148	0 64	8 66	10 38	11 69	1 199	6 103	16 171	4 139	19 88	9 48	2 80	5 71	14 19	7 167	17 165	12 119	15 22
3 13	1 12	7 25	11 60	8 193	19 134	13 151	2 103	10 145	4 177	6 52	18 197	16 28	12 196	14 45	17 34	5 104	9 77	15 132	0 28
16 149	15 76	18 180	19 23	17 150	7 79	3 102	13 128	9 96	2 183	0 118	14 195	11 75	8 162	6 58	1 96	12 93	4 102	10 87	5 100
15 180	9 30	16 107	7 170	6 34	12 98	0 128	5 108	14 131	3 186	4 35	10 122	11 172	13 45	17 65	8 99	19 162	2 116	1 39	18 43
18 26	15 175	19 45	8 126	3 116	1 37	13 89	14 117	6 82	16 165	5 51	9 102	4 123	11 115	12 103	7 156	10 43	17 53	0 104	2 85
15 143	13 172	12 34	11 105	8 35	4 74	9 2	5 131	19 26	14 63	18 30	1 115	2 176	17 95	6 97	16 148	3 127	0 57	10 123	7 75
5 92	15 119	7 164	10 7	4 109	17 94	2 35	9 171	8 118	16 35	6 161	18 84	11 9	13 154	12 46	1 175	19 198	0 17	3 116	14 33
5 38	18 19	1 105	13 103	2 154	7 67	8 69	19 121	15 160	17 65	0 136	6 180	4 27	3 22	14 76	11 43	10 47	9 140	12 10	16 133
8 47	15 4	16 50	14 127	12 60	6 116	1 112	9 195	18 8	2 169	19 170	7 162	5 136	10 114	4 150	13 141	11 167	3 74	0 162	17 98
16 160	18 148	6 19	9 112	12 67	15 29	13 44	8 49	0 74	5 104	19 141	1 24	4 24	2 119	7 67	10 44	14 176	17 162	3 148	11 77
2 191	5 43	17 77	15 99	8 73	0 119	4 189	1 72	7 18	13 117	14 68	9 69	10 23	3 20	6 117	16 115	18 128	19 99	11 117	12 91
