80	20
13 90	10 57	2 143	17 116	15 159	8 162	16 106	18 58	1 54	19 11	0 129	6 23	9 18	14 36	5 168	3 80	12 130	7 46	11 43	4 80
3 36	13 4	16 182	19 50	1 169	8 33	15 196	6 40	4 163	5 120	12 121	14 130	9 49	2 61	10 170	18 128	17 177	0 109	11 152	7 129
13 114	14 37	10 123	2 120	11 198	4 158	15 85	7 99	5 93	3 155	6 155	17 170	9 53	16 87	8 23	19 147	12 186	18 1	0 103	1 35
10 44	5 148	0 16	18 104	12 114	2 93	1 187	16 52	14 158	13 13	3 186	7 39	19 53	15 180	9 191	17 124	11 76	4 14	6 37	8 134
0 36	19 80	1 136	13 57	3 46	10 80	11 13	16 38	2 3	12 166	17 29	7 177	8 167	15 168	4 12	5 56	14 56	18 65	9 81	6 45
13 77	16 119	3 196	19 41	1 158	5 94	10 45	17 91	18 80	8 49	7 96	9 192	4 148	0 190	15 100	14 146	11 153	12 160	2 164	6 61
2 199	9 13	1 2	0 62	3 49	13 50	14 91	17 58	16 14	5 125	10 21	15 84	19 113	18 181	4 83	8 165	11 132	12 191	7 11	6 144
16 70	10 71	8 179	11 163	1 189	5 95	18 61	0 77	7 112	4 200	14 88	19 51	6 175	3 13	2 101	13 44	15 3	9 139	17 57	12 147
13 193	0 55	18 174	1 172	4 141	8 198	3 97	15 104	14 17	9 3	16 165	5 100	17 150	19 191	11 118	6 61	12 37	7 132	2 29	10 78
11 21	1 43	3 84	10 18	2 145	16 21	6 75	14 134	7 150	4 23	13 72	17 181	12 183	5 47	0 39	9 137	19 26	8 152	18 58	15 60
3 182	17 151	10 166	12 20	18 51	14 18	7 151	19 42	5 191	9 192	8 85	1 117	16 97	6 96	2 119	13 85	0 116	15 2	11 145	4 56
1 115	19 170	10 181	8 169	14 8	16 181	4 50	17 137	7 14	0 45	15 39	5 198	13 157	3 138	2 129	6 10	12 157	9 29	11 5	18 78
4 173	9 161	10 7	2 35	7 130	5 20	1 106	14 164	13 168	8 144	12 26	19 59	18 86	16 195	0 163	11 35	3 197	15 6	17 41	6 77
3 119	19 54	16 127	6 50	0 120	4 155	8 74	15 185	17 11	1 146	13 60	9 28	2 47	10 9	5 97	12 36	7 63	11 172	18 154	14 8
19 123	16 10	1 136	2 2	14 195	4 134	6 122	18 8	0 96	12 74	3 60	7 90	9 98	8 112	5 176	17 115	11 65	10 130	13 26	15 138
15 60	6 138	14 44	12 87	2 19	16 28	4 56	17 102	5 196	11 160	3 70	10 117	13 54	7 177	0 104	19 51	1 46	8 194	9 127	18 142
1 93	6 130	14 29	18 110	9 176	0 159	19 97	4 98	17 135	5 128	13 179	16 112	15 199	8 118	3 96	7 41	10 38	12 101	11 156	2 32
1 133	0 189	13 67	10 105	3 50	15 35	16 200	17 95	4 94	5 127	9 199	8 17	12 166	14 174	7 126	2 195	18 43	11 178	19 158	6 181
17 125	4 74	8 47	14 88	15 4	3 84	13 86	7 14	6 83	0 89	12 76	1 153	18 174	10 7	9 100	16 94	2 91	5 12	19 42	11 102
12 8	1 146	16 33	14 91	6 50	5 38	2 107	7 99	18 41	11 73	10 14	15 107	8 116	19 154	0 123	9 85	17 11	4 100	3 129	13 139
1 23	16 45	13 46	12 178	14 179	3 44	15 100	9 163	19 92	5 37	11 118	8 93	7 179	2 154	4 50	0 35	6 186	18 46	10 112	17 46
18 144	5 146	4 152	8 199	10 28	17 59	15 123	14 59	7 199	13 27	3 88	9 119	19 114	6 176	2 92	12 132	11 170	16 5	1 169	0 139
8 87	11 163	12 176	7 96	10 120	9 11	17 160	6 194	4 137	16 81	2 143	18 118	14 189	3 123	19 181	15 197	0 97	5 119	1 187	13 163
7 120	17 54	14 110	10 109	9 88	19 123	13 131	11 82	18 194	1 84	3 189	12 20	4 28	5 19	8 4	16 34	6 166	0 120	2 91	15 123
19 6	15 110	0 24	3 155	7 66	14 157	9 85	12 166	2 122	1 90	4 53	8 12	10 133	6 51	17 184	11 46	5 76	18 54	13 167	16 44
8 84	13 186	4 88	3 156	7 29	0 129	6 145	18 84	19 93	10 108	1 54	12 56	11 96	14 45	2 146	15 63	5 50	9 101	16 189	17 173
14 140	4 25	16 61	13 15	8 86	17 76	0 38	1 86	12 184	19 47	10 78	7 66	2 10	18 59	15 138	6 199	3 89	11 75	9 85	5 191
14 144	19 82	12 131	4 102	6 51	0 133	7 23	11 107	1 115	2 129	18 14	3 94	17 42	5 57	10 109	9 2	8 46	15 196	13 159	16 108
12 79	1 96	4 39	10 134	17 181	18 197	6 84	7 157	0 57	8 42	9 82	14 138	19 39	3 195	15 10	16 108	2 171	11 29	5 15	13 10
18 98	7 139	14 144	3 138	2 166	5 176	9 20	8 176	10 44	12 91	19 121	6 185	13 153	0 110	17 112	11 93	15 156	1 200	4 44	16 183
10 36	11 24	4 28	6 89	14 166	12 138	1 146	13 123	5 91	7 147	9 61	2 65	18 180	15 68	3 26	17 112	0 52	16 66	8 66	19 52
10 153	6 116	18 101	5 198	9 155	2 60	15 80	3 133	12 102	11 138	4 113	8 10	1 198	7 131	19 159	17 18	16 49	13 172	0 196	14 146
19 181	9 17	17 124	5 54	14 182	6 72	3 18	12 150	15 103	4 119	10 98	13 60	18 56	2 130	8 199	16 137	0 182	7 125	11 180	1 151
15 44	14 78	11 132	8 125	18 2	17 174	0 97	1 87	2 149	12 124	10 34	4 146	3 151	19 114	16 134	7 8	13 19	9 71	5 53	6 7
8 130	6 83	7 187	16 34	4 137	0 172	3 120	10 34	17 154	2 155	12 32	11 106	1 199	19 144	15 51	9 187	13 88	5 30	18 10	14 152
2 58	15 185	5 175	14 194	16 99	0 119	17 75	11 128	3 183	10 130	8 149	12 25	13 128	9 7	1 177	4 4	6 123	7 31	18 123	19 11
5 105	16 105	2 117	19 30	7 65	3 37	15 21	4 137	12 186	14 72	11 150	13 87	17 68	1 60	8 102	18 17	10 51	0 60	9 47	6 46
10 83	18 195	11 188	14 81	2 55	16 141	7 124	15 175	17 98	12 162	4 164	13 132	9 162	0 150	3 6	5 24	6 79	8 104	1 35	19 13
1 82	15 131	10 49	11 185	19 68	4 40	8 187	9 156	7 31	16 57	14 127	2 158	13 125	0 171	6 190	17 146	12 37	5 142	3 165	18 132
12 74	18 63	15 141	3 96	10 129	5 158	4 3	19 26	6 100	0 155	16 49	11 185	13 118	14 32	9 10	8 120	17 101	1 124	7 175	2 164
19 114	2 173	12 195	13 133	4 186	6 53	18 185	8 14	0 198	7 196	11 192	16 61	14 100	17 135	1 177	15 17	3 93	10 128	5 57	9 12
18 82	16 104	5 26	11 190	17 195	12 2	8 23	3 81	10 19	9 166	15 190	14 44	7 56	6 151	2 148	13 167	4 99	0 46	1 180	19 3
5 101	15 43	3 27	7 139	11 138	0 36	8 130	16 156	13 139	6 156	4 45	2 107	12 25	18 65	14 104	9 80	19 105	17 65	1 164	10 159
9 103	12 175	16 81	7 145	5 31	4 174	2 6	10 152	0 91	19 188	13 113	1 167	18 194	15 67	11 115	14 115	6 91	17 65	3 55	8 157
19 118	18 164	16 159	10 42	14 19	4 181	7 133	3 160	0 182	12 194	11 159	6 7	13 154	8 11	2 31	17 172	9 142	1 112	5 44	15 90
8 155	1 13	17 131	5 199	10 26	4 87	7 45	12 145	6 20	9 167	0 156	2 146	11 107	3 18	19 107	16 150	18 157	14 197	13 157	15 154
18 121	4 93	3 11	15 95	9 96	6 173	14 190	2 122	19 31	1 166	5 61	8 60	7 41	12 191	17 199	10 87	16 83	11 22	13 31	0 121
5 112	13 193	0 71	14 120	18 117	6 23	12 22	9 168	10 62	15 103	4 1	17 75	11 103	7 62	8 179	19 128	16 71	1 123	2 107	3 6
