90	10
9 54	6 71	2 50	3 92	5 53	1 13	7 96	4 16	8 11	0 2
1 7	4 42	6 91	0 98	8 41	2 42	3 89	7 20	5 85	9 34
7 80	0 43	3 46	1 49	5 55	6 77	2 97	8 14	4 78	9 40
0 95	1 67	7 94	6 17	8 44	4 70	2 95	3 60	9 70	5 97
9 27	8 28	0 43	6 82	4 47	3 69	7 81	5 48	1 69	2 35
0 77	6 94	1 53	7 68	9 60	2 82	4 16	3 29	5 47	8 5
2 83	9 76	1 41	6 24	8 80	4 50	3 59	0 87	7 8	5 46
8 62	7 92	1 84	6 5	5 22	4 30	3 6	2 42	9 37	0 73
3 50	8 2	5 28	7 61	4 59	2 57	9 28	0 64	6 66	1 35
4 3	9 60	7 40	6 23	5 31	1 28	0 42	2 16	3 25	8 28
6 85	8 53	0 97	9 22	7 14	5 6	4 9	3 28	2 27	1 22
4 65	3 14	2 93	9 53	6 92	1 92	8 96	5 44	7 75	0 17
6 55	9 52	4 37	3 69	1 16	7 62	0 79	2 83	8 67	5 10
5 58	4 97	7 80	2 70	9 42	8 18	0 66	1 67	3 3	6 4
5 23	7 25	3 78	0 25	6 30	8 46	2 63	4 27	1 88	9 19
7 81	4 8	6 44	2 46	1 29	8 89	5 93	9 50	3 5	0 97
7 21	1 20	3 47	2 58	0 40	6 88	8 36	9 4	4 18	5 92
3 58	5 67	2 28	0 66	8 34	4 41	1 1	9 1	7 59	6 11
2 86	4 63	1 13	3 73	6 42	5 6	0 60	7 42	9 54	8 40
9 22	5 88	6 31	4 7	3 17	2 47	0 29	1 61	8 98	7 1
8 10	1 48	2 77	5 80	4 65	3 90	7 2	0 7	6 49	9 60
8 11	4 31	2 3	1 62	3 12	6 29	7 8	5 35	9 62	0 63
6 39	3 34	4 69	7 15	8 88	9 94	1 95	0 33	2 18	5 59
0 20	1 96	2 33	4 1	9 65	3 24	5 65	8 22	7 83	6 77
0 21	4 45	1 27	3 33	9 38	7 21	6 64	2 28	5 43	8 29
9 41	6 89	4 22	7 38	2 73	3 41	5 73	1 54	8 32	0 36
4 29	1 3	6 52	8 99	5 20	2 74	9 56	0 26	7 73	3 7
6 85	7 55	5 34	2 70	1 22	0 64	9 58	8 55	3 80	4 80
0 18	3 93	1 50	6 1	7 10	8 61	2 61	9 91	4 92	5 90
3 21	7 52	5 40	4 17	0 73	6 14	2 21	1 93	9 92	8 51
2 1	0 98	9 98	3 76	5 12	7 33	8 17	1 89	6 65	4 61
0 87	7 81	4 3	1 99	3 81	8 72	9 86	5 43	2 76	6 41
