70	20
19 14	9 77	6 82	8 70	0 6	3 29	7 49	10 89	1 1	12 47	14 3	2 69	18 46	17 73	4 27	5 15	13 78	15 13	11 46	16 82
9 38	7 6	19 92	14 26	4 37	3 28	16 33	15 55	0 17	10 13	13 24	2 87	5 42	6 90	1 21	8 41	18 22	17 30	12 48	11 93
7 6	18 23	19 41	4 68	10 78	13 85	3 9	8 19	0 67	14 71	15 73	17 53	12 17	16 30	5 58	6 95	11 37	2 58	9 11	1 58
14 14	11 1	18 39	7 89	15 82	3 45	10 19	17 10	6 34	12 93	13 97	5 77	2 83	8 97	0 12	19 61	9 72	16 68	1 86	4 91
19 45	17 32	15 95	4 94	5 77	12 29	18 21	9 29	2 91	3 4	11 45	1 16	14 69	8 89	16 72	10 54	6 35	0 22	13 62	7 40
16 33	4 91	6 27	17 77	7 86	11 66	18 84	2 77	3 70	0 94	14 96	1 58	10 23	8 64	9 22	13 2	19 17	15 20	12 40	5 33
6 96	19 10	4 15	16 98	12 80	11 41	13 64	18 83	1 5	5 62	9 47	0 6	3 38	7 61	17 71	10 29	2 90	14 61	8 38	15 85
8 64	3 66	12 78	9 63	17 49	1 32	7 94	13 9	6 33	0 45	16 85	5 10	14 70	11 10	18 47	2 56	4 13	15 70	19 46	10 9
7 17	6 97	4 4	0 51	9 1	17 76	1 5	2 37	8 67	5 57	3 71	12 49	10 87	15 4	18 10	13 29	19 43	11 29	16 45	14 23
6 50	11 36	12 97	14 50	5 28	4 73	3 6	13 38	1 80	17 43	16 41	18 62	10 88	15 66	2 16	7 64	9 90	0 67	19 84	8 33
3 76	9 76	5 63	19 27	7 57	12 94	18 1	16 30	13 21	4 12	8 53	1 85	15 31	6 71	14 67	2 95	17 82	10 44	11 82	0 68
16 44	0 89	3 36	18 80	7 15	6 80	19 37	12 32	1 84	17 64	9 88	15 7	10 46	2 23	8 57	5 95	13 7	14 23	11 66	4 41
10 93	4 43	13 9	12 53	2 71	15 81	9 47	14 22	18 69	11 5	6 46	7 92	8 30	3 8	16 2	19 44	5 95	1 78	17 16	0 72
15 85	14 92	10 70	11 41	3 18	4 89	2 54	17 3	6 22	1 64	0 17	7 66	9 24	16 25	12 92	18 24	8 6	13 9	19 74	5 58
18 59	7 75	11 39	0 45	8 30	2 15	16 40	19 69	17 30	6 74	14 23	1 42	3 86	9 49	15 31	4 1	5 92	10 49	12 27	13 42
19 95	7 87	17 61	5 62	14 12	13 97	18 21	12 8	1 9	6 84	3 51	4 24	11 13	9 19	10 1	15 43	8 17	0 31	16 33	2 34
14 82	2 94	9 75	19 43	16 48	1 49	13 53	0 11	17 20	10 96	5 89	3 24	18 19	6 23	12 13	8 6	4 73	7 15	15 2	11 57
2 10	6 19	16 8	17 56	14 2	4 74	15 56	3 75	10 79	5 27	18 63	9 46	19 17	12 39	13 31	7 36	8 62	11 52	1 94	0 45
14 85	3 64	4 42	12 14	13 77	5 99	6 12	1 63	15 41	11 45	7 17	0 67	17 94	2 33	8 25	10 98	16 68	9 50	18 74	19 14
10 1	14 16	19 46	17 48	1 90	7 97	8 70	3 32	9 92	2 28	15 47	12 59	16 57	11 43	0 49	18 71	6 18	4 67	5 15	13 54
14 47	19 78	17 12	5 84	16 57	13 14	4 50	11 16	18 36	7 41	1 54	10 53	3 69	15 17	9 15	0 13	8 7	2 42	6 81	12 83
6 38	7 26	5 56	13 85	10 24	9 73	11 98	0 54	8 13	1 92	14 56	4 73	12 35	18 7	3 76	15 55	16 95	19 7	2 58	17 34
3 23	10 80	15 32	6 56	12 50	1 13	17 89	5 16	8 71	18 92	2 43	0 73	16 96	14 71	7 18	11 51	9 55	4 54	19 71	13 96
10 96	16 78	11 12	17 56	18 53	0 48	8 83	1 97	13 71	4 70	7 73	19 35	9 15	3 47	14 1	2 30	5 12	12 61	15 83	6 35
4 83	16 61	7 13	18 29	1 84	17 41	14 50	19 1	3 12	6 39	5 85	12 81	15 69	11 81	0 96	10 83	13 97	2 85	8 55	9 70
17 73	7 36	8 55	6 4	13 77	1 73	15 42	11 11	12 95	3 95	2 27	5 32	9 95	14 81	4 71	18 7	16 35	19 13	0 5	10 79
3 97	14 76	9 34	15 76	17 8	8 88	16 83	12 97	4 71	2 17	7 4	11 30	5 80	13 17	6 62	0 83	10 18	1 9	19 87	18 47
18 67	12 78	16 52	10 56	0 70	15 43	7 58	1 89	13 10	8 15	3 3	14 87	9 90	11 63	19 15	6 59	4 32	5 33	2 7	17 61
10 80	1 5	16 70	14 71	18 85	15 67	19 99	17 64	12 85	2 18	6 70	5 81	8 3	11 90	3 34	9 74	4 33	0 80	13 15	7 2
18 78	2 49	6 65	19 50	10 2	11 13	12 77	1 58	15 51	0 56	9 54	17 94	16 20	13 24	14 40	8 58	5 58	4 30	3 7	7 37
10 19	11 1	16 26	13 85	2 15	12 16	9 66	5 8	14 27	0 54	7 79	8 58	1 53	18 88	17 31	19 93	4 79	3 49	15 13	6 33
16 9	9 71	15 30	17 12	0 8	11 16	6 81	10 61	4 64	14 99	13 51	1 46	5 59	2 59	19 50	8 46	12 77	3 27	18 30	7 99
10 60	14 48	12 14	9 51	7 54	0 37	11 37	4 81	17 39	2 47	16 76	19 69	3 64	5 97	1 57	13 92	18 90	6 26	15 1	8 32
3 92	6 48	9 45	17 58	7 70	19 15	14 89	12 25	1 64	4 19	2 31	8 43	5 11	11 25	15 16	16 9	0 19	13 76	18 64	10 65
13 93	1 41	15 31	12 56	11 42	4 42	5 33	2 86	18 34	6 32	9 69	17 93	14 34	3 45	7 23	10 89	16 84	0 62	19 45	8 89
12 10	10 12	18 91	3 75	9 96	2 12	11 69	0 46	14 89	1 38	15 55	5 58	8 80	7 90	19 68	6 1	17 74	16 10	4 43	13 37
3 61	6 40	15 79	13 89	4 61	8 48	1 86	19 44	16 55	11 6	5 79	12 21	18 42	10 72	9 37	17 51	14 66	0 14	2 4	7 96
7 99	13 59	5 51	8 28	17 34	6 36	18 46	10 18	15 44	11 23	0 94	19 52	2 47	12 6	16 69	1 36	9 56	4 29	3 71	14 16
0 60	1 30	11 20	7 96	2 45	12 30	16 51	15 89	9 24	8 38	14 47	19 98	3 9	17 81	6 68	4 39	13 69	10 43	18 60	5 96
4 24	19 6	8 79	13 70	6 91	2 49	12 37	9 33	0 39	1 87	11 1	18 90	15 6	7 59	3 76	14 42	10 64	5 56	16 99	17 73
16 13	10 64	3 39	11 52	6 97	17 69	0 45	2 37	15 31	5 60	13 64	7 61	18 27	12 20	1 24	9 66	4 84	19 66	14 78	8 71
