60	15
11 137	2 35	7 110	8 53	0 198	13 179	5 71	6 109	12 18	9 60	10 111	14 20	4 68	3 158	1 109
14 17	12 68	11 120	7 126	4 193	10 181	13 185	3 158	8 145	0 138	6 61	9 30	5 128	1 39	2 22
12 32	7 71	9 192	8 77	11 113	10 21	4 59	0 7	3 10	6 123	5 109	2 18	1 197	13 43	14 36
5 4	13 116	11 119	10 33	7 91	1 196	14 193	4 62	12 47	9 9	8 177	3 198	2 115	0 85	6 92
11 80	9 176	8 92	7 16	14 105	0 167	1 133	2 16	13 143	10 142	4 58	5 160	3 119	12 74	6 185
4 100	12 67	11 41	5 177	9 36	8 180	1 38	14 58	13 56	10 29	3 18	7 53	6 85	2 160	0 146
12 128	3 141	4 31	7 195	9 71	5 159	1 132	11 96	6 106	13 62	2 143	8 26	10 174	0 5	14 131
2 13	3 147	11 172	8 132	4 65	13 124	1 106	12 23	14 70	9 117	6 111	5 76	0 90	10 57	7 29
4 35	8 184	6 99	10 90	2 66	9 40	0 124	5 98	3 142	13 116	11 40	14 56	12 147	1 64	7 135
4 190	0 3	6 16	1 118	10 193	3 112	14 177	2 93	13 97	7 63	9 174	12 78	8 9	5 81	11 76
3 55	1 116	11 114	4 7	0 83	2 184	6 82	12 97	14 41	8 25	5 139	13 61	10 14	9 70	7 55
13 107	0 65	3 149	5 115	2 166	1 191	7 103	12 1	8 45	6 13	4 173	14 179	10 101	11 40	9 60
13 90	4 45	7 186	1 56	11 170	0 67	10 150	8 118	14 121	5 65	3 139	9 97	6 168	2 109	12 37
1 2	13 89	9 66	7 45	3 78	5 191	0 74	12 58	8 14	14 79	11 70	10 21	6 71	2 115	4 121
9 30	12 40	8 115	13 91	4 61	1 79	5 8	2 28	10 188	0 21	11 69	3 195	14 86	7 48	6 96
0 159	9 91	8 159	10 2	5 8	12 162	7 112	14 185	11 129	2 178	4 3	3 48	6 176	1 47	13 131
0 108	2 119	8 73	7 36	4 198	11 199	9 198	14 124	13 161	10 45	3 177	12 155	6 32	5 153	1 186
13 25	14 53	9 140	8 48	1 183	10 99	7 15	3 188	11 124	4 31	12 6	0 18	6 93	5 136	2 49
