80	15
14 76	7 15	2 55	10 10	8 85	13 2	0 38	1 55	11 99	5 67	9 13	4 26	3 96	6 22	12 90
5 48	12 45	8 34	11 81	3 38	13 24	10 46	0 6	9 55	6 19	4 37	14 55	1 20	7 62	2 88
14 34	4 44	6 40	9 99	2 95	12 23	5 25	7 74	8 80	1 11	13 16	11 64	10 70	3 94	0 59
6 17	12 5	9 67	3 42	4 79	1 3	14 85	13 89	8 2	11 50	7 45	2 80	5 12	10 92	0 9
5 89	4 92	7 43	8 60	12 67	11 79	1 88	2 89	14 76	6 30	10 14	3 80	9 29	13 93	0 20
11 85	0 57	6 59	12 23	13 94	7 26	9 24	2 92	3 3	1 55	5 3	14 31	4 78	8 30	10 57
9 90	8 29	10 20	2 32	0 72	14 48	4 77	12 60	11 87	7 65	6 22	13 77	5 64	3 90	1 36
9 83	4 22	11 32	3 94	1 18	2 11	12 87	7 89	13 20	14 84	6 31	8 66	5 23	0 41	10 77
1 66	9 74	8 22	0 74	10 72	14 16	12 95	6 29	13 73	3 18	11 75	7 14	2 7	5 62	4 89
4 7	6 51	7 9	9 12	5 44	12 71	14 45	3 14	0 64	2 20	13 57	11 33	10 5	1 65	8 46
9 50	5 79	6 52	12 46	7 73	8 34	4 78	2 92	0 70	11 19	1 61	10 39	13 12	3 43	14 78
7 57	14 31	12 70	3 35	0 25	5 66	13 91	9 71	2 76	10 23	8 71	4 49	11 61	6 13	1 84
5 20	8 52	0 19	4 95	13 82	1 91	3 92	14 45	2 77	7 65	12 79	9 33	6 21	10 6	11 51
8 59	12 4	7 49	9 24	6 75	14 77	1 63	10 37	5 22	3 78	2 87	13 39	4 4	0 46	11 55
9 4	13 19	4 99	8 37	6 27	5 5	1 76	7 85	11 47	12 75	10 79	3 74	14 53	0 81	2 24
13 33	12 32	0 97	6 66	1 15	3 25	9 49	8 24	5 61	2 81	10 94	14 68	11 83	4 83	7 77
11 43	7 62	10 60	6 50	2 25	0 26	5 36	3 96	1 84	4 43	12 19	9 59	13 67	8 61	14 5
8 30	5 50	0 71	7 86	10 68	1 14	14 51	11 41	6 48	3 90	2 36	13 91	9 60	12 65	4 84
4 12	7 82	3 54	12 14	10 4	14 37	8 50	11 41	2 88	1 53	9 72	0 29	13 50	6 64	5 89
6 50	2 4	5 30	0 47	11 50	1 22	3 87	13 57	12 99	4 66	7 53	10 5	14 2	9 34	8 29
3 78	14 25	9 74	1 47	8 99	10 96	7 9	4 96	11 58	6 78	2 83	12 37	0 29	5 90	13 15
0 97	3 8	11 33	2 15	9 69	6 15	8 98	12 81	13 57	10 69	7 55	4 23	14 36	5 86	1 51
4 93	2 21	13 36	5 38	9 20	1 94	6 15	12 26	10 88	0 39	8 49	7 3	3 3	14 94	11 9
5 7	9 70	10 22	12 67	7 70	14 46	0 29	4 11	13 29	11 87	8 88	1 39	2 73	3 58	6 40
2 42	9 38	13 34	11 36	12 62	5 38	6 9	7 61	3 18	4 47	10 93	1 12	8 80	14 90	0 57
12 76	6 4	10 64	0 72	4 58	13 6	11 64	3 84	14 25	5 40	9 17	2 97	7 60	8 8	1 2
7 54	0 95	11 53	12 75	8 15	1 8	3 28	2 4	9 17	5 19	6 42	13 41	10 23	14 88	4 58
9 36	7 36	12 14	11 58	10 83	8 91	0 80	1 84	2 50	13 47	4 29	3 86	6 48	14 86	5 64
10 88	2 14	13 93	7 63	4 25	5 32	11 81	12 94	6 26	3 4	1 78	8 16	0 38	14 89	9 13
14 98	12 30	11 69	9 56	3 74	13 15	7 53	6 29	0 78	8 6	10 57	5 9	2 44	4 72	1 36
3 7	8 8	10 83	6 65	2 42	0 86	11 51	1 95	7 60	13 59	4 8	14 29	12 32	9 59	5 74
11 88	9 68	6 75	8 36	0 51	1 42	2 47	14 78	3 97	4 19	13 4	5 13	10 42	12 30	7 93
7 66	1 80	12 11	4 66	3 39	5 37	9 80	2 63	10 56	14 51	11 58	13 14	8 3	0 17	6 60
7 48	0 57	10 77	12 87	1 82	14 24	5 51	9 76	4 62	11 78	8 36	13 45	3 42	6 79	2 60
2 79	6 76	10 46	7 3	3 90	14 46	11 49	9 30	5 66	12 50	4 25	8 82	0 56	13 4	1 49
4 85	7 27	12 27	0 74	10 40	2 74	13 66	6 52	1 78	3 45	9 41	14 90	11 44	5 24	8 4
