90	20
0 120	17 124	6 138	11 190	5 198	15 90	8 120	13 75	1 41	4 22	18 144	9 174	10 31	2 31	12 95	7 191	16 184	14 7	19 89	3 14
17 175	14 7	12 128	19 73	3 134	5 60	8 16	0 108	4 44	13 164	1 60	10 101	6 20	15 192	9 130	16 96	2 154	18 154	11 59	7 158
8 88	4 108	17 92	14 112	10 57	2 6	1 168	7 52	11 117	16 121	5 59	6 15	3 144	19 82	18 157	0 157	12 7	13 143	15 157	9 124
4 23	18 128	1 138	8 171	7 148	14 32	10 69	16 151	17 141	19 200	11 178	2 178	13 28	3 121	9 117	6 168	12 106	15 160	0 121	5 140
8 133	0 82	13 51	6 181	18 8	17 185	1 131	3 161	11 38	19 49	12 68	14 181	16 174	9 170	4 92	5 195	2 47	15 168	7 120	10 145
17 96	18 189	11 72	3 38	7 28	1 49	8 22	12 199	14 186	5 182	13 24	0 24	10 71	16 87	4 34	2 112	9 44	19 91	6 140	15 8
0 38	7 56	4 67	6 167	12 67	3 70	2 171	8 147	9 113	18 11	16 60	1 104	11 48	19 181	15 174	13 115	17 12	5 86	10 197	14 124
9 9	17 19	7 108	3 31	2 185	4 117	1 61	5 30	8 171	11 126	10 65	13 57	14 30	16 90	12 196	0 84	18 19	15 180	6 124	19 194
10 45	5 126	6 186	15 28	12 52	2 120	4 7	19 187	14 141	13 194	17 34	7 72	8 28	16 198	18 198	0 161	9 83	3 163	11 96	1 100
12 144	14 147	9 120	8 40	10 52	2 144	17 47	5 97	18 161	15 161	19 140	3 127	11 22	4 185	6 115	0 63	13 98	7 180	16 170	1 102
17 36	10 196	5 179	14 197	15 128	13 128	9 4	3 163	11 136	8 79	18 30	7 112	2 160	0 92	1 150	16 138	12 187	6 118	4 165	19 100
10 12	5 38	19 156	18 140	17 162	13 108	11 184	8 14	4 138	6 29	1 82	7 187	2 61	12 86	9 47	16 54	15 193	14 184	3 65	0 77
11 36	2 16	9 77	1 110	5 61	18 56	7 153	0 171	15 112	19 87	17 144	10 197	14 154	4 141	13 43	16 127	3 192	8 124	12 52	6 51
0 135	10 94	17 113	4 3	9 10	16 53	3 31	18 187	7 17	6 17	1 25	11 176	8 20	15 165	12 65	5 162	19 24	13 66	14 51	2 113
10 47	6 191	5 107	12 50	11 115	7 83	18 113	8 177	9 42	1 17	3 127	15 59	17 38	16 120	19 121	13 93	14 101	4 38	0 14	2 4
6 39	16 9	4 61	17 154	9 142	10 191	8 61	1 55	7 193	3 100	0 170	12 26	13 2	5 111	2 136	18 130	11 125	15 40	14 147	19 45
19 85	12 39	6 27	8 199	3 5	1 103	16 131	18 153	13 8	2 72	0 90	7 179	4 66	14 59	11 49	5 83	10 152	17 69	15 168	9 3
16 43	17 23	4 161	2 196	1 127	10 143	0 91	13 77	18 57	3 38	6 124	11 27	9 184	19 200	7 25	15 34	5 167	14 8	12 31	8 99
7 111	12 156	8 73	0 95	4 40	16 120	15 50	9 14	2 170	5 8	1 18	19 166	13 156	6 81	3 64	14 50	11 160	18 138	17 107	10 22
11 93	4 51	16 143	8 105	9 89	12 119	17 191	0 40	1 98	5 130	19 190	3 102	14 123	10 191	15 121	18 159	2 146	13 196	6 155	7 97
8 155	5 55	12 107	1 170	0 12	15 1	2 6	14 45	9 68	18 142	16 142	3 84	11 198	10 150	19 144	17 147	7 13	6 155	4 180	13 78
3 109	10 131	13 18	1 97	19 12	4 107	9 170	7 78	11 62	2 13	17 60	15 99	5 111	18 33	6 142	14 51	8 89	16 142	0 132	12 180
9 66	16 193	17 189	6 188	4 112	12 52	15 123	3 53	11 28	13 31	14 76	2 132	0 56	1 13	10 106	7 81	5 198	8 27	19 108	18 30
7 169	5 109	17 86	0 127	4 48	9 95	10 60	18 12	19 158	3 157	11 181	15 173	2 155	8 28	6 96	14 190	1 107	16 32	12 145	13 123
3 194	19 25	10 60	18 11	6 177	15 61	13 171	9 54	17 154	12 67	4 82	7 127	14 91	5 84	8 120	2 176	16 60	1 103	0 164	11 19
2 90	7 103	17 31	16 63	13 35	15 88	0 196	1 119	18 169	14 155	19 89	8 135	11 133	10 186	6 149	9 145	5 81	3 129	4 187	12 192
13 197	15 133	19 80	4 153	10 38	9 94	1 110	3 39	0 36	7 79	17 101	5 40	18 21	2 9	8 55	14 170	12 123	11 70	16 3	6 42
9 52	19 45	3 58	8 184	0 197	10 200	14 65	7 139	15 38	16 90	11 36	12 14	2 88	17 167	4 49	6 144	5 34	13 159	1 9	18 184
12 128	13 166	15 134	8 119	1 198	10 77	18 84	0 151	17 102	7 60	14 134	11 55	19 195	4 122	9 191	2 117	16 164	3 113	6 71	5 70
18 187	10 175	0 143	2 197	3 178	5 147	11 15	16 82	17 133	9 26	7 18	19 105	1 37	8 14	13 179	12 86	14 12	15 12	6 20	4 149
5 108	3 200	1 156	16 17	0 157	4 87	8 176	11 7	14 146	7 194	18 119	12 200	6 122	13 69	19 57	15 94	2 44	17 105	9 111	10 55
3 176	4 19	6 132	8 8	14 77	15 154	13 27	1 28	19 8	18 20	12 83	2 122	7 180	16 4	11 190	5 12	9 166	10 170	0 156	17 184
16 72	19 117	2 57	13 29	9 85	5 61	12 99	6 58	3 61	4 136	18 22	11 167	15 192	8 94	17 75	14 54	7 135	1 127	10 183	0 199
7 178	1 11	16 82	15 163	18 116	8 88	10 89	4 114	14 189	17 190	2 46	19 6	3 183	9 5	5 114	13 86	6 173	12 174	0 90	11 109
11 32	4 12	0 89	8 60	2 82	17 57	13 155	10 161	7 158	18 146	14 84	12 52	16 153	15 186	6 161	9 132	1 43	19 76	5 84	3 87
18 181	12 195	11 47	9 27	1 139	3 128	8 153	4 66	19 67	17 93	6 63	0 173	16 147	15 16	5 198	10 185	14 147	2 54	7 14	13 118
18 173	11 31	19 47	2 76	1 194	4 141	3 6	12 101	17 167	14 188	16 83	0 76	6 94	8 138	5 3	13 58	15 189	7 87	9 179	10 106
5 189	4 65	0 187	16 183	13 74	17 131	9 120	19 47	2 72	11 69	7 97	12 162	1 157	10 43	6 19	3 131	14 57	18 47	8 36	15 192
2 192	7 20	8 179	6 45	13 187	4 76	12 77	9 43	15 132	0 99	19 31	10 98	3 117	11 105	16 126	17 161	18 45	5 33	1 74	14 73
17 156	5 189	6 137	0 74	14 92	18 18	10 140	7 111	15 52	16 64	11 140	19 180	3 24	13 59	2 14	8 58	4 107	12 16	1 47	9 183
14 143	16 174	4 38	11 149	19 19	10 29	17 158	0 23	5 65	8 171	3 100	7 197	1 100	2 19	9 132	18 58	15 5	6 194	13 64	12 150
16 136	15 191	11 62	18 118	5 153	14 45	9 92	4 103	17 32	0 58	13 30	7 10	12 120	8 49	1 92	3 90	2 31	10 161	19 196	6 138
5 114	15 55	9 1	11 24	3 51	8 79	16 168	1 69	19 157	18 22	17 38	2 35	14 140	6 199	0 53	4 100	7 109	10 36	13 104	12 192
1 200	11 178	6 40	4 80	14 163	16 152	18 39	12 155	10 111	17 105	13 168	8 91	19 182	0 187	15 165	9 48	3 36	5 57	7 180	2 71
3 19	16 90	2 38	14 146	5 91	13 75	11 35	4 181	7 198	19 197	18 59	12 187	10 117	9 143	1 192	17 24	6 160	8 84	0 193	15 172
6 178	2 95	17 55	18 8	7 197	14 46	11 140	0 199	12 164	19 72	4 176	16 149	15 186	5 180	9 73	10 114	13 129	3 115	1 184	8 127
10 197	5 24	0 196	15 168	18 121	13 60	4 43	2 172	14 120	8 114	7 187	6 114	11 123	1 22	19 171	9 62	17 66	3 195	12 26	16 181
9 74	0 48	14 188	12 85	11 81	3 29	18 92	8 144	4 113	5 37	6 151	10 116	2 30	1 104	13 121	16 99	17 136	15 95	19 70	7 136
7 75	19 108	3 89	13 53	6 5	10 145	16 96	18 94	2 70	14 197	11 197	17 55	8 147	15 51	1 189	4 123	5 88	12 105	0 157	9 76
5 19	2 18	8 81	6 123	14 84	13 21	3 131	12 162	18 13	16 35	7 165	19 156	10 48	11 47	1 46	9 9	15 88	4 46	0 136	17 104
17 94	19 70	18 89	8 153	3 137	15 122	2 32	5 161	9 2	14 92	16 87	4 176	0 12	12 199	6 3	1 24	7 30	13 39	11 101	10 112
4 61	9 82	19 172	13 190	12 167	18 37	16 98	3 87	6 52	11 70	15 121	14 41	8 70	17 15	0 55	1 10	10 192	2 106	7 52	5 81
17 92	5 112	12 8	0 75	13 96	6 126	2 161	10 169	11 89	9 156	18 54	3 24	15 192	1 21	14 67	19 189	16 101	8 102	4 64	7 171
9 172	3 6	7 184	14 68	15 135	17 113	4 51	1 69	2 108	8 200	16 199	6 65	18 93	0 187	11 74	13 106	19 30	12 39	10 84	5 72
9 159	10 48	11 176	3 122	0 169	12 137	14 110	8 70	2 170	1 36	4 92	18 36	15 83	13 100	6 168	19 51	16 84	5 107	17 107	7 42
15 16	6 121	5 184	7 101	19 84	10 75	9 162	14 194	4 14	1 130	0 129	3 162	18 148	12 97	2 54	11 8	13 133	8 76	17 51	16 135
6 31	19 170	2 136	10 125	12 128	15 176	3 29	17 89	1 129	5 146	4 116	0 131	14 38	8 112	18 145	13 95	9 86	16 50	11 24	7 166
