80	10
7 115	6 100	2 60	3 146	4 36	0 99	8 97	9 101	5 122	1 57
5 185	9 195	6 25	2 96	7 10	0 164	1 82	4 66	3 129	8 83
3 76	7 78	8 55	1 11	9 171	6 147	4 162	0 70	2 69	5 14
4 117	7 23	2 150	8 165	0 196	5 65	6 193	1 186	9 128	3 29
1 13	4 42	6 72	9 30	5 131	3 166	0 82	2 59	7 117	8 21
0 134	6 119	8 127	3 9	4 95	7 162	1 189	5 69	9 113	2 2
3 196	0 198	4 62	9 128	2 109	6 4	8 100	1 57	5 67	7 102
1 64	3 147	5 189	7 62	6 14	0 126	4 56	2 123	9 5	8 142
3 86	4 175	7 186	8 42	0 113	5 130	1 137	2 61	6 60	9 66
4 50	0 121	3 118	2 136	9 56	8 88	5 6	1 57	6 91	7 149
4 81	7 106	9 87	5 53	0 128	1 181	8 114	2 140	3 2	6 153
9 38	0 115	4 18	6 7	5 92	1 7	7 80	3 128	8 66	2 177
1 176	2 101	9 109	0 198	6 35	7 5	8 167	4 130	5 127	3 147
7 46	2 189	6 110	3 17	9 177	4 45	8 158	0 81	5 77	1 163
7 99	4 181	1 173	5 136	3 3	2 119	9 72	0 109	8 195	6 79
1 119	5 64	6 138	7 40	0 97	9 55	3 3	4 11	8 150	2 31
3 37	0 110	1 36	6 16	5 57	2 38	7 14	9 47	8 53	4 52
8 139	7 7	1 189	5 100	2 34	9 178	6 149	0 164	4 136	3 62
4 90	9 140	5 190	2 147	3 73	0 14	6 116	1 101	8 156	7 51
0 73	4 107	7 4	5 122	3 4	2 135	1 67	9 182	8 83	6 23
4 138	7 10	8 93	5 152	3 95	6 123	1 177	9 153	2 176	0 141
0 197	9 65	7 85	5 72	6 94	1 165	3 61	8 32	4 25	2 61
0 35	1 104	6 156	8 70	4 59	9 14	7 119	2 189	3 148	5 12
4 24	5 183	0 55	3 140	9 40	2 75	7 92	1 23	8 34	6 3
8 82	3 145	6 138	5 155	0 24	9 30	2 122	4 133	7 23	1 36
6 62	5 26	2 23	9 111	7 64	8 33	1 171	4 113	3 66	0 121
9 6	8 85	1 196	0 101	4 20	6 1	5 10	3 119	7 111	2 183
2 36	9 167	6 8	0 6	1 150	4 52	5 135	7 194	8 30	3 64
8 32	2 199	6 66	7 189	4 65	3 10	5 72	0 187	1 83	9 34
2 138	1 104	9 125	4 107	0 197	3 159	6 95	5 18	7 95	8 12
5 81	9 140	4 141	2 10	0 46	3 184	8 190	1 103	7 109	6 64
8 123	2 70	7 17	6 141	9 191	5 61	1 11	0 102	3 86	4 58
5 156	3 80	8 172	1 122	0 45	6 19	9 112	4 100	7 183	2 77
3 196	4 94	0 116	2 128	1 123	5 87	7 124	6 52	8 110	9 113
5 17	3 88	0 113	2 138	6 109	9 114	4 124	7 41	1 175	8 19
