40	20
7 47	16 95	10 86	19 11	3 94	12 40	14 52	18 10	2 25	17 76	15 72	6 72	4 96	5 90	9 74	1 83	11 78	0 8	8 78	13 29
18 1	15 30	8 83	3 56	19 89	1 42	16 88	12 14	13 94	9 1	4 62	17 35	14 30	2 31	6 19	5 44	10 46	11 85	0 86	7 59
10 26	2 95	16 98	17 3	9 3	19 53	1 63	6 25	7 16	5 85	13 1	0 14	3 65	18 20	15 19	11 51	4 1	14 75	12 86	8 20
4 91	12 28	16 59	17 92	10 79	3 9	8 33	13 63	19 74	2 53	14 88	18 68	7 84	11 79	0 31	9 24	1 84	5 65	15 92	6 33
7 72	15 24	5 87	2 82	17 95	8 74	19 19	14 6	18 45	12 48	10 37	6 90	11 89	9 35	4 89	16 25	3 60	1 96	13 91	0 50
18 21	1 64	8 3	10 69	13 35	14 97	5 40	11 5	7 3	6 66	9 82	15 44	17 90	19 66	12 36	4 52	2 90	16 4	0 32	3 31
19 87	1 35	5 26	11 77	14 81	18 71	12 22	3 7	13 64	17 34	7 89	10 39	2 34	4 61	15 28	8 49	9 22	6 64	16 23	0 26
13 3	6 73	1 60	16 3	15 25	10 24	17 46	19 56	4 19	11 85	5 86	9 56	18 25	12 31	2 23	14 9	3 57	7 48	0 90	8 57
10 38	2 94	0 74	12 94	14 30	9 46	1 8	11 82	19 13	3 26	7 98	17 16	5 85	18 43	6 30	8 12	16 98	4 93	15 35	13 80
13 86	6 22	1 20	7 13	12 77	0 1	9 83	4 68	5 65	17 36	2 25	8 12	14 88	11 90	3 99	19 93	18 56	15 56	16 92	10 83
19 20	1 92	0 78	4 64	9 28	5 22	12 46	6 63	15 1	13 76	17 42	2 48	14 23	18 4	7 92	8 74	11 46	10 2	3 72	16 59
18 95	17 69	1 36	4 14	12 52	11 32	14 74	9 71	2 43	8 97	13 51	15 88	0 37	16 70	6 83	5 99	19 80	10 37	7 29	3 33
3 81	1 45	4 61	8 4	17 49	12 98	14 8	10 77	0 85	15 89	5 38	13 64	19 43	2 64	7 30	6 55	18 8	9 48	11 34	16 3
4 25	7 76	2 10	13 55	1 9	8 41	6 98	11 21	9 43	17 20	16 83	19 2	18 29	0 28	10 18	15 27	5 61	12 35	14 66	3 61
16 43	19 66	1 48	0 72	9 53	11 58	13 42	10 3	4 92	12 17	15 37	2 63	7 34	6 50	8 99	3 77	14 85	17 34	18 88	5 1
11 61	17 45	9 84	4 32	2 14	5 99	10 32	18 79	7 15	15 1	19 9	14 45	0 26	1 68	12 90	13 11	3 80	6 94	16 52	8 20
19 63	2 40	8 79	18 59	0 83	17 20	5 92	6 73	7 36	4 83	14 25	10 68	3 21	11 7	15 91	1 14	16 22	9 75	13 44	12 81
16 22	7 21	2 5	4 26	10 80	0 19	5 60	6 77	8 26	12 79	18 6	11 73	17 82	19 90	15 61	14 53	3 50	9 43	13 67	1 92
15 67	6 81	19 17	0 65	1 86	18 14	7 89	2 35	17 12	14 43	16 29	9 42	5 22	13 97	3 48	4 91	11 5	8 44	12 74	10 2
6 78	5 19	16 44	1 50	12 93	3 3	9 79	11 64	18 15	13 45	0 76	4 59	15 76	14 63	17 37	8 8	10 44	7 29	2 89	19 43
12 95	8 53	1 25	15 69	0 77	3 14	9 92	6 97	16 77	19 3	4 36	2 57	5 15	18 51	14 36	11 72	10 11	17 60	7 44	13 71
12 15	8 94	10 62	16 56	5 48	9 83	4 22	18 5	0 94	13 77	1 45	6 16	7 49	17 59	14 85	2 83	3 13	11 44	19 62	15 61
17 79	19 63	11 74	1 5	2 72	9 55	0 88	3 97	6 35	14 77	15 92	5 59	18 68	10 70	16 21	13 76	8 67	4 67	7 67	12 30
14 68	15 26	5 22	2 22	19 22	10 44	0 9	17 48	12 65	11 32	3 14	8 67	16 27	18 98	7 27	1 13	9 43	4 88	6 28	13 54
