60	20
11 93	5 128	6 119	13 7	15 197	10 101	18 79	12 70	16 36	9 127	19 159	0 160	2 93	1 25	14 25	8 197	4 135	3 21	7 175	17 177
18 18	19 133	14 72	13 125	16 9	9 120	10 22	0 28	15 27	5 11	7 102	1 63	4 133	17 91	12 64	2 200	8 179	6 48	3 74	11 138
14 76	15 94	19 53	6 66	3 177	1 9	5 79	8 43	16 24	7 130	10 51	13 18	4 167	0 127	18 69	17 82	2 172	12 81	11 83	9 173
11 45	14 120	15 83	17 101	13 193	19 195	3 181	1 159	7 191	0 115	4 49	18 73	16 7	8 55	12 152	10 127	5 116	6 63	2 154	9 192
7 15	12 153	5 42	18 193	9 59	6 194	0 121	1 135	14 177	16 55	10 4	11 175	19 67	17 164	3 189	15 77	13 116	2 18	4 23	8 162
10 182	11 4	12 19	6 141	9 16	1 38	4 53	5 37	13 160	17 8	16 28	2 71	3 105	14 18	7 102	19 92	15 116	8 175	18 30	0 128
13 192	18 168	19 8	4 156	15 28	7 73	0 138	16 165	11 92	3 87	12 187	10 89	1 24	5 86	9 75	2 165	14 58	17 5	6 135	8 64
17 16	9 197	14 173	11 187	16 1	6 15	8 189	15 96	3 69	1 135	0 85	2 169	13 199	10 92	19 117	18 97	4 164	12 64	7 28	5 184
3 95	0 126	4 178	6 124	13 158	14 128	8 169	19 121	9 98	11 12	2 71	17 174	16 115	18 137	12 120	10 40	1 88	15 137	5 68	7 31
0 109	3 114	16 163	9 184	10 117	14 66	4 134	18 2	11 13	17 140	12 197	7 123	5 11	2 45	6 4	19 147	8 109	13 2	1 20	15 173
5 128	11 24	1 70	2 35	14 85	7 140	17 61	16 158	6 174	12 118	18 107	0 17	15 105	3 144	13 5	8 6	10 29	19 45	4 56	9 6
18 187	19 3	6 161	0 171	4 55	17 33	16 165	11 188	5 79	10 124	7 41	14 85	9 21	1 82	15 32	12 63	13 3	3 54	2 136	8 134
10 158	2 186	18 71	19 179	7 55	8 165	12 101	3 95	13 67	11 199	14 37	5 162	9 146	17 113	0 81	15 170	1 8	4 61	6 21	16 4
10 199	18 53	1 78	4 29	14 38	5 24	15 118	8 149	12 42	6 67	13 180	11 75	9 117	3 48	16 169	19 49	7 63	17 70	0 24	2 177
5 45	6 51	15 33	2 32	16 97	18 153	8 128	14 12	4 121	3 133	19 79	1 11	13 46	17 177	12 162	11 167	9 43	0 126	10 166	7 138
3 132	12 126	10 126	19 60	15 200	9 77	11 103	17 23	8 12	18 88	5 76	14 88	2 35	1 140	7 170	16 54	4 132	0 52	6 129	13 148
12 30	17 169	5 84	9 107	1 134	3 76	11 190	18 35	15 129	16 90	2 185	8 144	19 110	0 199	14 178	4 153	10 188	7 57	13 85	6 195
13 54	6 45	16 166	9 185	1 127	3 61	15 91	7 165	19 7	8 6	12 121	5 144	11 194	0 55	2 118	18 186	4 69	17 8	10 106	14 161
1 102	17 106	18 156	15 57	16 83	0 158	10 174	13 2	8 25	9 150	14 162	5 110	4 102	11 74	7 124	12 152	3 75	6 93	2 93	19 90
2 195	5 62	14 48	19 141	16 126	17 104	9 135	1 111	6 74	15 178	13 197	10 136	11 76	3 158	12 189	0 44	4 103	18 49	8 8	7 37
8 81	7 70	0 62	1 80	19 128	5 175	16 86	17 194	3 157	14 162	12 195	15 170	9 133	2 177	18 71	4 162	13 10	6 61	10 148	11 118
16 52	8 33	1 16	9 89	2 80	12 57	17 10	11 110	14 117	15 186	19 148	0 20	3 50	10 137	13 19	6 143	4 164	7 68	5 26	18 116
10 126	13 174	16 78	2 125	5 101	1 8	11 125	12 105	6 159	0 75	3 21	4 196	8 193	7 56	18 61	19 105	15 174	14 114	17 82	9 181
15 151	3 189	10 113	11 180	6 89	14 13	13 114	1 160	19 149	18 119	0 24	5 69	9 57	8 14	12 11	16 107	2 185	4 87	7 158	17 135
1 148	7 48	10 55	11 16	5 92	8 189	13 28	9 111	17 88	15 136	18 77	14 159	0 140	19 73	6 30	4 140	12 44	16 93	2 190	3 178
11 172	0 99	2 175	12 109	16 28	7 86	8 106	13 15	5 41	19 138	10 120	9 2	1 134	6 190	18 97	17 99	4 183	3 18	14 199	15 72
12 22	13 190	18 183	1 92	5 9	10 123	15 6	7 181	11 54	0 163	6 3	16 140	2 129	17 180	14 115	9 130	8 129	4 75	19 4	3 169
10 177	12 110	2 84	4 63	3 182	8 90	7 172	6 194	9 184	16 190	13 126	11 68	19 194	14 68	17 2	18 122	1 95	15 24	5 169	0 189
9 17	0 95	12 1	18 65	14 28	11 6	15 188	3 182	19 139	6 19	10 137	5 112	1 172	7 181	16 173	13 11	17 115	8 1	2 25	4 59
0 21	5 135	6 40	1 73	11 33	12 183	2 5	3 13	14 91	15 151	13 136	8 11	17 135	18 126	19 108	9 17	7 118	10 168	4 124	16 90
7 18	19 32	5 88	14 170	0 136	10 134	1 58	11 59	16 119	4 187	3 17	18 165	2 172	6 168	13 190	9 63	15 112	17 55	8 126	12 102
2 87	11 21	3 11	15 167	6 78	0 118	12 70	16 53	9 39	13 152	14 176	17 102	10 106	1 106	5 62	4 78	7 43	8 83	18 131	19 23
15 40	8 181	7 107	1 1	2 130	4 54	6 144	3 119	19 141	12 91	18 74	13 151	10 103	0 186	9 65	16 195	5 28	11 1	14 17	17 130
1 17	17 25	9 59	10 35	11 16	18 11	8 188	0 190	4 172	19 13	2 198	16 140	3 11	13 200	15 45	14 126	5 15	12 42	7 98	6 74
17 93	15 190	7 149	8 89	5 159	2 17	1 172	16 180	14 39	19 71	11 151	13 113	3 161	10 123	18 170	9 44	0 91	12 55	6 191	4 163
5 44	4 52	9 72	1 77	3 79	18 35	0 50	2 50	17 175	6 145	13 10	8 6	10 53	12 80	7 74	11 144	15 151	16 27	14 138	19 98
16 27	2 63	12 44	18 56	10 181	8 43	19 128	0 172	17 179	4 148	13 24	11 61	1 55	9 193	3 80	5 61	14 147	7 107	6 77	15 65
