100	15
2 42	11 30	0 34	1 97	6 19	10 53	9 20	4 39	7 57	3 58	14 87	8 19	12 30	5 72	13 51
7 51	10 71	12 11	13 53	11 42	8 7	2 82	4 28	5 65	0 66	6 20	1 10	14 29	3 52	9 37
4 84	10 34	7 86	9 66	8 43	0 93	1 57	6 20	12 77	13 12	14 4	3 77	11 41	2 52	5 13
2 48	4 27	8 80	6 62	14 35	9 2	1 19	0 28	11 37	13 23	10 87	7 84	5 52	12 93	3 19
1 64	14 81	7 9	8 69	10 61	13 88	3 29	4 88	9 67	5 50	0 69	11 40	12 87	2 27	6 23
3 65	0 66	13 48	10 5	5 47	12 81	7 77	2 44	14 72	4 72	9 66	11 41	6 82	1 41	8 75
12 62	7 87	3 44	4 15	5 29	1 70	10 63	0 49	14 34	9 51	13 46	11 72	2 23	8 46	6 70
14 6	0 19	6 93	2 75	4 83	7 99	11 92	8 75	3 90	5 68	13 46	9 27	1 10	10 19	12 10
11 82	10 98	5 1	8 79	9 10	12 92	13 99	3 78	6 65	1 5	7 9	14 36	0 86	2 24	4 6
8 25	5 52	0 8	13 39	14 26	10 87	2 21	3 15	11 69	9 10	7 1	12 61	4 7	6 61	1 43
11 21	5 35	1 6	7 55	0 32	8 78	4 99	13 99	2 64	6 4	3 13	10 17	12 9	14 72	9 4
12 19	2 60	7 94	5 8	9 3	8 58	0 47	10 8	13 8	4 94	6 28	11 58	3 5	14 31	1 83
13 19	9 2	2 93	8 30	12 71	4 76	0 86	6 60	10 13	7 7	14 77	11 14	3 85	1 92	5 94
6 62	1 26	11 2	2 97	9 63	14 39	3 6	10 49	12 76	8 34	0 67	7 17	5 6	13 65	4 7
13 31	1 78	8 32	2 35	7 19	10 55	11 38	5 31	14 78	6 67	12 56	9 77	3 30	0 80	4 36
10 36	13 33	3 78	9 39	7 34	1 16	8 54	14 27	4 94	0 96	2 22	6 92	12 53	11 20	5 35
11 21	14 51	0 88	2 85	7 5	4 50	10 45	6 59	1 69	8 24	5 28	3 77	13 27	12 83	9 98
12 69	4 98	14 12	8 67	7 36	6 3	13 50	1 82	3 39	9 47	11 52	5 14	2 84	10 41	0 77
4 92	0 8	11 62	3 57	9 36	6 54	1 7	7 7	5 18	12 81	2 97	8 29	10 60	13 65	14 50
12 58	4 58	11 48	9 42	8 57	2 67	13 12	0 3	6 76	14 7	3 68	1 31	7 89	5 47	10 32
2 23	0 21	6 28	3 59	7 11	9 15	8 35	1 8	10 6	13 46	11 84	14 59	5 32	4 42	12 95
5 19	3 22	2 13	4 85	10 10	11 76	6 44	12 93	0 14	1 65	7 80	13 76	14 54	8 26	9 68
4 21	0 78	12 97	8 91	3 63	5 86	6 24	13 76	7 96	1 74	2 74	10 27	14 81	11 21	9 44
4 40	5 6	12 73	7 87	2 63	3 90	6 12	13 87	14 91	10 26	8 20	9 33	0 44	1 81	11 11
7 49	5 43	3 59	13 5	10 13	8 78	12 90	2 79	9 27	1 35	6 59	11 2	14 66	0 57	4 23
9 10	7 67	1 97	13 5	0 98	12 27	11 30	10 46	5 95	4 55	14 60	3 3	2 14	8 99	6 39
12 13	4 19	9 85	11 25	7 66	2 51	3 26	14 40	1 26	10 30	5 51	0 54	6 48	13 5	8 22
4 79	11 10	9 34	3 99	12 71	8 84	13 60	7 71	10 27	0 90	14 21	2 90	6 76	1 47	5 38
14 8	13 12	9 12	1 32	10 71	7 86	12 39	2 32	0 36	3 74	5 39	8 36	4 92	11 24	6 61
8 11	1 14	4 57	13 61	10 33	9 87	3 80	5 85	0 49	12 2	6 85	2 26	14 38	7 98	11 75
3 63	4 88	14 40	12 39	11 90	1 63	6 68	5 85	7 55	8 74	10 24	0 49	13 29	2 25	9 23
12 66	8 97	1 43	0 37	11 92	10 77	14 55	7 22	3 22	13 9	9 29	6 79	2 53	5 32	4 76
8 63	6 21	3 28	0 53	4 88	2 48	11 24	10 11	7 33	5 47	9 56	1 67	12 87	13 19	14 26
5 89	3 33	2 90	8 51	13 3	9 70	1 85	7 7	10 70	0 7	14 62	12 59	11 54	6 21	4 5
4 23	5 23	8 13	9 50	1 24	12 27	7 3	2 79	3 82	10 70	14 65	11 3	13 28	6 43	0 37
12 18	2 72	4 31	8 81	7 43	10 93	13 2	5 93	9 90	3 55	0 93	14 19	6 11	1 86	11 35
9 40	1 49	2 2	0 73	3 52	12 69	13 73	8 45	10 35	11 13	4 2	6 50	14 61	7 18	5 55
10 32	6 9	3 96	13 91	4 90	7 44	1 84	0 51	9 17	14 43	5 29	8 98	2 28	11 62	12 66
11 98	6 80	14 20	8 27	2 99	3 74	1 41	9 74	4 41	5 58	13 67	10 45	7 26	0 91	12 98
1 50	13 93	2 88	5 26	11 58	4 31	0 34	7 25	12 80	3 85	6 55	8 11	14 74	10 4	9 7
12 19	7 7	4 60	1 24	3 13	6 98	14 52	11 43	13 94	9 35	10 71	0 20	2 52	5 43	8 64
13 76	0 97	3 52	12 7	4 73	8 25	10 48	6 92	5 16	2 73	1 45	9 54	11 63	14 44	7 59
2 48	7 35	14 3	1 48	10 83	9 43	4 12	6 92	3 32	0 38	13 50	11 54	12 72	5 48	8 39
10 20	8 48	12 29	7 61	11 39	5 90	1 44	9 28	6 89	13 19	14 40	4 9	2 18	0 90	3 23
11 55	7 47	14 8	5 1	9 49	8 4	10 16	0 96	13 6	4 71	12 53	3 62	6 37	2 79	1 76
8 13	12 43	0 71	4 82	3 39	7 29	5 25	11 41	10 13	6 57	9 99	13 23	14 86	2 44	1 79
4 13	1 25	10 4	0 65	14 85	3 88	6 62	13 56	9 11	8 94	11 38	5 72	7 98	2 8	12 92
8 11	5 96	10 40	6 38	9 79	2 50	14 26	12 36	1 19	13 78	0 24	3 96	11 4	7 78	4 93
7 79	2 88	13 23	4 24	5 97	14 95	11 95	12 63	3 45	8 62	0 63	1 95	10 47	9 44	6 28
1 94	5 7	13 18	10 7	4 38	3 93	6 23	12 17	11 98	8 20	7 65	0 35	2 26	9 82	14 71
1 60	8 46	0 62	11 15	7 38	4 40	6 14	9 27	12 48	3 9	13 88	5 32	14 33	10 47	2 99
2 6	5 65	14 7	1 65	13 64	9 40	8 65	3 79	11 83	7 58	0 3	12 62	4 65	10 63	6 22
14 77	12 65	0 18	2 75	11 27	13 38	3 4	10 48	9 83	4 23	1 7	6 96	8 99	5 42	7 71
13 11	12 83	9 36	4 15	11 58	6 79	8 97	0 13	14 94	1 74	5 84	10 99	2 62	7 60	3 64
1 28	0 39	11 76	9 82	2 34	10 99	3 63	6 67	5 62	12 51	7 78	14 98	13 29	8 11	4 85
