50	20
15 96	8 182	2 36	11 169	14 146	12 20	0 116	17 84	7 69	3 24	18 155	13 61	6 133	5 27	19 65	4 3	1 102	10 109	9 193	16 103
14 171	15 27	9 159	10 31	8 14	19 103	3 62	18 14	16 17	6 53	13 181	17 73	2 179	7 158	1 6	4 105	0 3	12 71	11 137	5 162
12 126	15 44	9 136	3 187	17 15	2 177	19 92	18 136	5 91	8 46	4 197	14 47	13 42	7 9	11 171	10 63	16 18	6 145	1 38	0 6
19 80	4 80	1 20	15 129	16 20	11 33	12 33	3 153	0 6	9 152	14 73	13 88	7 91	6 174	18 110	17 63	2 70	5 91	8 67	10 198
12 188	0 74	1 6	15 23	14 84	3 28	13 85	10 1	19 173	17 130	5 19	6 99	2 51	8 159	9 36	11 6	4 99	7 5	18 196	16 46
4 10	17 111	7 5	2 102	15 183	16 32	13 144	19 66	10 79	9 134	14 108	3 79	6 184	5 76	11 92	1 44	0 15	12 124	18 192	8 45
11 163	17 30	3 94	18 90	10 148	13 157	19 136	12 69	16 41	0 5	14 179	4 148	2 134	5 48	6 13	7 130	1 41	9 39	8 174	15 183
18 172	6 1	0 178	3 148	1 151	9 39	8 10	4 164	10 191	17 154	12 172	13 137	14 53	11 46	16 146	7 74	2 80	15 118	19 93	5 192
7 117	18 66	0 133	19 109	6 54	4 11	17 13	12 60	16 36	10 123	5 63	2 7	8 64	13 72	3 152	11 48	15 46	9 153	14 154	1 125
17 43	8 30	7 188	10 59	9 71	6 161	0 47	13 192	3 108	11 142	14 77	19 4	12 118	2 81	18 185	5 164	16 109	1 40	4 167	15 80
7 17	17 115	1 166	14 24	10 52	0 111	8 29	4 60	5 168	11 170	15 114	9 125	2 90	6 11	3 17	18 170	19 5	12 120	16 48	13 5
4 194	7 11	5 107	6 127	0 15	2 135	8 139	17 101	10 25	14 34	1 22	15 73	3 129	9 62	11 158	16 134	18 111	19 54	12 167	13 195
12 22	9 139	16 49	6 125	19 88	18 165	0 109	4 43	15 177	2 49	7 181	11 129	10 140	5 121	8 123	14 190	17 182	1 149	13 200	3 50
4 18	13 124	7 100	9 101	10 164	18 172	14 102	17 132	19 194	6 69	3 173	2 94	12 140	15 23	0 78	1 51	8 51	5 57	11 76	16 163
1 111	14 22	5 88	19 173	0 71	17 147	3 75	18 80	2 84	16 140	10 3	7 92	8 33	9 105	11 3	12 76	15 42	6 153	4 136	13 158
