60	20
1 44	8 165	14 32	16 168	15 174	12 31	9 148	19 158	7 123	4 181	0 21	2 85	18 143	10 14	3 173	11 75	6 200	5 165	13 144	17 168
10 200	9 134	12 160	7 52	13 154	11 70	16 198	17 161	2 66	3 49	0 69	15 45	5 101	14 20	19 17	6 38	1 144	18 67	8 164	4 144
7 21	5 139	16 25	8 5	12 168	14 176	4 177	17 166	2 50	13 198	1 158	9 40	15 146	18 75	11 141	6 164	0 91	19 137	3 1	10 37
10 189	9 139	19 194	3 63	8 135	18 191	15 56	16 90	12 53	17 49	6 188	5 31	2 28	4 46	7 104	1 120	14 131	13 17	0 192	11 107
5 11	17 147	9 146	1 43	11 118	13 34	2 171	15 86	18 91	12 12	10 11	8 25	14 143	6 190	4 118	19 32	3 170	7 194	0 128	16 2
4 23	15 65	14 157	18 107	1 130	2 120	13 38	7 197	12 51	16 32	5 117	9 92	8 141	3 193	6 51	11 34	0 34	19 3	17 98	10 141
1 156	14 42	17 145	15 14	2 21	13 108	9 8	11 5	0 123	8 51	16 53	10 96	18 50	6 138	5 197	19 94	7 58	4 27	3 189	12 87
12 47	19 168	2 164	0 101	1 107	10 68	3 49	15 111	13 182	7 141	8 15	6 61	5 175	11 102	16 4	14 163	4 60	9 149	18 109	17 38
6 96	8 57	7 36	9 82	0 173	5 95	10 163	11 102	17 144	14 191	4 91	1 27	18 125	13 134	16 145	15 31	3 120	19 22	2 96	12 27
2 71	11 104	5 26	3 152	17 123	9 192	15 89	0 44	14 150	1 41	19 113	7 161	16 87	6 129	13 25	18 164	12 174	10 146	4 187	8 94
19 88	14 176	18 152	13 10	16 3	11 102	7 131	5 133	9 70	10 134	8 9	12 163	17 178	2 34	0 35	1 139	15 154	3 47	4 49	6 30
1 78	14 11	17 183	0 169	15 195	10 61	2 153	8 11	4 134	7 57	19 180	6 57	11 178	13 45	18 103	5 109	9 88	3 15	12 58	16 96
11 127	5 88	9 134	14 95	3 120	13 182	17 38	1 189	18 125	15 4	0 102	4 168	8 139	19 161	16 167	10 25	6 18	2 194	7 196	12 134
15 102	1 177	9 50	16 100	14 31	11 184	4 197	0 116	13 140	19 92	3 194	8 193	6 141	10 10	2 98	5 3	18 50	17 182	12 21	7 189
13 119	0 51	18 52	15 101	5 188	7 9	3 162	6 139	1 35	10 3	19 117	16 110	11 9	17 128	2 178	4 5	9 180	14 86	12 56	8 179
8 17	2 38	5 16	7 171	17 141	14 83	13 135	6 124	9 10	16 52	19 29	3 101	11 113	0 10	1 145	4 150	12 6	10 157	15 42	18 51
2 78	8 118	11 128	19 179	14 63	1 192	10 19	7 175	5 129	17 150	9 78	12 2	4 138	16 33	6 39	0 135	18 191	15 127	3 148	13 84
10 101	12 146	11 135	9 113	13 82	5 7	15 115	19 181	3 78	16 85	18 12	14 90	8 88	4 49	1 52	6 58	2 102	17 33	7 141	0 175
15 173	18 27	11 159	16 46	14 72	12 92	2 53	3 61	7 52	0 38	8 12	1 108	9 59	13 167	4 134	6 119	5 35	17 103	10 144	19 193
1 173	15 182	5 41	6 192	11 95	18 120	9 16	14 96	7 191	13 102	16 66	10 64	0 14	17 166	8 180	19 92	4 8	12 22	2 69	3 168
12 107	0 51	2 168	6 12	15 130	14 119	4 198	5 137	19 45	9 70	3 130	13 33	10 111	8 32	16 145	17 47	11 68	7 110	18 48	1 19
10 52	6 19	17 158	0 23	2 164	5 152	15 44	13 72	3 148	11 17	18 188	4 43	7 124	16 91	9 82	14 65	12 71	1 25	8 111	19 65
3 23	10 45	2 37	16 96	15 6	18 140	0 85	12 128	14 14	11 183	8 83	17 46	7 105	5 124	6 149	1 94	13 151	19 161	9 23	4 91
8 106	14 66	9 39	17 41	10 3	4 68	13 43	1 200	5 128	2 198	19 23	6 176	18 129	11 167	3 199	7 170	12 131	16 146	0 156	15 30
17 154	9 195	15 100	6 143	16 17	3 31	7 41	4 37	12 107	11 54	0 62	19 62	1 13	18 128	14 175	8 47	5 119	10 108	13 2	2 179
5 112	6 35	1 35	0 140	8 179	10 47	3 118	2 88	7 180	13 155	15 91	14 133	9 81	16 60	4 27	19 196	11 191	12 3	18 169	17 86
18 122	10 128	14 132	3 38	8 185	15 34	1 32	0 175	5 134	6 35	2 183	9 46	19 171	17 194	13 87	11 70	7 1	12 92	16 113	4 110
3 130	15 86	10 60	5 170	11 52	1 7	19 139	13 99	8 54	18 82	9 89	4 165	2 61	0 153	17 88	16 4	6 16	7 36	12 93	14 165
9 194	7 132	8 107	1 71	16 178	3 63	19 179	0 5	12 22	14 125	13 154	2 98	11 48	6 56	4 127	18 144	17 69	15 85	10 29	5 32
19 187	16 162	9 78	0 122	14 32	2 97	12 152	1 155	11 42	7 31	3 49	15 23	18 176	13 80	17 96	6 8	4 173	5 7	10 136	8 116
2 145	17 82	3 188	1 133	11 145	7 42	15 101	9 101	4 112	16 146	18 59	6 69	10 197	12 36	5 163	19 143	14 81	0 158	8 78	13 153
10 41	4 79	12 152	18 19	7 130	3 136	9 42	15 162	17 162	19 179	8 124	2 21	14 99	0 38	5 8	16 104	11 91	13 15	1 9	6 161
12 185	10 76	19 107	11 60	18 42	6 114	13 74	5 195	4 61	15 43	9 194	8 134	1 63	3 67	17 89	0 93	14 174	2 29	16 98	7 20
1 135	17 122	14 111	16 78	3 148	2 40	15 195	9 132	18 156	12 71	19 44	8 158	7 168	0 179	4 188	10 166	13 152	6 139	11 159	5 101
14 94	7 65	17 145	13 153	11 187	12 136	6 46	10 192	19 9	8 93	9 67	1 195	15 88	18 187	2 50	0 128	16 44	3 116	5 167	4 37
