90	20
13 5	1 2	12 61	4 14	17 56	2 27	18 61	14 9	0 17	6 73	16 67	8 14	15 66	9 84	11 66	3 38	7 41	5 77	19 4	10 2
3 16	19 8	4 41	15 61	5 3	13 31	12 42	8 89	2 68	17 83	1 63	16 98	9 78	11 67	7 5	6 71	14 72	18 84	0 59	10 32
8 84	2 44	0 93	9 33	7 74	6 64	10 33	4 23	12 62	13 1	3 94	17 64	11 47	5 35	15 1	14 44	18 86	16 47	1 37	19 5
11 40	3 91	5 28	4 52	6 82	14 78	7 25	8 87	16 68	15 92	10 33	12 78	18 3	17 31	1 88	2 27	9 89	13 23	0 52	19 30
19 48	4 4	2 94	11 52	14 28	6 60	15 36	9 26	18 93	5 43	1 30	3 98	17 5	13 31	12 80	10 4	7 90	16 15	8 47	0 7
5 1	6 64	15 98	3 50	14 98	9 71	19 86	8 38	16 9	7 34	4 42	12 2	13 86	10 51	1 84	18 86	2 1	11 90	0 4	17 42
10 23	0 40	3 10	7 97	17 85	14 55	18 68	6 12	1 7	16 21	2 65	19 67	5 11	9 87	8 15	13 82	11 78	15 69	12 80	4 31
18 54	17 86	0 48	16 3	5 28	7 9	9 45	4 33	13 78	15 36	19 91	12 16	2 23	6 15	1 55	8 20	3 87	10 82	14 14	11 31
2 49	6 1	18 39	11 53	10 13	19 25	15 3	1 34	13 8	4 37	8 29	16 93	3 67	0 94	14 88	17 77	7 72	5 8	9 92	12 9
11 60	17 43	1 32	8 58	2 18	4 53	13 20	18 67	5 39	15 69	3 66	10 99	0 53	16 63	7 57	9 43	14 17	12 80	19 34	6 36
14 80	3 76	16 92	10 5	11 14	4 24	1 25	2 43	12 48	5 49	9 10	15 17	18 73	13 46	19 42	17 48	8 66	6 35	7 91	0 6
2 32	1 52	4 50	10 49	11 73	3 23	0 12	9 25	12 43	7 66	13 48	16 72	18 73	17 59	5 5	8 99	19 36	6 45	15 51	14 14
4 11	5 97	16 19	11 77	6 80	0 15	7 71	9 89	15 79	19 43	14 74	2 61	12 77	13 69	17 94	10 30	8 79	1 78	3 92	18 16
5 98	2 38	10 43	12 55	13 56	15 15	19 72	16 92	11 77	3 96	7 54	9 25	18 95	1 84	6 4	17 7	14 2	8 15	4 93	0 69
13 40	19 33	0 77	18 49	9 69	10 39	4 77	5 60	17 8	11 65	14 7	15 79	1 50	16 59	7 91	12 31	6 98	8 19	2 29	3 75
7 8	15 72	8 76	9 4	2 67	3 55	5 10	1 39	4 79	13 67	0 65	11 98	6 36	17 5	16 12	19 57	10 57	18 58	14 28	12 13
10 75	18 9	6 91	2 15	13 37	0 81	14 29	9 58	11 72	12 97	8 32	7 25	15 65	5 86	1 37	19 75	16 63	3 54	4 94	17 66
13 95	0 49	4 78	10 17	7 63	18 45	6 54	3 50	11 46	9 39	15 72	17 67	12 36	2 69	16 85	14 76	5 11	19 15	1 43	8 69
0 85	8 47	6 78	13 32	10 35	2 69	1 75	12 42	18 41	11 43	4 84	17 75	7 94	15 11	14 97	19 30	3 12	5 46	9 5	16 98
4 15	5 88	17 9	8 57	2 79	16 86	15 45	18 44	11 71	10 33	6 10	9 66	13 3	1 12	7 29	12 45	14 25	3 66	19 89	0 75
10 97	4 2	7 27	3 98	13 89	5 73	0 44	15 91	14 3	19 33	9 6	17 6	11 38	8 91	1 89	12 50	16 33	6 81	2 82	18 86
9 65	15 7	18 98	2 53	11 82	1 34	3 49	12 25	4 84	6 10	14 46	8 73	5 97	10 74	16 5	17 41	0 75	19 57	7 53	13 48
6 72	17 56	5 89	1 39	7 75	12 72	14 21	8 99	19 30	2 43	10 23	16 31	18 83	11 11	15 10	3 87	0 24	9 88	4 31	13 24
12 34	5 54	11 59	10 52	3 33	17 82	6 85	0 46	14 50	7 57	9 76	18 73	2 31	19 29	13 56	15 38	16 93	4 65	8 72	1 42
19 72	3 69	12 23	18 59	7 91	4 58	17 57	1 7	14 50	10 70	15 27	5 21	9 97	0 62	16 73	13 15	11 90	2 25	8 12	6 93
4 71	3 66	16 10	18 86	9 77	10 36	1 95	14 49	5 9	2 71	8 13	13 4	11 16	19 43	12 67	6 17	0 45	17 76	15 7	7 22
5 26	17 74	18 99	13 38	15 44	14 8	2 38	1 88	16 10	8 5	6 37	0 94	19 26	7 76	3 65	12 60	11 29	9 53	10 48	4 63
7 36	14 59	1 63	3 45	16 78	0 14	15 60	6 78	13 73	8 78	12 4	9 50	4 55	10 85	19 74	17 70	2 56	18 75	11 29	5 46
4 67	6 46	15 64	12 79	0 22	9 60	8 94	17 8	2 25	14 78	16 83	1 80	19 3	13 55	5 83	10 98	3 7	11 51	18 11	7 37
6 50	15 27	7 77	12 36	16 65	8 42	5 20	0 99	11 57	13 49	17 60	2 97	3 10	1 19	4 69	18 54	14 92	9 91	10 63	19 15
1 40	6 89	9 89	3 91	19 86	16 74	2 5	11 52	8 43	4 5	5 69	15 97	14 46	17 45	7 74	10 45	13 26	18 84	0 81	12 38
4 80	11 51	15 9	17 43	13 65	9 93	16 80	8 66	12 44	10 45	6 14	1 82	19 44	3 68	7 65	5 47	14 82	18 11	2 12	0 77
14 20	15 87	4 27	19 10	0 16	17 12	10 99	6 34	1 20	8 51	18 52	3 23	5 79	7 53	9 78	12 30	2 34	16 64	11 83	13 58
12 58	8 25	13 61	2 49	10 44	1 34	7 21	18 66	0 10	9 39	5 34	4 15	14 2	17 84	11 38	3 42	16 67	15 56	19 84	6 41
6 79	12 38	2 84	3 37	14 23	5 99	4 35	13 86	10 68	15 1	1 89	19 75	8 64	9 12	17 55	18 63	16 98	7 70	0 37	11 38
7 20	5 5	6 6	10 69	13 47	8 57	11 48	16 27	0 16	14 9	4 59	15 40	12 51	3 11	1 21	9 48	17 53	2 84	18 49	19 46
18 74	6 73	7 87	0 58	17 94	5 93	3 25	15 67	16 1	13 72	10 41	11 17	19 11	12 13	9 86	14 27	2 84	8 38	4 78	1 90
15 81	1 43	14 8	4 98	0 94	17 42	12 13	9 72	8 78	5 66	10 59	7 24	3 29	2 37	19 90	18 43	16 74	13 32	6 66	11 40
4 19	13 94	9 28	12 27	10 52	1 16	3 65	14 71	6 23	7 76	11 85	2 11	17 45	8 26	18 6	0 97	19 28	5 21	16 50	15 80
14 16	0 57	16 29	17 27	11 98	1 79	4 80	7 76	2 2	18 10	13 58	12 27	15 76	3 75	8 4	19 5	5 55	9 35	10 16	6 57
16 70	5 25	4 9	7 88	1 1	12 63	17 22	3 47	18 2	15 47	10 4	14 32	8 50	2 54	9 42	11 68	0 23	19 21	6 82	13 37
5 32	17 34	7 52	14 79	8 86	18 80	15 18	9 64	11 70	12 34	19 58	6 24	0 17	4 82	16 54	13 51	3 73	2 55	10 61	1 64
6 12	8 34	12 27	15 78	5 59	10 18	3 22	1 99	17 47	4 93	0 99	13 2	7 88	9 59	2 18	16 10	18 21	11 50	14 28	19 16
14 16	15 88	17 65	13 40	12 74	10 81	11 72	5 50	1 55	7 14	8 30	16 99	18 88	0 52	19 13	2 4	6 2	9 89	3 63	4 47
11 14	3 21	18 49	0 77	6 5	9 4	16 93	7 24	4 85	14 33	5 98	15 58	17 84	19 91	1 99	12 93	13 82	8 27	2 67	10 3
10 96	4 22	19 95	0 4	16 73	9 36	3 94	5 35	13 91	14 26	17 92	15 69	11 10	2 23	8 77	1 62	12 71	6 82	7 60	18 51
13 4	7 82	14 5	1 88	19 35	15 38	5 16	4 66	3 85	12 72	9 25	17 10	8 11	16 2	6 66	2 8	18 23	11 73	0 83	10 88
19 1	6 98	7 99	2 1	18 2	5 45	16 6	14 15	9 19	15 28	0 71	12 96	1 65	10 36	4 72	13 37	8 96	17 76	11 44	3 38
5 6	10 66	0 55	2 33	14 42	11 38	16 8	3 43	8 53	15 12	12 22	7 77	13 16	4 95	9 79	1 67	18 67	6 58	19 83	17 18
4 65	18 86	1 18	3 79	13 6	0 75	17 16	14 27	2 15	10 76	12 57	5 96	15 17	19 49	8 63	16 1	7 40	9 65	6 81	11 76
15 63	14 4	4 64	12 67	17 7	0 27	2 10	18 66	13 19	6 92	3 4	8 2	10 34	9 80	5 78	1 72	11 82	19 62	7 2	16 28
5 20	18 28	9 6	0 70	16 31	11 39	12 30	10 16	6 1	19 22	14 36	15 39	17 10	2 85	7 90	4 70	3 93	1 30	13 95	8 56
6 90	1 26	0 98	8 69	4 22	18 21	13 4	11 36	2 19	3 37	15 22	12 22	14 73	5 82	16 24	9 85	7 87	10 72	17 15	19 30
5 98	17 24	16 92	0 28	15 73	2 63	3 46	8 52	1 95	4 72	10 59	9 60	12 15	18 88	7 45	13 34	6 38	11 25	14 5	19 8
6 63	5 17	1 78	16 34	19 65	11 69	7 71	12 40	8 70	9 1	14 69	15 16	2 56	13 70	3 7	0 43	17 98	18 87	4 55	10 81
14 81	15 43	7 60	12 45	19 85	18 20	11 72	17 99	8 52	5 47	3 9	0 51	6 49	13 68	4 1	1 70	10 7	2 76	9 29	16 86
7 91	2 38	15 8	13 56	10 1	14 79	4 47	8 31	11 59	5 72	16 95	19 73	6 60	0 43	12 63	1 5	9 46	17 87	3 34	18 30
6 38	5 4	2 86	15 24	10 64	16 40	19 38	7 24	1 21	3 79	9 84	11 25	12 42	0 69	14 13	4 87	17 75	18 36	13 55	8 56
12 67	16 71	6 39	14 8	9 40	0 64	5 85	17 91	13 87	18 74	7 49	19 28	15 19	8 35	4 62	1 87	3 32	10 50	11 76	2 86
