80	15
11 96	0 96	2 73	7 37	10 91	9 34	14 41	6 40	1 75	5 91	8 80	13 1	3 36	12 2	4 81
9 33	4 64	6 63	1 57	7 29	13 24	5 65	14 16	3 40	0 83	2 46	11 75	10 74	8 20	12 79
1 61	6 4	4 38	5 38	11 92	10 75	7 65	0 9	12 6	14 17	8 89	2 38	3 18	9 17	13 20
5 51	10 58	2 88	7 23	1 58	4 69	13 45	6 15	3 84	0 98	11 99	12 57	8 93	14 70	9 30
9 98	6 98	11 37	1 96	10 25	7 3	5 10	14 47	13 6	8 30	4 98	12 43	3 24	0 60	2 38
14 88	8 32	12 61	6 90	1 46	3 7	5 52	11 33	0 53	2 14	13 3	10 12	9 82	4 90	7 93
8 35	9 79	3 92	6 3	1 64	14 38	0 50	12 73	10 85	4 28	13 92	2 11	11 68	5 53	7 83
7 57	1 27	5 16	12 96	11 8	13 62	9 86	8 62	0 61	4 62	2 43	6 10	3 31	14 32	10 65
1 63	2 42	12 1	14 4	10 1	3 4	5 70	9 50	0 40	13 1	11 70	8 83	4 83	7 63	6 77
10 58	6 80	4 73	11 59	9 20	12 75	7 25	13 26	5 2	0 14	8 20	1 71	2 88	3 7	14 46
12 52	13 28	10 94	8 49	5 45	6 13	9 41	1 26	7 63	0 86	14 44	11 48	3 55	4 1	2 84
10 41	9 31	5 89	4 65	14 73	0 3	8 67	2 95	7 94	3 20	6 6	11 89	13 13	1 54	12 43
7 97	1 50	12 97	4 70	8 85	0 20	2 87	3 69	9 17	6 1	10 4	13 14	11 60	5 39	14 91
6 93	5 13	3 75	14 47	7 13	12 79	8 80	10 65	0 85	2 26	9 73	1 13	11 63	4 9	13 58
12 54	13 4	6 33	10 66	4 98	3 32	7 63	11 55	2 82	0 46	5 81	8 96	14 61	1 69	9 33
9 18	3 25	7 94	0 61	1 2	4 28	14 46	8 44	5 22	12 42	6 79	2 33	13 30	11 89	10 87
6 91	12 38	10 61	8 14	5 71	2 48	1 39	11 95	9 33	0 93	4 53	14 25	13 28	3 76	7 74
0 19	4 55	8 99	9 40	14 34	7 98	3 37	6 22	12 36	13 18	5 23	2 23	10 94	11 32	1 11
2 68	4 94	5 14	9 65	11 7	13 18	0 8	8 92	3 73	12 33	10 41	7 9	14 69	1 35	6 17
7 79	14 30	6 62	12 21	5 48	13 8	9 64	0 32	10 15	3 95	11 4	4 92	8 73	2 39	1 16
5 73	13 54	9 32	11 48	0 65	7 43	6 7	2 81	1 16	14 4	10 3	12 58	8 42	3 49	4 93
9 34	12 7	0 9	3 97	11 25	8 39	7 32	4 17	13 33	14 21	6 83	5 88	2 16	10 17	1 74
2 20	4 96	1 10	13 89	6 48	3 34	14 44	10 65	0 1	11 50	7 25	8 38	9 73	12 45	5 84
4 88	7 35	1 13	3 75	8 22	5 36	6 12	11 49	12 81	9 68	10 38	13 56	14 25	2 54	0 81
14 22	11 52	3 52	7 38	8 40	4 66	5 18	2 97	1 30	6 80	9 10	10 4	0 2	13 43	12 53
8 16	1 65	5 24	11 5	13 11	14 72	3 57	9 74	12 23	2 71	0 33	10 20	6 38	7 99	4 49
14 35	8 42	12 80	0 68	3 5	1 85	2 27	10 78	4 66	11 47	5 56	9 94	13 32	6 83	7 59
7 36	5 58	8 19	10 16	12 17	3 41	6 89	0 16	14 97	11 24	13 17	2 17	9 69	4 31	1 42
2 59	4 96	0 56	14 41	11 26	7 16	6 70	9 52	1 23	3 60	8 85	12 8	10 55	13 68	5 17
5 58	8 46	13 35	14 15	3 46	12 53	0 29	4 10	1 28	11 80	9 58	2 57	10 55	7 31	6 92
5 55	8 11	0 93	6 49	9 42	13 97	10 88	1 55	7 11	3 81	14 6	4 39	2 17	12 81	11 15
13 79	6 28	3 53	7 73	10 32	14 90	9 26	1 87	2 68	8 98	4 46	12 10	0 77	11 42	5 62
7 20	8 82	10 40	11 14	6 92	5 45	2 39	0 94	14 86	13 45	9 60	4 34	12 22	1 99	3 77
8 76	5 33	1 21	9 38	4 49	0 20	10 24	7 8	11 14	14 15	3 8	6 83	2 74	12 60	13 15
1 2	9 88	5 98	8 77	7 54	4 25	2 91	11 68	12 48	3 42	6 38	0 77	10 93	13 82	14 98
11 28	10 86	3 3	1 96	14 93	6 34	13 82	0 90	4 63	5 63	8 92	7 61	2 7	9 15	12 43
9 52	3 40	13 67	5 37	12 21	14 70	2 29	8 95	4 51	7 8	10 15	1 24	11 87	0 38	6 70
4 98	3 1	11 35	0 69	14 39	13 53	8 82	12 15	7 48	9 54	2 4	6 54	5 35	1 50	10 84
8 39	6 81	4 85	9 53	7 68	14 94	11 77	0 11	10 30	5 19	3 60	2 77	1 44	13 4	12 18
2 19	8 60	14 34	4 78	3 6	0 98	11 76	12 61	7 88	5 65	10 13	6 18	9 91	13 73	1 39
7 55	6 44	14 25	2 15	12 40	1 54	10 50	0 16	9 57	8 56	4 82	3 18	11 17	5 19	13 96
2 44	6 23	13 34	9 12	12 63	3 22	8 26	7 1	0 63	11 79	10 16	14 19	1 61	5 3	4 46
6 69	3 14	14 15	11 92	7 6	1 92	10 39	2 37	5 87	0 8	12 51	9 62	13 24	8 68	4 91
10 10	8 68	4 19	2 68	1 40	11 49	3 70	14 56	9 88	13 62	5 60	7 70	6 15	0 36	12 94
5 41	1 37	0 23	9 47	2 17	13 66	8 24	3 15	12 91	4 27	11 1	10 75	14 63	6 74	7 87
2 48	8 75	11 61	12 11	9 32	5 39	0 93	10 9	6 98	3 59	4 37	1 49	13 21	14 5	7 37
11 63	7 90	4 4	13 82	3 97	5 42	9 2	6 79	0 63	12 4	14 21	8 44	10 9	1 54	2 90
5 88	7 58	10 67	14 13	8 74	4 85	12 95	6 51	3 78	1 34	9 10	0 36	13 5	2 89	11 83
4 98	10 49	0 14	1 69	14 81	5 46	12 89	6 99	9 60	2 68	8 90	13 4	11 65	7 57	3 18
3 12	12 35	10 10	5 5	14 97	0 60	7 16	11 37	1 52	13 41	8 10	9 61	2 23	6 38	4 21
8 37	9 20	7 78	1 25	10 12	6 96	14 66	13 76	3 15	2 52	4 84	12 21	11 10	0 51	5 10
12 14	10 94	5 89	14 58	7 34	6 54	3 69	4 71	13 54	8 86	0 7	9 10	11 87	1 6	2 63
0 94	14 43	12 74	8 77	9 14	3 90	2 9	13 3	6 2	5 45	4 75	10 80	1 55	7 65	11 91
9 86	4 75	3 99	6 6	11 71	14 38	0 18	1 54	2 74	12 98	8 72	13 14	7 25	10 45	5 19
14 71	4 94	3 51	8 51	6 22	11 77	2 97	7 86	9 21	12 84	0 99	1 8	5 55	13 27	10 54
11 13	10 19	13 64	7 63	5 11	4 1	14 31	2 21	3 90	9 21	1 75	0 31	12 30	8 81	6 97
