40	20
12 81	19 145	6 182	5 109	1 36	17 122	16 20	14 83	2 72	15 83	8 165	4 14	7 184	11 83	10 36	13 197	0 58	3 127	18 180	9 58
0 7	11 7	18 120	12 43	14 182	5 60	16 177	17 99	9 107	2 57	19 17	7 59	15 143	10 94	3 98	6 200	13 80	4 43	1 89	8 176
0 155	10 78	6 59	7 90	17 127	18 83	4 44	3 145	8 169	14 75	11 21	9 83	13 101	19 113	15 148	12 94	5 111	1 70	2 191	16 7
12 28	6 199	8 76	0 25	13 119	7 200	5 146	1 62	19 27	10 21	9 119	2 103	17 6	4 74	11 129	3 174	16 158	18 42	14 57	15 169
7 185	13 55	0 42	1 35	5 37	8 181	16 86	10 102	19 121	14 29	15 144	2 200	9 183	18 166	11 171	3 71	4 188	12 87	6 69	17 10
13 62	8 194	12 124	1 25	6 22	14 193	18 73	9 9	19 83	4 163	2 163	7 178	5 197	10 96	3 65	17 131	0 47	15 157	11 127	16 91
0 60	13 25	5 80	17 13	18 115	1 163	15 58	12 156	14 197	11 3	9 184	3 45	16 28	4 192	10 94	7 1	2 54	19 189	6 155	8 175
14 58	4 84	0 171	17 173	7 50	16 58	6 158	5 30	13 23	3 163	12 90	19 77	15 197	1 146	2 45	10 66	11 166	9 119	18 10	8 108
12 69	7 98	19 195	0 54	2 107	6 80	15 88	14 122	17 119	1 48	16 173	4 72	8 60	9 34	5 36	13 60	3 39	10 40	18 160	11 104
16 5	9 88	6 159	18 115	19 90	12 96	5 162	13 21	14 166	1 73	7 43	0 85	4 120	15 2	3 165	10 80	2 60	17 69	8 105	11 179
11 164	6 197	8 99	15 168	1 197	2 187	7 164	17 76	10 180	4 61	3 187	16 1	5 32	12 155	14 46	9 21	13 106	18 193	0 142	19 107
