70	20
19 82	17 66	6 46	5 58	14 71	3 91	2 33	7 14	9 40	10 11	8 86	15 95	0 32	13 59	18 45	4 16	16 33	11 20	1 61	12 92
6 76	13 52	7 40	17 90	0 41	15 93	5 19	1 70	2 16	4 82	3 47	10 11	11 19	19 11	14 86	16 66	8 50	12 2	18 89	9 2
8 43	13 63	4 64	7 67	3 63	16 75	1 88	19 62	0 69	6 75	15 16	17 34	18 43	9 32	10 76	2 6	11 29	5 79	14 64	12 69
13 75	7 52	4 56	19 97	3 65	14 46	10 80	6 23	0 34	8 68	1 11	18 39	15 6	17 46	16 56	5 39	9 40	2 45	11 40	12 19
11 23	1 60	3 78	5 71	10 31	9 28	15 47	14 15	16 44	2 54	7 9	17 61	4 89	6 22	19 78	12 7	18 27	13 77	0 94	8 26
16 95	8 25	18 6	7 76	3 45	0 49	15 55	17 31	2 14	11 80	19 28	12 15	14 45	13 39	5 95	1 8	10 1	6 83	4 29	9 15
15 68	1 58	9 85	19 1	7 10	18 99	3 56	13 85	6 97	12 79	14 1	0 57	17 95	5 6	16 48	11 39	4 80	10 87	2 54	8 39
6 29	8 8	7 15	16 43	9 43	5 95	10 8	11 8	0 16	3 84	19 24	2 4	4 60	12 82	15 86	14 66	13 5	18 73	1 97	17 74
0 95	14 23	18 37	17 96	4 17	1 9	8 45	11 98	6 26	3 25	19 9	5 48	16 53	2 14	10 52	15 47	12 43	9 1	7 27	13 97
10 38	18 89	15 35	8 10	11 39	5 40	9 66	17 68	2 5	19 39	4 7	14 95	0 93	16 96	12 63	6 67	3 68	7 66	13 60	1 87
10 49	0 81	9 88	2 43	4 57	19 13	6 34	16 41	14 78	1 61	13 25	12 90	7 7	17 1	8 56	5 20	3 52	11 23	18 38	15 73
