50	20
1 57	14 160	2 134	12 130	7 96	16 134	15 146	5 16	11 35	8 50	18 147	17 80	0 59	3 9	19 38	4 150	9 151	10 14	6 48	13 152
18 195	10 147	12 75	17 148	11 129	19 181	0 104	1 51	8 19	14 10	7 169	13 122	16 181	15 137	3 134	4 8	6 145	9 120	5 4	2 63
5 132	12 120	9 71	10 159	1 33	2 90	13 28	3 81	7 20	19 94	18 111	11 109	4 20	6 111	0 190	17 123	16 172	14 91	8 46	15 77
8 13	7 23	14 79	15 64	10 193	0 126	2 136	5 53	3 111	6 56	13 17	17 49	12 28	11 65	19 116	1 115	16 173	4 131	9 134	18 57
19 197	14 88	12 22	6 142	18 147	13 18	5 113	9 81	10 149	16 130	17 18	4 138	8 16	2 144	0 35	3 91	1 192	15 130	11 127	7 120
5 21	11 86	8 34	0 178	18 100	19 120	10 159	4 105	2 38	12 74	16 27	13 174	3 109	9 5	17 88	6 70	1 40	14 64	7 31	15 148
0 84	14 64	11 129	15 133	8 46	4 103	19 155	3 168	13 7	1 47	10 99	2 149	16 160	6 126	5 103	9 39	18 65	7 17	17 189	12 127
15 32	3 3	4 151	13 6	10 2	14 114	5 158	6 79	11 182	16 97	1 76	17 71	8 60	0 188	9 11	7 30	19 177	2 189	18 44	12 130
12 184	2 37	15 154	13 130	3 187	4 140	5 37	17 155	9 124	19 178	0 24	1 69	10 148	16 83	6 82	7 24	11 118	8 125	14 42	18 167
12 57	18 129	4 117	0 92	11 143	1 199	6 68	16 76	2 167	17 143	7 79	8 65	10 144	5 163	13 104	9 18	3 83	19 79	14 166	15 9
17 19	4 151	1 200	13 147	3 152	6 104	8 139	7 162	19 98	16 196	9 53	0 2	2 122	18 116	5 73	10 25	12 115	15 170	11 84	14 120
15 64	2 36	17 191	12 58	14 159	8 127	7 83	18 47	4 177	11 139	6 137	9 98	13 183	0 92	16 83	5 107	19 172	3 68	1 4	10 154
10 106	12 126	8 91	5 120	19 113	16 178	1 10	2 6	13 52	9 62	6 166	15 159	7 109	0 28	18 85	11 60	4 61	17 176	14 144	3 120
19 21	13 181	7 167	6 158	0 72	1 7	2 196	11 77	14 95	16 4	17 47	9 51	15 126	10 182	5 188	12 126	18 140	3 138	8 41	4 50
5 119	6 130	0 25	15 162	13 45	1 31	10 173	2 81	12 81	19 50	3 63	17 160	4 181	9 97	8 17	18 71	16 39	11 68	14 192	7 46
6 107	1 185	8 16	4 56	18 46	17 90	19 93	3 111	2 59	13 151	11 120	10 52	0 84	15 6	9 191	16 89	12 65	7 52	5 70	14 156
4 23	17 158	7 149	8 33	5 92	19 46	2 162	12 75	13 190	1 102	11 60	9 195	18 12	0 197	6 146	10 168	16 46	15 3	3 168	14 181
5 3	14 50	4 4	9 88	19 3	7 109	0 116	2 187	11 116	8 74	13 154	18 138	6 58	12 81	3 169	16 139	1 165	15 186	17 31	10 75
15 96	10 48	17 72	5 132	18 155	11 118	7 121	12 5	2 157	8 125	13 80	9 153	3 180	14 187	1 87	0 1	16 148	4 24	19 16	6 16
12 167	6 127	3 139	7 150	5 140	0 186	10 16	9 22	11 151	14 144	18 143	4 118	17 113	1 25	15 92	2 122	16 37	19 106	8 73	13 176
18 176	4 102	6 77	19 165	14 13	15 124	1 112	17 47	16 16	3 123	12 160	10 70	8 132	2 194	13 106	9 193	11 140	0 160	5 67	7 115
16 57	11 148	1 192	0 24	4 163	5 188	3 169	17 87	6 119	7 59	18 6	2 171	12 113	13 101	14 55	9 63	8 102	19 52	10 188	15 55
13 43	18 167	5 16	0 73	7 175	12 126	8 133	3 53	14 116	19 177	2 170	15 152	11 9	1 62	16 81	6 62	17 59	9 117	4 125	10 120
15 99	0 151	3 53	11 72	1 194	9 126	10 186	8 163	7 32	2 15	14 171	16 184	19 82	12 170	6 188	5 49	13 147	4 121	17 77	18 133
16 40	14 42	15 104	6 86	12 86	13 182	11 81	9 31	8 120	3 56	10 138	5 109	18 134	17 86	7 97	19 196	2 170	4 64	0 101	1 83
17 141	14 35	2 50	4 70	1 126	8 140	6 56	19 12	7 97	15 70	16 27	3 11	9 18	0 23	10 117	12 34	13 105	18 4	11 135	5 12
0 91	15 65	2 96	1 105	18 11	3 79	13 91	10 50	5 131	9 188	19 160	4 73	17 69	11 116	8 113	7 24	14 108	12 120	6 195	16 190
0 5	2 36	7 48	8 114	10 167	17 62	13 65	9 197	14 84	11 49	16 83	5 172	3 32	1 145	12 100	18 77	6 116	4 179	19 59	15 33
3 21	0 198	6 91	7 46	16 178	4 87	1 120	10 123	19 124	8 116	9 102	18 128	11 121	2 172	5 134	15 102	12 39	13 93	17 171	14 198
2 98	4 200	1 87	12 36	3 183	10 95	19 4	6 142	0 80	13 48	11 63	15 164	9 118	18 133	5 21	7 188	14 71	16 8	8 83	17 73
2 92	17 83	5 35	8 69	1 72	13 82	15 67	16 32	7 174	10 162	11 12	9 24	6 7	19 92	12 122	4 34	14 183	0 169	3 179	18 153
