100	20
2 73	3 29	11 34	19 57	4 10	16 2	14 8	0 42	5 98	13 56	9 2	17 29	1 30	12 79	10 99	6 84	7 84	8 47	18 46	15 51
7 77	3 30	4 86	18 93	14 48	11 45	9 57	15 35	0 11	13 30	19 75	16 86	10 76	5 42	6 85	1 94	17 51	12 70	8 78	2 94
4 98	10 96	11 24	9 19	3 43	6 56	1 24	14 71	18 54	0 21	8 51	19 16	15 5	2 21	12 56	5 27	17 8	13 87	16 75	7 29
17 78	1 58	2 92	6 11	18 98	0 47	19 74	15 1	9 47	12 6	13 53	14 7	11 67	8 67	10 27	16 51	7 63	4 48	5 67	3 47
17 88	6 87	8 22	14 22	0 19	16 28	4 44	1 72	10 13	3 8	12 69	19 8	2 21	15 76	13 93	5 88	11 53	7 1	9 58	18 20
3 3	7 64	6 88	1 49	0 32	15 80	11 94	12 49	10 10	4 45	14 76	8 7	13 9	16 13	9 33	17 10	5 48	19 80	18 69	2 23
12 47	6 58	1 31	11 80	8 75	14 45	17 78	19 17	13 52	0 66	7 50	4 15	3 75	5 20	15 10	2 40	16 40	18 52	9 3	10 65
19 15	17 40	9 77	15 77	3 66	14 68	2 56	13 43	16 31	18 79	10 56	0 26	4 23	11 86	7 17	12 49	1 80	6 40	5 70	8 24
0 56	3 37	17 96	18 56	2 59	13 91	10 7	12 34	4 16	7 29	6 85	11 67	16 25	14 25	5 55	9 22	19 34	8 56	1 37	15 29
19 47	6 20	5 4	7 44	17 89	3 17	12 83	14 18	15 1	8 77	18 4	2 66	13 53	9 8	0 33	16 89	1 65	11 99	4 83	10 83
0 21	10 79	5 74	2 7	16 82	15 91	9 16	6 87	12 64	4 14	13 9	7 9	3 79	19 32	18 58	11 20	17 51	14 50	8 98	1 67
10 37	5 59	6 93	18 78	17 70	9 39	7 94	1 30	14 68	8 17	3 91	4 41	16 41	0 8	13 23	11 19	19 41	12 38	15 70	2 60
11 76	2 85	6 6	5 63	13 65	10 25	19 82	4 57	17 84	8 93	16 62	7 56	15 98	1 2	12 66	14 23	9 61	3 72	0 29	18 25
11 92	6 77	0 23	18 90	3 14	9 8	4 32	12 52	15 97	1 68	8 51	5 57	13 32	7 79	2 36	17 44	14 45	19 10	16 46	10 22
15 39	9 85	2 99	13 7	16 32	8 21	0 49	3 57	1 44	5 21	19 57	7 66	6 88	18 5	14 75	11 17	12 21	10 6	17 22	4 51
18 99	3 62	13 66	11 28	14 85	4 73	6 39	16 74	9 19	1 81	17 19	2 16	10 42	8 49	7 34	12 72	5 88	15 70	0 20	19 70
13 98	19 76	18 17	6 60	10 38	1 4	5 5	14 11	3 93	12 33	11 34	8 99	2 38	16 4	17 37	9 45	7 38	0 47	15 55	4 42
11 53	7 31	13 96	2 28	1 10	3 12	17 81	9 54	12 28	15 78	4 48	0 52	18 80	14 89	6 29	8 89	10 12	5 55	16 88	19 38
12 68	8 79	0 54	7 26	13 66	19 22	3 79	2 35	4 70	17 30	6 81	15 62	5 62	1 70	11 58	9 86	14 88	10 86	16 6	18 96
10 86	5 82	6 53	8 48	1 51	4 90	19 66	3 11	11 17	9 52	16 41	15 37	12 49	18 71	2 38	17 87	14 65	0 80	7 61	13 12
19 43	17 65	11 1	15 97	3 7	12 26	5 96	14 90	7 36	8 52	0 94	16 58	6 77	13 17	1 52	4 90	9 57	2 79	10 38	18 81
14 5	11 76	7 20	10 38	17 13	6 37	0 38	8 23	16 43	1 48	15 74	2 77	5 84	13 4	12 42	4 8	19 64	18 24	3 97	9 71
17 90	19 24	7 25	6 73	1 66	2 5	14 81	0 32	12 72	15 47	5 54	10 21	18 4	3 55	4 42	16 60	13 23	9 46	11 52	8 51
5 46	18 2	13 29	14 84	12 75	8 33	9 34	16 38	19 23	1 35	0 81	17 65	7 6	15 96	10 22	6 33	4 73	2 23	11 29	3 35
2 17	6 59	17 68	10 13	5 23	14 28	1 6	0 80	8 68	7 83	19 76	16 61	18 37	12 3	3 98	4 70	9 42	13 41	11 32	15 70
13 60	11 57	1 65	18 58	14 98	9 86	6 39	17 38	16 33	10 89	5 85	3 25	7 95	0 60	2 9	12 38	4 42	15 34	8 77	19 24
16 64	3 44	10 2	8 40	6 83	15 19	17 13	4 97	0 69	19 56	13 92	14 23	11 76	18 16	2 77	5 15	12 76	7 11	1 53	9 68
4 98	2 90	3 70	12 47	15 84	9 13	17 98	10 64	19 18	0 9	6 17	5 4	1 96	11 83	14 68	13 10	18 3	7 53	16 44	8 85
2 30	10 95	14 28	9 15	11 57	12 92	19 69	4 39	3 87	5 30	15 82	17 40	1 52	13 45	0 19	7 52	16 81	18 40	8 70	6 14
6 30	18 44	2 74	4 7	1 90	13 89	16 72	0 10	5 19	8 10	19 85	17 72	12 27	9 1	11 44	7 32	14 41	10 25	3 32	15 64
1 78	14 78	10 78	0 22	18 10	4 55	15 67	13 68	8 40	12 3	3 81	17 59	11 79	7 57	5 72	6 2	19 82	2 85	9 17	16 78
8 86	1 10	12 57	10 96	2 26	0 22	9 75	14 72	4 20	3 70	16 48	6 65	19 88	7 64	5 75	17 24	13 59	11 42	15 51	18 30
14 93	13 21	5 82	9 5	8 31	1 97	0 81	17 35	16 30	11 96	15 40	10 41	19 29	12 61	2 2	4 48	6 49	3 27	18 5	7 90
14 38	6 38	17 96	15 64	2 17	3 38	19 3	18 99	7 99	12 35	13 39	0 6	1 67	4 64	9 88	10 32	8 4	16 93	11 94	5 61
9 44	2 70	13 40	7 2	16 15	0 83	8 19	19 45	4 52	18 13	5 59	14 1	10 95	11 69	6 11	15 93	1 81	3 83	17 6	12 7
13 52	18 19	6 43	17 9	19 22	5 3	14 92	9 17	10 97	4 67	11 74	16 74	3 53	8 43	7 8	2 39	15 81	0 68	1 1	12 19
5 61	12 15	19 30	16 63	1 40	0 46	3 33	6 43	18 9	10 99	8 7	7 81	11 37	4 38	15 18	13 78	14 8	9 76	17 16	2 25
11 19	2 68	10 99	4 35	3 8	16 88	15 30	6 68	13 68	1 34	0 4	17 57	8 8	18 85	9 70	7 1	12 26	14 1	19 26	5 45
18 64	5 75	6 46	10 11	0 25	9 53	14 97	16 53	8 82	15 14	2 13	1 83	3 78	12 48	13 49	17 9	7 58	19 52	4 42	11 9
15 17	4 96	9 30	7 64	2 47	3 5	17 40	1 45	12 83	14 85	10 17	16 28	5 49	8 96	6 40	18 43	19 74	0 9	13 35	11 3
2 57	15 45	0 76	12 15	7 53	10 27	1 97	8 87	17 79	6 64	13 46	14 55	16 37	11 88	5 59	9 14	3 10	18 46	19 5	4 21
0 80	12 53	2 12	8 53	17 66	16 24	3 84	18 77	10 67	7 6	9 48	19 69	14 59	11 89	5 12	13 68	4 26	1 2	6 70	15 32
17 32	19 45	0 43	4 54	13 81	8 42	5 79	1 95	10 14	18 26	11 64	15 91	3 72	2 83	16 75	7 5	12 52	14 47	9 98	6 70
10 9	0 68	11 72	5 85	9 4	16 66	18 45	3 18	12 1	14 86	7 49	1 93	15 26	6 68	8 77	2 29	17 10	4 24	19 13	13 81
13 88	15 94	14 60	11 42	9 69	7 12	4 8	0 1	3 42	19 36	16 23	10 47	6 49	2 18	8 38	18 88	17 3	1 56	12 70	5 43
19 97	0 64	15 20	17 80	18 15	14 87	4 78	1 86	13 45	12 84	6 24	7 5	11 63	5 61	2 33	9 95	3 76	10 69	16 28	8 25
13 91	3 97	12 33	4 64	16 63	15 46	8 15	5 74	7 50	0 61	17 38	6 13	1 7	11 17	2 4	14 71	10 58	18 16	9 72	19 66
4 92	8 37	14 17	19 65	7 6	12 69	0 60	9 66	18 66	3 93	17 16	1 46	16 8	5 27	13 7	15 87	10 80	2 88	11 3	6 95
13 30	17 12	16 96	9 71	8 93	6 99	15 54	7 3	11 4	14 15	3 91	18 43	1 74	19 11	2 46	0 5	4 53	5 30	10 36	12 84
16 41	5 4	9 1	14 24	6 19	19 72	0 78	11 52	8 32	17 72	3 76	7 60	4 76	10 22	1 92	13 77	15 14	2 58	18 31	12 72
6 48	9 26	4 65	18 84	5 42	16 3	15 60	11 9	19 60	13 82	0 4	3 35	14 99	10 87	2 15	17 21	8 9	1 94	7 75	12 25
12 77	14 60	1 3	10 29	13 2	2 67	9 38	6 81	0 21	5 72	7 20	4 35	19 49	18 88	17 98	3 98	8 50	11 86	15 71	16 11
11 92	18 30	1 60	7 35	10 24	0 21	8 86	19 1	2 28	13 70	12 29	15 35	17 34	3 54	16 98	4 43	9 22	14 66	5 2	6 61
18 66	9 56	15 95	16 96	11 62	14 32	0 21	12 89	5 69	17 52	3 54	6 60	13 45	10 66	7 69	2 47	1 95	19 25	4 50	8 62
8 6	1 76	18 4	14 26	2 50	4 47	7 1	10 21	11 56	16 1	15 81	9 48	5 76	13 16	0 22	17 71	19 62	12 38	6 69	3 5
4 17	6 93	17 85	15 19	13 92	9 8	1 22	2 91	7 84	14 84	12 47	16 63	5 47	19 86	8 37	3 59	11 61	10 24	0 64	18 41
15 58	4 94	9 48	2 10	16 8	10 87	7 43	19 14	11 36	3 6	1 91	14 97	0 14	17 33	13 67	8 55	12 93	5 92	18 37	6 18
17 77	14 81	19 59	7 1	9 32	16 77	11 20	0 20	5 23	15 79	12 69	13 72	2 89	6 41	8 69	1 84	18 95	3 81	10 52	4 11
6 97	10 82	0 97	17 99	7 50	13 79	3 72	14 16	16 28	15 31	1 66	9 95	11 42	2 82	4 39	12 43	18 36	5 86	19 36	8 4
9 26	13 58	7 30	15 82	8 88	1 77	0 71	11 8	2 65	5 67	18 1	19 10	3 95	10 18	6 80	14 23	12 96	17 21	4 14	16 12
18 86	4 24	15 7	7 46	11 38	9 30	1 48	12 63	16 20	10 3	0 93	19 47	17 79	3 68	5 85	6 18	14 94	13 95	8 21	2 96
10 99	7 67	11 41	1 51	2 56	6 11	0 39	4 88	3 20	12 88	19 56	13 48	5 25	18 38	16 89	17 32	15 82	14 6	8 82	9 22
11 34	8 75	0 30	19 6	7 80	17 10	15 44	18 21	3 65	6 4	10 37	13 97	2 4	9 9	5 97	12 51	4 1	1 80	14 63	16 73
0 48	3 44	15 53	12 78	19 87	14 54	16 73	5 92	7 13	2 99	11 72	8 99	6 22	17 79	18 15	1 76	10 9	9 35	13 50	4 61
13 5	0 3	1 52	17 97	3 76	6 93	2 69	7 61	10 15	5 7	16 48	19 35	9 43	12 63	18 35	11 19	4 82	15 32	8 95	14 88
4 5	3 96	16 21	9 52	7 49	10 4	14 92	11 1	12 97	2 19	13 78	6 97	17 90	19 13	5 23	15 88	1 60	8 53	18 34	0 69
10 81	2 41	1 63	13 82	8 9	19 42	16 27	18 73	3 66	14 53	5 63	0 29	6 2	17 59	15 15	12 37	11 83	7 22	4 95	9 36
5 8	2 16	10 71	0 99	8 57	12 5	14 96	1 50	4 77	18 78	9 90	16 90	6 18	15 57	11 49	17 45	19 38	7 9	13 1	3 73
18 56	1 16	8 21	7 30	16 68	5 43	15 46	9 86	19 69	17 79	3 32	0 61	11 51	6 38	12 24	14 89	4 48	2 78	13 62	10 40
12 35	2 36	3 72	14 90	0 81	7 94	13 36	11 3	9 56	8 26	6 86	4 19	15 85	16 28	1 70	19 32	17 25	18 34	5 27	10 50
8 77	2 28	6 98	13 27	7 39	15 42	0 21	5 71	17 95	14 59	4 89	10 16	3 87	11 29	1 3	16 94	12 49	18 83	9 11	19 75
5 70	4 48	10 27	17 20	12 80	13 81	14 45	3 87	0 86	16 53	2 74	19 39	1 51	6 91	7 92	11 88	15 26	18 84	8 49	9 17
5 44	17 86	12 19	3 16	15 36	14 72	11 43	6 95	2 24	4 55	1 97	7 54	9 96	19 17	8 70	16 36	10 56	0 97	18 20	13 94
11 71	13 7	10 64	1 59	18 63	17 86	0 1	14 72	4 21	19 38	3 19	9 59	12 39	7 55	16 94	5 64	2 36	8 38	15 45	6 23
0 97	2 71	11 98	3 97	15 94	1 56	18 98	12 62	6 73	5 71	4 88	9 63	10 35	19 56	8 85	13 16	14 65	7 36	16 77	17 43
7 19	13 31	14 25	17 34	6 19	15 19	19 15	0 24	3 71	10 59	2 27	4 33	11 24	1 23	8 63	12 63	5 56	9 77	16 77	18 4
6 21	18 86	4 31	9 25	13 48	8 59	10 38	19 69	15 27	14 43	7 39	1 44	11 96	17 91	12 58	0 13	3 16	2 85	16 53	5 82
18 46	15 95	1 14	6 57	8 60	3 15	14 67	5 51	13 74	4 64	11 37	19 10	0 89	2 17	12 11	10 47	17 80	7 17	16 44	9 65
7 49	19 31	2 36	11 50	0 34	9 53	17 15	1 38	18 65	13 42	12 10	5 27	14 94	15 6	4 68	10 66	16 14	6 12	3 30	8 81
8 93	5 91	6 61	16 15	12 23	13 54	2 74	1 29	3 58	15 94	17 9	7 97	9 73	19 28	18 37	14 71	10 3	0 35	11 22	4 44
8 95	12 40	6 24	13 2	14 83	11 3	2 22	19 55	9 80	1 11	4 88	17 69	18 30	10 24	5 93	3 17	16 13	15 21	0 80	7 18
13 59	17 67	3 26	11 93	16 20	5 5	14 57	15 39	2 30	7 45	18 10	19 54	1 60	8 55	0 23	4 84	9 42	6 98	12 82	10 45
6 12	3 66	15 77	8 27	9 27	12 39	2 81	5 97	17 83	19 25	16 61	7 62	11 42	1 34	0 12	4 59	10 53	18 72	14 67	13 69
14 40	17 71	2 2	10 58	8 1	9 76	18 33	0 34	3 5	7 58	13 64	19 19	12 8	1 24	16 33	6 93	11 35	5 33	15 36	4 20
4 78	5 71	12 95	1 35	13 46	0 40	11 40	16 40	15 47	10 41	14 25	2 43	17 10	18 13	8 92	7 9	3 93	19 93	9 87	6 94
0 24	7 21	19 66	15 77	8 4	18 73	14 61	10 35	6 90	16 4	12 62	3 94	11 34	1 79	9 73	2 32	13 45	4 23	17 36	5 6
