80	20
17 136	19 63	2 6	14 90	6 12	0 141	12 57	10 132	5 198	9 187	8 77	7 55	18 140	11 38	1 177	4 151	3 172	15 34	13 41	16 40
6 72	2 25	8 61	4 37	9 152	13 118	11 198	7 137	10 49	12 146	18 84	17 112	1 117	19 73	5 189	14 192	15 168	16 5	3 77	0 82
4 195	9 155	17 200	13 110	2 155	6 22	5 130	15 52	8 113	0 18	11 84	7 174	1 20	19 71	16 156	18 22	3 5	12 1	10 75	14 139
0 7	19 125	7 19	6 193	12 134	18 179	9 103	1 159	3 65	11 97	17 115	13 68	16 27	5 32	8 182	4 199	10 166	15 13	14 193	2 52
19 1	6 78	17 71	2 3	5 89	7 58	9 114	15 157	18 11	0 18	14 122	16 150	8 129	11 146	13 149	10 184	12 139	3 109	4 102	1 145
15 34	6 82	4 83	5 69	14 146	10 154	19 119	16 51	0 164	2 23	12 45	13 48	7 179	9 136	1 7	17 41	3 145	18 76	11 12	8 164
13 145	14 194	4 148	17 149	9 192	6 63	19 163	1 156	5 123	15 178	2 44	11 182	18 168	16 177	10 15	8 91	3 37	7 91	0 64	12 68
4 90	17 198	15 132	12 155	9 95	14 185	6 187	10 144	5 49	3 125	8 190	0 60	11 28	13 3	19 30	1 82	2 35	16 81	7 183	18 191
17 68	15 104	13 156	18 138	4 143	16 176	1 176	14 139	12 182	7 46	10 25	11 124	8 172	2 73	6 146	3 19	9 34	19 130	0 184	5 31
10 110	2 93	6 134	5 134	12 100	17 118	7 109	11 49	15 122	3 11	4 155	9 26	8 4	13 64	0 195	19 165	18 74	1 200	16 110	14 190
9 42	19 49	13 43	12 83	16 133	4 25	14 193	8 183	7 61	18 42	11 41	2 115	0 144	17 170	15 193	6 134	3 75	5 119	10 16	1 142
16 155	11 75	9 74	8 143	1 109	19 151	4 3	0 103	7 123	12 141	14 15	15 65	13 163	2 141	18 132	17 148	10 40	3 52	5 88	6 169
4 54	18 191	14 84	11 104	3 14	0 66	6 61	15 32	10 137	1 165	2 6	19 150	17 79	12 91	8 53	13 63	9 165	5 101	7 63	16 121
18 114	4 73	0 166	15 139	2 74	8 47	7 111	5 166	11 115	13 185	9 171	14 58	10 132	12 144	6 173	16 161	17 39	1 98	3 107	19 175
10 120	14 171	11 121	4 27	18 189	6 59	13 169	12 152	7 12	1 121	3 10	5 194	2 160	9 43	15 197	8 30	0 58	17 107	19 72	16 81
15 182	11 131	5 112	0 22	10 65	12 114	7 101	8 127	17 4	19 111	1 8	6 95	3 50	16 195	2 48	13 86	18 85	9 111	14 198	4 44
0 155	2 2	7 120	12 109	15 185	10 3	16 155	8 146	19 18	5 194	1 104	6 132	9 13	14 39	4 54	13 8	11 139	3 67	18 112	17 146
18 101	9 21	5 35	12 118	14 5	2 62	19 68	11 200	4 51	17 147	0 68	6 57	10 11	16 107	8 87	1 91	13 148	3 185	7 61	15 135
7 50	13 102	12 33	4 7	3 189	11 60	16 103	6 57	14 124	9 155	10 109	19 159	0 62	5 68	2 121	18 22	1 145	15 160	8 67	17 22
17 63	3 188	9 108	19 76	12 101	15 128	6 33	18 105	16 128	0 34	7 167	8 45	14 149	4 113	2 80	13 197	5 111	1 1	11 86	10 61
8 137	12 46	18 79	13 128	4 191	11 104	1 170	3 157	9 62	10 49	17 117	7 64	6 175	5 109	16 32	15 63	19 7	0 146	2 126	14 166
8 112	19 133	4 128	14 188	18 98	10 31	13 39	7 94	15 78	1 140	9 43	2 42	0 79	12 118	17 110	6 3	11 30	3 56	16 179	5 189
4 31	11 106	15 74	2 80	0 60	10 148	5 100	9 154	17 164	13 192	16 156	6 143	14 100	8 180	18 65	7 106	3 33	1 142	12 104	19 2
10 19	5 153	0 100	14 111	17 78	15 62	2 116	19 61	12 80	9 41	11 81	6 140	3 15	8 20	4 47	16 100	18 35	13 22	7 196	1 137
6 57	7 10	0 34	10 172	5 70	8 89	4 26	12 193	19 108	13 4	9 1	2 42	14 78	11 91	15 88	16 77	17 38	3 50	18 129	1 57
4 193	7 197	3 138	14 184	11 86	12 82	2 69	15 111	6 88	17 111	13 85	19 95	0 184	1 59	16 165	10 68	18 163	8 4	9 118	5 184
13 164	2 52	1 114	3 3	10 121	6 58	11 126	15 186	8 5	7 195	5 161	14 73	4 142	18 125	17 194	12 37	0 199	19 43	9 28	16 136
1 38	13 94	16 190	11 98	10 167	8 154	7 174	19 69	18 195	14 61	15 57	0 142	4 187	5 102	3 90	17 199	2 181	12 30	6 48	9 168
16 168	2 37	8 33	10 191	11 27	5 70	0 88	12 120	7 180	15 85	17 79	14 95	4 196	13 79	6 56	1 68	3 126	19 166	18 158	9 92
9 148	16 174	18 77	10 180	15 193	14 116	6 45	11 1	1 131	7 14	0 31	17 168	5 108	3 160	19 157	12 36	13 60	8 159	2 190	4 172
16 88	3 10	11 150	12 160	8 69	1 9	9 21	19 81	0 8	13 95	14 60	6 143	5 105	4 50	17 188	15 98	10 172	18 153	2 80	7 102
6 113	11 82	12 85	0 139	13 26	8 65	10 149	16 121	7 152	15 11	4 195	17 181	3 197	14 108	19 19	18 35	9 166	1 119	2 190	5 140
5 81	14 138	18 177	8 86	0 26	17 105	6 111	19 21	9 148	13 162	11 144	16 56	4 88	2 185	12 39	1 132	15 132	10 19	7 85	3 36
6 155	13 105	14 58	1 89	19 108	4 126	9 52	5 66	3 19	10 155	7 155	0 129	17 55	15 134	11 15	2 200	12 111	18 173	16 66	8 65
13 192	17 54	11 160	2 192	1 159	9 84	4 16	10 161	5 122	16 198	14 152	19 56	18 170	7 101	3 82	0 15	15 4	8 96	12 177	6 182
10 49	13 8	0 85	7 168	16 84	5 132	11 168	3 130	2 161	1 67	15 133	14 89	4 21	12 15	19 134	6 20	9 90	18 159	8 12	17 46
19 156	18 52	10 85	9 87	13 64	17 109	3 74	11 60	0 48	2 130	12 35	16 54	7 60	1 184	4 168	15 38	5 41	14 7	8 42	6 30
19 25	17 110	7 188	15 95	12 186	9 129	5 198	2 5	8 1	6 46	4 73	3 12	16 47	10 152	18 7	13 50	11 198	14 40	1 14	0 36
15 85	16 87	8 172	12 142	9 183	13 58	5 97	4 148	11 159	1 49	14 87	17 97	6 40	10 188	2 130	7 151	19 196	18 15	0 88	3 33
