60	20
4 116	10 198	5 6	15 64	14 155	18 148	3 20	7 126	2 45	1 149	19 18	17 81	9 67	0 5	8 85	6 52	16 25	12 120	13 123	11 24
13 153	7 16	11 53	12 196	15 45	16 84	3 66	17 9	10 64	19 38	8 75	6 65	14 161	1 179	9 135	4 147	0 128	5 130	18 182	2 144
1 149	12 198	6 178	19 7	4 156	7 19	11 143	16 73	13 33	0 64	8 123	9 26	14 33	15 109	3 185	2 117	17 66	5 149	18 117	10 47
4 165	13 7	8 99	0 87	7 9	17 77	16 164	3 65	18 147	2 122	9 107	19 71	11 49	15 138	5 193	14 87	1 53	12 164	6 88	10 34
9 134	16 122	0 31	14 176	12 179	4 143	18 83	8 118	6 198	19 94	2 191	13 114	1 180	10 87	5 158	7 190	3 115	17 45	11 150	15 64
4 130	10 103	0 154	17 168	12 117	9 196	7 28	13 42	3 88	18 62	2 13	16 80	15 150	19 137	8 164	1 96	5 29	6 52	14 198	11 87
16 6	2 108	17 140	14 11	10 5	12 97	13 190	4 63	5 85	9 49	0 188	7 7	8 146	15 75	3 147	6 119	11 68	18 74	1 131	19 27
11 128	2 110	9 117	4 16	3 66	5 139	10 19	8 56	14 173	7 182	13 166	19 158	6 145	17 176	15 125	16 155	0 173	1 79	12 18	18 100
10 123	11 176	3 160	6 134	2 93	8 167	9 81	18 130	0 61	1 158	14 34	5 50	15 38	12 89	13 141	16 96	19 44	17 135	4 42	7 118
7 21	18 52	10 126	19 106	5 170	4 128	15 11	2 190	12 3	17 36	9 169	16 17	0 128	8 167	14 53	11 2	6 142	3 62	1 152	13 200
13 164	8 117	3 188	10 72	17 49	11 134	19 139	16 37	15 80	0 76	6 101	18 19	5 30	9 75	14 47	1 104	2 82	7 56	4 186	12 16
17 131	16 118	3 59	12 174	15 39	10 172	5 184	8 183	6 186	11 25	4 191	9 19	18 79	7 198	14 130	13 78	1 148	0 105	2 36	19 25
6 195	5 169	15 64	11 59	16 28	2 6	14 34	7 146	1 127	13 98	4 103	19 105	18 156	17 97	10 115	0 57	9 181	8 111	3 83	12 159
16 146	18 116	3 51	12 80	10 71	0 133	6 74	5 102	1 88	2 47	13 40	7 178	4 50	15 117	14 183	8 180	17 194	19 44	11 187	9 156
12 116	3 110	5 117	16 62	4 34	6 111	9 179	0 190	19 159	14 168	8 194	2 22	17 27	15 100	18 165	13 76	10 168	7 51	11 84	1 23
19 23	0 4	13 82	8 198	15 40	1 61	10 74	3 82	16 8	11 125	17 199	7 97	2 27	5 26	4 168	6 105	14 93	9 145	18 195	12 68
8 116	0 194	13 53	10 123	16 175	7 66	1 16	11 178	4 197	12 63	17 94	9 178	18 123	15 73	14 23	6 156	2 97	19 96	5 119	3 13
8 22	15 36	0 119	10 37	14 53	2 148	13 152	5 111	17 40	11 32	4 162	19 97	3 78	9 86	16 20	1 100	18 189	7 181	12 63	6 174
6 7	15 163	17 183	19 42	14 88	10 159	0 48	4 66	7 128	1 87	8 25	3 34	9 120	2 68	18 156	5 156	11 192	16 149	12 195	13 10
17 184	18 138	3 160	14 163	9 169	2 12	12 21	6 16	8 56	7 184	1 80	4 82	11 99	15 106	19 152	13 179	16 70	0 15	5 103	10 97
9 186	3 186	19 147	16 127	11 191	15 109	17 104	7 194	10 42	8 156	12 14	4 120	6 34	13 157	0 115	2 104	18 52	14 120	5 120	1 186
10 138	0 57	3 13	5 60	19 148	17 171	16 67	9 112	15 58	18 4	13 165	8 145	4 87	12 47	1 73	6 182	2 139	7 52	14 79	11 192
7 75	18 23	2 143	14 134	10 49	13 76	0 171	12 106	5 176	11 152	16 54	19 143	8 138	9 186	1 78	17 166	15 167	4 12	3 21	6 76
12 94	4 181	13 55	8 63	15 58	19 24	3 114	7 40	17 66	9 108	1 77	11 172	18 78	14 170	0 59	16 156	5 59	2 171	10 165	6 25
13 102	19 173	8 162	0 71	15 75	16 56	2 197	1 148	12 149	5 173	6 65	17 57	18 171	4 79	7 126	9 19	3 49	10 28	14 48	11 32
17 154	7 49	12 46	9 88	1 3	8 29	2 19	15 51	3 11	4 73	16 69	10 176	18 143	19 140	13 190	5 190	11 94	0 128	14 188	6 50
6 19	0 37	7 4	3 200	17 72	14 198	5 39	16 171	8 122	12 182	10 168	19 15	11 91	18 100	15 74	9 130	2 36	4 189	1 17	13 169
2 162	5 139	16 152	3 22	17 133	11 127	13 54	19 162	8 144	10 85	7 124	15 139	0 74	18 68	1 145	4 132	12 130	14 68	6 110	9 129
8 170	13 121	4 43	18 187	0 111	16 40	2 190	15 69	14 150	7 137	19 179	12 87	9 139	1 15	5 109	3 89	10 33	11 190	6 119	17 164
18 7	9 113	13 9	1 127	5 143	17 22	11 150	14 78	8 2	3 7	12 134	16 106	19 163	10 2	2 150	15 169	7 164	4 9	0 127	6 136
16 103	18 90	13 2	11 75	9 36	7 147	4 64	1 70	6 95	2 179	3 26	15 47	14 159	10 160	12 139	5 195	8 76	19 146	0 82	17 172
7 108	9 26	4 153	0 79	3 67	19 118	8 46	5 40	10 147	17 131	11 152	15 197	13 167	6 120	1 95	2 10	16 92	14 22	12 143	18 90
14 100	2 65	13 110	0 182	18 175	7 72	8 113	9 94	19 161	10 68	11 133	15 155	6 47	16 119	4 166	3 15	1 124	5 178	12 132	17 26
5 104	10 45	9 72	17 34	2 93	8 125	11 38	13 32	14 129	6 181	19 84	18 29	1 72	15 187	12 132	16 162	7 177	3 108	0 52	4 36
5 12	13 165	7 115	2 48	0 85	1 120	6 67	14 158	10 170	8 156	17 82	18 127	3 38	9 178	4 148	15 185	11 114	12 166	19 96	16 45
5 56	3 65	6 115	13 182	15 72	19 157	17 104	8 53	9 140	11 107	4 191	7 185	12 118	18 175	10 107	1 86	0 177	16 198	14 1	2 160
6 19	1 101	5 159	0 153	15 110	14 76	19 95	16 110	13 99	9 130	8 56	10 1	3 63	17 175	18 170	11 110	7 98	12 183	2 45	4 110
19 40	3 126	8 117	4 129	13 131	1 45	5 146	15 30	14 169	16 62	0 77	11 72	10 125	6 135	18 156	2 73	7 162	17 184	12 148	9 109
6 158	5 72	1 65	13 140	17 119	2 146	9 152	4 108	14 93	18 59	8 50	16 181	7 28	3 114	12 91	15 141	11 173	0 7	10 154	19 122
1 194	16 156	15 169	3 45	5 96	19 127	10 121	17 109	9 92	0 91	2 198	12 170	13 169	6 74	7 90	18 131	4 72	8 158	11 126	14 7
9 47	0 59	19 43	11 77	12 2	17 63	18 200	16 104	3 195	15 6	13 148	10 79	8 68	2 145	14 123	1 150	7 170	4 181	5 135	6 6
16 152	6 83	7 3	11 25	19 177	13 62	1 77	10 165	4 129	14 13	5 141	3 92	12 154	18 6	17 106	2 17	8 126	0 92	15 137	9 65
