80	20
18 148	4 16	17 109	6 76	1 60	19 196	11 135	13 88	16 9	10 199	5 161	9 60	12 7	15 54	8 146	14 159	0 66	7 64	2 89	3 90
15 106	7 9	3 104	10 71	1 2	6 196	14 121	12 39	16 120	18 19	19 158	0 62	13 158	4 7	2 62	5 59	8 39	11 168	17 135	9 115
12 59	13 6	4 189	10 78	14 75	5 82	19 33	16 107	1 150	0 13	2 48	18 34	17 67	15 59	8 25	9 140	3 65	6 103	11 50	7 89
16 6	4 122	1 116	11 83	6 29	5 67	19 121	7 161	14 17	9 156	18 31	10 97	8 16	15 130	3 148	0 35	2 66	12 181	13 109	17 118
5 43	11 63	1 157	16 3	3 22	4 146	0 55	9 64	10 32	19 54	18 190	15 50	6 76	13 91	12 129	14 38	8 138	2 32	7 59	17 22
1 65	6 170	5 140	2 136	13 150	10 2	16 153	12 35	17 165	14 146	9 150	0 34	4 18	11 33	7 49	8 140	19 141	15 75	18 91	3 151
12 135	1 51	7 172	16 186	13 180	8 69	6 178	5 165	18 184	19 37	17 174	14 107	4 31	15 61	11 34	2 29	3 191	0 11	10 154	9 98
7 136	10 29	3 127	18 70	15 17	0 154	16 144	2 62	14 191	5 190	13 16	9 186	19 31	17 164	11 164	8 87	12 11	6 48	4 84	1 10
6 37	15 135	5 177	17 22	2 69	11 124	4 153	19 136	1 115	8 123	10 161	12 194	3 141	14 161	18 32	7 85	0 32	9 161	16 95	13 110
9 146	19 168	14 191	1 77	18 20	10 187	5 164	15 190	13 77	17 181	6 99	12 157	4 16	8 161	3 127	11 139	7 1	2 40	0 131	16 136
13 159	1 34	9 190	16 62	7 181	10 167	2 177	11 122	17 47	4 187	15 55	3 51	18 104	6 105	5 139	19 67	0 11	8 180	12 169	14 86
8 197	15 132	12 44	2 178	6 181	1 125	3 45	16 94	11 37	17 99	9 89	13 34	5 134	4 47	7 143	0 151	14 184	10 143	18 147	19 144
9 130	4 79	17 73	10 15	18 177	15 12	13 105	7 166	3 12	19 94	1 47	16 45	0 116	12 85	11 20	14 112	5 63	6 50	8 84	2 14
6 46	10 161	18 147	14 27	13 196	3 120	16 197	8 87	0 57	5 152	12 181	17 59	1 16	11 145	15 68	2 92	9 70	7 112	19 147	4 194
2 190	19 35	11 56	4 33	8 160	1 13	14 98	6 70	15 107	0 119	5 3	3 105	9 143	16 141	17 132	7 7	18 198	12 166	13 67	10 131
6 154	3 85	16 165	12 115	0 143	9 171	7 98	13 81	15 153	10 135	8 155	1 189	14 196	19 17	18 43	2 111	17 124	4 109	5 55	11 5
1 156	10 41	18 14	9 163	16 112	4 27	7 200	17 17	8 27	5 73	2 30	11 164	6 147	12 103	15 169	0 144	14 172	3 97	19 30	13 45
0 53	4 90	7 129	8 163	3 122	9 62	13 60	15 63	1 45	16 146	12 94	17 174	2 22	18 25	10 4	14 15	11 158	6 120	19 135	5 108
2 37	8 66	7 53	4 105	11 71	3 129	16 178	10 60	19 90	0 57	12 164	6 137	18 129	14 130	17 164	13 60	9 56	5 101	15 187	1 78
16 47	14 133	2 143	7 107	18 125	3 127	12 19	4 35	10 172	15 25	19 180	13 115	0 108	5 79	6 64	17 91	9 107	11 131	8 118	1 39
12 72	5 16	6 94	8 169	11 118	17 84	2 127	0 144	3 92	4 189	10 165	19 120	18 138	7 104	14 35	9 121	1 166	13 31	16 77	15 156
5 25	17 119	9 136	7 151	1 114	2 140	14 135	16 116	8 84	13 157	12 53	4 3	18 192	0 165	6 43	15 47	3 46	11 64	19 134	10 181
2 173	14 79	7 112	11 9	1 33	9 176	3 167	17 135	19 26	6 165	4 29	18 145	8 111	0 157	15 99	10 27	12 117	16 65	5 123	13 198
10 137	17 106	9 92	19 146	1 123	12 62	13 155	5 133	4 87	6 123	0 174	15 10	14 27	3 95	7 18	11 1	8 161	2 84	16 192	18 80
6 145	14 19	16 86	0 95	10 174	17 154	3 145	19 46	7 199	2 10	8 123	12 49	13 28	15 155	4 134	1 98	11 180	18 22	9 72	5 95
16 117	3 134	1 115	11 23	14 149	13 18	15 161	0 66	18 113	2 49	19 155	12 10	4 179	9 126	8 57	6 147	17 122	7 39	5 181	10 126
16 5	1 185	4 88	5 151	7 68	9 26	2 74	13 194	8 41	12 194	18 137	15 117	14 171	11 151	0 85	3 135	10 6	17 77	19 171	6 178
6 37	7 89	19 7	9 80	13 61	8 169	11 143	0 53	15 182	10 49	2 82	17 54	16 130	18 81	4 170	14 172	12 108	3 46	1 196	5 36
3 58	13 47	19 40	16 179	0 11	5 90	2 42	12 108	14 95	11 109	4 110	7 160	15 67	10 1	18 65	1 67	8 88	17 163	6 97	9 65
16 163	1 49	8 184	13 95	15 139	2 30	3 153	0 147	14 150	10 67	12 129	17 16	18 39	9 199	7 192	11 118	19 78	6 36	4 136	5 117
3 168	15 95	2 85	18 164	11 78	9 144	19 161	6 35	17 5	0 88	16 171	5 148	10 148	12 120	8 81	7 52	14 140	4 62	13 185	1 26
8 98	2 163	5 82	4 108	18 134	15 6	7 119	9 99	13 188	14 22	11 158	10 107	3 106	17 176	12 25	1 66	19 12	6 115	16 117	0 81
4 180	11 147	8 154	7 167	17 184	15 9	3 183	6 79	19 37	1 158	2 122	12 121	0 192	16 185	9 34	14 86	10 190	5 87	18 152	13 132
8 196	12 167	15 90	7 110	18 22	1 34	0 83	2 28	10 134	17 47	4 185	3 5	5 61	16 34	19 58	9 58	6 150	14 107	13 30	11 170
11 70	0 127	13 43	7 102	19 88	14 161	17 13	12 2	16 195	15 55	5 76	2 71	18 123	6 29	3 194	1 11	10 50	4 1	9 47	8 29
3 193	5 42	7 125	13 85	0 76	14 121	9 111	18 6	2 16	12 19	15 46	8 13	6 87	4 185	17 110	19 107	10 129	1 27	11 85	16 184
13 56	9 110	5 93	15 183	8 129	3 52	0 32	18 153	12 160	14 102	7 123	17 23	4 138	2 42	19 147	1 47	6 149	10 61	11 119	16 31
13 138	16 152	15 140	4 95	5 82	1 187	17 99	7 33	14 6	3 83	9 130	12 147	0 95	10 197	11 200	19 152	2 82	8 161	6 78	18 138
7 126	1 183	19 185	17 110	8 80	13 68	5 84	0 110	10 117	11 127	2 184	9 36	4 115	15 55	18 20	3 40	16 71	14 20	6 186	12 190
19 35	10 178	12 135	5 5	6 14	7 113	1 61	17 82	2 191	0 160	13 194	14 162	9 197	11 119	18 125	4 191	16 17	15 10	3 195	8 185
16 189	0 31	9 31	1 77	14 174	15 23	13 184	6 83	17 98	7 94	5 155	2 20	3 12	8 18	19 41	10 134	4 8	12 159	18 20	11 91
11 180	12 135	14 19	17 123	2 171	1 109	0 34	18 142	10 7	6 196	4 148	8 159	15 148	7 175	3 35	5 152	9 169	13 23	16 122	19 74
2 33	1 25	5 160	7 22	4 27	15 194	13 147	3 52	8 139	10 25	6 152	9 198	17 98	14 188	0 134	18 134	16 146	19 192	11 185	12 160
17 83	9 30	8 155	5 179	18 138	7 90	3 26	2 51	1 69	15 162	19 154	0 53	4 70	12 155	14 154	16 122	11 12	10 88	6 48	13 133
4 109	16 106	2 179	11 117	7 80	17 18	10 32	12 63	8 177	0 43	6 12	1 160	19 15	9 14	15 17	13 116	18 133	5 60	14 82	3 144
19 126	7 15	12 177	2 58	3 10	9 145	17 58	13 104	14 104	5 158	16 21	18 109	6 87	15 60	4 103	1 1	11 58	8 124	0 84	10 141
17 1	8 195	9 176	19 105	10 165	5 43	11 137	18 118	7 71	4 111	2 100	1 181	14 139	12 19	6 119	13 74	16 48	0 25	15 27	3 14
19 39	1 149	4 70	2 80	9 43	10 186	8 151	15 185	7 9	11 121	0 114	14 8	17 44	13 148	5 88	16 46	18 171	6 174	3 58	12 142
18 187	1 26	4 111	7 31	14 31	8 113	6 106	19 131	0 161	9 9	15 90	11 9	5 49	12 168	10 2	3 119	13 21	2 110	17 160	16 98
12 27	1 108	11 26	9 24	2 57	3 44	17 21	4 13	16 92	19 165	14 113	18 52	5 62	7 175	15 40	13 200	6 127	0 62	10 28	8 74
0 122	12 82	3 62	4 83	19 48	14 30	2 199	9 193	17 10	6 53	1 115	8 74	18 151	5 84	16 63	10 179	13 90	7 124	15 36	11 58
10 127	13 81	1 117	8 140	7 62	16 46	15 149	4 142	2 177	14 8	9 94	3 180	19 1	0 108	17 155	12 116	5 43	11 149	18 122	6 109
19 39	16 80	5 88	1 177	7 166	0 177	18 103	4 92	8 155	10 18	3 166	12 167	2 117	6 25	14 64	11 120	9 188	17 134	15 19	13 165
7 54	6 28	12 198	17 4	14 82	16 130	3 190	2 137	18 114	10 72	8 170	1 122	4 152	5 76	0 47	9 156	19 192	15 79	13 58	11 115
3 41	1 114	5 150	16 7	13 42	8 197	15 199	4 169	17 48	6 48	18 34	2 61	7 101	19 29	0 68	9 129	11 96	12 59	14 181	10 7
9 162	4 56	13 40	18 158	7 19	14 138	19 113	15 168	5 112	17 158	3 143	10 19	12 147	8 199	1 4	2 187	16 184	0 107	6 129	11 49
13 65	14 68	2 67	19 48	16 106	8 70	4 18	0 112	7 16	1 103	17 127	10 82	3 30	6 190	18 194	5 105	12 193	9 110	11 162	15 193
18 89	7 200	17 14	19 133	16 40	3 177	9 157	5 20	0 132	12 8	6 141	8 32	1 118	14 3	2 23	10 26	4 157	15 160	11 46	13 17
11 198	3 51	9 83	2 88	7 47	19 87	15 103	4 116	5 136	12 28	8 35	16 127	13 135	14 174	6 171	10 29	1 87	0 165	17 176	18 1
6 20	16 117	13 197	15 26	8 21	12 189	14 139	10 15	9 60	18 176	11 74	3 45	17 95	19 173	7 93	2 151	4 145	0 103	5 48	1 96
12 88	7 104	9 149	5 81	19 134	1 45	17 188	6 176	13 119	10 143	2 132	15 117	11 43	3 135	4 126	16 9	18 65	0 197	8 188	14 137
19 94	11 193	8 164	18 11	15 117	9 83	0 182	13 127	10 61	14 144	17 54	7 149	3 198	4 145	16 11	2 183	12 131	5 142	1 14	6 57
14 168	12 168	3 93	13 84	0 192	17 164	4 40	8 157	11 44	2 45	18 199	6 58	5 151	10 152	7 113	16 131	1 190	9 15	15 167	19 123
10 178	7 162	1 70	19 191	5 180	4 143	18 166	2 136	13 176	11 194	17 200	8 164	14 51	16 1	12 87	15 198	9 161	0 112	6 64	3 26
6 20	5 167	11 137	12 86	3 105	13 194	10 135	19 171	16 183	8 95	0 44	1 70	2 197	17 159	14 156	4 97	7 179	9 35	18 63	15 74
0 137	1 138	5 143	12 46	11 58	8 173	7 50	4 26	17 60	9 32	15 167	19 184	13 168	2 105	18 87	16 159	10 95	3 125	6 121	14 107
7 45	16 128	0 110	10 48	4 47	8 118	14 137	9 150	2 74	18 97	5 19	15 147	1 70	11 138	17 55	12 128	13 169	6 116	19 175	3 44
16 85	17 37	6 55	7 116	4 97	11 181	19 175	0 77	10 39	2 158	8 45	12 121	13 107	9 109	18 136	14 119	5 132	1 56	15 145	3 39
