90	10
9 178	6 124	4 2	1 75	3 111	5 39	0 110	2 200	7 5	8 106
2 181	1 127	4 182	0 154	9 196	6 55	3 12	5 18	7 109	8 158
5 37	4 98	6 196	0 28	2 14	7 178	9 9	1 62	8 56	3 86
5 16	9 88	2 161	0 86	8 37	6 174	1 50	4 26	7 24	3 124
2 20	8 67	0 195	5 75	6 114	9 21	7 132	4 73	1 42	3 122
6 50	4 197	9 135	8 23	3 157	1 99	7 180	2 112	5 53	0 179
4 141	8 174	3 60	2 197	5 27	7 122	0 52	6 200	9 171	1 41
0 63	5 190	1 110	8 70	6 181	2 8	7 162	9 123	4 94	3 112
5 50	0 3	2 25	6 5	7 34	4 35	8 161	1 57	3 8	9 35
6 86	2 149	7 98	1 54	8 128	0 56	9 123	4 6	5 14	3 2
7 54	0 149	6 151	3 116	2 178	1 143	5 38	4 3	8 108	9 50
0 62	3 12	9 127	6 182	1 56	7 187	5 103	8 61	4 189	2 176
9 135	1 192	2 149	7 152	8 81	3 129	5 92	6 199	0 184	4 149
1 14	8 45	9 173	3 198	7 86	6 34	0 199	5 29	4 157	2 12
1 6	4 41	6 24	5 50	9 193	3 115	8 147	2 20	7 52	0 178
7 122	9 110	5 76	0 199	8 101	6 81	2 3	1 44	4 95	3 186
4 50	3 157	8 176	0 147	6 175	1 185	2 117	9 14	5 107	7 124
2 165	0 1	8 2	1 186	5 113	3 172	9 7	7 71	6 134	4 30
1 109	4 105	9 31	2 10	0 170	8 143	5 142	7 112	3 173	6 103
2 165	9 75	0 189	7 90	8 64	6 73	1 108	5 132	4 83	3 198
7 101	4 88	8 181	0 82	5 18	2 26	9 75	3 69	6 16	1 94
9 31	3 110	0 169	6 171	5 76	8 38	1 1	7 191	2 147	4 54
0 163	9 112	6 15	1 70	4 119	3 118	5 156	7 154	2 63	8 125
8 32	6 30	5 48	7 155	3 168	4 41	1 58	9 74	2 85	0 123
3 5	4 37	0 43	5 111	8 149	2 7	9 93	7 190	1 52	6 61
2 128	7 160	5 86	0 41	9 188	4 107	8 42	6 46	1 191	3 37
9 183	1 188	3 68	6 15	8 46	5 122	4 147	7 41	2 33	0 34
1 63	5 88	4 4	0 151	2 50	9 127	8 11	6 195	3 55	7 50
