70	10
0 124	9 190	2 163	5 129	6 141	8 52	4 104	3 200	7 144	1 157
0 150	2 136	9 78	6 22	1 193	3 146	4 105	8 18	5 128	7 24
8 174	0 60	2 106	4 107	5 184	6 110	3 49	9 156	7 17	1 59
5 173	7 145	1 100	4 20	2 44	3 186	9 39	6 155	8 82	0 128
2 175	0 166	5 133	8 151	6 138	7 44	9 81	1 164	4 56	3 129
4 106	1 112	3 159	5 118	8 104	2 83	9 88	7 112	0 89	6 135
3 51	4 53	0 83	2 21	7 193	1 122	8 18	6 141	9 39	5 99
5 28	2 89	6 177	4 113	0 193	3 26	9 151	8 75	1 152	7 85
4 53	1 11	3 62	6 125	2 186	0 47	7 14	9 145	5 167	8 154
9 137	5 34	3 105	8 51	7 136	4 151	1 107	2 181	6 197	0 25
5 154	2 95	9 45	8 35	0 136	4 68	3 93	7 128	6 12	1 45
9 184	0 147	5 108	1 179	2 103	8 65	7 38	3 171	6 90	4 12
0 121	8 5	6 122	2 96	4 147	5 72	1 106	9 123	7 58	3 49
7 120	5 57	6 74	1 189	0 200	4 62	9 192	3 121	8 86	2 78
4 158	2 28	3 136	9 56	1 192	6 119	8 109	0 20	7 199	5 78
0 177	5 99	1 154	4 32	9 114	6 136	2 79	8 77	3 181	7 26
7 53	0 133	6 179	8 151	3 102	5 168	4 162	2 5	1 123	9 98
0 64	5 112	9 151	6 92	3 119	2 148	7 62	8 178	1 137	4 160
2 164	9 151	8 146	3 73	7 143	5 189	4 162	0 105	6 154	1 29
0 174	5 99	3 174	2 99	7 55	9 154	6 91	4 44	1 80	8 17
6 200	9 91	7 158	5 196	4 25	2 83	8 165	0 14	3 28	1 172
4 184	3 74	1 16	8 176	0 62	2 134	7 95	9 78	6 112	5 191
7 122	3 20	8 161	4 101	6 190	5 173	0 139	1 124	9 44	2 25
6 182	8 184	4 102	3 104	0 175	7 87	1 190	2 29	9 116	5 40
2 9	5 165	7 124	6 70	8 143	0 105	9 101	3 157	1 2	4 30
4 41	9 90	1 118	0 145	5 174	6 26	8 43	7 180	3 159	2 141
0 83	6 161	1 67	4 137	3 76	2 48	5 186	9 110	7 1	8 156
3 117	6 88	0 80	9 49	2 168	4 38	1 93	7 24	5 136	8 70
3 19	9 62	7 182	2 32	6 87	1 107	4 76	5 157	8 63	0 29
0 172	4 91	9 16	1 40	8 76	5 7	2 35	7 185	3 120	6 83
0 147	6 110	5 60	2 128	4 87	1 179	8 13	7 101	3 51	9 59
7 22	0 79	2 192	3 178	4 3	1 169	5 142	8 160	9 122	6 22
3 136	4 23	9 172	1 83	2 40	5 107	0 143	6 170	7 59	8 63
0 162	6 80	2 185	5 24	8 132	9 84	3 4	1 26	7 2	4 120
7 41	2 85	5 57	1 160	8 51	9 191	6 115	3 125	0 28	4 168
9 193	8 16	7 182	0 178	5 136	1 115	4 85	3 165	2 197	6 63
8 161	6 73	9 169	4 101	1 158	5 140	7 131	3 120	2 196	0 189
9 69	8 125	4 85	3 60	7 161	2 16	0 93	6 139	1 182	5 187
1 181	8 155	9 35	6 80	0 157	2 21	5 112	4 28	7 79	3 114
9 183	7 170	3 176	8 98	5 94	4 187	0 154	1 160	6 29	2 149
3 86	5 150	0 111	1 89	4 122	6 186	8 8	9 46	7 149	2 20
7 130	4 8	6 24	8 55	9 23	0 163	2 50	5 22	1 191	3 138
6 104	5 20	4 194	0 19	8 60	2 26	9 9	7 8	3 196	1 124
6 129	1 91	3 150	7 3	0 178	2 188	8 112	9 67	5 6	4 111
9 38	4 47	3 100	7 162	2 100	1 199	6 105	8 13	5 116	0 194
